Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-06,BA,1,0,1,1,14873064,15079940,29,6.8,7,1,6,,,,,,,,,,,,,,,0.0,0.464,0.0,0.0663,0.0663,0.398
2020-03-07,BA,2,0,3,2,14873064,15079940,29,6.8,14,3,11,,,,,,,,,,,,,,,0.0,0.928,0.0,0.199,0.199,0.729
2020-03-09,BA,2,0,3,3,14873064,15079940,29,6.8,14,3,11,,,,,,,,,,,,,,,0.0,0.928,0.0,0.199,0.199,0.729
2020-03-10,BA,2,0,3,4,14873064,15079940,29,6.8,14,3,11,,,,,,,,,,,,,,,0.0,0.928,0.0,0.199,0.199,0.729
2020-03-11,BA,3,0,5,5,14873064,15079940,29,6.8,20,5,15,,,,,,,,,,,,,,,0.0,1.33,0.0,0.332,0.332,0.995
2020-03-12,BA,3,0,4,6,14873064,15079940,29,6.8,20,4,16,,,,,,,,,,,,,,,0.0,1.33,0.0,0.265,0.265,1.06
2020-03-13,BA,7,0,5,7,14873064,15079940,29,6.8,48,5,43,,,,,,,,,,,,,,,0.0,3.18,0.0,0.332,0.332,2.85
2020-03-15,BA,9,0,15,8,14873064,15079940,29,6.8,61,15,46,,,,,,,,,,,,,,,0.0,4.05,0.0,0.995,0.995,3.05
2020-03-16,BA,10,0,17,9,14873064,15079940,29,6.8,68,17,51,,,,,,,,,,,,,,,0.0,4.51,0.0,1.13,1.13,3.38
2020-03-17,BA,14,0,19,10,14873064,15079940,29,6.8,95,19,76,,,,,,,,,,,,,,,0.0,6.3,0.0,1.26,1.26,5.04
2020-03-18,BA,27,0,43,11,14873064,15079940,29,6.8,184,43,141,,,,,,,,,,,,,,,0.0,12.2,0.0,2.85,2.85,9.35
2020-03-19,BA,31,0,38,12,14873064,15079940,29,6.8,211,38,173,6.57,44.71,7.71,0.0,7.71,37.0,,,,,,,,,0.0,13.99,0.0,2.52,2.52,11.47
2020-03-20,BA,34,0,46,13,14873064,15079940,29,6.8,231,46,185,7.57,51.43,10.29,0.0,10.29,41.14,,,,,,,,,0.0,15.32,0.0,3.05,3.05,12.27
2020-03-21,BA,41,0,59,14,14873064,15079940,29,6.8,279,59,220,9.29,63.14,15.57,0.0,15.57,47.57,,,,,,,,,0.0,18.5,0.0,3.91,3.91,14.59
2020-03-22,BA,55,0,69,15,14873064,15079940,29,6.8,374,69,305,9.14,62.14,17.71,0.0,17.71,44.43,8.34,4.46,0.0,4.46,3.89,,,,0.0,24.8,0.0,4.58,4.58,20.23
2020-03-23,BA,63,0,89,16,14873064,15079940,29,6.8,428,89,339,11.0,74.71,24.57,0.0,24.57,50.14,6.43,4.2,0.0,4.2,2.23,,,,0.0,28.38,0.0,5.9,5.9,22.48
2020-03-24,BA,79,0,128,17,14873064,15079940,29,6.8,537,128,409,12.71,86.43,30.0,0.0,30.0,56.43,7.0,5.54,0.0286,5.57,1.43,,,,0.0,35.61,0.0,8.49,8.49,27.12
2020-03-25,BA,91,0,167,18,14873064,15079940,29,6.8,619,167,452,12.29,83.57,31.29,0.0,31.29,52.29,9.54,6.89,0.0571,6.94,2.6,0.897,,,0.0,41.05,0.0,11.07,11.07,29.97
2020-03-26,BA,108,0,210,19,14873064,15079940,29,6.8,734,210,524,14.43,98.14,43.29,0.143,43.43,54.71,11.89,6.09,0.0571,6.14,5.74,1.55,,,0.0,48.67,0.0,13.93,13.93,34.75
2020-03-27,BA,123,0,256,20,14873064,15079940,29,6.8,836,256,580,16.14,109.86,52.14,0.286,52.43,57.43,12.83,5.43,0.0571,5.49,7.34,1.17,,,0.0,55.44,0.0,16.98,16.98,38.46
