Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-04,PA,82,1,244,18,8688894,15,8.3,681,245,436,17.14,142.29,58.29,0.714,59.0,83.29,13.26,6.34,0.143,6.49,6.77,-0.24,-0.2331,0.0878,0.0041,78.38,0.115,28.08,28.2,50.18
2020-04-05,PA,86,1,277,19,8688894,15,8.3,714,278,436,17.71,147.14,59.71,0.714,60.43,86.71,18.03,8.8,0.2,9.0,9.03,-1.4686,0.392,0.433,0.0036,82.17,0.115,31.88,31.99,50.18
2020-04-06,PA,123,5,413,20,8688894,15,8.3,1021,418,603,17.14,142.29,59.71,0.857,60.57,81.71,13.74,8.43,0.143,8.57,5.17,-0.1086,0.616,0.588,0.012,117.51,0.575,47.53,48.11,69.4
2020-04-07,PA,154,5,506,21,8688894,15,8.3,1278,511,767,20.29,168.43,75.29,1.14,76.43,92.0,12.57,8.66,0.229,8.89,3.69,2.57,1.71,0.343,0.0098,147.08,0.575,58.24,58.81,88.27
2020-04-08,PA,165,6,534,22,8688894,15,8.3,1370,540,830,22.14,183.71,89.43,1.43,90.86,92.86,14.91,11.57,0.114,11.69,3.23,4.93,2.04,-0.0178,0.0111,157.67,0.691,61.46,62.15,95.52
2020-04-09,PA,169,7,556,23,8688894,15,8.3,1403,563,840,24.71,205.14,101.57,1.86,103.43,101.71,26.09,18.03,0.286,18.31,7.77,8.3,1.48,-0.149,0.0124,161.47,0.806,63.99,64.8,96.68
2020-04-10,PA,217,9,747,24,8688894,15,8.3,1801,756,1045,26.71,221.71,117.57,1.29,118.86,102.86,42.66,24.57,0.2,24.77,17.89,8.73,0.303,-0.6338,0.0119,207.28,1.04,85.97,87.01,120.27
2020-04-11,PA,237,11,870,25,8688894,15,8.3,1967,881,1086,32.86,272.71,149.86,2.29,152.14,120.57,55.26,30.34,0.257,30.6,24.66,7.31,-0.1291,-0.6411,0.0125,226.38,1.27,100.13,101.39,124.99
2020-04-12,PA,259,14,988,26,8688894,15,8.3,2150,1002,1148,46.0,381.71,198.14,2.14,200.29,181.43,56.2,29.63,0.286,29.91,26.29,4.08,-1.4606,-0.4201,0.014,247.44,1.61,113.71,115.32,132.12
2020-04-13,PA,310,14,1236,27,8688894,15,8.3,2573,1250,1323,55.43,460.0,241.14,2.71,243.86,216.14,51.46,24.97,0.371,25.34,26.11,4.28,-1.1669,0.402,0.0112,296.13,1.61,142.25,143.86,152.26
2020-04-14,PA,384,21,1555,28,8688894,15,8.3,3187,1576,1611,58.57,486.14,249.71,3.29,253.0,233.14,46.49,23.23,0.114,23.34,23.14,1.0,-0.6171,0.314,0.0133,366.79,2.42,178.96,181.38,185.41
2020-04-15,PA,487,21,1921,29,8688894,15,8.3,4042,1942,2100,57.71,479.0,242.43,3.14,245.57,233.43,64.06,35.77,0.171,35.94,28.11,2.89,2.31,1.18,0.0108,465.19,2.42,221.09,223.5,241.69
2020-04-16,PA,557,26,2244,30,8688894,15,8.3,4623,2270,2353,60.86,505.14,266.0,2.86,268.86,236.29,60.26,36.29,-0.0571,36.23,24.03,4.22,1.44,0.708,0.0115,532.06,2.99,258.26,261.25,270.81
2020-04-17,PA,627,32,2495,31,8688894,15,8.3,5204,2527,2677,84.57,702.0,377.0,3.0,380.0,322.0,70.66,47.63,-0.0286,47.6,23.06,15.65,4.44,0.48,0.0127,598.93,3.68,287.15,290.83,308.09
2020-04-18,PA,641,33,2567,32,8688894,15,8.3,5320,2600,2720,91.71,761.29,422.57,2.43,425.0,336.29,72.57,46.26,0.143,46.4,26.17,11.47,2.37,-1.2539,0.0127,612.28,3.8,295.43,299.23,313.04
2020-04-19,PA,685,34,2850,33,8688894,15,8.3,5686,2884,2802,101.14,839.43,487.86,3.14,491.0,348.43,124.74,73.11,0.971,74.09,50.66,23.18,1.78,-0.5269,0.0118,654.4,3.91,328.0,331.92,322.48
2020-04-20,PA,902,35,3875,34,8688894,15,8.3,7487,3910,3577,101.43,841.86,473.71,3.86,477.57,364.29,121.43,65.8,1.17,66.97,54.46,14.75,-3.9554,-2.4745,0.009,861.67,4.03,445.97,450.0,411.67
2020-04-21,PA,1026,38,4513,35,8688894,15,8.3,8516,4551,3965,136.0,1128.86,631.57,7.71,639.29,489.57,176.17,92.97,1.8,94.77,81.4,13.14,-1.1954,-0.9586,0.0083,980.1,4.37,519.4,523.77,456.33
2020-04-22,PA,1195,43,5336,36,8688894,15,8.3,9918,5379,4539,157.71,1309.14,706.0,8.86,714.86,594.29,144.43,71.86,1.86,73.71,70.71,-4.1257,-7.936,-0.9314,0.008,1141.46,4.95,614.12,619.07,522.39
2020-04-23,PA,1267,53,5560,37,8688894,15,8.3,10516,5613,4903,197.86,1642.14,887.43,11.43,898.86,743.29,138.26,66.66,1.91,68.57,69.69,5.5,-2.4206,1.36,0.0094,1210.28,6.1,639.9,646.0,564.28
2020-04-24,PA,1579,86,6916,38,8688894,15,8.3,13106,7002,6104,188.14,1561.57,847.14,12.43,859.57,702.0,104.11,42.17,1.69,43.86,60.26,-16.4971,-2.8743,0.165,0.0123,1508.36,9.9,795.96,805.86,702.51
2020-04-25,PA,1745,95,7509,39,8688894,15,8.3,14484,7604,6880,184.71,1533.14,807.0,13.43,820.43,712.71,148.91,67.29,3.11,70.4,78.51,2.65,2.84,3.69,0.0125,1666.96,10.93,864.21,875.14,791.82
2020-04-26,PA,2070,114,9062,40,8688894,15,8.3,17181,9176,8005,198.71,1649.43,842.43,16.14,858.57,790.86,93.69,46.11,2.77,48.89,44.8,-1.2343,-0.3691,0.927,0.0124,1977.35,13.12,1042.94,1056.06,921.29
2020-04-27,PA,2219,122,9805,41,8688894,15,8.3,18418,9927,8491,247.43,2053.71,1042.43,24.43,1066.86,986.86,157.69,94.71,3.54,98.26,59.43,10.1,10.54,2.05,0.0123,2119.72,14.04,1128.45,1142.49,977.22
2020-04-28,PA,2319,132,10162,42,8688894,15,8.3,19248,10294,8954,254.29,2110.57,1118.0,25.29,1143.29,967.29,132.09,95.74,3.11,98.86,33.23,3.65,2.21,0.158,0.0128,2215.24,15.19,1169.54,1184.73,1030.51
2020-04-29,PA,2586,156,11233,43,8688894,15,8.3,21464,11389,10075,283.14,2350.0,1320.71,30.14,1350.86,999.14,154.6,114.6,3.11,117.71,36.89,36.18,7.39,0.47,0.0137,2470.28,17.95,1292.8,1310.75,1159.53
2020-04-30,PA,2999,224,12857,44,8688894,15,8.3,24892,13081,11811,264.29,2193.57,1285.71,29.0,1314.71,878.86,167.17,133.71,2.06,135.77,31.4,13.71,3.63,-4.1026,0.0171,2864.81,25.78,1479.71,1505.49,1359.32
2020-05-01,PA,3359,263,14742,45,8688894,15,8.3,27880,15005,12875,291.86,2422.43,1415.43,31.71,1447.14,975.29,274.6,171.4,2.2,173.6,101.0,35.71,1.98,-0.2078,0.0175,3208.69,30.27,1696.65,1726.92,1481.78
2020-05-02,PA,3727,306,16754,46,8688894,15,8.3,30934,17060,13874,348.14,2889.57,1711.0,34.71,1745.71,1143.86,226.26,138.2,1.51,139.71,86.54,28.27,-9.9771,-2.2425,0.0179,3560.18,35.22,1928.21,1963.43,1596.75
2020-05-03,PA,3920,317,18062,47,8688894,15,8.3,32536,18379,14157,419.71,3483.57,1975.0,36.29,2011.29,1472.29,310.66,159.83,3.09,162.91,147.74,13.57,1.17,0.0491,0.0172,3744.55,36.48,2078.75,2115.23,1629.32
2020-05-04,PA,4262,344,19713,48,8688894,15,8.3,35375,20057,15318,419.43,3481.29,2011.71,37.71,2049.43,1431.86,295.94,150.74,2.34,153.09,142.86,-13.7029,-3.8229,2.26,0.0172,4071.29,39.59,2268.76,2308.35,1762.94
2020-05-05,PA,4756,375,22139,49,8688894,15,8.3,39475,22514,16961,451.43,3746.86,2084.86,44.43,2129.29,1617.57,235.0,124.97,3.2,128.17,106.83,19.58,3.88,5.9,0.0167,4543.16,43.16,2547.97,2591.12,1952.03
2020-05-06,PA,5524,410,25058,50,8688894,15,8.3,45849,25468,20381,470.14,3902.14,2169.14,43.43,2212.57,1689.57,206.09,148.23,6.11,154.34,51.74,16.6,13.3,1.23,0.0161,5276.74,47.19,2883.91,2931.1,2345.64
2020-05-07,PA,5935,488,26939,51,8688894,15,8.3,49261,27427,21834,489.71,4064.57,2335.86,50.71,2386.57,1678.0,324.17,222.91,7.86,230.77,93.4,47.67,19.53,1.84,0.0178,5669.42,56.16,3100.39,3156.56,2512.86
2020-05-08,PA,6519,574,29336,52,8688894,15,8.3,54108,29910,24198,543.86,4514.0,2716.14,66.86,2783.0,1731.0,393.66,296.89,8.6,305.49,88.17,80.06,7.31,-2.0738,0.0192,6227.26,66.06,3376.26,3442.33,2784.93
2020-05-09,PA,7018,610,31938,53,8688894,15,8.3,58249,32548,25701,614.71,5102.14,3126.29,77.0,3203.29,1898.86,534.29,374.86,8.66,383.51,150.77,83.95,5.39,-6.2437,0.0187,6703.85,70.2,3675.73,3745.93,2957.91
2020-05-10,PA,7348,672,34413,54,8688894,15,8.3,60988,35085,25903,688.57,5715.14,3569.29,87.43,3656.71,2058.43,635.31,397.6,7.03,404.63,230.69,56.11,-6.4891,-7.3248,0.0192,7019.08,77.34,3960.57,4037.91,2981.16
2020-05-11,PA,8069,812,38726,55,8688894,15,8.3,66973,39538,27435,792.0,6573.57,4043.43,86.71,4130.14,2443.43,625.83,372.11,4.14,376.26,249.57,43.54,-17.9189,-2.4382,0.0205,7707.89,93.45,4456.95,4550.41,3157.48
2020-05-12,PA,9059,914,44023,56,8688894,15,8.3,75190,44937,30253,872.43,7241.14,4323.86,85.86,4409.71,2831.43,604.71,382.51,1.97,384.49,220.23,15.22,-17.0937,-1.5191,0.0203,8653.58,105.19,5066.58,5171.77,3481.8
2020-05-13,PA,10344,1022,50043,57,8688894,15,8.3,85855,51065,34790,920.86,7643.14,4576.71,87.57,4664.29,2978.86,611.34,351.71,-0.9143,350.8,260.54,-9.5314,-4.8857,0.541,0.02,9881.0,117.62,5759.42,5877.04,4003.96
2020-05-14,PA,11479,1095,55243,58,8688894,15,8.3,95276,56338,38938,979.0,8125.71,5038.86,86.86,5125.71,3000.0,610.4,336.17,0.943,337.11,273.29,-1.52,-2.208,5.55,0.0194,10965.26,126.02,6357.89,6483.91,4481.35
2020-05-15,PA,12626,1175,59603,59,8688894,15,8.3,104796,60778,44018,1056.86,8771.86,5327.86,82.86,5410.71,3361.14,587.66,325.74,4.43,330.17,257.49,31.68,-3.7829,5.46,0.0193,12060.91,135.23,6859.68,6994.91,5066.01
2020-05-16,PA,13464,1223,63975,60,8688894,15,8.3,111751,65198,46553,1159.71,9625.57,5724.29,91.43,5815.71,3809.86,618.23,346.63,5.29,351.91,266.31,32.5,9.84,-1.3278,0.0188,12861.36,140.75,7362.85,7503.6,5357.76
2020-05-17,PA,14201,1280,69685,61,8688894,15,8.3,117868,70965,46903,1226.43,10179.43,5952.57,108.0,6060.57,4118.86,763.11,417.26,6.29,423.54,339.57,-3.6914,10.22,0.424,0.018,13565.36,147.31,8020.01,8167.32,5398.04
2020-05-18,PA,15467,1392,76021,62,8688894,15,8.3,128376,77413,50963,1293.29,10734.29,6309.86,114.0,6423.86,4310.43,773.83,475.14,9.91,485.06,288.77,39.65,-11.5246,3.73,0.018,14774.72,160.2,8749.21,8909.42,5865.3
2020-05-19,PA,17177,1554,84093,63,8688894,15,8.3,142569,85647,56922,1438.71,11941.29,7125.14,118.29,7243.43,4697.86,591.94,383.43,10.57,394.0,197.94,49.57,-0.0891,-6.3589,0.0181,16408.19,178.85,9678.22,9857.07,6551.12
2020-05-20,PA,18929,1778,91711,64,8688894,15,8.3,157111,93489,63622,1523.0,12641.0,7703.57,132.43,7836.0,4805.0,785.89,621.31,8.09,629.4,156.49,-25.9429,14.86,-10.1182,0.019,18081.82,204.63,10554.97,10759.6,7322.22
2020-05-21,PA,20532,1893,99412,65,8688894,15,8.3,170416,101305,69111,1516.29,12585.29,7641.43,144.29,7785.71,4799.57,866.06,735.43,4.86,740.29,125.77,32.05,-21.9589,-1.9029,0.0187,19613.08,217.86,11441.27,11659.14,7953.95
2020-05-22,PA,22697,2003,109479,66,8688894,15,8.3,188385,111482,76903,1699.86,14108.86,9059.14,148.43,9207.57,4901.29,633.4,623.46,-0.0286,623.43,9.97,70.61,-40.3737,-10.3115,0.018,21681.13,230.52,12599.88,12830.4,8850.72
2020-05-23,PA,24125,2150,117900,67,8688894,15,8.3,200238,120050,80188,1815.0,15064.57,9987.0,138.29,10125.29,4939.29,934.09,747.09,-1.0,746.09,188.0,-70.1486,-21.0389,-12.9714,0.0179,23045.28,247.44,13569.05,13816.49,9228.79
2020-05-24,PA,24815,2290,123175,68,8688894,15,8.3,205965,125465,80500,1820.29,15108.29,10242.43,118.14,10360.57,4747.71,945.0,755.69,-3.2286,752.46,192.54,-152.3029,-51.6469,4.87,0.0183,23704.4,263.55,14176.14,14439.7,9264.7
2020-05-25,PA,27366,2431,139435,69,8688894,15,8.3,227138,141866,85272,2085.71,17311.43,11439.0,127.43,11566.43,5745.0,435.14,234.54,-7.6857,226.86,208.29,-131.1371,-49.9966,19.82,0.0171,26141.19,279.78,16047.5,16327.28,9813.91
2020-05-26,PA,29882,2522,154002,70,8688894,15,8.3,248021,156524,91497,2085.57,17310.29,11419.86,128.14,11548.0,5762.29,104.54,47.71,-9.5714,38.14,66.4,-226.1829,2.38,15.99,0.0161,28544.6,290.26,17724.0,18014.26,10530.34
2020-05-27,PA,31671,2605,163408,71,8688894,15,8.3,262869,166013,96856,1962.0,16284.57,10231.86,110.0,10341.86,5942.71,-22.2857,18.8,-6.8286,11.97,-34.2571,-179.3714,58.7,25.77,0.0157,30253.45,299.81,18806.54,19106.34,11147.1
2020-05-28,PA,35132,2785,179485,72,8688894,15,8.3,291596,182270,109326,1878.0,15587.29,10225.57,90.43,10316.0,5271.29,-196.8286,-116.2571,-7.7143,-123.9714,-72.8571,-58.24,58.92,22.01,0.0153,33559.62,320.52,20656.83,20977.35,12582.27
2020-05-29,PA,37296,2900,189418,73,8688894,15,8.3,309557,192318,117239,1806.86,14996.86,10336.43,84.0,10420.43,4576.43,48.14,38.91,-7.3429,31.57,16.57,141.21,77.2,5.72,0.0151,35626.74,333.76,21800.01,22133.77,13492.97
2020-05-30,PA,37859,2920,189523,74,8688894,15,8.3,314230,192443,121787,1967.14,16327.29,10857.71,88.86,10946.57,5380.71,143.94,254.34,-1.8,252.54,-108.6,163.49,60.07,-23.1749,0.0152,36164.56,336.06,21812.1,22148.16,14016.4
2020-05-31,PA,37961,2923,194754,75,8688894,15,8.3,315076,197677,117399,2114.57,17551.0,11614.43,91.43,11705.86,5845.14,810.57,640.23,3.77,644.0,166.57,159.83,30.96,-25.2983,0.0148,36261.92,336.41,22414.13,22750.54,13511.39
2020-06-01,PA,40014,3019,211790,76,8688894,15,8.3,332116,214809,117307,2048.71,17004.29,11503.57,101.0,11604.57,5399.71,795.14,687.8,4.49,692.29,102.86,120.99,-57.1726,-33.9417,0.0141,38223.05,347.46,24374.79,24722.25,13500.8
2020-06-02,PA,43652,3144,230006,77,8688894,15,8.3,362312,233150,129162,2366.29,19640.14,13426.71,109.29,13536.0,6104.14,602.34,672.94,3.8,676.74,-74.4,96.57,-67.5669,-27.6942,0.0135,41698.29,361.84,26471.26,26833.1,14865.18
2020-06-03,PA,46473,3245,244709,78,8688894,15,8.3,385726,247954,137772,2285.86,18972.57,13775.43,106.43,13881.86,5090.71,653.09,760.03,5.03,765.06,-111.9714,-144.6571,-92.5051,-18.9221,0.0131,44392.99,373.47,28163.42,28536.89,15856.1
2020-06-04,PA,49473,3492,260010,79,8688894,15,8.3,410626,263502,147124,2330.0,19339.0,14222.43,107.86,14330.29,5008.71,626.77,733.66,1.34,735.0,-108.2286,-174.3486,-78.3989,10.34,0.0133,47258.72,401.89,29924.41,30326.3,16932.42
2020-06-05,PA,53860,3665,283405,80,8688894,15,8.3,447038,287070,159968,2508.0,20816.43,15414.57,116.57,15531.14,5285.29,87.29,362.89,-0.8571,362.03,-274.7429,-302.6914,-63.6491,17.07,0.0128,51449.36,421.8,32616.92,33038.73,18410.63
2020-06-06,PA,53860,3665,285951,81,8688894,15,8.3,447038,289616,157422,2426.29,20138.14,15171.86,107.71,15279.57,4858.57,-76.6,179.4,-4.2,175.2,-251.8,-271.0057,-5.4743,39.32,0.0127,51449.36,421.8,32909.94,33331.75,18117.61
2020-06-07,PA,54271,3678,294311,82,8688894,15,8.3,450449,297989,152460,2418.86,20076.57,15241.14,105.0,15346.14,4730.43,-911.1143,-276.5143,-8.2286,-284.7429,-626.3714,-221.68,17.81,32.75,0.0123,51841.93,423.3,33872.09,34295.39,17546.54
2020-06-08,PA,57570,3835,319692,83,8688894,15,8.3,477831,323527,154304,2239.71,18589.57,14672.43,85.43,14757.86,3831.71,-701.9429,-74.1714,-8.2857,-82.4571,-619.4857,-172.0286,104.1,28.49,0.0119,54993.31,441.37,36793.18,37234.54,17758.76
2020-06-09,PA,60636,3898,336209,84,8688894,15,8.3,503279,340107,163172,1781.14,14783.43,12839.86,66.71,12906.57,1876.86,-481.6286,83.29,-6.6,76.69,-558.3143,-85.32,85.36,18.95,0.0115,57922.1,448.62,38694.11,39142.73,18779.38
2020-06-10,PA,63405,3980,351397,85,8688894,15,8.3,526262,355377,170885,2085.14,17306.71,15043.71,75.14,15118.86,2187.86,-772.8571,-158.9429,-7.9714,-166.9143,-605.9429,217.79,78.78,10.02,0.0112,60567.2,458.06,40442.09,40900.14,19667.06
2020-06-11,PA,65151,4090,362717,86,8688894,15,8.3,540753,366807,173946,2136.14,17730.0,15588.29,74.71,15663.0,2067.0,-503.2,-61.3714,-4.1714,-65.5429,-437.6571,155.81,89.27,-23.0334,0.0112,62234.96,470.72,41744.9,42215.61,20019.35
2020-06-12,PA,66328,4132,373284,87,8688894,15,8.3,550522,377416,173106,1953.29,16212.29,14446.43,65.14,14511.57,1700.71,177.86,297.6,-1.4857,296.11,-118.2571,172.21,67.93,-18.9986,0.0109,63359.27,475.55,42961.05,43436.6,19922.67
2020-06-13,PA,68456,4191,391257,88,8688894,15,8.3,568185,395448,172737,1936.57,16073.57,14365.57,64.57,14430.14,1643.43,77.09,276.2,-4.2,272.0,-194.9143,274.33,-11.0697,-24.048,0.0106,65392.1,482.34,45029.55,45511.89,19880.21
2020-06-14,PA,69224,4201,403429,89,8688894,15,8.3,574559,407630,166929,1888.29,15672.71,14327.86,59.29,14387.14,1285.57,379.43,58.2,-3.8857,54.31,325.11,254.31,-9.6309,-33.2341,0.0103,66125.68,483.49,46430.42,46913.91,19211.77
2020-06-15,PA,71243,4291,420817,90,8688894,15,8.3,591317,425108,166209,2131.57,17692.14,16424.71,54.14,16478.86,1213.29,598.77,119.97,-1.8286,118.14,480.63,162.45,-41.4617,-30.5947,0.0101,68054.35,493.85,48431.6,48925.44,19128.9
2020-06-16,PA,74192,4350,436768,91,8688894,15,8.3,615794,441118,174676,2364.71,19627.14,15879.29,55.29,15934.57,3692.57,768.34,331.77,-1.3714,330.4,437.94,107.65,-76.8994,-15.2475,0.0099,70871.39,500.64,50267.39,50768.03,20103.36
2020-06-17,PA,76623,4395,451692,92,8688894,15,8.3,635971,456087,179884,2314.0,19206.14,15046.29,56.0,15102.29,4103.86,990.09,480.94,-0.9714,479.97,510.11,-35.0971,-85.048,-11.7209,0.0096,73193.55,505.82,51984.98,52490.8,20702.75
2020-06-18,PA,80072,4469,477690,93,8688894,15,8.3,664598,482159,182439,2399.43,19915.29,16024.43,57.71,16082.14,3833.14,615.34,90.54,-0.0857,90.46,524.89,-110.1714,-87.3074,2.67,0.0093,76488.22,514.33,54977.08,55491.41,20996.8
2020-06-19,PA,82881,4519,484439,94,8688894,15,8.3,687912,488958,198954,2484.71,20623.14,16732.57,54.43,16787.0,3836.14,203.94,107.46,-0.9714,106.49,97.46,-170.9314,-68.2354,15.13,0.0092,79171.41,520.09,55753.82,56273.91,22897.51
2020-06-20,PA,84654,4583,496581,95,8688894,15,8.3,702628,501164,201464,2502.29,20768.86,16877.43,53.71,16931.14,3837.71,47.91,-45.2286,-1.6571,-46.8857,94.8,-274.0914,-28.1063,19.98,0.0091,80865.07,527.45,57151.23,57678.69,23186.38
2020-06-21,PA,86020,4605,515600,96,8688894,15,8.3,713966,520205,193761,2487.57,20646.86,16416.57,50.43,16467.0,4179.86,-86.3143,-21.5429,-2.5429,-24.0857,-62.2286,-233.5257,-1.272,27.96,0.0089,82169.95,529.99,59340.12,59870.11,22299.85
2020-06-22,PA,88636,4672,537945,97,8688894,15,8.3,735679,542617,193062,2342.86,19445.71,14820.14,47.71,14867.86,4577.86,-380.3714,-254.6286,-3.4,-258.0286,-122.3429,-175.6286,14.86,23.67,0.0086,84668.89,537.7,61911.79,62449.49,22219.4
2020-06-23,PA,91708,4726,554910,98,8688894,15,8.3,761176,559636,201540,2347.43,19483.71,15916.71,45.0,15961.71,3522.0,-552.2857,-517.2571,-3.1714,-520.4286,-31.8571,-116.5314,52.48,15.76,0.0084,87603.32,543.91,63864.28,64408.2,23195.13
2020-06-24,PA,94036,4748,566608,99,8688894,15,8.3,780499,571356,209143,2255.57,18721.29,15459.43,37.43,15496.86,3224.43,-674.2,-460.3143,-3.0,-463.3143,-210.8857,-96.6171,50.12,7.64,0.0083,89827.2,546.44,65210.6,65757.05,24070.15
2020-06-25,PA,96472,4803,581431,100,8688894,15,8.3,800718,586234,214484,2169.57,18007.43,14291.14,37.86,14329.0,3678.43,-534.7429,-52.2,-2.8571,-55.0571,-479.6857,-11.6743,50.69,3.39,0.0082,92154.19,552.77,66916.57,67469.35,24684.84
2020-06-26,PA,99313,4834,595856,101,8688894,15,8.3,824298,600690,223608,2081.43,17275.86,14115.0,35.43,14150.43,3125.43,-569.4,-275.6571,-1.6857,-277.3429,-292.0571,17.07,36.95,-8.5079,0.008,94868.0,556.34,68576.74,69133.08,25734.92
2020-06-27,PA,100443,4845,604797,102,8688894,15,8.3,833677,609642,224035,2020.71,16772.0,14559.14,33.43,14592.57,2179.43,-438.7429,-247.6857,-0.4286,-248.1143,-190.6286,77.83,31.81,,0.0079,95947.42,557.61,69605.75,70163.36,25784.06
2020-06-28,PA,101207,4870,615638,103,8688894,15,8.3,840018,620508,219510,2004.43,16636.71,14538.43,36.57,14575.0,2061.71,-466.9429,-4.9143,-0.8571,-5.7714,-461.1714,68.2,9.94,,0.0078,96677.21,560.49,70853.44,71413.92,25263.28
2020-06-29,PA,103206,4920,636750,104,8688894,15,8.3,856610,641670,214940,1991.29,16527.57,14221.0,35.29,14256.29,2271.29,-285.0571,114.34,0.0857,114.43,-399.4857,62.42,,,0.0077,98586.77,566.24,73283.2,73849.45,24737.33
2020-06-30,PA,105853,4960,656824,105,8688894,15,8.3,878580,661784,216796,1888.29,15672.71,14266.57,33.57,14300.14,1372.57,-193.7429,110.11,0.0286,110.14,-303.8857,38.05,,,0.0075,101115.29,570.84,75593.51,76164.35,24950.93
2020-07-01,PA,108067,5004,668377,106,8688894,15,8.3,896956,673381,223575,1909.71,15850.57,14686.71,35.86,14722.57,1128.0,-257.2857,124.54,-1.3714,123.17,-380.4571,,,,0.0074,103230.17,575.91,76923.14,77499.05,25731.12
2020-07-02,PA,110411,5050,680978,107,8688894,15,8.3,916411,686028,230383,1904.0,15803.29,15109.71,33.57,15143.29,660.0,-248.5143,55.69,-1.0857,54.6,-303.1143,,,,0.0074,105469.23,581.2,78373.38,78954.58,26514.65
