Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-02-25,SP,1,0,0,1,45919049,46752226,35,7.2,7,0,7,,,,,,,,,,,,,,,,0.15,0.0,0.0,0.0,0.15
2020-02-26,SP,1,0,0,2,45919049,46752226,35,7.2,7,0,7,,,,,,,,,,,,,,,,0.15,0.0,0.0,0.0,0.15
2020-02-27,SP,1,0,1,3,45919049,46752226,35,7.2,7,1,6,,,,,,,,,,,,,,,0.0,0.15,0.0,0.0214,0.0214,0.128
2020-02-28,SP,2,0,2,4,45919049,46752226,35,7.2,14,2,12,,,,,,,,,,,,,,,0.0,0.299,0.0,0.0428,0.0428,0.257
2020-02-29,SP,2,0,2,5,45919049,46752226,35,7.2,14,2,12,0.143,1.0,0.714,0.0,0.714,0.286,,,,,,,,,0.0,0.299,0.0,0.0428,0.0428,0.257
2020-03-01,SP,2,0,3,6,45919049,46752226,35,7.2,14,3,11,0.286,2.14,0.714,0.0,0.714,1.43,,,,,,,,,0.0,0.299,0.0,0.0642,0.0642,0.235
2020-03-02,SP,2,0,4,7,45919049,46752226,35,7.2,14,4,10,0.714,5.14,1.71,0.0,1.71,3.43,,,,,,,,,0.0,0.299,0.0,0.0856,0.0856,0.214
2020-03-03,SP,2,0,5,8,45919049,46752226,35,7.2,14,5,9,1.14,8.29,0.714,0.0,0.714,7.57,2.69,0.314,0.0,0.314,2.37,,,,0.0,0.299,0.0,0.107,0.107,0.193
2020-03-04,SP,3,0,5,9,45919049,46752226,35,7.2,22,5,17,1.57,11.43,2.14,0.0,2.14,9.29,2.46,0.371,0.0,0.371,2.09,,,,0.0,0.471,0.0,0.107,0.107,0.364
2020-03-05,SP,6,0,13,10,45919049,46752226,35,7.2,43,13,30,2.0,14.43,2.29,0.0,2.29,12.14,2.49,0.371,0.0,0.371,2.11,,,,0.0,0.92,0.0,0.278,0.278,0.642
2020-03-06,SP,10,0,7,11,45919049,46752226,35,7.2,72,7,65,2.0,14.43,2.57,0.0,2.57,11.86,3.89,1.17,0.0,1.17,2.71,,,,0.0,1.54,0.0,0.15,0.15,1.39
2020-03-07,SP,13,0,17,12,45919049,46752226,35,7.2,94,17,77,2.43,17.57,3.57,0.0,3.57,14.0,5.94,1.31,0.0,1.31,4.63,,,,0.0,2.01,0.0,0.364,0.364,1.65
2020-03-08,SP,16,0,19,13,45919049,46752226,35,7.2,115,19,96,3.86,27.71,6.57,0.0,6.57,21.14,,,,,,,,,0.0,2.46,0.0,0.406,0.406,2.05
2020-03-09,SP,16,0,22,14,45919049,46752226,35,7.2,115,22,93,5.71,41.14,8.71,0.0,8.71,32.43,,,,,,,,,0.0,2.46,0.0,0.471,0.471,1.99
2020-03-10,SP,19,0,30,15,45919049,46752226,35,7.2,137,30,107,,,,,,,,,,,,,,,0.0,2.93,0.0,0.642,0.642,2.29
2020-03-11,SP,30,0,51,16,45919049,46752226,35,7.2,216,51,165,,,,,,,,,,,,,,,0.0,4.62,0.0,1.09,1.09,3.53
2020-03-12,SP,46,0,74,17,45919049,46752226,35,7.2,331,74,257,,,,,,,,,,,,,,,0.0,7.08,0.0,1.58,1.58,5.5
2020-03-14,SP,65,0,86,18,45919049,46752226,35,7.2,468,86,382,,,,,,,,,,,,,,,0.0,10.01,0.0,1.84,1.84,8.17
2020-03-16,SP,152,0,274,19,45919049,46752226,35,7.2,1094,274,820,,,,,,,,,,,,,,,0.0,23.4,0.0,5.86,5.86,17.54
2020-03-17,SP,164,1,234,20,45919049,46752226,35,7.2,1181,235,946,,,,,,,,,,,,,,,0.0043,25.26,0.0214,5.01,5.03,20.23
2020-03-18,SP,240,3,402,21,45919049,46752226,35,7.2,1728,405,1323,,,,,,,,,,,,,,,0.0074,36.96,0.0642,8.6,8.66,28.3
2020-03-19,SP,286,5,372,22,45919049,46752226,35,7.2,2059,377,1682,,,,,,,,,,,,,,,0.0133,44.04,0.107,7.96,8.06,35.98
2020-03-20,SP,396,9,566,23,45919049,46752226,35,7.2,2851,575,2276,84.71,610.0,119.86,4.29,124.14,485.86,,,,,,,,,0.0157,60.98,0.193,12.11,12.3,48.68
2020-03-21,SP,396,15,599,24,45919049,46752226,35,7.2,2851,614,2237,92.29,664.43,165.14,5.57,170.71,493.71,,,,,,,,,0.0244,60.98,0.321,12.81,13.13,47.85
2020-03-22,SP,631,22,841,25,45919049,46752226,35,7.2,4543,863,3680,88.86,639.71,181.57,6.43,188.0,451.71,,,,,,,,,0.0255,97.17,0.471,17.99,18.46,78.71
2020-03-23,SP,745,30,1113,26,45919049,46752226,35,7.2,5364,1143,4221,109.43,787.86,256.71,7.57,264.29,523.57,85.77,52.03,1.11,53.14,32.63,,,,0.0262,114.73,0.642,23.81,24.45,90.28
2020-03-24,SP,810,40,1390,27,45919049,46752226,35,7.2,5832,1430,4402,118.14,850.71,303.86,8.43,312.29,538.43,35.8,47.6,1.06,48.66,-12.8571,,,,0.028,124.74,0.856,29.73,30.59,94.16
2020-03-25,SP,862,48,1673,28,45919049,46752226,35,7.2,6206,1721,4485,144.29,1038.86,380.0,9.86,389.86,649.0,30.86,50.34,1.09,51.43,-20.5714,,,,0.0279,132.74,1.03,35.78,36.81,95.93
2020-03-26,SP,1052,58,2169,29,45919049,46752226,35,7.2,7574,2227,5347,117.14,843.43,403.14,10.86,414.0,429.43,156.97,76.29,1.23,77.51,79.46,42.26,,,0.026,162.0,1.24,46.39,47.63,114.37
2020-03-27,SP,1223,68,2693,30,45919049,46752226,35,7.2,8806,2761,6045,110.29,794.0,433.29,11.86,445.14,348.86,265.77,99.43,1.63,101.06,164.71,75.33,,,0.0246,188.35,1.45,57.6,59.06,129.3
2020-03-28,SP,1406,84,3259,31,45919049,46752226,35,7.2,10123,3343,6780,218.43,1572.71,638.14,13.71,651.86,920.86,297.06,105.34,1.74,107.09,189.97,87.97,,,0.0251,216.52,1.8,69.71,71.5,145.02
2020-03-29,SP,1451,98,3663,32,45919049,46752226,35,7.2,10447,3761,6686,302.71,2179.57,801.0,16.57,817.57,1362.0,412.46,135.66,2.14,137.8,274.66,36.08,-13.0194,,0.0261,223.45,2.1,78.35,80.45,143.01
2020-03-30,SP,1517,113,4146,33,45919049,46752226,35,7.2,10922,4259,6663,350.57,2524.14,906.71,18.57,925.29,1598.86,470.69,148.77,2.66,151.43,319.26,-2.5486,-24.1417,,0.0265,233.61,2.42,88.68,91.1,142.52
