Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population 2019,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-14,SE,1,0,1,1,2298696,2342010,28,6.8,7,1,6,,,,,,,,,,,,,,,0.0,2.99,0.0,0.427,0.427,2.56
2020-03-16,SE,5,0,8,2,2298696,2342010,28,6.8,34,8,26,,,,,,,,,,,,,,,0.0,14.52,0.0,3.42,3.42,11.1
2020-03-18,SE,6,0,10,3,2298696,2342010,28,6.8,41,10,31,,,,,,,,,,,,,,,0.0,17.51,0.0,4.27,4.27,13.24
2020-03-20,SE,7,0,10,4,2298696,2342010,28,6.8,48,10,38,,,,,,,,,,,,,,,0.0,20.5,0.0,4.27,4.27,16.23
2020-03-21,SE,10,0,14,5,2298696,2342010,28,6.8,68,14,54,,,,,,,,,,,,,,,0.0,29.03,0.0,5.98,5.98,23.06
2020-03-24,SE,15,0,24,6,2298696,2342010,28,6.8,102,24,78,,,,,,,,,,,,,,,0.0,43.55,0.0,10.25,10.25,33.3
2020-03-25,SE,16,0,29,7,2298696,2342010,28,6.8,109,29,80,,,,,,,,,,,,,,,0.0,46.54,0.0,12.38,12.38,34.16
2020-03-27,SE,16,0,33,8,2298696,2342010,28,6.8,109,33,76,,,,,,,,,,,,,,,0.0,46.54,0.0,14.09,14.09,32.45
2020-03-30,SE,18,0,46,9,2298696,2342010,28,6.8,122,46,76,,,,,,,,,,,,,,,0.0,52.09,0.0,19.64,19.64,32.45
2020-03-31,SE,19,0,45,10,2298696,2342010,28,6.8,129,45,84,,,,,,,,,,,,,,,0.0,55.08,0.0,19.21,19.21,35.87
2020-04-01,SE,22,0,51,11,2298696,2342010,28,6.8,150,51,99,,,,,,,,,,,,,,,0.0,64.05,0.0,21.78,21.78,42.27
2020-04-02,SE,24,2,55,12,2298696,2342010,28,6.8,163,57,106,,,,,,,,,,,,,,,0.0351,69.6,0.854,23.48,24.34,45.26
2020-04-03,SE,27,2,65,13,2298696,2342010,28,6.8,184,67,117,,,,,,,,,,,,,,,0.0299,78.56,0.854,27.75,28.61,49.96
2020-04-04,SE,32,3,78,14,2298696,2342010,28,6.8,218,81,137,,,,,,,,,,,,,,,0.037,93.08,1.28,33.3,34.59,58.5
2020-04-06,SE,32,4,88,15,2298696,2342010,28,6.8,218,92,126,,,,,,,,,,,,,,,0.0435,93.08,1.71,37.57,39.28,53.8
2020-04-07,SE,36,4,97,16,2298696,2342010,28,6.8,245,101,144,,,,,,,,,,,,,,,0.0396,104.61,1.71,41.42,43.13,61.49
2020-04-08,SE,39,4,103,17,2298696,2342010,28,6.8,265,107,158,,,,,,,,,,,,,,,0.0374,113.15,1.71,43.98,45.69,67.46
2020-04-09,SE,40,4,107,18,2298696,2342010,28,6.8,272,111,161,,,,,,,,,,,,,,,0.036,116.14,1.71,45.69,47.4,68.74
2020-04-10,SE,42,4,118,19,2298696,2342010,28,6.8,286,122,164,,,,,,,,,,,,,,,0.0328,122.12,1.71,50.38,52.09,70.03
2020-04-11,SE,44,4,132,20,2298696,2342010,28,6.8,299,136,163,,,,,,,,,,,,,,,0.0294,127.67,1.71,56.36,58.07,69.6
2020-04-13,SE,45,4,147,21,2298696,2342010,28,6.8,306,151,155,,,,,,,,,,,,,,,0.0265,130.66,1.71,62.77,64.47,66.18
2020-04-14,SE,46,4,152,22,2298696,2342010,28,6.8,313,156,157,,,,,,,,,,,,,,,0.0256,133.65,1.71,64.9,66.61,67.04
2020-04-15,SE,48,4,154,23,2298696,2342010,28,6.8,326,158,168,,,,,,,,,,,,,,,0.0253,139.2,1.71,65.76,67.46,71.73
2020-04-16,SE,53,4,174,24,2298696,2342010,28,6.8,360,178,182,,,,,,,,,,,,,,,0.0225,153.71,1.71,74.3,76.0,77.71
2020-04-17,SE,58,4,188,25,2298696,2342010,28,6.8,394,192,202,6.71,45.71,25.14,0.143,25.29,20.43,,,,,,,,,0.0208,168.23,1.71,80.27,81.98,86.25
2020-04-18,SE,71,5,232,26,2298696,2342010,28,6.8,483,237,246,10.14,69.0,38.29,0.429,38.71,30.29,,,,,,,,,0.0211,206.23,2.13,99.06,101.2,105.04
2020-04-19,SE,86,5,292,27,2298696,2342010,28,6.8,585,297,288,10.0,68.0,39.43,0.429,39.86,28.14,,,,,,,,,0.0168,249.79,2.13,124.68,126.81,122.97
2020-04-20,SE,92,5,323,28,2298696,2342010,28,6.8,626,328,298,11.71,79.71,44.29,0.571,44.86,34.86,6.97,3.8,0.0857,3.89,3.09,,,,0.0152,267.29,2.13,137.92,140.05,127.24
2020-04-21,SE,117,7,420,29,2298696,2342010,28,6.8,796,427,369,12.43,84.57,47.29,0.571,47.86,36.71,3.49,1.89,0.0286,1.91,1.57,,,,0.0164,339.88,2.99,179.33,182.32,157.56
2020-04-22,SE,118,7,430,30,2298696,2342010,28,6.8,802,437,365,11.86,80.57,44.14,0.571,44.71,35.86,9.51,4.63,0.0857,4.71,4.8,,,,0.016,342.44,2.99,183.6,186.59,155.85
2020-04-23,SE,135,8,484,31,2298696,2342010,28,6.8,918,492,426,12.71,86.43,47.71,0.571,48.29,38.14,15.71,7.77,0.0,7.77,7.94,,,,0.0163,391.97,3.42,206.66,210.08,181.9
2020-04-24,SE,145,8,519,32,2298696,2342010,28,6.8,986,527,459,17.0,115.57,62.57,0.857,63.43,52.14,,,,,,,,,0.0152,421.01,3.42,221.6,225.02,195.99
2020-04-25,SE,154,9,541,33,2298696,2342010,28,6.8,1047,550,497,23.29,158.29,83.14,0.571,83.71,74.57,,,,,,,,,0.0164,447.05,3.84,231.0,234.84,212.21
2020-04-26,SE,175,9,626,34,2298696,2342010,28,6.8,1190,635,555,,,,,,,,,,,,,,,0.0142,508.11,3.84,267.29,271.13,236.98
2020-04-27,SE,211,11,761,35,2298696,2342010,28,6.8,1435,772,663,,,,,,,,,,,,,,,0.0142,612.72,4.7,324.93,329.63,283.09
2020-04-28,SE,280,11,1002,36,2298696,2342010,28,6.8,1904,1013,891,,,,,,,,,,,,,,,0.0109,812.98,4.7,427.84,432.53,380.44
2020-04-30,SE,453,14,1585,37,2298696,2342010,28,6.8,3080,1599,1481,,,,,,,,,,,,,,,0.0088,1315.11,5.98,676.77,682.75,632.36
2020-05-01,SE,517,14,1853,38,2298696,2342010,28,6.8,3516,1867,1649,,,,,,,,,,,,,,,0.0075,1501.27,5.98,791.2,797.18,704.1
2020-05-02,SE,601,14,2206,39,2298696,2342010,28,6.8,4087,2220,1867,,,,,,,,,,,,,,,0.0063,1745.08,5.98,941.93,947.9,797.18
2020-05-03,SE,730,14,2747,40,2298696,2342010,28,6.8,4964,2761,2203,,,,,,,,,,,,,,,0.0051,2119.55,5.98,1172.92,1178.9,940.65
2020-05-04,SE,772,17,2916,41,2298696,2342010,28,6.8,5250,2933,2317,108.71,739.29,416.29,1.57,417.86,321.43,,,,,,,,,0.0058,2241.66,7.26,1245.08,1252.34,989.32
2020-05-05,SE,898,21,3413,42,2298696,2342010,28,6.8,6106,3434,2672,131.57,894.57,490.14,2.0,492.14,402.43,,,,,,,,,0.0061,2607.16,8.97,1457.3,1466.26,1140.9
2020-05-06,SE,998,23,3696,43,2298696,2342010,28,6.8,6786,3719,3067,141.0,958.71,527.86,2.71,530.57,428.14,,,,,,,,,0.0062,2897.51,9.82,1578.13,1587.95,1309.56
2020-05-07,SE,1214,25,4499,44,2298696,2342010,28,6.8,8255,4524,3731,148.71,1011.29,575.14,2.86,578.0,433.29,72.49,49.66,0.143,49.8,22.69,,,,0.0055,3524.75,10.67,1921.0,1931.67,1593.08
2020-05-08,SE,1438,28,5284,45,2298696,2342010,28,6.8,9778,5312,4466,146.86,998.57,591.29,2.86,594.14,404.43,67.83,52.4,0.143,52.54,15.29,,,,0.0053,4175.05,11.96,2256.18,2268.14,1906.91
2020-05-09,SE,1588,33,5901,46,2298696,2342010,28,6.8,10798,5934,4864,162.0,1101.71,664.57,2.29,666.86,434.86,56.94,45.94,0.0857,46.03,10.91,,,,0.0056,4610.57,14.09,2519.63,2533.72,2076.85
2020-05-10,SE,1771,34,6773,47,2298696,2342010,28,6.8,12043,6807,5236,181.43,1233.71,752.14,2.71,754.86,478.86,75.57,49.91,0.0571,49.97,25.6,2.51,,,0.005,5142.16,14.52,2891.96,2906.48,2235.69
2020-05-11,SE,1800,37,7055,48,2298696,2342010,28,6.8,12240,7092,5148,182.86,1243.43,757.57,3.14,760.71,482.71,100.86,60.74,0.0,60.74,40.11,5.71,,,0.0052,5226.28,15.8,3012.37,3028.17,2198.11
2020-05-12,SE,2032,37,8065,49,2298696,2342010,28,6.8,13818,8102,5716,204.29,1389.14,824.71,3.14,827.86,561.29,85.06,56.4,0.2,56.6,28.46,14.06,,,0.0046,5900.06,15.8,3443.62,3459.42,2440.64
2020-05-13,SE,2268,42,8961,50,2298696,2342010,28,6.8,15422,9003,6419,221.0,1502.86,895.0,2.86,897.86,605.0,96.37,57.06,0.0857,57.14,39.23,7.39,-0.1577,,0.0047,6584.94,17.93,3826.2,3844.13,2740.81
2020-05-14,SE,2494,47,9802,51,2298696,2342010,28,6.8,16959,9849,7110,224.57,1527.0,946.57,3.29,949.86,577.14,127.26,71.31,0.114,71.43,55.83,6.75,-3.2091,,0.0048,7241.22,20.07,4185.29,4205.36,3035.85
2020-05-15,SE,2868,50,11057,52,2298696,2342010,28,6.8,19502,11107,8395,252.29,1715.57,1037.43,3.14,1040.57,675.0,112.51,62.66,0.143,62.8,49.71,1.73,-7.6229,,0.0045,8327.04,21.35,4721.16,4742.51,3584.53
2020-05-16,SE,3135,53,12166,53,2298696,2342010,28,6.8,21318,12219,9099,276.43,1879.71,1114.14,3.71,1117.86,761.86,134.63,75.89,0.257,76.14,58.49,-10.3371,-6.9669,-1.4384,0.0043,9102.44,22.63,5194.68,5217.31,3885.12
2020-05-17,SE,3343,57,13399,54,2298696,2342010,28,6.8,22732,13456,9276,287.0,1951.71,1138.0,3.86,1141.86,809.86,93.69,48.89,0.257,49.14,44.54,-24.0514,-10.4046,-0.1943,0.0042,9706.19,24.34,5721.15,5745.49,3960.7
2020-05-18,SE,3566,59,14317,55,2298696,2342010,28,6.8,24249,14376,9873,320.0,2176.0,1274.43,4.14,1278.57,897.43,44.69,30.2,0.314,30.51,14.17,-27.4457,-7.3497,1.76,0.0041,10353.93,25.19,6113.13,6138.32,4215.61
2020-05-19,SE,3967,63,15864,56,2298696,2342010,28,6.8,26976,15927,11049,293.43,1995.43,1191.0,4.57,1195.57,799.86,7.0,10.06,0.286,10.34,-3.3429,-45.2686,-4.1806,2.37,0.004,11518.31,26.9,6773.67,6800.57,4717.74
2020-05-20,SE,4277,69,16927,57,2298696,2342010,28,6.8,29084,16996,12088,285.14,1939.0,1188.43,4.71,1193.14,745.86,-24.7143,11.34,0.486,11.83,-36.5429,-35.0229,1.18,4.5,0.0041,12418.39,29.46,7227.55,7257.01,5161.38
2020-05-21,SE,4734,76,18723,58,2298696,2342010,28,6.8,32191,18799,13392,281.57,1914.71,1164.43,5.14,1169.57,745.14,-91.7143,-18.1429,0.686,-17.4571,-74.2571,-31.24,4.86,3.76,0.004,13745.03,32.45,7994.42,8026.87,5718.17
2020-05-22,SE,4922,82,19394,59,2298696,2342010,28,6.8,33470,19476,13994,268.86,1828.14,1194.71,6.29,1201.0,627.14,-81.4286,-9.7143,0.743,-8.9714,-72.4571,-18.1486,12.08,3.6,0.0042,14291.14,35.01,8280.92,8315.93,5975.21
2020-05-23,SE,5131,86,20485,60,2298696,2342010,28,6.8,34891,20571,14320,252.57,1717.43,1183.71,7.57,1191.29,526.14,-111.5143,-38.3714,0.743,-37.6286,-73.8857,-3.1371,11.43,1.99,0.0042,14897.89,36.72,8746.76,8783.48,6114.41
2020-05-24,SE,5314,93,21550,61,2298696,2342010,28,6.8,36135,21643,14492,233.57,1588.29,1142.43,8.29,1150.71,437.57,-83.7429,-20.7714,0.686,-20.0857,-63.6571,15.12,13.8,0.0514,0.0043,15429.05,39.71,9201.5,9241.21,6187.85
2020-05-25,SE,5448,103,22680,62,2298696,2342010,28,6.8,37046,22783,14263,203.14,1381.43,996.57,8.43,1005.0,376.43,-40.4,-28.8571,0.543,-28.3143,-12.0857,22.11,11.15,-2.2231,0.0045,15818.04,43.98,9683.99,9727.97,6090.07
2020-05-26,SE,5735,116,24150,63,2298696,2342010,28,6.8,38998,24266,14732,220.0,1496.0,1060.57,8.57,1069.14,426.86,-16.1143,-14.0,0.343,-13.6571,-2.4571,37.77,5.12,-2.8094,0.0048,16651.51,49.53,10311.66,10361.19,6290.32
2020-05-27,SE,5912,127,24924,64,2298696,2342010,28,6.8,40202,25051,15151,239.14,1626.14,1050.43,9.0,1059.43,566.71,29.14,17.51,0.143,17.66,11.49,37.61,0.962,-4.1573,0.0051,17165.6,54.23,10642.14,10696.37,6469.23
2020-05-28,SE,6156,135,25699,65,2298696,2342010,28,6.8,41861,25834,16027,240.71,1636.86,1113.71,9.29,1123.0,513.86,77.31,40.31,-0.0857,40.23,37.09,22.46,-2.6194,-3.9209,0.0052,17873.96,57.64,10973.05,11030.7,6843.27
2020-05-29,SE,6462,142,26818,66,2298696,2342010,28,6.8,43942,26960,16982,255.0,1734.0,1230.0,9.0,1239.0,495.0,104.31,58.17,-0.2,57.97,46.34,19.93,-6.9851,-1.6779,0.0053,18762.52,60.63,11450.85,11511.48,7251.04
2020-05-30,SE,6805,149,27838,67,2298696,2342010,28,6.8,46274,27987,18287,260.0,1768.0,1198.14,8.0,1206.14,561.86,71.89,62.09,-0.3429,61.74,10.14,9.02,-8.4526,-0.8638,0.0053,19758.24,63.62,11886.37,11949.99,7808.25
2020-05-31,SE,6999,158,29346,68,2298696,2342010,28,6.8,47593,29504,18089,296.71,2017.57,1351.43,7.57,1359.0,658.57,83.54,65.06,-0.2571,64.8,18.74,2.84,-3.2709,0.64,0.0054,20321.43,67.46,12530.26,12597.73,7723.71
2020-06-01,SE,7233,166,31290,69,2298696,2342010,28,6.8,49184,31456,17728,292.0,1985.57,1360.86,7.29,1368.14,617.43,74.23,71.17,-0.1143,71.06,3.17,-4.6514,-3.3566,1.59,0.0053,21000.76,70.88,13360.32,13431.2,7569.57
2020-06-02,SE,7555,172,32537,70,2298696,2342010,28,6.8,51374,32709,18665,302.14,2054.57,1439.0,8.0,1447.0,607.57,91.51,98.66,0.0857,98.74,-7.2286,6.1,0.582,3.4,0.0053,21935.86,73.44,13892.77,13966.21,7969.65
2020-06-03,SE,7989,180,34384,71,2298696,2342010,28,6.8,54325,34564,19761,309.57,2105.14,1585.86,8.43,1594.29,510.86,81.06,97.46,0.429,97.89,-16.8286,3.15,0.946,2.87,0.0052,23195.89,76.86,14681.41,14758.26,8437.62
2020-06-04,SE,8200,186,35225,72,2298696,2342010,28,6.8,55760,35411,20349,327.29,2225.57,1691.43,8.43,1699.86,525.71,102.4,109.74,0.829,110.57,-8.1714,11.93,8.57,4.91,0.0053,23808.61,79.42,15040.5,15119.92,8688.69
2020-06-05,SE,8577,198,36891,73,2298696,2342010,28,6.8,58324,37089,21235,356.29,2422.86,1838.71,9.71,1848.43,574.43,99.29,104.06,0.8,104.86,-5.5714,7.57,11.06,3.51,0.0053,24903.39,84.54,15751.85,15836.4,9067.0
2020-06-06,SE,8972,208,38939,74,2298696,2342010,28,6.8,61010,39147,21863,367.29,2497.57,1909.57,11.43,1921.0,576.57,133.86,114.31,1.09,115.4,18.46,38.18,21.21,3.5,0.0053,26050.27,88.81,16626.32,16715.13,9335.14
2020-06-07,SE,9290,217,41186,75,2298696,2342010,28,6.8,63172,41403,21769,375.14,2551.0,1959.29,12.0,1971.29,579.71,129.37,124.11,1.37,125.49,3.89,61.39,18.12,-1.7049,0.0052,26973.41,92.66,17585.75,17678.4,9295.01
2020-06-08,SE,9727,234,44161,76,2298696,2342010,28,6.8,66144,44395,21749,408.0,2774.43,2157.43,13.86,2171.29,603.14,271.97,237.69,1.14,238.83,33.14,109.22,18.45,-5.461,0.0053,28242.41,99.91,18856.03,18955.94,9286.47
2020-06-09,SE,10126,252,45904,77,2298696,2342010,28,6.8,68857,46156,22701,422.43,2872.43,2312.0,15.29,2327.29,545.14,409.34,343.23,0.943,344.17,65.17,102.54,0.0423,-14.3424,0.0055,29400.81,107.6,19600.26,19707.86,9692.96
2020-06-10,SE,10615,264,48099,78,2298696,2342010,28,6.8,72182,48363,23819,556.29,3782.71,3027.14,15.43,3042.57,740.14,645.4,509.71,0.971,510.69,134.71,99.83,-16.248,-14.7127,0.0055,30820.53,112.72,20537.49,20650.21,10170.32
2020-06-11,SE,11056,283,50327,79,2298696,2342010,28,6.8,75181,50610,24571,668.29,4544.29,3625.71,16.14,3641.86,902.43,646.57,500.4,0.429,500.83,145.74,38.39,-50.4971,-16.5717,0.0056,32101.06,120.84,21488.81,21609.64,10491.42
2020-06-12,SE,11534,305,53075,80,2298696,2342010,28,6.8,78431,53380,25051,849.71,5778.0,4507.86,16.86,4524.71,1253.29,628.54,478.31,0.343,478.66,149.89,-19.8514,-55.44,-9.4663,0.0057,33488.76,130.23,22662.16,22792.39,10696.37
2020-06-13,SE,12866,316,60129,81,2298696,2342010,28,6.8,87489,60445,27044,883.43,6007.29,4659.43,16.0,4675.43,1331.86,463.94,373.46,0.257,373.71,90.23,-143.2629,-64.4057,-2.6773,0.0052,37356.37,134.93,25674.1,25809.03,11547.35
2020-06-14,SE,13968,330,66566,82,2298696,2342010,28,6.8,94982,66896,28086,884.57,6015.14,4703.57,17.0,4720.57,1294.57,310.09,190.54,0.229,190.77,119.31,-174.6571,-47.2891,13.54,0.0049,40555.76,140.9,28422.59,28563.5,11992.26
2020-06-15,SE,15675,352,75716,83,2298696,2342010,28,6.8,106590,76068,30522,897.43,6102.43,4894.43,16.71,4911.14,1191.29,-70.9143,-90.7429,0.4,-90.3429,19.43,-222.1943,-29.6343,18.46,0.0046,45512.19,150.3,32329.49,32479.79,13032.4
2020-06-16,SE,16310,364,78520,84,2298696,2342010,28,6.8,110908,78884,32024,896.29,6094.71,4578.43,17.29,4595.71,1499.0,-226.7143,-174.6286,0.571,-174.0571,-52.6571,-198.0514,17.19,27.43,0.0046,47355.9,155.42,33526.76,33682.18,13673.72
2020-06-17,SE,16807,383,81024,85,2298696,2342010,28,6.8,114288,81407,32881,797.57,5423.43,4054.14,18.86,4073.0,1350.43,-482.4286,-354.8571,0.571,-354.2857,-128.1429,-168.0229,36.87,24.49,0.0047,48799.11,163.53,34595.92,34759.46,14039.65
2020-06-18,SE,17338,400,84588,86,2298696,2342010,28,6.8,117898,84988,32910,716.71,4873.71,3786.29,18.86,3805.14,1068.57,-526.3143,-410.8571,0.857,-410.0,-116.3143,-57.3086,72.76,19.82,0.0047,50340.52,170.79,36117.69,36288.49,14052.03
2020-06-19,SE,17808,426,85124,87,2298696,2342010,28,6.8,121094,85550,35544,529.86,3603.0,2929.29,19.86,2949.14,653.86,-530.0286,-364.7714,0.571,-364.2,-165.8286,9.71,75.14,4.49,0.005,51705.16,181.9,36346.56,36528.45,15176.71
