Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-28,CE,322,4,2005,9223399,23,19.3,6215,2009,4206,30.86,595.57,263.71,,,,48.51,20.03,,,,19.73,,,0.002,0.0006,673.83,0.434,217.38,217.82,456.01
2020-03-29,CE,359,5,2435,9223399,23,19.3,6929,2440,4489,33.43,645.14,260.14,,,,78.26,23.69,,,,42.13,8.12,,0.002,0.0007,751.24,0.542,264.0,264.54,486.7
2020-03-30,CE,382,5,2806,9223399,23,19.3,7373,2811,4562,46.57,898.86,337.86,2.57,340.43,558.43,113.0,28.71,,,,45.11,7.68,,0.0018,0.0007,799.38,0.542,304.23,304.77,494.61
2020-03-31,CE,401,7,2699,9223399,23,19.3,7739,2706,5033,53.71,1036.57,402.29,2.71,405.0,631.57,212.29,82.71,,,,41.14,1.66,,0.0026,0.0009,839.06,0.759,292.63,293.38,545.68
2020-04-01,CE,445,9,2921,9223399,23,19.3,8588,2930,5658,60.43,1166.14,450.43,2.71,453.14,713.0,236.54,100.74,,,,47.55,-10.3211,-5.3029,0.0031,0.001,931.11,0.976,316.69,317.67,613.44
2020-04-02,CE,563,21,3678,9223399,23,19.3,10866,3699,7167,85.86,1657.0,677.29,4.29,681.57,975.43,254.2,114.54,0.429,114.97,139.23,28.02,-12.7474,-6.2265,0.0057,0.0019,1178.09,2.28,398.77,401.05,777.05
2020-04-03,CE,658,22,4485,9223399,23,19.3,12699,4507,8192,94.71,1827.86,763.86,4.29,768.14,1059.71,316.0,135.63,0.829,136.46,179.54,-9.48,-18.3954,-3.4775,0.0049,0.0017,1376.82,2.39,486.26,488.65,888.18
2020-04-04,CE,745,23,5158,9223399,23,19.3,14378,5181,9197,112.43,2169.86,910.57,4.71,915.29,1254.57,253.11,120.77,0.486,121.26,131.86,-18.6286,-23.4503,,0.0044,0.0016,1558.86,2.49,559.23,561.72,997.14
2020-04-05,CE,960,35,7176,9223399,23,19.3,18528,7211,11317,135.57,2616.57,1080.43,6.86,1087.29,1529.29,164.89,92.63,0.429,93.06,71.83,-50.84,-15.728,,0.0049,0.0019,2008.8,3.79,778.02,781.82,1226.99
2020-04-06,CE,1045,35,8153,9223399,23,19.3,20168,8188,11980,126.0,2431.71,1054.29,5.14,1059.43,1372.29,143.4,106.71,0.6,107.31,36.09,-69.7029,,,0.0043,0.0017,2186.61,3.79,883.95,887.74,1298.87
2020-04-07,CE,1188,40,9073,9223399,23,19.3,22928,9113,13815,128.57,2481.43,1140.43,6.43,1146.86,1334.57,0.0,55.4,0.229,55.63,-55.6286,-50.6171,,,0.0044,0.0017,2485.85,4.34,983.69,988.03,1497.82
2020-04-08,CE,1394,57,10484,9223399,23,19.3,26904,10541,16363,131.86,2544.86,1297.43,7.29,1304.71,1240.14,-32.5143,63.74,0.514,64.26,-96.7714,-33.3086,,,0.0054,0.0021,2916.93,6.18,1136.67,1142.85,1774.07
2020-04-09,CE,1445,57,11058,9223399,23,19.3,27888,11115,16773,112.43,2169.86,1187.57,5.86,1193.43,976.43,0.0286,86.89,1.0,87.89,-87.8571,-23.8229,,,0.0051,0.002,3023.61,6.18,1198.91,1205.09,1818.53
2020-04-10,CE,1558,67,12468,9223399,23,19.3,30069,12535,17534,127.14,2454.0,1399.14,9.43,1408.57,1045.43,-1.6571,72.86,0.629,73.49,-75.1429,,,,0.0053,0.0022,3260.08,7.26,1351.78,1359.04,1901.03
2020-04-11,CE,1668,74,14240,9223399,23,19.3,32192,14314,17878,126.0,2431.86,1488.71,10.14,1498.86,933.0,24.29,70.26,0.771,71.03,-46.7429,,,,0.0052,0.0023,3490.25,8.02,1543.9,1551.92,1938.33
2020-04-12,CE,1747,76,15489,9223399,23,19.3,33717,15565,18152,128.14,2473.14,1504.71,9.57,1514.29,958.86,221.69,132.4,1.34,133.74,87.94,74.66,,,0.0049,0.0023,3655.59,8.24,1679.32,1687.56,1968.04
2020-04-13,CE,1935,101,17947,9223399,23,19.3,37346,18048,19298,138.14,2666.29,1648.71,11.14,1659.86,1006.43,277.91,128.2,1.14,129.34,148.57,,,,0.0056,0.0027,4049.05,10.95,1945.81,1956.76,2092.29
2020-04-14,CE,2070,111,19494,9223399,23,19.3,39951,19605,20346,169.86,3278.29,1849.57,12.57,1862.14,1416.14,373.31,173.57,1.2,174.77,198.54,66.27,,,0.0057,0.0028,4331.48,12.03,2113.54,2125.57,2205.91
2020-04-15,CE,2291,124,21017,9223399,23,19.3,44216,21141,23075,199.14,3843.57,2040.14,15.14,2055.29,1788.29,360.06,180.91,1.09,182.0,178.06,25.81,-11.888,,0.0059,0.0028,4793.89,13.44,2278.66,2292.11,2501.79
2020-04-16,CE,2412,135,22599,9223399,23,19.3,46552,22734,23818,222.71,4298.43,2356.57,16.14,2372.71,1925.71,355.66,189.17,0.914,190.09,165.57,43.23,,,0.0059,0.0029,5047.16,14.64,2450.18,2464.82,2582.35
2020-04-17,CE,2747,155,25415,9223399,23,19.3,53017,25570,27447,221.43,4273.43,2409.29,15.0,2424.29,1849.14,350.71,250.74,0.771,251.51,99.2,15.22,2.12,,0.0061,0.0029,5748.1,16.81,2755.49,2772.3,2975.8
2020-04-18,CE,3062,180,28521,9223399,23,19.3,59097,28701,30396,230.29,4444.57,2594.57,15.71,2610.29,1834.29,494.06,317.29,0.857,318.14,175.91,44.34,13.3,,0.0063,0.003,6407.29,19.52,3092.24,3111.76,3295.53
2020-04-19,CE,3306,189,31985,9223399,23,19.3,63806,32174,31632,260.71,5031.86,3103.29,16.43,3119.71,1912.14,449.4,292.71,0.714,293.43,155.97,76.87,-6.0651,,0.0059,0.003,6917.84,20.49,3467.81,3488.3,3429.54
2020-04-20,CE,3485,206,34812,9223399,23,19.3,67260,35018,32242,327.14,6313.86,3626.57,19.43,3646.0,2667.86,581.77,323.37,1.17,324.54,257.23,92.31,-0.7486,-9.7493,0.0059,0.0031,7292.32,22.33,3774.31,3796.65,3495.67
2020-04-21,CE,3682,221,37656,9223399,23,19.3,71063,37877,33186,339.14,6545.43,3820.14,19.71,3839.86,2705.57,740.0,387.91,2.2,390.11,349.89,12.9,-19.92,-15.7445,0.0058,0.0031,7704.64,23.96,4082.66,4106.62,3598.02
2020-04-22,CE,4116,239,42740,9223399,23,19.3,79439,42979,36460,372.14,7182.29,4026.14,20.86,4047.0,3135.29,812.26,376.0,2.17,378.17,434.09,11.47,-46.6274,,0.0056,0.003,8612.77,25.91,4633.87,4659.78,3952.99
2020-04-23,CE,4702,271,47985,9223399,23,19.3,90749,48256,42493,422.0,8144.57,4534.14,26.71,4560.86,3583.71,558.57,232.4,1.71,234.11,324.46,-55.2571,-65.4217,,0.0056,0.003,9839.0,29.38,5202.53,5231.91,4607.09
2020-04-24,CE,5121,293,52156,9223399,23,19.3,98835,52449,46386,471.14,9093.14,4983.29,27.29,5010.57,4082.57,506.77,152.89,2.09,154.97,351.8,-156.2686,-51.0377,,0.0056,0.003,10715.68,31.77,5654.75,5686.52,5029.17
2020-04-25,CE,5667,326,56704,9223399,23,19.3,109373,57030,52343,471.86,9106.71,4788.57,28.0,4816.57,4290.14,305.49,62.8,2.14,64.94,240.54,-234.8,-1.3029,,0.0057,0.003,11858.21,35.34,6147.84,6183.19,5675.02
2020-04-26,CE,6260,376,63724,9223399,23,19.3,120818,64100,56718,470.43,9079.29,4584.57,30.14,4614.71,4464.57,-41.3429,-64.4571,1.69,-62.7714,21.43,-242.2857,,,0.0059,0.0031,13099.08,40.77,6908.95,6949.72,6149.36
2020-04-27,CE,6783,397,69695,9223399,23,19.3,130912,70092,60820,451.29,8709.71,4340.14,31.57,4371.71,4338.0,-361.7429,-135.2571,3.46,-131.8,-229.9429,4.96,,,0.0057,0.003,14193.47,43.04,7556.32,7599.37,6594.1
2020-04-28,CE,6985,417,71176,9223399,23,19.3,134810,71593,63217,411.29,7937.86,4211.86,35.14,4247.0,3690.86,-652.8571,-213.4571,3.0,-210.4571,-442.4,85.15,,,0.0058,0.0031,14616.09,45.21,7716.89,7762.11,6853.98
2020-04-29,CE,7409,450,74832,9223399,23,19.3,142994,75282,67712,377.43,7284.43,4307.0,44.57,4351.57,2932.86,531.57,484.29,2.97,487.26,44.31,,,,0.006,0.0031,15503.4,48.79,8113.28,8162.07,7341.33
2020-04-30,CE,7861,492,78366,9223399,23,19.3,151717,78858,72859,302.71,5842.43,3721.29,43.0,3764.29,2078.14,731.23,645.63,4.49,650.11,81.11,,50.82,,0.0062,0.0032,16449.14,53.34,8496.43,8549.78,7899.37
2020-05-01,CE,8000,539,81639,9223399,23,19.3,154400,82178,72222,608.14,11737.14,7006.0,45.0,7051.0,4686.14,1114.97,729.43,4.37,733.8,381.17,,38.16,,0.0066,0.0035,16740.03,58.44,8851.29,8909.73,7830.3
2020-05-02,CE,8309,638,86853,9223399,23,19.3,160364,87491,72873,640.71,12365.86,7568.29,54.0,7622.29,4743.57,1866.57,1087.57,2.83,1090.4,776.17,259.06,,,0.0073,0.004,17386.65,69.17,9416.59,9485.77,7900.88
2020-05-03,CE,8379,677,89773,9223399,23,19.3,161715,90450,71265,700.14,13512.71,7859.0,57.0,7916.0,5596.71,2765.4,1447.8,4.49,1452.29,1313.11,275.93,,-36.8224,0.0075,0.0042,17533.12,73.4,9733.18,9806.58,7726.54
2020-05-04,CE,11040,712,118737,9223399,23,19.3,213072,119449,93623,861.0,16617.29,9744.86,58.71,9803.57,6813.71,1826.89,918.31,3.11,921.43,905.46,-40.1371,,-37.2665,0.006,0.0033,23101.24,77.19,12873.45,12950.65,10150.6
2020-05-05,CE,11470,795,124154,9223399,23,19.3,221371,124949,96422,1019.14,19669.43,10960.29,65.43,11025.71,8643.71,2110.86,1115.11,1.69,1116.8,994.06,-272.4,-133.2914,,0.0064,0.0036,24001.02,86.19,13460.76,13546.96,10454.06
2020-05-06,CE,12310,849,129845,9223399,23,19.3,237583,130694,106889,1081.43,20871.57,11597.57,60.57,11658.14,9213.43,914.29,647.17,2.23,649.4,264.89,-584.84,-148.1771,,0.0065,0.0036,25758.73,92.05,14077.78,14169.83,11588.89
2020-05-07,CE,13888,903,146580,9223399,23,19.3,268038,147483,120555,1187.57,22920.14,13143.86,62.43,13206.29,9713.86,504.57,448.14,2.11,450.26,54.31,-407.3943,,,0.0061,0.0034,29060.65,97.9,15892.19,15990.09,13070.56
2020-05-08,CE,15134,997,158361,9223399,23,19.3,292086,159358,132728,937.0,18084.14,11094.86,68.14,11163.0,6921.14,-158.8,255.14,2.34,257.49,-416.2857,-464.96,,,0.0063,0.0034,31667.93,108.09,17169.48,17277.58,14390.36
2020-05-09,CE,15879,1062,168036,9223399,23,19.3,306465,169098,137367,991.71,19140.14,11985.57,69.29,12054.86,7085.29,-210.0857,231.49,2.46,233.94,-444.0286,-33.2,,,0.0063,0.0035,33226.9,115.14,18218.45,18333.59,14893.32
2020-05-10,CE,16692,1114,181780,9223399,23,19.3,322156,182894,139262,978.0,18875.43,12236.0,77.14,12313.14,6562.29,-213.9429,78.57,3.77,82.34,-296.2857,-32.4286,,,0.0061,0.0035,34928.12,120.78,19708.57,19829.35,15098.77
2020-05-11,CE,17599,1189,196401,9223399,23,19.3,339661,197590,142071,1027.0,19821.14,12755.0,72.86,12827.86,6993.29,748.29,491.6,2.14,493.74,254.54,,,,0.006,0.0035,36826.01,128.91,21293.78,21422.69,15403.32
2020-05-12,CE,18412,1280,208053,9223399,23,19.3,355352,209333,146019,1132.14,21850.43,13536.71,81.29,13618.0,8232.43,342.43,316.54,1.2,317.74,24.69,,,,0.0061,0.0036,38527.23,138.78,22557.09,22695.86,15831.37
2020-05-13,CE,19156,1389,215497,9223399,23,19.3,369711,216886,152825,1130.86,21825.57,13552.86,78.86,13631.71,8193.86,1057.63,550.0,0.543,550.54,507.09,,,,0.0064,0.0038,40084.03,150.6,23364.16,23514.76,16569.27
2020-05-14,CE,21077,1413,235865,9223399,23,19.3,406786,237278,169508,1080.43,20852.29,13568.29,75.29,13643.57,7208.71,1384.63,648.26,1.89,650.14,734.49,117.23,,,0.006,0.0035,44103.7,153.2,25572.46,25725.66,18378.04
2020-05-15,CE,23059,1566,253118,9223399,23,19.3,445039,254684,190355,1252.0,24163.57,14986.0,79.86,15065.86,9097.71,1918.4,972.51,-1.6571,970.86,947.54,367.25,,,0.0061,0.0035,48251.08,169.79,27443.03,27612.81,20638.27
2020-05-16,CE,23795,1614,262906,9223399,23,19.3,459244,264520,194724,1385.71,26744.29,15996.29,82.29,16078.57,10665.71,1334.46,655.23,5.6,660.83,673.63,71.14,,,0.0061,0.0035,49791.19,174.99,28504.24,28679.23,21111.96
2020-05-17,CE,24255,1641,276758,9223399,23,19.3,468122,278399,189723,1629.14,31442.43,18399.29,73.0,18472.29,12970.14,2178.69,1133.63,4.51,1138.14,1040.54,-96.0571,-108.3017,,0.0059,0.0035,50753.74,177.92,30006.07,30183.99,20569.75
2020-05-18,CE,26363,1748,301303,9223399,23,19.3,508806,303051,205755,1476.57,28497.86,16829.0,106.86,16935.86,11562.0,1413.31,894.63,3.86,898.49,514.83,-558.1543,-266.4491,,0.0058,0.0034,55164.7,189.52,32667.24,32856.76,22307.94
2020-05-19,CE,28112,1856,320027,9223399,23,19.3,542562,321883,220679,1644.86,31745.71,19236.43,97.86,19334.29,12411.43,904.34,631.71,3.06,634.77,269.57,-424.2743,-179.2594,,0.0058,0.0034,58824.52,201.23,34697.3,34898.52,23926.0
2020-05-20,CE,30560,1900,344292,9223399,23,19.3,589808,346192,243616,1618.14,31230.14,19459.14,99.14,19558.29,11671.86,-872.3714,-39.5714,6.69,-32.8857,-839.4857,-964.9943,,,0.0055,0.0032,63946.92,206.0,37328.1,37534.1,26412.82
2020-05-21,CE,31413,2161,353668,9223399,23,19.3,606271,355829,250442,1620.0,31266.0,19154.86,97.57,19252.43,12013.57,-786.9143,166.34,-0.0286,166.31,-953.2286,-825.16,,,0.0061,0.0036,65731.84,234.3,38344.65,38578.94,27152.9
2020-05-22,CE,34573,2251,387773,9223399,23,19.3,667259,390024,277235,1403.14,27080.57,18201.43,106.43,18307.86,8772.71,-2646.2857,-906.8571,2.46,-904.4,-1741.8857,-1009.9943,,,0.0058,0.0034,72344.15,244.05,42042.31,42286.36,30057.79
2020-05-23,CE,35122,2308,399120,9223399,23,19.3,677855,401428,276427,1272.71,24563.29,17660.71,106.71,17767.43,6795.86,-2712.4857,-1159.4857,-3.4857,-1162.9714,-1549.5143,,,,0.0057,0.0034,73492.97,250.23,43272.55,43522.78,29970.19
2020-05-24,CE,35595,2324,410842,9223399,23,19.3,686984,413166,273818,959.29,18514.29,14702.14,110.14,14812.29,3702.0,-4145.6286,-1954.9429,-2.1429,-1957.0857,-2188.5429,,,,0.0056,0.0034,74482.74,251.97,44543.45,44795.42,29687.32
2020-05-25,CE,36185,2493,428713,9223399,23,19.3,698370,431206,267164,915.43,17667.71,13661.71,81.71,13743.43,3924.29,1587.03,861.23,-2.7714,858.46,728.57,,,,0.0058,0.0036,75717.21,270.29,46481.02,46751.31,28965.89
2020-05-26,CE,37021,2603,443652,9223399,23,19.3,714505,446255,268250,546.0,10537.86,9380.14,86.86,9467.0,1070.86,2197.46,1256.86,-1.7429,1255.11,942.34,,,,0.0058,0.0036,77466.56,282.22,48100.71,48382.92,29083.64
2020-05-27,CE,37275,2671,447207,9223399,23,19.3,719408,449878,269530,1814.29,35015.71,22507.57,92.57,22600.14,12415.57,4193.06,2570.11,-2.1714,2567.94,1625.11,,,,0.0059,0.0037,77998.14,289.59,48486.14,48775.73,29222.42
2020-05-28,CE,37821,2733,449300,9223399,23,19.3,729945,452033,277912,1842.0,35550.57,23945.0,98.0,24043.0,11507.57,6205.8,3734.4,9.4,3743.8,2462.0,705.39,,,0.006,0.0037,79140.56,296.31,48713.06,49009.37,30131.19
2020-05-29,CE,38395,2859,453434,9223399,23,19.3,741024,456293,284731,2045.57,39479.57,27552.71,99.29,27652.0,11827.57,8248.8,4956.86,9.31,4966.17,3282.63,761.19,,,0.0063,0.0039,80341.75,309.97,49161.27,49471.24,30870.51
2020-05-30,CE,47822,2956,556673,9223399,23,19.3,922965,559629,363336,2523.14,48696.71,32333.71,128.71,32462.43,16234.29,5113.97,3539.74,12.34,3552.09,1561.89,-680.4629,,,0.0053,0.0032,100067.77,320.49,60354.43,60674.92,39392.85
2020-05-31,CE,48489,3010,578457,9223399,23,19.3,935838,581467,354371,2683.0,51781.86,34164.43,133.43,34297.86,17484.0,6003.4,3991.51,10.34,4001.86,2001.54,-1448.5029,-514.0217,,0.0052,0.0032,101463.46,326.34,62716.25,63042.59,38420.87
2020-06-01,CE,50504,3188,621582,9223399,23,19.3,974727,624770,349957,3139.14,60585.57,40206.29,154.29,40360.57,20225.0,790.74,1009.0,8.97,1017.97,-227.2286,-1988.0057,-566.4046,,0.0051,0.0033,105679.8,345.64,67391.86,67737.5,37942.3
2020-06-02,CE,54683,3504,669988,9223399,23,19.3,1055382,673492,381890,3397.29,65567.57,43902.57,149.71,44052.29,21515.29,-1036.7143,161.97,2.03,164.0,-1200.7143,-1864.72,,,0.0052,0.0033,114424.41,379.9,72640.03,73019.94,41404.48
2020-06-03,CE,56056,3605,686358,9223399,23,19.3,1081881,689963,391918,2250.43,43433.29,32597.71,144.14,32741.86,10691.43,-1691.2286,-162.4286,2.0,-160.4286,-1530.8,-2070.8343,,,0.0052,0.0033,117297.43,390.85,74414.87,74805.72,42491.71
2020-06-04,CE,59795,3813,730744,9223399,23,19.3,1154044,734557,419487,2254.57,43513.14,33143.57,138.86,33282.43,10230.71,-4209.6286,-1757.4,-6.4286,-1763.8286,-2445.8,-252.5543,,,0.0052,0.0033,125121.34,413.41,79227.19,79640.6,45480.74
2020-06-05,CE,62176,3907,760752,9223399,23,19.3,1199997,764659,435338,2244.86,43325.71,33352.29,143.43,33495.71,9830.0,-4350.7714,-1899.8,-3.8286,-1903.6286,-2447.1429,,,,0.0051,0.0033,130103.56,423.6,82480.66,82904.25,47199.3
2020-06-06,CE,63575,3965,784857,9223399,23,19.3,1226998,788822,438176,2048.57,39537.43,31419.29,122.14,31541.43,7996.0,-472.0286,229.0,-3.2571,225.74,-697.7714,,,,0.005,0.0032,133031.0,429.88,85094.12,85524.0,47507.0
2020-06-07,CE,64271,3982,810462,9223399,23,19.3,1240430,814444,425986,2270.14,43813.71,34403.57,130.57,34534.14,9279.57,-1198.8,-28.9143,-1.9143,-30.8286,-1167.9714,,,,0.0049,0.0032,134487.3,431.73,87870.21,88301.94,46185.36
2020-06-08,CE,66218,4192,855048,9223399,23,19.3,1278007,859240,418767,2128.14,41073.14,33742.71,127.86,33870.57,7202.57,-1577.0857,-73.4571,-4.0,-77.4571,-1499.6286,,,,0.0049,0.0033,138561.39,454.5,92704.22,93158.72,45402.68
2020-06-09,CE,69023,4359,889923,9223399,23,19.3,1332144,894282,437862,1944.0,37519.14,32999.0,129.29,33128.29,4390.86,-980.4286,308.89,1.37,310.26,-1290.6857,,,,0.0049,0.0033,144430.92,472.6,96485.36,96957.97,47472.95
2020-06-10,CE,71947,4519,927183,9223399,23,19.3,1388577,931702,456875,1836.29,35440.29,32985.0,123.43,33108.43,2331.86,-1244.0,26.09,-1.8571,24.23,-1268.2286,,,,0.0049,0.0033,150549.38,489.95,100525.09,101015.04,49534.34
2020-06-11,CE,74692,4708,966943,9223399,23,19.3,1441556,971651,469905,1794.57,34635.29,32963.71,129.0,33092.71,1542.57,-965.5429,-37.3714,-1.7714,-39.1429,-926.4,,,,0.0048,0.0033,156293.36,510.44,104835.86,105346.3,50947.05
2020-06-12,CE,75784,4812,991745,9223399,23,19.3,1462631,996557,466074,1947.86,37593.71,34534.0,121.29,34655.29,2938.43,28.14,436.57,-3.3429,433.23,-405.0857,,,,0.0048,0.0033,158578.31,521.72,107524.89,108046.61,50531.7
2020-06-13,CE,76429,4829,1015752,9223399,23,19.3,1475080,1020581,454499,1878.0,36245.43,33555.86,119.0,33674.86,2570.57,323.14,707.0,-5.1143,701.89,-378.7429,,,,0.0047,0.0033,159928.03,523.56,110127.73,110651.29,49276.74
2020-06-14,CE,76833,4885,1041208,9223399,23,19.3,1482877,1046093,436784,1951.29,37659.86,35181.86,112.57,35294.43,2365.43,1155.23,192.2,-6.2286,185.97,969.26,,,,0.0047,0.0033,160773.38,529.63,112887.67,113417.3,47356.08
2020-06-15,CE,79853,5041,1096786,9223399,23,19.3,1541163,1101827,439336,1920.0,37056.0,36520.0,97.86,36617.86,438.14,1286.46,80.77,-4.5143,76.26,1210.2,126.27,,,0.0046,0.0033,167092.74,546.54,118913.43,119459.97,47632.77
2020-06-16,CE,82169,5192,1124814,9223399,23,19.3,1585862,1130006,455856,2093.86,40411.43,33924.71,97.86,34022.57,6388.86,1591.97,521.26,-5.5714,515.69,1076.29,205.13,,,0.0046,0.0033,171939.0,562.92,121952.22,122515.14,49423.86
2020-06-17,CE,85606,5307,1173456,9223399,23,19.3,1652196,1178763,473433,2281.14,44026.0,34937.86,98.71,35036.57,8989.43,659.49,-185.2571,-6.0286,-191.2857,850.77,-306.5943,,,0.0045,0.0032,179130.93,575.38,127225.98,127801.37,51329.56
2020-06-18,CE,88132,5393,1222583,9223399,23,19.3,1700948,1227976,472972,2290.43,44205.29,36162.14,91.14,36253.29,7952.0,1348.8,-23.3714,-4.2571,-27.6286,1376.43,-365.5943,-55.7794,,0.0044,0.0032,184416.61,584.71,132552.33,133137.04,51279.58
2020-06-19,CE,90441,5497,1229218,9223399,23,19.3,1745511,1234715,510796,2122.14,40957.29,34255.57,82.43,34338.0,6619.29,-377.7429,-449.8857,-5.0571,-454.9429,77.2,-451.1771,-120.5429,,0.0045,0.0031,189248.13,595.98,133271.69,133867.68,55380.45
2020-06-20,CE,92397,5520,1260317,9223399,23,19.3,1783262,1265837,517425,2269.43,43800.0,36403.14,76.57,36479.71,7320.29,-541.5143,-628.7429,-5.4,-634.1429,92.63,-152.6286,,,0.0044,0.0031,193341.09,598.48,136643.44,137241.92,56099.17
2020-06-21,CE,92866,5523,1294343,9223399,23,19.3,1792314,1299866,492448,1996.0,38522.71,31675.29,72.57,31747.86,6774.86,-663.9143,-391.4286,-4.9429,-396.3714,-267.5429,-397.5829,,,0.0042,0.0031,194322.51,598.8,140332.54,140931.34,53391.16
2020-06-22,CE,94708,5618,1336575,9223399,23,19.3,1827864,1342193,485671,2140.86,41318.43,31794.14,71.71,31865.86,9452.57,-103.6571,-30.5143,-3.1429,-33.6571,-70.0,,,,0.0042,0.0031,198176.83,609.1,144911.33,145520.43,52656.4
2020-06-23,CE,98055,5728,1379636,9223399,23,19.3,1892462,1385364,507098,2118.43,40885.71,34205.0,66.43,34271.43,6614.29,-639.1143,-779.7714,-1.8286,-781.6,142.49,,,,0.0041,0.003,205180.54,621.03,149580.0,150201.03,54979.51
2020-06-24,CE,99578,5815,1395183,9223399,23,19.3,1921855,1400998,520857,2095.29,40439.0,34103.0,66.71,34169.71,6269.29,-250.8857,-161.7714,-1.4286,-163.2,-87.6857,,,,0.0042,0.003,208367.33,630.46,151265.6,151896.06,56471.26
2020-06-25,CE,103118,5895,1445142,9223399,23,19.3,1990177,1451037,539140,2103.86,40604.43,32504.29,67.43,32571.71,8032.71,-1410.5429,-230.8,-2.4,-233.2,-1177.3429,,,,0.0041,0.003,215774.79,639.14,156682.15,157321.29,58453.51
2020-06-26,CE,105270,5962,1468653,9223399,23,19.3,2031711,1474615,557096,1931.0,37268.29,30866.43,65.43,30931.86,6336.43,-203.4857,155.2,-2.2,153.0,-356.4857,,,,0.004,0.0029,220277.9,646.4,159231.21,159877.61,60400.29
2020-06-27,CE,107064,5987,1499038,9223399,23,19.3,2066335,1505025,561310,1775.43,34265.71,30640.14,59.71,30699.86,3565.86,,,,,,,,,0.004,0.0029,224031.83,649.11,162525.55,163174.66,60857.17
2020-06-28,CE,107593,5995,1521873,9223399,23,19.3,2076545,1527868,548677,2065.71,39868.29,34981.0,55.43,35036.43,4831.86,,,,,,,,,0.0039,0.0029,225138.8,649.98,165001.32,165651.3,59487.51
2020-06-29,CE,108225,6076,1552640,9223399,23,19.3,2088742,1558716,530026,,,,,,,,,,,,,,,0.0039,0.0029,226461.2,658.76,168337.07,168995.83,57465.37
2020-06-30,CE,110483,6146,1594117,9223399,23,19.3,2132322,1600263,532059,,,,,,,,,,,,,,,0.0038,0.0029,231186.14,666.35,172834.01,173500.35,57685.78
2020-07-01,CE,114038,6203,1640050,9223399,23,19.3,2200933,1646253,554680,,,,,,,,,,,,,,,0.0038,0.0028,238624.94,672.53,177814.06,178486.59,60138.35
