country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-27,33.0,65.0,39653765,,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.02522,0.0,0.0,0.0,0.02522,,
Albania,2020-02-27,41.153,20.168,2842650,5269,,,0,638,0,0,638,-638,,-61.66667,,,,,,,,,,,,0.0,,0.0,0.0,224.438,224.438,-224.43846,,
Algeria,2020-02-27,28.034,1.66,43697354,4115,,,1,43,0,1,43,-42,,-4.0,,,,,,,,,,,,0.0,0.0,0.02288,0.0,0.984,0.984,-0.96116,,
Andorra,2020-02-27,42.506,1.522,78418,42030,,,0,321,0,0,321,-321,,-31.16667,,,,,,,,,,,,0.0,,0.0,0.0,4093.448,4093.448,-4093.44793,,
Angola,2020-02-27,-11.2027,17.874,33046756,3432,,,0,27,0,0,27,-27,,-2.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.817,0.817,-0.81702,,
Antigua and Barbuda,2020-02-27,17.061,-61.7964,98848,16727,,,0,3,0,0,3,-3,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,30.35,30.35,-30.34963,,
Argentina,2020-02-27,-38.4161,-63.6167,45433446,11684,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.02201,0.02201,-0.02201,,
Armenia,2020-02-27,40.069,45.038,2938968,4212,,,0,770,0,0,770,-770,,-74.33333,,,,,,,,,,,,0.0,,0.0,0.0,261.997,261.997,-261.99673,,
Australia,2020-02-27,-31.99619,141.233,25731295,57396,,,15,428,0,15,428,-413,2.0,-39.83333,,,,,,,,,,,,0.0,0.0,0.5829,0.0,16.633,16.633,-16.05049,,
Austria,2020-02-27,47.516,14.55,8937767,51500,447,samples tested,3,235,0,3,235,-232,,-22.33333,,,,,,,,,,,,0.0,0.0,0.3357,0.0,26.293,26.293,-25.95727,149.0,50.012
Azerbaijan,2020-02-27,40.143,47.577,10175641,4722,,,0,545,0,0,545,-545,,-52.66667,,,,,,,,,,,,0.0,,0.0,0.0,53.559,53.559,-53.55928,,
Bahamas,2020-02-27,25.034,-77.3963,396839,32218,,,0,249,0,0,249,-249,,-24.0,,,,,,,,,,,,0.0,,0.0,0.0,627.458,627.458,-627.45849,,
Bahrain,2020-02-27,26.028,50.55,1726667,24051,,,33,8,0,33,8,25,7.667,1.833,,,,,0.3889,,,,,,,0.0,0.0,19.112,0.0,4.633,4.633,14.479,,
Bangladesh,2020-02-27,23.685,90.356,165611088,1698,,,0,478,0,0,478,-478,,-46.16667,,,,,,,,,,,,0.0,,0.0,0.0,2.886,2.886,-2.88628,,
Barbados,2020-02-27,13.194,-59.5432,288373,17949,,,0,2164,0,0,2164,-2164,,-209.0,,,,,,,,,,,,0.0,,0.0,0.0,7504.17,7504.17,-7504.16995,,
Belarus,2020-02-27,53.71,27.953,9429921,6330,,,0,3,0,0,3,-3,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,0.3181,0.3181,-0.31814,,
Belgium,2020-02-27,50.833,4.0,11572730,47472,,,1,1533,0,1,1533,-1532,0.1667,-148.0,,,,,,,,,,,,0.0,0.0,0.08641,0.0,132.467,132.467,-132.38017,,
Belize,2020-02-27,13.194,-59.5432,402155,4885,,,0,1899,0,0,1899,-1899,,-183.5,,,,,,,,,,,,0.0,,0.0,0.0,4722.06,4722.06,-4722.0599,,
Benin,2020-02-27,9.308,2.316,12160701,1241,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.08223,0.08223,-0.08223,,
Bhutan,2020-02-27,27.514,90.434,775132,3243,,,0,11,0,0,11,-11,,-1.0,,,,,,,,,,,,0.0,,0.0,0.0,14.191,14.191,-14.19113,,
Bolivia,2020-02-27,-16.2902,-63.5887,11736772,3549,,,0,2,0,0,2,-2,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.1704,0.1704,-0.1704,,
Bosnia and Herzegovina,2020-02-27,43.916,17.679,3279568,6066,,,0,450,0,0,450,-450,,-43.5,,,,,,,,,,,,0.0,,0.0,0.0,137.213,137.213,-137.21319,,
Botswana,2020-02-27,-22.3285,24.685,2334686,8259,,,0,88,0,0,88,-88,,-8.33333,,,,,,,,,,,,0.0,,0.0,0.0,37.692,37.692,-37.69243,,
Brazil,2020-02-27,-14.235,-51.9253,213724406,9001,,,1,2,0,1,2,-1,,0.0,,,,,,,,,,,,0.0,0.0,0.00468,0.0,0.00936,0.00936,-0.00468,,
Brunei,2020-02-27,4.535,114.728,441178,31628,,,0,22132,0,0,22132,-22132,,-2138.16667,,,,,,,,,,,,0.0,,0.0,0.0,50165.693,50165.693,-50165.69276,,
Bulgaria,2020-02-27,42.734,25.486,6908148,9272,,,0,5,0,0,5,-5,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,0.7238,0.7238,-0.72378,,
