country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-05-21,33.0,65.0,39653765,,,,8676,4834,193,8676,5027,3649,585.0,316.167,7.5,323.667,261.333,32.139,20.722,-0.16667,20.556,11.583,-5.31944,,,0.03839,0.02225,218.794,4.867,121.905,126.772,92.022,,
Albania,2020-05-21,41.153,20.168,2842650,5269,,,969,826,31,969,857,112,8.333,10.333,0.1667,10.5,-2.16667,0.7778,-0.27778,,,,,,,0.03617,0.03199,340.879,10.905,290.574,301.479,39.4,,
Algeria,2020-05-21,28.034,1.66,43697354,4115,,,7728,5264,575,7728,5839,1889,184.167,164.5,7.5,172.0,12.167,0.8333,1.0,0.25,1.25,-0.41667,-0.52083,,,0.09848,0.0744,176.853,13.159,120.465,133.624,43.229,,
Andorra,2020-05-21,42.506,1.522,78418,42030,,,762,694,51,762,745,17,0.1667,1.5,0.0,1.5,-1.33333,0.0,-0.05556,-0.05556,-0.11111,0.1111,0.0,,,0.06846,0.06693,9717.157,650.361,8850.009,9500.37,216.787,,
Angola,2020-05-21,-11.2027,17.874,33046756,3432,,,58,39,3,58,42,16,3.167,1.167,0.1667,1.333,1.833,0.08333,0.1389,0.0,0.1389,-0.05556,-0.02778,,,0.07143,0.05172,1.755,0.09078,1.18,1.271,0.4842,,
Antigua and Barbuda,2020-05-21,17.061,-61.7964,98848,16727,,,25,22,3,25,25,0,0.0,0.1667,0.0,0.1667,-0.16667,,-0.02778,,,,,,,0.12,0.12,252.914,30.35,222.564,252.914,0.0,,
Argentina,2020-05-21,-38.4161,-63.6167,45433446,11684,,samples tested,9931,6181,416,9931,6597,3334,617.5,282.333,11.667,294.0,323.5,43.056,23.917,0.6667,24.583,18.472,-7.69444,-2.08507,,0.06306,0.04189,218.583,9.156,136.045,145.201,73.382,,
Armenia,2020-05-21,40.069,45.038,2938968,4212,,,5606,3522,70,5606,3592,2014,306.333,176.0,3.333,179.333,127.0,16.833,11.917,0.2778,12.194,4.639,-1.42361,,,0.01949,0.01249,1907.472,23.818,1198.38,1222.198,685.275,,
Australia,2020-05-21,-31.99619,141.233,25731295,57396,1137684,samples tested,7095,6796,101,7095,6897,198,7.667,17.833,0.5,18.333,-10.66667,-0.13889,-0.83333,-0.02778,-0.86111,0.7222,,,,0.01464,0.01424,275.734,3.925,264.114,268.039,7.695,160.35,44214.02
Austria,2020-05-21,47.516,14.55,8937767,51500,,samples tested,16404,15143,633,16404,15776,628,39.0,55.667,1.833,57.5,-18.5,-3.0,-1.86111,0.1944,-1.66667,-1.33333,,,,0.04012,0.03859,1835.358,70.823,1694.271,1765.094,70.264,,
Azerbaijan,2020-05-21,40.143,47.577,10175641,4722,,,3749,2634,44,3749,2678,1071,122.5,94.167,1.5,95.667,26.833,1.389,2.639,0.05556,2.694,-1.30556,,0.6823,,0.01643,0.01174,368.429,4.324,258.853,263.178,105.251,,
Bahamas,2020-05-21,25.034,-77.3963,396839,32218,,,97,78,11,97,89,8,0.6667,0.6667,0.0,0.6667,0.0,0.05556,0.0,,,,-0.02778,-0.00868,,0.1236,0.1134,244.432,27.719,196.553,224.272,20.159,,
Bahrain,2020-05-21,26.028,50.55,1726667,24051,,units unclear,8174,5442,12,8174,5454,2720,325.667,241.333,0.3333,241.667,84.0,-2.02778,3.889,,,,,,,0.0022,0.00147,4733.976,6.95,3151.737,3158.687,1575.289,,
Bangladesh,2020-05-21,23.685,90.356,165611088,1698,214114,samples tested,28511,16362,408,28511,16770,11741,1623.333,1014.5,21.833,1036.333,587.0,37.083,53.361,0.7222,54.083,-17.0,-15.34028,,,0.02433,0.01431,172.156,2.464,98.798,101.261,70.895,7.51,1292.872
Barbados,2020-05-21,13.194,-59.5432,288373,17949,,,90,78,7,90,85,5,0.6667,0.5,0.0,0.5,0.1667,-0.08333,0.0,,,,,,,0.08235,0.07778,312.096,24.274,270.483,294.757,17.339,,
