country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-17,33.0,65.0,39653765,,,,22,6,0,22,6,16,2.167,1.167,,,,0.08333,0.1111,,,,,,,0.0,0.0,0.5548,0.0,0.1513,0.1513,0.4035,,
Albania,2020-03-17,41.153,20.168,2842650,5269,,,55,119,1,55,120,-65,5.333,-6.83333,0.1667,-6.66667,12.0,0.1667,,,,,,,,0.00833,0.01818,19.348,0.3518,41.862,42.214,-22.86599,,
Algeria,2020-03-17,28.034,1.66,43697354,4115,,,60,24,4,60,28,32,8.833,1.667,1.333,3.0,5.833,3.611,0.6111,,,,0.6319,-0.05035,-0.0842,0.1429,0.06667,1.373,0.09154,0.5492,0.6408,0.7323,,
Andorra,2020-03-17,42.506,1.522,78418,42030,,,39,53,0,39,53,-14,12.333,-3.33333,,,,1.556,,,,,,,,0.0,0.0,497.335,0.0,675.865,675.865,-178.53044,,
Angola,2020-03-17,-11.2027,17.874,33046756,3432,,,0,4,0,0,4,-4,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,0.121,0.121,-0.12104,,
Antigua and Barbuda,2020-03-17,17.061,-61.7964,98848,16727,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,10.117,0.0,10.117,10.117,0.0,,
Argentina,2020-03-17,-38.4161,-63.6167,45433446,11684,,,68,16,2,68,18,50,15.667,4.0,0.1667,4.167,11.5,5.111,1.139,0.02778,1.167,3.944,1.0,-0.01215,-0.10938,0.1111,0.02941,1.497,0.04402,0.3522,0.3962,1.101,,
Armenia,2020-03-17,40.069,45.038,2938968,4212,,,78,135,0,78,135,-57,19.667,-7.33333,,,,2.222,,,,,-0.45833,,,0.0,0.0,26.54,0.0,45.934,45.934,-19.39456,,
Australia,2020-03-17,-31.99619,141.233,25731295,57396,,,452,195,5,452,200,252,90.167,21.0,0.6667,21.667,68.5,25.167,7.667,0.0,7.667,17.5,4.403,-0.29514,-0.46918,0.025,0.01106,17.566,0.1943,7.578,7.773,9.794,,
Austria,2020-03-17,47.516,14.55,8937767,51500,10278,samples tested,1332,344,3,1332,347,985,288.833,82.833,0.8333,83.667,205.167,57.111,18.278,,,,5.84,-0.24132,-0.96875,0.00865,0.00225,149.031,0.3357,38.488,38.824,110.206,7.716,1149.952
Azerbaijan,2020-03-17,40.143,47.577,10175641,4722,,,28,98,1,28,99,-71,4.833,-7.0,0.0,-7.0,11.833,0.75,,,,,0.02778,0.08854,,0.0101,0.03571,2.752,0.09827,9.631,9.729,-6.97745,,
Bahamas,2020-03-17,25.034,-77.3963,396839,32218,,,1,41,0,1,41,-40,,-3.83333,,,,,,,,,,,,0.0,0.0,2.52,0.0,103.316,103.316,-100.79654,,
Bahrain,2020-03-17,26.028,50.55,1726667,24051,13553,units unclear,228,118,1,228,119,109,12.5,10.833,,,,3.222,0.1667,,,,,,,0.0084,0.00439,132.046,0.5792,68.34,68.919,63.127,59.443,7849.226
Bangladesh,2020-03-17,23.685,90.356,165611088,1698,342,samples tested,10,80,0,10,80,-70,2.833,-7.0,,,,0.4444,,,,,-0.06944,,,0.0,0.0,0.06038,0.0,0.4831,0.4831,-0.42268,34.2,2.065
Barbados,2020-03-17,13.194,-59.5432,288373,17949,,,2,354,0,2,354,-352,,-34.0,,,,,,,,,,,,0.0,0.0,6.935,0.0,1227.577,1227.577,-1220.64132,,
Belarus,2020-03-17,53.71,27.953,9429921,6330,,samples tested,36,13,0,36,13,23,7.0,2.333,,,,0.5,0.3333,,,,-0.11806,-0.11111,,0.0,0.0,3.818,0.0,1.379,1.379,2.439,,
Belgium,2020-03-17,50.833,4.0,11572730,47472,15465,units unclear,1243,584,10,1243,594,649,261.333,49.333,5.5,54.833,206.5,43.639,16.639,1.972,18.611,25.028,4.333,0.4236,0.8924,0.01684,0.00805,107.408,0.8641,50.463,51.328,56.08,12.442,1336.331
Belize,2020-03-17,13.194,-59.5432,402155,4885,,,0,311,0,0,311,-311,,-30.0,,,,,,,,,,,,0.0,,0.0,0.0,773.334,773.334,-773.33366,,
Benin,2020-03-17,9.308,2.316,12160701,1241,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.08223,0.0,0.0,0.0,0.08223,,
Bhutan,2020-03-17,27.514,90.434,775132,3243,,,1,2,0,1,2,-1,0.1667,-0.16667,,,,,,,,,,,,0.0,0.0,1.29,0.0,2.58,2.58,-1.2901,,
Bolivia,2020-03-17,-16.2902,-63.5887,11736772,3549,50,units unclear,11,3,0,11,3,8,0.8333,0.6667,,,,0.1944,,,,,,,,0.0,0.0,0.9372,0.0,0.2556,0.2556,0.6816,4.545,4.26
Bosnia and Herzegovina,2020-03-17,43.916,17.679,3279568,6066,,,26,82,0,26,82,-56,11.833,-5.0,,,,2.528,,,,,0.1042,-0.11632,,0.0,0.0,7.928,0.0,25.003,25.003,-17.07542,,
Botswana,2020-03-17,-22.3285,24.685,2334686,8259,,,0,14,0,0,14,-14,,-1.33333,,,,,,,,,,,,0.0,,0.0,0.0,5.997,5.997,-5.99652,,
Brazil,2020-03-17,-14.235,-51.9253,213724406,9001,,,321,63,1,321,64,257,107.0,20.0,,,,36.667,7.028,,,,5.146,-1.33854,-0.75651,0.01562,0.00312,1.502,0.00468,0.2948,0.2995,1.202,,
Brunei,2020-03-17,4.535,114.728,441178,31628,,,56,3635,0,56,3635,-3579,6.333,-345.83333,,,,-0.27778,,,,,,,,0.0,0.0,126.933,0.0,8239.305,8239.305,-8112.37188,,
Bulgaria,2020-03-17,42.734,25.486,6908148,9272,,,67,14,2,67,16,51,14.333,4.5,0.1667,4.667,9.667,2.056,0.9722,0.0,0.9722,1.083,0.08333,,,0.125,0.02985,9.699,0.2895,2.027,2.316,7.383,,
Burkina Faso,2020-03-17,12.238,-1.5616,20953200,715,,,15,17,0,15,17,-2,6.333,-0.5,,,,1.972,,,,,,,,0.0,0.0,0.7159,0.0,0.8113,0.8113,-0.09545,,
Burma,2020-03-17,21.916,95.956,,,,,0,5,0,0,5,-5,,-0.5,,,,,,,,,,,,0.0,,,,,,,,
Burundi,2020-03-17,-3.3731,29.919,11893778,272,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.08408,0.08408,-0.08408,,
