country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-10,33.0,65.0,39653765,,,,5,1,0,5,1,4,1.0,0.3333,,,,0.3333,,,,,0.03472,,,0.0,0.0,0.1261,0.0,0.02522,0.02522,0.1009,,
Albania,2020-03-10,41.153,20.168,2842650,5269,,,10,203,0,10,203,-193,,-19.16667,,,,,,,,,,,,0.0,0.0,3.518,0.0,71.412,71.412,-67.89439,,
Algeria,2020-03-10,28.034,1.66,43697354,4115,,,20,21,0,20,21,-1,1.5,-0.5,,,,0.7222,,,,,0.2847,,,0.0,0.0,0.4577,0.0,0.4806,0.4806,-0.02288,,
Andorra,2020-03-10,42.506,1.522,78418,42030,,,1,103,0,1,103,-102,0.0,-9.83333,,,,,,,,,,,,0.0,0.0,12.752,0.0,1313.474,1313.474,-1300.72177,,
Angola,2020-03-10,-11.2027,17.874,33046756,3432,,,0,9,0,0,9,-9,,-0.83333,,,,,,,,,,,,0.0,,0.0,0.0,0.2723,0.2723,-0.27234,,
Antigua and Barbuda,2020-03-10,17.061,-61.7964,98848,16727,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10.117,10.117,-10.11654,,
Argentina,2020-03-10,-38.4161,-63.6167,45433446,11684,,,17,2,1,17,3,14,3.833,0.6667,,,,0.6389,0.2778,,,,,,,0.3333,0.05882,0.3742,0.02201,0.04402,0.06603,0.3081,,
Armenia,2020-03-10,40.069,45.038,2938968,4212,,,1,246,0,1,246,-245,1.167,-23.66667,,,,,,,,,,,,0.0,0.0,0.3403,0.0,83.703,83.703,-83.3626,,
Australia,2020-03-10,-31.99619,141.233,25731295,57396,,,107,169,3,107,172,-65,22.833,-7.5,0.1667,-7.33333,30.167,5.972,,-0.02778,,,1.694,-0.05208,0.06597,0.01744,0.02804,4.158,0.1166,6.568,6.684,-2.52611,,
Austria,2020-03-10,47.516,14.55,8937767,51500,5026,samples tested,182,112,0,182,112,70,70.833,5.167,,,,18.972,,,,,4.389,0.02951,-0.12804,0.0,0.0,20.363,0.0,12.531,12.531,7.832,27.615,562.333
Azerbaijan,2020-03-10,40.143,47.577,10175641,4722,,,11,177,0,11,177,-166,1.0,-16.33333,,,,0.25,,,,,,,,0.0,0.0,1.081,0.0,17.394,17.394,-16.31347,,
Bahamas,2020-03-10,25.034,-77.3963,396839,32218,,,0,79,0,0,79,-79,,-7.66667,,,,,,,,,,,,0.0,,0.0,0.0,199.073,199.073,-199.07318,,
Bahrain,2020-03-10,26.028,50.55,1726667,24051,8354,units unclear,110,46,0,110,46,64,18.333,7.5,,,,1.278,1.111,,,,-1.13194,,,0.0,0.0,63.707,0.0,26.641,26.641,37.066,75.945,4838.223
Bangladesh,2020-03-10,23.685,90.356,165611088,1698,147,samples tested,3,153,0,3,153,-150,,-14.66667,,,,,,,,,,,,0.0,0.0,0.01811,0.0,0.9239,0.9239,-0.90574,49.0,0.8876
Barbados,2020-03-10,13.194,-59.5432,288373,17949,,,0,689,0,0,689,-689,,-66.66667,,,,,,,,,,,,0.0,,0.0,0.0,2389.267,2389.267,-2389.26668,,
Belarus,2020-03-10,53.71,27.953,9429921,6330,,samples tested,9,4,0,9,4,5,3.5,0.3333,,,,0.6667,0.1389,,,,0.1181,-0.04514,,0.0,0.0,0.9544,0.0,0.4242,0.4242,0.5302,,
Belgium,2020-03-10,50.833,4.0,11572730,47472,5177,units unclear,267,552,0,267,552,-285,65.0,-30.0,,,,15.194,,,,,4.653,0.1424,-0.29514,0.0,0.0,23.071,0.0,47.698,47.698,-24.62686,19.39,447.345
Belize,2020-03-10,13.194,-59.5432,402155,4885,,,0,605,0,0,605,-605,,-58.33333,,,,,,,,,,,,0.0,,0.0,0.0,1504.395,1504.395,-1504.39507,,
Benin,2020-03-10,9.308,2.316,12160701,1241,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-03-10,27.514,90.434,775132,3243,,,1,4,0,1,4,-3,0.0,-0.33333,,,,,,,,,,,,0.0,0.0,1.29,0.0,5.16,5.16,-3.87031,,
Bolivia,2020-03-10,-16.2902,-63.5887,11736772,3549,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0852,0.0852,-0.0852,,
Bosnia and Herzegovina,2020-03-10,43.916,17.679,3279568,6066,,,5,144,0,5,144,-139,1.667,-13.5,,,,,,,,,,,,0.0,0.0,1.525,0.0,43.908,43.908,-42.38363,,
Botswana,2020-03-10,-22.3285,24.685,2334686,8259,,,0,28,0,0,28,-28,,-2.66667,,,,,,,,,,,,0.0,,0.0,0.0,11.993,11.993,-11.99305,,
Brazil,2020-03-10,-14.235,-51.9253,213724406,9001,,,31,7,0,31,7,24,23.0,2.167,,,,3.944,1.056,,,,1.167,0.4427,0.2817,0.0,0.0,0.145,0.0,0.03275,0.03275,0.1123,,
Brunei,2020-03-10,4.535,114.728,441178,31628,,,1,7052,0,1,7052,-7051,,-681.0,,,,,,,,,,,,0.0,0.0,2.267,0.0,15984.478,15984.478,-15982.21126,,
Bulgaria,2020-03-10,42.734,25.486,6908148,9272,,,4,2,0,4,2,2,,0.0,,,,,,,,,,,,0.0,0.0,0.579,0.0,0.2895,0.2895,0.2895,,
Burkina Faso,2020-03-10,12.238,-1.5616,20953200,715,,,1,30,0,1,30,-29,,-2.66667,,,,,,,,,,,,0.0,0.0,0.04773,0.0,1.432,1.432,-1.38404,,
Burma,2020-03-10,21.916,95.956,,,,,0,9,0,0,9,-9,,-0.83333,,,,,,,,,,,,0.0,,,,,,,,
Burundi,2020-03-10,-3.3731,29.919,11893778,272,,,0,2,0,0,2,-2,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.1682,0.1682,-0.16816,,
Cabo Verde,2020-03-10,16.539,-23.0418,558398,3635,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1.791,1.791,-1.79084,,
Cambodia,2020-03-10,11.55,104.917,16782527,1510,,,2,7,0,2,7,-5,0.6667,-0.5,,,,0.1111,,,,,0.1806,,,0.0,0.0,0.1192,0.0,0.4171,0.4171,-0.29793,,
Cameroon,2020-03-10,3.848,11.502,26614607,1534,,,2,2,0,2,2,0,0.1667,0.0,,,,,,,,,,,,0.0,0.0,0.07515,0.0,0.07515,0.07515,0.0,,
Central African Republic,2020-03-10,6.611,20.939,4796900,476,,,0,78,0,0,78,-78,,-7.5,,,,,,,,,,,,0.0,,0.0,0.0,16.261,16.261,-16.2605,,
Chad,2020-03-10,15.454,18.732,16575069,728,,,0,16,0,0,16,-16,,-1.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.9653,0.9653,-0.96531,,
Chile,2020-03-10,-35.6751,-71.543,19148883,15923,,,13,10,0,13,10,3,6.5,0.1667,,,,3.611,,,,,,,,0.0,0.0,0.6789,0.0,0.5222,0.5222,0.1567,,
China,2020-03-10,32.828,111.649,1407987086,9771,,,80887,72556,3139,80887,75695,5192,29.167,481.167,18.0,499.167,-470.0,-9.86111,-41.61111,-2.16667,-43.77778,33.917,,,,0.04147,0.03881,57.449,2.229,51.532,53.761,3.688,,
Colombia,2020-03-10,4.571,-74.2973,50907732,6668,927,samples tested,3,868,0,3,868,-865,2.0,-83.5,,,,,,,,,,,,0.0,0.0,0.05893,0.0,17.05,17.05,-16.99152,309.0,18.209
Comoros,2020-03-10,-11.6455,43.333,872888,1415,,,0,398,0,0,398,-398,,-38.33333,,,,,,,,,,,,0.0,,0.0,0.0,455.958,455.958,-455.95769,,
Congo-Brazzaville,2020-03-10,-4.0383,21.759,5554412,2148,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.18,0.18,-0.18004,,
