country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-26,33.0,65.0,39653765,,,,94,24,4,94,28,66,13.333,4.833,0.5,5.333,8.0,2.028,0.8889,,,,0.3958,-0.02083,,0.1429,0.04255,2.371,0.1009,0.6052,0.7061,1.664,,
Albania,2020-03-26,41.153,20.168,2842650,5269,,,174,99,6,174,105,69,18.0,3.5,1.0,4.5,13.5,-0.52778,,0.1389,,,-0.25694,,,0.05714,0.03448,61.21,2.111,34.827,36.937,24.273,,
Algeria,2020-03-26,28.034,1.66,43697354,4115,,,367,91,25,367,116,251,46.833,18.333,2.333,20.667,26.167,5.639,2.333,0.5278,2.861,2.778,2.319,0.2014,,0.2155,0.06812,8.399,0.5721,2.083,2.655,5.744,,
Andorra,2020-03-26,42.506,1.522,78418,42030,,,224,84,3,224,87,137,33.5,10.833,0.8333,11.667,21.833,0.4722,1.611,,,,-1.00694,,,0.03448,0.01339,2856.487,38.257,1071.183,1109.439,1747.048,,
Angola,2020-03-26,-11.2027,17.874,33046756,3432,,,4,3,0,4,3,1,0.6667,-0.33333,,,,0.02778,,,,,,,,0.0,0.0,0.121,0.0,0.09078,0.09078,0.03026,,
Antigua and Barbuda,2020-03-26,17.061,-61.7964,98848,16727,,,7,1,0,7,1,6,0.6667,0.3333,,,,-0.16667,,,,,-0.0,,,0.0,0.0,70.816,0.0,10.117,10.117,60.699,,
Argentina,2020-03-26,-38.4161,-63.6167,45433446,11684,,,502,135,9,502,144,358,74.0,28.333,2.5,30.833,43.167,4.944,4.056,0.3611,4.417,0.5278,0.1806,,,0.0625,0.01793,11.049,0.1981,2.971,3.169,7.88,,
Armenia,2020-03-26,40.069,45.038,2938968,4212,,,290,163,1,290,164,126,31.5,11.833,,,,3.528,2.0,,,,0.3333,-0.13194,-0.07769,0.0061,0.00345,98.674,0.3403,55.462,55.802,42.872,,
Australia,2020-03-26,-31.99619,141.233,25731295,57396,,samples tested,2810,880,13,2810,893,1917,383.667,159.167,1.5,160.667,223.0,0.9167,19.083,0.02778,19.111,-18.19444,-8.625,,,0.01456,0.00463,109.206,0.5052,34.2,34.705,74.501,,
Austria,2020-03-26,47.516,14.55,8937767,51500,35995,samples tested,6909,2170,49,6909,2219,4690,719.0,376.333,10.833,387.167,331.833,-19.97222,34.75,1.5,36.25,-56.22222,-14.81944,,,0.02208,0.00709,773.012,5.482,242.79,248.272,524.74,5.21,4027.292
