country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-25,33.0,65.0,39653765,,,,84,20,2,84,22,62,11.667,4.167,0.5,4.667,7.0,0.7778,0.8056,,,,0.1042,,,0.09091,0.02381,2.118,0.05044,0.5044,0.5548,1.564,,
Albania,2020-03-25,41.153,20.168,2842650,5269,,,146,96,5,146,101,45,18.0,1.667,1.333,3.0,15.0,0.4167,,0.1944,,,-0.54167,,,0.0495,0.03425,51.361,1.759,33.771,35.53,15.83,,
Algeria,2020-03-25,28.034,1.66,43697354,4115,,,302,77,21,302,98,204,42.167,16.5,2.0,18.5,23.667,5.528,2.222,0.3056,2.528,3.0,1.361,0.4167,,0.2143,0.06954,6.911,0.4806,1.762,2.243,4.668,,
Andorra,2020-03-25,42.506,1.522,78418,42030,,,188,76,1,188,77,111,32.5,9.5,0.3333,9.833,22.667,1.472,1.583,,,,-0.86806,,,0.01299,0.00532,2397.409,12.752,969.165,981.917,1415.491,,
Angola,2020-03-25,-11.2027,17.874,33046756,3432,,,3,3,0,3,3,0,0.5,0.0,,,,,,,,,,,,0.0,0.0,0.09078,0.0,0.09078,0.09078,0.0,,
Antigua and Barbuda,2020-03-25,17.061,-61.7964,98848,16727,,,3,1,0,3,1,2,1.0,0.1667,,,,0.05556,,,,,-0.04167,,,0.0,0.0,30.35,0.0,10.117,10.117,20.233,,
Argentina,2020-03-25,-38.4161,-63.6167,45433446,11684,,,387,112,8,387,120,267,70.667,24.5,2.333,26.833,43.833,10.472,3.417,0.3889,3.806,6.667,-0.68056,-0.30208,,0.06667,0.02067,8.518,0.1761,2.465,2.641,5.877,,
Armenia,2020-03-25,40.069,45.038,2938968,4212,,,265,154,0,265,154,111,35.5,9.833,,,,3.25,1.861,,,,0.9236,-0.07292,,0.0,0.0,90.168,0.0,52.399,52.399,37.768,,
Australia,2020-03-25,-31.99619,141.233,25731295,57396,,samples tested,2364,738,8,2364,746,1618,348.5,140.667,1.167,141.833,206.667,14.222,19.389,0.2222,19.611,-5.38889,-8.13194,,,0.01072,0.00338,91.873,0.3109,28.681,28.992,62.881,,
Austria,2020-03-25,47.516,14.55,8937767,51500,32407,samples tested,5588,1852,30,5588,1882,3706,781.5,339.0,8.667,347.667,433.833,28.25,35.0,2.056,37.056,-8.80556,-17.65972,,,0.01594,0.00537,625.212,3.357,207.211,210.567,414.645,5.799,3625.85
Azerbaijan,2020-03-25,40.143,47.577,10175641,4722,,,93,75,2,93,77,16,19.5,1.667,0.5,2.167,17.333,4.333,,0.05556,,,0.2083,-0.09549,,0.02597,0.02151,9.139,0.1965,7.371,7.567,1.572,,
Bahamas,2020-03-25,25.034,-77.3963,396839,32218,,,5,21,0,5,21,-16,1.0,-1.33333,,,,0.1944,,,,,0.02778,,,0.0,0.0,12.6,0.0,52.918,52.918,-40.31862,,
Bahrain,2020-03-25,26.028,50.55,1726667,24051,,units unclear,419,221,4,419,225,194,23.667,17.0,0.3333,17.333,6.333,0.1944,0.7778,-0.08333,0.6944,-0.5,,,,0.01778,0.00955,242.664,2.317,127.992,130.309,112.355,,
Bangladesh,2020-03-25,23.685,90.356,165611088,1698,794,samples tested,39,46,5,39,51,-12,3.5,-1.83333,0.5,-1.33333,4.833,-0.27778,,-0.11111,,,,,,0.09804,0.1282,0.2355,0.03019,0.2778,0.308,-0.07246,20.359,4.794
Barbados,2020-03-25,13.194,-59.5432,288373,17949,,,18,170,0,18,170,-152,2.0,-14.66667,,,,0.08333,,,,,0.02083,,,0.0,0.0,62.419,0.0,589.514,589.514,-527.09512,,
Belarus,2020-03-25,53.71,27.953,9429921,6330,,samples tested,86,43,0,86,43,43,3.0,4.0,,,,0.8611,0.0,,,,,,,0.0,0.0,9.12,0.0,4.56,4.56,4.56,,
