country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-24,33.0,65.0,39653765,,,,74,16,1,74,17,57,14.333,3.167,,,,1.222,0.7222,,,,0.1528,,-0.00868,0.05882,0.01351,1.866,0.02522,0.4035,0.4287,1.437,,
Albania,2020-03-24,41.153,20.168,2842650,5269,,,123,94,5,123,99,24,18.333,0.6667,1.0,1.667,16.667,1.0,,0.08333,,,-0.61806,,,0.05051,0.04065,43.269,1.759,33.068,34.827,8.443,,
Algeria,2020-03-24,28.034,1.66,43697354,4115,,,264,62,19,264,81,183,45.0,14.0,1.833,15.833,29.167,3.611,2.333,0.1111,2.444,1.167,0.6736,,,0.2346,0.07197,6.042,0.4348,1.419,1.854,4.188,,
Andorra,2020-03-24,42.506,1.522,78418,42030,,,164,67,1,164,68,96,29.833,7.167,,,,2.25,1.694,,,,-0.46528,-0.26215,,0.01471,0.0061,2091.357,12.752,854.396,867.148,1224.209,,
Angola,2020-03-24,-11.2027,17.874,33046756,3432,,,3,3,0,3,3,0,0.3333,0.0,,,,,,,,,,,,0.0,0.0,0.09078,0.0,0.09078,0.09078,0.0,,
Antigua and Barbuda,2020-03-24,17.061,-61.7964,98848,16727,,,3,1,0,3,1,2,1.0,0.1667,,,,0.05556,,,,,,,,0.0,0.0,30.35,0.0,10.117,10.117,20.233,,
Argentina,2020-03-24,-38.4161,-63.6167,45433446,11684,,,387,87,6,387,93,294,71.833,20.833,1.5,22.333,49.5,3.472,3.5,0.3611,3.861,-0.38889,-0.25,,,0.06452,0.0155,8.518,0.1321,1.915,2.047,6.471,,
Armenia,2020-03-24,40.069,45.038,2938968,4212,,,249,144,0,249,144,105,28.167,8.0,,,,1.889,1.889,,,,0.3889,0.02778,,0.0,0.0,84.724,0.0,48.997,48.997,35.727,,
Australia,2020-03-24,-31.99619,141.233,25731295,57396,,samples tested,2044,608,8,2044,616,1428,345.333,120.333,1.0,121.333,224.0,23.361,19.028,0.1944,19.222,4.139,-6.15278,,,0.01299,0.00391,79.436,0.3109,23.629,23.94,55.497,,
Austria,2020-03-24,47.516,14.55,8937767,51500,28391,samples tested,5283,1514,28,5283,1542,3741,807.167,293.333,8.333,301.667,505.5,19.389,37.25,1.556,38.806,-19.41667,-19.75,,,0.01816,0.0053,591.087,3.133,169.394,172.526,418.561,5.374,3176.52
