country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-04,33.0,65.0,39653765,,,,1,1,0,1,1,0,0.0,,,,,,,,,,,,,0.0,0.0,0.02522,0.0,0.02522,0.02522,0.0,,
Albania,2020-03-04,41.153,20.168,2842650,5269,,,0,360,0,0,360,-360,,-34.66667,,,,,,,,,,,,0.0,,0.0,0.0,126.642,126.642,-126.64239,,
Algeria,2020-03-04,28.034,1.66,43697354,4115,,,12,25,0,12,25,-13,2.667,-1.66667,,,,-0.08333,,,,,-0.15972,,,0.0,0.0,0.2746,0.0,0.5721,0.5721,-0.2975,,
Andorra,2020-03-04,42.506,1.522,78418,42030,,,1,181,0,1,181,-180,,-17.33333,,,,,,,,,,,,0.0,0.0,12.752,0.0,2308.144,2308.144,-2295.39136,,
Angola,2020-03-04,-11.2027,17.874,33046756,3432,,,0,15,0,0,15,-15,,-1.5,,,,,,,,,,,,0.0,,0.0,0.0,0.4539,0.4539,-0.4539,,
Antigua and Barbuda,2020-03-04,17.061,-61.7964,98848,16727,,,0,2,0,0,2,-2,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,20.233,20.233,-20.23309,,
Argentina,2020-03-04,-38.4161,-63.6167,45433446,11684,,,1,1,0,1,1,0,,0.0,,,,,,,,,,,,0.0,0.0,0.02201,0.0,0.02201,0.02201,0.0,,
Armenia,2020-03-04,40.069,45.038,2938968,4212,,,1,435,0,1,435,-434,0.0,-41.83333,,,,,,,,,,,,0.0,0.0,0.3403,0.0,148.011,148.011,-147.67088,,
Australia,2020-03-04,-31.99619,141.233,25731295,57396,,,52,251,2,52,253,-201,6.0,-20.5,0.1667,-20.33333,26.333,0.5,,,,,0.01389,,,0.00791,0.03846,2.021,0.07773,9.755,9.832,-7.8115,,
Austria,2020-03-04,47.516,14.55,8937767,51500,3138,samples tested,29,138,0,29,138,-109,10.833,-10.66667,,,,3.528,,,,,0.9097,,,0.0,0.0,3.245,0.0,15.44,15.44,-12.19544,108.207,351.094
Azerbaijan,2020-03-04,40.143,47.577,10175641,4722,,,3,309,0,3,309,-306,1.0,-29.5,,,,,,,,,,,,0.0,0.0,0.2948,0.0,30.367,30.367,-30.07182,,
Bahamas,2020-03-04,25.034,-77.3963,396839,32218,,,0,141,0,0,141,-141,,-13.5,,,,,,,,,,,,0.0,,0.0,0.0,355.308,355.308,-355.30782,,
Bahrain,2020-03-04,26.028,50.55,1726667,24051,,,52,24,0,52,24,28,6.333,2.833,,,,1.083,0.1667,,,,0.7361,,,0.0,0.0,30.116,0.0,13.9,13.9,16.216,,
Bangladesh,2020-03-04,23.685,90.356,165611088,1698,108,samples tested,0,270,0,0,270,-270,,-26.0,,,,,,,,,,,,0.0,,0.0,0.0,1.63,1.63,-1.63033,Inf,0.6521
Barbados,2020-03-04,13.194,-59.5432,288373,17949,,,0,1221,0,0,1221,-1221,,-118.0,,,,,,,,,,,,0.0,,0.0,0.0,4234.1,4234.1,-4234.09959,,
Belarus,2020-03-04,53.71,27.953,9429921,6330,,samples tested,6,2,0,6,2,4,0.8333,0.1667,,,,,,,,,,,,0.0,0.0,0.6363,0.0,0.2121,0.2121,0.4242,,
Belgium,2020-03-04,50.833,4.0,11572730,47472,1446,units unclear,23,867,0,23,867,-844,27.833,-80.83333,,,,6.167,,,,,-0.61111,,,0.0,0.0,1.987,0.0,74.918,74.918,-72.93007,62.87,124.949
Belize,2020-03-04,13.194,-59.5432,402155,4885,,,0,1072,0,0,1072,-1072,,-103.66667,,,,,,,,,,,,0.0,,0.0,0.0,2665.639,2665.639,-2665.63887,,
Benin,2020-03-04,9.308,2.316,12160701,1241,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-03-04,27.514,90.434,775132,3243,,,0,6,0,0,6,-6,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,7.741,7.741,-7.74062,,
Bolivia,2020-03-04,-16.2902,-63.5887,11736772,3549,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0852,0.0852,-0.0852,,
Bosnia and Herzegovina,2020-03-04,43.916,17.679,3279568,6066,,,0,254,0,0,254,-254,,-24.5,,,,,,,,,,,,0.0,,0.0,0.0,77.449,77.449,-77.44923,,
Botswana,2020-03-04,-22.3285,24.685,2334686,8259,,,0,49,0,0,49,-49,,-4.83333,,,,,,,,,,,,0.0,,0.0,0.0,20.988,20.988,-20.98783,,
Brazil,2020-03-04,-14.235,-51.9253,213724406,9001,,,4,2,0,4,2,2,1.833,0.1667,,,,0.6667,,,,,,,,0.0,0.0,0.01872,0.0,0.00936,0.00936,0.00936,,
Brunei,2020-03-04,4.535,114.728,441178,31628,,,0,12493,0,0,12493,-12493,,-1207.0,,,,,,,,,,,,0.0,,0.0,0.0,28317.368,28317.368,-28317.3685,,
Bulgaria,2020-03-04,42.734,25.486,6908148,9272,,,0,3,0,0,3,-3,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.4343,0.4343,-0.43427,,
Burkina Faso,2020-03-04,12.238,-1.5616,20953200,715,,,0,53,0,0,53,-53,,-5.16667,,,,,,,,,,,,0.0,,0.0,0.0,2.529,2.529,-2.52945,,
Burma,2020-03-04,21.916,95.956,,,,,0,16,0,0,16,-16,,-1.5,,,,,,,,,,,,0.0,,,,,,,,
Burundi,2020-03-04,-3.3731,29.919,11893778,272,,,0,4,0,0,4,-4,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,0.3363,0.3363,-0.33631,,
Cabo Verde,2020-03-04,16.539,-23.0418,558398,3635,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,1.791,1.791,-1.79084,,
Cambodia,2020-03-04,11.55,104.917,16782527,1510,,,1,12,0,1,12,-11,0.0,-1.0,,,,,,,,,,,,0.0,0.0,0.05959,0.0,0.715,0.715,-0.65544,,
Cameroon,2020-03-04,3.848,11.502,26614607,1534,,,0,2,0,0,2,-2,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.07515,0.07515,-0.07515,,
Central African Republic,2020-03-04,6.611,20.939,4796900,476,,,0,139,0,0,139,-139,,-13.33333,,,,,,,,,,,,0.0,,0.0,0.0,28.977,28.977,-28.97705,,
Chad,2020-03-04,15.454,18.732,16575069,728,,,0,29,0,0,29,-29,,-2.83333,,,,,,,,,,,,0.0,,0.0,0.0,1.75,1.75,-1.74962,,
Chile,2020-03-04,-35.6751,-71.543,19148883,15923,,,1,14,0,1,14,-13,,-1.16667,,,,,,,,,,,,0.0,0.0,0.05222,0.0,0.7311,0.7311,-0.67889,,
China,2020-03-04,32.828,111.649,1407987086,9771,,,80386,68847,2983,80386,71830,8556,139.667,785.333,33.333,818.667,-679.0,-35.69444,-57.61111,-2.25,-59.86111,24.167,,,,0.04153,0.03711,57.093,2.119,48.897,51.016,6.077,,
Colombia,2020-03-04,4.571,-74.2973,50907732,6668,,,0,1538,0,0,1538,-1538,,-148.66667,,,,,,,,,,,,0.0,,0.0,0.0,30.212,30.212,-30.21152,,
Comoros,2020-03-04,-11.6455,43.333,872888,1415,,,0,705,0,0,705,-705,,-68.16667,,,,,,,,,,,,0.0,,0.0,0.0,807.664,807.664,-807.66376,,
Congo-Brazzaville,2020-03-04,-4.0383,21.759,5554412,2148,,,0,3,0,0,3,-3,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.5401,0.5401,-0.54011,,
Congo-Kinshasa,2020-03-04,-4.0383,21.759,89656528,562,,,0,12,0,0,12,-12,,-1.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.1338,0.1338,-0.13384,,
Costa Rica,2020-03-04,9.749,-83.7534,5130266,12027,,,0,71,0,0,71,-71,,-6.83333,,,,,,,,,,,,0.0,,0.0,0.0,13.839,13.839,-13.83944,,
Cote d'Ivoire,2020-03-04,7.54,-5.5471,26269866,1716,,,0,25,0,0,25,-25,,-2.5,,,,,,,,,,,,0.0,,0.0,0.0,0.9517,0.9517,-0.95166,,
Croatia,2020-03-04,45.1,15.2,4047622,14915,255,people tested,10,76,0,10,76,-66,0.8333,-6.5,,,,-0.08333,,,,,,,,0.0,0.0,2.471,0.0,18.776,18.776,-16.30587,25.5,63.0
Cuba,2020-03-04,22.0,-80.0,11361908,8822,,,0,41,0,0,41,-41,,-3.83333,,,,,,,,,,,,0.0,,0.0,0.0,3.609,3.609,-3.60855,,
Cyprus,2020-03-04,35.126,33.43,1220282,28690,,,0,39,0,0,39,-39,,-3.83333,,,,,,,,,,,,0.0,,0.0,0.0,31.96,31.96,-31.95983,,
Czech Republic,2020-03-04,49.818,15.473,10672417,23069,407,samples tested,8,18,0,8,18,-10,2.667,-1.0,,,,,,,,,,,,0.0,0.0,0.7496,0.0,1.687,1.687,-0.93699,50.875,38.136
Denmark,2020-03-04,63.288,-13.3381,5846408,61391,588,samples tested,11,177,0,11,177,-166,3.333,-16.16667,,,,6.75,,,,,,,,0.0,0.0,1.881,0.0,30.275,30.275,-28.3935,53.455,100.575
Diamond Princess,2020-03-04,0.0,0.0,,,,,706,771,6,706,777,-71,0.1667,-6.83333,0.0,-6.83333,7.0,-0.02778,,-0.05556,,,,,,0.00772,0.0085,,,,,,,
Djibouti,2020-03-04,11.825,42.59,990313,3083,,,0,13,0,0,13,-13,,-1.16667,,,,,,,,,,,,0.0,,0.0,0.0,13.127,13.127,-13.12716,,
Dominica,2020-03-04,15.415,-61.371,71848,7691,,,0,71,0,0,71,-71,,-6.83333,,,,,,,,,,,,0.0,,0.0,0.0,988.197,988.197,-988.19731,,
Dominican Republic,2020-03-04,18.736,-70.1627,10898284,8051,,,1,1,0,1,1,0,0.1667,,,,,,,,,,,,,0.0,0.0,0.09176,0.0,0.09176,0.09176,0.0,,
Ecuador,2020-03-04,-1.8312,-78.1834,17659604,6345,,,10,360,0,10,360,-350,1.167,-34.0,,,,,,,,,,,,0.0,0.0,0.5663,0.0,20.386,20.386,-19.81924,,
Egypt,2020-03-04,26.0,30.0,102413231,2549,,,2,779,0,2,779,-777,2.167,-74.83333,,,,1.556,,,,,-0.05556,,,0.0,0.0,0.01953,0.0,7.606,7.606,-7.58691,,
El Salvador,2020-03-04,13.794,-88.8965,6482845,4058,,,0,627,0,0,627,-627,,-60.66667,,,,,,,,,,,,0.0,,0.0,0.0,96.717,96.717,-96.7168,,
