country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-15,33.0,65.0,39653765,,,,16,4,0,16,4,12,2.5,1.0,,,,-0.11111,0.1111,,,,-0.04167,,,0.0,0.0,0.4035,0.0,0.1009,0.1009,0.3026,,
Albania,2020-03-15,41.153,20.168,2842650,5269,,,42,135,1,42,136,-94,6.0,-9.5,0.1667,-9.33333,15.333,-0.16667,,,,,,,,0.00735,0.02381,14.775,0.3518,47.491,47.843,-33.06774,,
Algeria,2020-03-15,28.034,1.66,43697354,4115,,,48,19,4,48,23,25,8.333,0.6667,1.0,1.667,6.667,1.75,,,,,0.5417,0.1042,-0.02951,0.1739,0.08333,1.098,0.09154,0.4348,0.5263,0.5721,,
Andorra,2020-03-15,42.506,1.522,78418,42030,,,1,64,0,1,64,-63,6.333,-5.5,,,,,,,,,,,,0.0,0.0,12.752,0.0,816.139,816.139,-803.38698,,
Angola,2020-03-15,-11.2027,17.874,33046756,3432,,,0,5,0,0,5,-5,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,0.1513,0.1513,-0.1513,,
Antigua and Barbuda,2020-03-15,17.061,-61.7964,98848,16727,,,1,1,0,1,1,0,,0.0,,,,,,,,,,,,0.0,0.0,10.117,0.0,10.117,10.117,0.0,,
Argentina,2020-03-15,-38.4161,-63.6167,45433446,11684,,,45,9,2,45,11,34,10.0,2.667,0.1667,2.833,7.167,2.222,0.6111,0.02778,0.6389,1.583,0.9792,0.1649,-0.05512,0.1818,0.04444,0.9905,0.04402,0.1981,0.2421,0.7483,,
Armenia,2020-03-15,40.069,45.038,2938968,4212,,,26,155,0,26,155,-129,13.333,-12.16667,,,,3.028,,,,,-0.13889,,,0.0,0.0,8.847,0.0,52.74,52.74,-43.89296,,
Australia,2020-03-15,-31.99619,141.233,25731295,57396,,,297,168,3,297,171,126,73.333,9.5,0.5,10.0,63.333,15.778,,,,,3.903,0.5503,-0.23524,0.01754,0.0101,11.542,0.1166,6.529,6.646,4.897,,
Austria,2020-03-15,47.516,14.55,8937767,51500,8167,samples tested,860,221,1,860,222,638,224.0,50.5,0.5,51.0,173.0,34.028,13.75,,,,6.75,0.8628,-0.28038,0.0045,0.00116,96.221,0.1119,24.727,24.838,71.382,9.497,913.763
Azerbaijan,2020-03-15,40.143,47.577,10175641,4722,,,23,114,1,23,115,-92,2.833,-9.5,,,,0.4444,,,,,0.02778,-0.0,,0.0087,0.04348,2.26,0.09827,11.203,11.301,-9.0412,,
Bahamas,2020-03-15,25.034,-77.3963,396839,32218,,,0,49,0,0,49,-49,,-4.83333,,,,,,,,,,,,0.0,,0.0,0.0,123.476,123.476,-123.47577,,
