country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-20,33.0,65.0,39653765,,,,24,10,0,24,10,14,3.0,1.333,,,,1.583,0.1944,,,,0.09722,-0.11632,,0.0,0.0,0.6052,0.0,0.2522,0.2522,0.3531,,
Albania,2020-03-20,41.153,20.168,2842650,5269,,,70,103,2,70,105,-35,8.167,-4.0,0.5,-3.5,11.667,2.0,,0.08333,,,0.2917,,,0.01905,0.02857,24.625,0.7036,36.234,36.937,-12.31245,,
Algeria,2020-03-20,28.034,1.66,43697354,4115,,,90,29,11,90,40,50,28.333,4.167,2.167,6.333,22.0,6.222,1.444,0.1667,1.611,4.611,-0.23611,-0.3559,,0.275,0.1222,2.06,0.2517,0.6637,0.9154,1.144,,
Andorra,2020-03-20,42.506,1.522,78418,42030,,,75,51,0,75,51,24,15.667,1.333,,,,2.083,,,,,-0.02083,,,0.0,0.0,956.413,0.0,650.361,650.361,306.052,,
Angola,2020-03-20,-11.2027,17.874,33046756,3432,,,1,3,0,1,3,-2,,-0.16667,,,,,,,,,,,,0.0,0.0,0.03026,0.0,0.09078,0.09078,-0.06052,,
Antigua and Barbuda,2020-03-20,17.061,-61.7964,98848,16727,,,1,1,0,1,1,0,0.3333,0.0,,,,,,,,,,,,0.0,0.0,10.117,0.0,10.117,10.117,0.0,,
Argentina,2020-03-20,-38.4161,-63.6167,45433446,11684,,,128,31,3,128,34,94,38.833,8.833,0.3333,9.167,29.667,7.778,2.222,0.1389,2.361,5.417,-0.23611,-0.45833,,0.08824,0.02344,2.817,0.06603,0.6823,0.7483,2.069,,
Armenia,2020-03-20,40.069,45.038,2938968,4212,,,136,125,0,136,125,11,26.167,0.0,,,,1.0,,,,,-0.09722,,,0.0,0.0,46.275,0.0,42.532,42.532,3.743,,
Australia,2020-03-20,-31.99619,141.233,25731295,57396,,,791,286,7,791,293,498,205.0,51.167,0.3333,51.5,153.5,41.056,13.0,0.05556,13.056,28.0,-0.8125,-2.1059,,0.02389,0.00885,30.741,0.272,11.115,11.387,19.354,,
Austria,2020-03-20,47.516,14.55,8937767,51500,15613,samples tested,2388,674,6,2388,680,1708,523.667,147.167,3.0,150.167,373.5,77.444,27.75,1.056,28.806,48.639,-1.16667,-5.46875,,0.00882,0.00251,267.181,0.6713,75.41,76.082,191.099,6.538,1746.857
Azerbaijan,2020-03-20,40.143,47.577,10175641,4722,,,44,82,1,44,83,-39,7.333,-3.83333,0.0,-3.83333,11.167,1.361,,,,,0.2639,0.08507,0.00955,0.01205,0.02273,4.324,0.09827,8.058,8.157,-3.83268,,
Bahamas,2020-03-20,25.034,-77.3963,396839,32218,,,3,31,0,3,31,-28,0.5,-2.83333,,,,,,,,,,,,0.0,0.0,7.56,0.0,78.117,78.117,-70.55758,,
Bahrain,2020-03-20,26.028,50.55,1726667,24051,19098,units unclear,285,152,1,285,153,132,24.833,12.0,0.1667,12.167,12.667,2.722,0.6111,,,,-0.36806,-0.33507,,0.00654,0.00351,165.058,0.5792,88.031,88.61,76.448,67.011,11060.616
Bangladesh,2020-03-20,23.685,90.356,165611088,1698,463,samples tested,20,63,1,20,64,-44,3.833,-4.83333,,,,0.1944,,,,,-0.08333,,,0.01562,0.05,0.1208,0.00604,0.3804,0.3864,-0.26568,23.15,2.796
Barbados,2020-03-20,13.194,-59.5432,288373,17949,,,5,267,0,5,267,-262,2.5,-25.33333,,,,,,,,,,,,0.0,0.0,17.339,0.0,925.884,925.884,-908.54553,,
Belarus,2020-03-20,53.71,27.953,9429921,6330,19000,samples tested,69,21,0,69,21,48,7.5,3.5,,,,-0.69444,0.3056,,,,,,,0.0,0.0,7.317,0.0,2.227,2.227,5.09,275.362,2014.863
Belgium,2020-03-20,50.833,4.0,11572730,47472,22533,units unclear,2257,788,37,2257,825,1432,416.667,110.0,13.0,123.0,293.667,66.944,21.639,4.167,25.806,41.139,12.354,2.741,-1.15668,0.04485,0.01639,195.027,3.197,68.091,71.288,123.739,9.984,1947.077
Belize,2020-03-20,13.194,-59.5432,402155,4885,,,0,233,0,0,233,-233,,-22.66667,,,,,,,,,,,,0.0,,0.0,0.0,579.379,579.379,-579.3786,,
Benin,2020-03-20,9.308,2.316,12160701,1241,,,2,1,0,2,1,1,0.6667,,,,,,,,,,,,,0.0,0.0,0.1645,0.0,0.08223,0.08223,0.08223,,
