country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-01-26,33.0,65.0,39653765,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-01-26,41.153,20.168,2842650,5269,,,0,13470,0,0,13470,-13470,,-1301.33333,,,,,,,,,,,,0.0,,0.0,0.0,4738.536,4738.536,-4738.53623,,
Algeria,2020-01-26,28.034,1.66,43697354,4115,,,0,895,0,0,895,-895,,-86.5,,,,,,,,,,,,0.0,,0.0,0.0,20.482,20.482,-20.48179,,
Andorra,2020-01-26,42.506,1.522,78418,42030,,,0,6782,0,0,6782,-6782,,-655.33333,,,,,,,,,,,,0.0,,0.0,0.0,86485.246,86485.246,-86485.24573,,
Angola,2020-01-26,-11.2027,17.874,33046756,3432,,,0,567,0,0,567,-567,,-54.66667,,,,,,,,,,,,0.0,,0.0,0.0,17.158,17.158,-17.15751,,
Antigua and Barbuda,2020-01-26,17.061,-61.7964,98848,16727,,,0,72,0,0,72,-72,,-7.0,,,,,,,,,,,,0.0,,0.0,0.0,728.391,728.391,-728.39107,,
Argentina,2020-01-26,-38.4161,-63.6167,45433446,11684,,,0,18,0,0,18,-18,,-1.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.3962,0.3962,-0.39618,,
Armenia,2020-01-26,40.069,45.038,2938968,4212,,,0,16250,0,0,16250,-16250,,-1570.0,,,,,,,,,,,,0.0,,0.0,0.0,5529.152,5529.152,-5529.15173,,
Australia,2020-01-26,-31.99619,141.233,25731295,57396,,,4,8735,0,4,8735,-8731,,-843.83333,,,,,,,,,,,,0.0,0.0,0.1555,0.0,339.47,339.47,-339.31444,,
Austria,2020-01-26,47.516,14.55,8937767,51500,,,0,4950,0,0,4950,-4950,,-478.33333,,,,,,,,,,,,0.0,,0.0,0.0,553.83,553.83,-553.82961,,
Azerbaijan,2020-01-26,40.143,47.577,10175641,4722,,,0,11515,0,0,11515,-11515,,-1112.5,,,,,,,,,,,,0.0,,0.0,0.0,1131.624,1131.624,-1131.62404,,
Bahamas,2020-01-26,25.034,-77.3963,396839,32218,,,0,5257,0,0,5257,-5257,,-507.83333,,,,,,,,,,,,0.0,,0.0,0.0,13247.186,13247.186,-13247.18589,,
Bahrain,2020-01-26,26.028,50.55,1726667,24051,,,0,69,0,0,69,-69,,-6.66667,,,,,,,,,,,,0.0,,0.0,0.0,39.961,39.961,-39.96138,,
Bangladesh,2020-01-26,23.685,90.356,165611088,1698,,,0,10082,0,0,10082,-10082,,-974.0,,,,,,,,,,,,0.0,,0.0,0.0,60.878,60.878,-60.87757,,
Barbados,2020-01-26,13.194,-59.5432,288373,17949,,,0,45684,0,0,45684,-45684,,-4413.83333,,,,,,,,,,,,0.0,,0.0,0.0,158419.824,158419.824,-158419.82432,,
Belarus,2020-01-26,53.71,27.953,9429921,6330,,,0,64,0,0,64,-64,,-6.16667,,,,,,,,,,,,0.0,,0.0,0.0,6.787,6.787,-6.78691,,
Belgium,2020-01-26,50.833,4.0,11572730,47472,,,0,32341,0,0,32341,-32341,,-3124.5,,,,,,,,,,,,0.0,,0.0,0.0,2794.587,2794.587,-2794.58693,,
Belize,2020-01-26,13.194,-59.5432,402155,4885,,,0,40100,0,0,40100,-40100,,-3874.33333,,,,,,,,,,,,0.0,,0.0,0.0,99712.797,99712.797,-99712.7973,,
Benin,2020-01-26,9.308,2.316,12160701,1241,,,0,13,0,0,13,-13,,-1.33333,,,,,,,,,,,,0.0,,0.0,0.0,1.069,1.069,-1.06902,,
Bhutan,2020-01-26,27.514,90.434,775132,3243,,,0,226,0,0,226,-226,,-21.83333,,,,,,,,,,,,0.0,,0.0,0.0,291.563,291.563,-291.56324,,
