country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-05-18,33.0,65.0,39653765,,,,7072,3984,173,7072,4157,2915,437.167,261.667,6.667,268.333,168.833,38.917,16.111,-0.02778,16.083,22.833,2.542,-1.99826,-0.52214,0.04162,0.02446,178.344,4.363,100.47,104.832,73.511,,
Albania,2020-05-18,41.153,20.168,2842650,5269,,,948,793,31,948,824,124,8.833,11.5,0.0,11.5,-2.66667,-0.61111,-0.16667,,,,,,,0.03762,0.0327,333.492,10.905,278.965,289.87,43.621,,
Algeria,2020-05-18,28.034,1.66,43697354,4115,,,7201,4772,555,7201,5327,1874,183.167,162.0,6.5,168.5,14.667,-0.80556,1.444,0.1389,1.583,-2.38889,,,,0.1042,0.07707,164.793,12.701,109.206,121.907,42.886,,
Andorra,2020-05-18,42.506,1.522,78418,42030,,,761,689,51,761,740,21,0.1667,1.667,0.3333,2.0,-1.83333,-0.05556,-0.11111,-0.08333,-0.19444,0.1389,,,,0.06892,0.06702,9704.405,650.361,8786.248,9436.609,267.796,,
Angola,2020-05-18,-11.2027,17.874,33046756,3432,,,50,36,3,50,39,11,1.667,0.6667,0.1667,0.8333,0.8333,0.3889,0.08333,0.0,0.08333,0.3056,0.03472,,,0.07692,0.06,1.513,0.09078,1.089,1.18,0.3329,,
Antigua and Barbuda,2020-05-18,17.061,-61.7964,98848,16727,,,25,21,3,25,24,1,0.0,0.1667,0.0,0.1667,-0.16667,,,,,,,,,0.125,0.12,252.914,30.35,212.447,242.797,10.117,,
Argentina,2020-05-18,-38.4161,-63.6167,45433446,11684,105829,samples tested,8371,5469,382,8371,5851,2520,408.667,222.0,10.0,232.0,176.667,52.694,15.472,0.1944,15.667,37.028,5.021,-3.40104,-0.95009,0.06529,0.04563,184.248,8.408,120.374,128.782,55.466,12.642,2329.319
Armenia,2020-05-18,40.069,45.038,2938968,4212,,,4823,3046,61,4823,3107,1716,260.333,142.5,3.0,145.5,114.833,15.361,9.778,0.1667,9.944,5.417,0.3125,,,0.01963,0.01265,1641.052,20.756,1036.418,1057.174,583.878,,
Australia,2020-05-18,-31.99619,141.233,25731295,57396,1062034,samples tested,7068,6739,99,7068,6838,230,10.0,20.667,0.5,21.167,-11.16667,-1.16667,-0.97222,0.05556,-0.91667,-0.25,,,,0.01448,0.01401,274.685,3.847,261.899,265.746,8.939,150.259,41274.021
Austria,2020-05-18,47.516,14.55,8937767,51500,365873,samples tested,16269,14969,629,16269,15598,671,49.167,61.5,0.8333,62.333,-13.16667,-2.05556,-1.58333,0.1389,-1.44444,-0.61111,,,,0.04033,0.03866,1820.253,70.376,1674.803,1745.179,75.075,22.489,40935.616
