country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-04-12,33.0,65.0,39653765,,,,607,278,18,607,296,311,50.0,26.167,1.667,27.833,22.167,2.389,1.722,0.1389,1.861,0.5278,-0.38194,,,0.06081,0.02965,15.307,0.4539,7.011,7.465,7.843,,
Albania,2020-04-12,41.153,20.168,2842650,5269,,,446,273,23,446,296,150,14.167,13.5,0.3333,13.833,0.3333,0.9167,0.05556,0.02778,0.08333,0.8333,0.1042,,,0.0777,0.05157,156.896,8.091,96.037,104.128,52.768,,
Algeria,2020-04-12,28.034,1.66,43697354,4115,,,1914,769,293,1914,1062,852,82.333,60.0,16.833,76.833,5.5,3.583,2.167,-1.27778,0.8889,2.694,,,,0.2759,0.1531,43.801,6.705,17.598,24.304,19.498,,
Andorra,2020-04-12,42.506,1.522,78418,42030,,,638,384,29,638,413,225,15.0,18.5,1.333,19.833,-4.83333,-1.30556,-0.33333,-0.05556,-0.38889,-0.91667,,,,0.07022,0.04545,8135.887,369.813,4896.835,5266.648,2869.239,,
Angola,2020-04-12,-11.2027,17.874,33046756,3432,,,19,10,2,19,12,7,0.0,0.6667,0.0,0.6667,-0.66667,0.05556,-0.08333,,,,,,,0.1667,0.1053,0.5749,0.06052,0.3026,0.3631,0.2118,,
Antigua and Barbuda,2020-04-12,17.061,-61.7964,98848,16727,,,21,10,2,21,12,9,0.6667,0.8333,0.0,0.8333,-0.16667,-0.11111,0.02778,,,,,,,0.1667,0.09524,212.447,20.233,101.165,121.399,91.049,,
Argentina,2020-04-12,-38.4161,-63.6167,45433446,11684,,samples tested,2142,1115,90,2142,1205,937,108.0,74.833,6.5,81.333,26.667,0.7778,1.972,-0.08333,1.889,-1.11111,0.2083,,,0.07469,0.04202,47.146,1.981,24.541,26.522,20.624,,
Armenia,2020-04-12,40.069,45.038,2938968,4212,,,1013,634,13,1013,647,366,31.667,31.5,1.167,32.667,-1.0,1.528,-0.05556,0.05556,0.0,1.528,0.2153,,,0.02009,0.01283,344.679,4.423,215.722,220.145,124.534,,
Australia,2020-04-12,-31.99619,141.233,25731295,57396,353941,samples tested,6315,4498,60,6315,4558,1757,55.333,164.167,2.0,166.167,-110.83333,-7.36111,-9.69444,-0.36111,-10.05556,2.694,,,,0.01316,0.0095,245.421,2.332,174.807,177.138,68.283,56.048,13755.273
Austria,2020-04-12,47.516,14.55,8937767,51500,144877,samples tested,13945,9619,350,13945,9969,3976,182.0,351.667,16.333,368.0,-186.0,-25.61111,-14.97222,-1.02778,-16.0,-9.61111,,,,0.03511,0.0251,1560.233,39.16,1076.22,1115.379,444.854,10.389,16209.53
Azerbaijan,2020-04-12,40.143,47.577,10175641,4722,,,1098,523,11,1098,534,564,54.5,50.333,0.6667,51.0,3.5,-5.05556,0.9167,0.08333,1.0,-6.05556,,,,0.0206,0.01002,107.905,1.081,51.397,52.478,55.426,,
Bahamas,2020-04-12,25.034,-77.3963,396839,32218,,,46,20,8,46,28,18,1.333,1.667,0.0,1.667,-0.33333,-0.22222,0.1111,-0.05556,0.05556,-0.27778,,,,0.2857,0.1739,115.916,20.159,50.398,70.558,45.358,,
Bahrain,2020-04-12,26.028,50.55,1726667,24051,63973,units unclear,1136,647,6,1136,653,483,130.667,45.333,0.3333,45.667,85.0,7.139,5.889,-0.02778,5.861,1.278,-6.0,,,0.00919,0.00528,657.915,3.475,374.71,378.185,279.73,56.314,37049.993
Bangladesh,2020-04-12,23.685,90.356,165611088,1698,9653,samples tested,621,133,34,621,167,454,150.167,36.167,4.833,41.0,109.167,28.472,9.222,0.7778,10.0,18.472,2.417,-0.63542,,0.2036,0.05475,3.75,0.2053,0.8031,1.008,2.741,15.544,58.287
Barbados,2020-04-12,13.194,-59.5432,288373,17949,,,71,70,4,71,74,-3,1.167,-0.83333,0.3333,-0.5,1.667,-0.19444,,-0.02778,,,,,,0.05405,0.05634,246.209,13.871,242.741,256.612,-10.40319,,
