country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-06-12,33.0,65.0,39653765,,,,23546,16062,446,23546,16508,7038,678.0,616.667,15.667,632.333,45.667,,,,,,,,,0.02702,0.01894,593.79,11.247,405.056,416.303,177.486,,
Albania,2020-06-12,41.153,20.168,2842650,5269,,,1416,1131,36,1416,1167,249,48.5,22.0,0.3333,22.333,26.167,,,,,,,,,0.03085,0.02542,498.127,12.664,397.868,410.532,87.594,,
Algeria,2020-06-12,28.034,1.66,43697354,4115,,,10698,8560,751,10698,9311,1387,108.167,118.667,8.833,127.5,-19.33333,,,,,,,,,0.08066,0.0702,244.82,17.186,195.893,213.079,31.741,,
Andorra,2020-06-12,42.506,1.522,78418,42030,,,853,764,51,853,815,38,0.1667,3.667,0.0,3.667,-3.5,,,,,,,,,0.06258,0.05979,10877.605,650.361,9742.661,10393.022,484.583,,
Angola,2020-06-12,-11.2027,17.874,33046756,3432,,,130,80,5,130,85,45,7.667,3.167,0.3333,3.5,4.167,,,,,,,,,0.05882,0.03846,3.934,0.1513,2.421,2.572,1.362,,
Antigua and Barbuda,2020-06-12,17.061,-61.7964,98848,16727,,,26,23,3,26,26,0,0.0,0.1667,0.0,0.1667,-0.16667,,,,,,,,,0.1154,0.1154,263.03,30.35,232.68,263.03,0.0,,
Argentina,2020-06-12,-38.4161,-63.6167,45433446,11684,221305,samples tested,28764,18138,785,28764,18923,9841,1337.333,846.0,22.833,868.833,468.5,,,,,,,,,0.04148,0.02729,633.102,17.278,399.221,416.499,216.603,7.694,4870.971
Armenia,2020-06-12,40.069,45.038,2938968,4212,,,15281,10202,258,15281,10460,4821,564.833,424.667,11.333,436.0,128.833,,,,,,,,,0.02467,0.01688,5199.444,87.786,3471.287,3559.072,1640.372,,
Australia,2020-06-12,-31.99619,141.233,25731295,57396,1745550,samples tested,7294,7091,102,7294,7193,101,12.167,10.0,0.0,10.0,2.167,,,,,,,,,0.01418,0.01398,283.468,3.964,275.579,279.543,3.925,239.313,67837.627
Austria,2020-06-12,47.516,14.55,8937767,51500,,samples tested,17064,16025,675,17064,16700,364,26.0,32.0,1.0,33.0,-7.0,,,,,,,,,0.04042,0.03956,1909.202,75.522,1792.953,1868.476,40.726,,
Azerbaijan,2020-06-12,40.143,47.577,10175641,4722,,,9218,6169,113,9218,6282,2936,355.5,259.167,4.0,263.167,92.333,,,,,,,,,0.01799,0.01226,905.889,11.105,606.252,617.357,288.532,,
Bahamas,2020-06-12,25.034,-77.3963,396839,32218,,,103,90,11,103,101,2,0.0,0.1667,0.0,0.1667,-0.16667,,,,,,,,,0.1089,0.1068,259.551,27.719,226.792,254.511,5.04,,
Bahrain,2020-06-12,26.028,50.55,1726667,24051,403036,units unclear,17269,12463,36,17269,12499,4770,547.0,421.333,2.833,424.167,122.833,,,,,,,,,0.00288,0.00208,10001.349,20.849,7217.952,7238.802,2762.548,23.339,233418.488
Bangladesh,2020-06-12,23.685,90.356,165611088,1698,473322,samples tested,81523,52708,1095,81523,53803,27720,3157.333,2413.167,39.0,2452.167,705.167,,,,,,,,,0.02035,0.01343,492.256,6.612,318.264,324.876,167.38,5.806,2858.033
Barbados,2020-06-12,13.194,-59.5432,288373,17949,,,96,85,7,96,92,4,0.8333,0.3333,0.0,0.3333,0.5,,,,,,,,,0.07609,0.07292,332.902,24.274,294.757,319.031,13.871,,
Belarus,2020-06-12,53.71,27.953,9429921,6330,,samples tested,52520,42936,298,52520,43234,9286,735.833,845.667,5.0,850.667,-114.83333,,,,,,,,,0.00689,0.00567,5569.506,31.602,4553.166,4584.768,984.738,,
Belgium,2020-06-12,50.833,4.0,11572730,47472,805783,units unclear,59819,48264,9646,59819,57910,1909,110.5,168.833,7.0,175.833,-65.33333,,,,,,,,,0.1666,0.1613,5168.962,833.511,4170.494,5004.005,164.957,13.47,69627.737
Belize,2020-06-12,13.194,-59.5432,402155,4885,,,20,17,2,20,19,1,0.1667,0.1667,0.0,0.1667,0.0,,,,,,,,,0.1053,0.1,49.732,4.973,42.272,47.245,2.487,,
Benin,2020-06-12,9.308,2.316,12160701,1241,,,388,248,5,388,253,135,29.667,8.833,0.8333,9.667,20.0,,,,,,,,,0.01976,0.01289,31.906,0.4112,20.394,20.805,11.101,,
Bhutan,2020-06-12,27.514,90.434,775132,3243,,,62,44,0,62,44,18,1.333,1.833,,,,,,,,,,,,0.0,0.0,79.986,0.0,56.765,56.765,23.222,,
Bolivia,2020-06-12,-16.2902,-63.5887,11736772,3549,44515,units unclear,16929,10492,559,16929,11051,5878,738.167,495.667,24.167,519.833,218.333,,,,,,,,,0.05058,0.03302,1442.39,47.628,893.943,941.571,500.819,2.63,3792.781
Bosnia and Herzegovina,2020-06-12,43.916,17.679,3279568,6066,,,2893,2381,163,2893,2544,349,52.0,26.667,0.8333,27.5,24.5,,,,,,,,,0.06407,0.05634,882.128,49.702,726.01,775.712,106.416,,
Botswana,2020-06-12,-22.3285,24.685,2334686,8259,,,48,37,1,48,38,10,3.0,1.167,0.0,1.167,1.833,,,,,,,,,0.02632,0.02083,20.56,0.4283,15.848,16.276,4.283,,
Brazil,2020-06-12,-14.235,-51.9253,213724406,9001,485000,samples tested,828810,525190,41828,828810,567018,261792,24794.667,22208.0,925.5,23133.5,1661.167,,,,,,,,,0.07377,0.05047,3877.938,195.71,2457.323,2653.033,1224.905,0.5852,2269.278
Brunei,2020-06-12,4.535,114.728,441178,31628,,,141,140,2,141,142,-1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.01408,0.01418,319.599,4.533,317.332,321.866,-2.26666,,
Bulgaria,2020-06-12,42.734,25.486,6908148,9272,98460,samples tested,3191,2432,172,3191,2604,587,75.333,47.0,1.5,48.5,26.833,,,,,,,,,0.06605,0.0539,461.918,24.898,352.048,376.946,84.972,30.856,14252.735
Burkina Faso,2020-06-12,12.238,-1.5616,20953200,715,,,892,803,53,892,856,36,0.5,3.333,0.0,3.333,-2.83333,,,,,,,,,0.06192,0.05942,42.571,2.529,38.324,40.853,1.718,,
Burma,2020-06-12,21.916,95.956,,,,,261,220,6,261,226,35,2.667,2.833,0.0,2.833,-0.16667,,,,,,,,,0.02655,0.02299,,,,,,,
Burundi,2020-06-12,-3.3731,29.919,11893778,272,,,85,62,1,85,63,22,0.3333,2.167,0.0,2.167,-1.83333,,,,,,,,,0.01587,0.01176,7.147,0.08408,5.213,5.297,1.85,,
Cabo Verde,2020-06-12,16.539,-23.0418,558398,3635,,,697,479,6,697,485,212,29.167,17.167,0.3333,17.5,11.667,,,,,,,,,0.01237,0.00861,1248.214,10.745,857.811,868.556,379.658,,
Cambodia,2020-06-12,11.55,104.917,16782527,1510,,,126,125,0,126,125,1,0.3333,0.1667,,,,,,,,,,,,0.0,0.0,7.508,0.0,7.448,7.448,0.05959,,
Cameroon,2020-06-12,3.848,11.502,26614607,1534,,,8681,6378,212,8681,6590,2091,258.667,185.333,10.667,196.0,62.667,,,,,,,,,0.03217,0.02442,326.174,7.966,239.643,247.608,78.566,,
Central African Republic,2020-06-12,6.611,20.939,4796900,476,,,2044,1242,7,2044,1249,795,62.0,69.0,0.3333,69.333,-7.33333,,,,,,,,,0.0056,0.00342,426.109,1.459,258.917,260.376,165.732,,
Chad,2020-06-12,15.454,18.732,16575069,728,,,848,674,72,848,746,102,1.0,9.5,0.3333,9.833,-8.83333,,,,,,,,,0.09651,0.08491,51.161,4.344,40.663,45.007,6.154,,
Chile,2020-06-12,-35.6751,-71.543,19148883,15923,799776,samples tested,160846,106473,2870,160846,109343,51503,6112.833,4424.667,179.833,4604.5,1508.333,,,,,,,,,0.02625,0.01784,8399.759,149.878,5560.272,5710.15,2689.609,4.972,41766.196
China,2020-06-12,32.828,111.649,1407987086,9771,,,84228,79504,4638,84228,84142,86,30.0,9.5,0.0,9.5,20.5,,,,,,,,,0.05512,0.05506,59.822,3.294,56.466,59.76,0.06108,,
Colombia,2020-06-12,4.571,-74.2973,50907732,6668,470351,samples tested,45344,30106,1562,45344,31668,13676,2053.5,1162.0,72.5,1234.5,819.0,,,,,,,,,0.04932,0.03445,890.709,30.683,591.384,622.067,268.643,10.373,9239.284
Comoros,2020-06-12,-11.6455,43.333,872888,1415,,,163,112,2,163,114,49,5.833,4.667,0.0,4.667,1.167,,,,,,,,,0.01754,0.01227,186.736,2.291,128.31,130.601,56.135,,
