country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-05-02,33.0,65.0,39653765,,,,2469,1277,72,2469,1349,1120,214.167,95.0,5.833,100.833,113.333,10.306,7.667,0.4167,8.083,2.222,0.2847,,,0.05337,0.02916,62.264,1.816,32.204,34.019,28.244,,
Albania,2020-05-02,41.153,20.168,2842650,5269,,,789,592,31,789,623,166,9.0,15.5,0.1667,15.667,-6.66667,-0.05556,-0.5,-0.08333,-0.58333,0.5278,,,,0.04976,0.03929,277.558,10.905,208.256,219.162,58.396,,
Algeria,2020-05-02,28.034,1.66,43697354,4115,,,4295,2484,459,4295,2943,1352,165.0,118.5,4.333,122.833,42.167,4.472,4.0,-0.13889,3.861,0.6111,-0.25,,,0.156,0.1069,98.29,10.504,56.846,67.35,30.94,,
Andorra,2020-05-02,42.506,1.522,78418,42030,,,747,635,44,747,679,68,1.333,5.667,0.6667,6.333,-5.0,-0.11111,-0.47222,-0.02778,-0.5,0.3889,,,,0.0648,0.0589,9525.874,561.096,8097.631,8658.726,867.148,,
Angola,2020-05-02,-11.2027,17.874,33046756,3432,,,35,21,2,35,23,12,1.5,0.6667,0.0,0.6667,0.8333,-0.02778,0.08333,,,,-0.03472,,,0.08696,0.05714,1.059,0.06052,0.6355,0.696,0.3631,,
Antigua and Barbuda,2020-05-02,17.061,-61.7964,98848,16727,,,25,19,3,25,22,3,0.1667,0.3333,0.0,0.3333,-0.16667,-0.02778,-0.02778,,,,,,,0.1364,0.12,252.914,30.35,192.214,222.564,30.35,,
Argentina,2020-05-02,-38.4161,-63.6167,45433446,11684,63866,samples tested,4681,3053,237,4681,3290,1391,122.5,116.333,8.333,124.667,-2.16667,3.917,0.2222,0.3056,0.5278,3.389,,,,0.07204,0.05063,103.03,5.216,67.197,72.414,30.616,13.644,1405.705
Armenia,2020-05-02,40.069,45.038,2938968,4212,,,2273,1484,33,2273,1517,756,114.5,64.5,1.667,66.167,48.333,6.361,3.778,0.1389,3.917,2.444,-0.55556,,,0.02175,0.01452,773.401,11.228,504.939,516.168,257.233,,
Australia,2020-05-02,-31.99619,141.233,25731295,57396,611583,samples tested,6799,6263,94,6799,6357,442,20.5,41.0,1.0,42.0,-21.5,0.9444,-2.05556,-0.22222,-2.27778,3.222,-0.28472,-0.17187,,0.01479,0.01383,264.231,3.653,243.4,247.053,17.178,89.952,23768.061
Austria,2020-05-02,47.516,14.55,8937767,51500,269619,samples tested,15558,13728,596,15558,14324,1234,41.333,111.333,4.333,115.667,-74.33333,-3.25,-5.77778,-1.0,-6.77778,3.528,,,,0.04161,0.03831,1740.703,66.683,1535.954,1602.637,138.066,17.33,30166.26
Azerbaijan,2020-05-02,40.143,47.577,10175641,4722,,,1894,1416,25,1894,1441,453,49.0,40.5,0.5,41.0,8.0,3.778,0.6944,-0.02778,0.6667,3.111,1.09,0.06771,-0.12847,0.01735,0.0132,186.131,2.457,139.156,141.613,44.518,,
Bahamas,2020-05-02,25.034,-77.3963,396839,32218,,,83,54,11,83,65,18,1.5,1.667,0.0,1.667,-0.16667,0.1667,-0.05556,,,,0.02083,,,0.1692,0.1325,209.153,27.719,136.075,163.794,45.358,,
Bahrain,2020-05-02,26.028,50.55,1726667,24051,138278,units unclear,3284,2190,8,3284,2198,1086,133.167,97.167,0.0,97.167,36.0,14.528,3.167,,,,2.181,,,0.00364,0.00244,1901.93,4.633,1268.34,1272.973,628.957,42.107,80083.768
Bangladesh,2020-05-02,23.685,90.356,165611088,1698,76066,samples tested,8790,4162,175,8790,4337,4453,637.667,396.667,3.333,400.0,237.667,26.944,21.722,0.02778,21.75,5.194,-1.67361,,,0.04035,0.01991,53.076,1.057,25.131,26.188,26.888,8.654,459.305
Barbados,2020-05-02,13.194,-59.5432,288373,17949,,,81,70,7,81,77,4,0.3333,0.3333,0.0,0.3333,0.0,0.0,0.02778,-0.02778,0.0,0.0,,,,0.09091,0.08642,280.886,24.274,242.741,267.015,13.871,,
