country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-08,33.0,65.0,39653765,,,,4,1,0,4,1,3,1.0,0.1667,,,,0.1111,,,,,,,,0.0,0.0,0.1009,0.0,0.02522,0.02522,0.07565,,
Albania,2020-03-08,41.153,20.168,2842650,5269,,,0,246,0,0,246,-246,,-23.66667,,,,,,,,,,,,0.0,,0.0,0.0,86.539,86.539,-86.53897,,
Algeria,2020-03-08,28.034,1.66,43697354,4115,,,19,22,0,19,22,-3,1.333,-0.5,,,,0.05556,,,,,,,,0.0,0.0,0.4348,0.0,0.5035,0.5035,-0.06865,,
Andorra,2020-03-08,42.506,1.522,78418,42030,,,1,124,0,1,124,-123,0.0,-11.83333,,,,,,,,,,,,0.0,0.0,12.752,0.0,1581.27,1581.27,-1568.51743,,
Angola,2020-03-08,-11.2027,17.874,33046756,3432,,,0,10,0,0,10,-10,,-1.0,,,,,,,,,,,,0.0,,0.0,0.0,0.3026,0.3026,-0.3026,,
Antigua and Barbuda,2020-03-08,17.061,-61.7964,98848,16727,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,10.117,10.117,-10.11654,,
Argentina,2020-03-08,-38.4161,-63.6167,45433446,11684,,,12,0,1,12,1,11,3.0,0.5,,,,,,,,,,,,1.0,0.08333,0.2641,0.02201,0.0,0.02201,0.2421,,
Armenia,2020-03-08,40.069,45.038,2938968,4212,,,1,297,0,1,297,-296,0.0,-28.5,,,,,,,,,,,,0.0,0.0,0.3403,0.0,101.056,101.056,-100.71563,,
Australia,2020-03-08,-31.99619,141.233,25731295,57396,,,76,188,3,76,191,-115,12.167,-11.5,0.1667,-11.33333,23.5,3.556,,-0.05556,,,1.264,0.2326,-0.09115,0.01571,0.03947,2.954,0.1166,7.306,7.423,-4.46927,,
Austria,2020-03-08,47.516,14.55,8937767,51500,4509,samples tested,104,111,0,104,111,-7,34.167,-1.5,,,,12.917,,,,,3.347,0.5104,-0.14497,0.0,0.0,11.636,0.0,12.419,12.419,-0.78319,43.356,504.488
Azerbaijan,2020-03-08,40.143,47.577,10175641,4722,,,9,213,0,9,213,-204,0.8333,-19.83333,,,,0.0,,,,,,,,0.0,0.0,0.8845,0.0,20.932,20.932,-20.04788,,
Bahamas,2020-03-08,25.034,-77.3963,396839,32218,,,0,96,0,0,96,-96,,-9.33333,,,,,,,,,,,,0.0,,0.0,0.0,241.912,241.912,-241.91171,,
Bahrain,2020-03-08,26.028,50.55,1726667,24051,,units unclear,85,36,0,85,36,49,23.333,4.333,,,,2.472,0.9167,,,,-0.48611,-0.36979,,0.0,0.0,49.228,0.0,20.849,20.849,28.378,,
Bangladesh,2020-03-08,23.685,90.356,165611088,1698,127,samples tested,3,184,0,3,184,-181,,-17.66667,,,,,,,,,,,,0.0,0.0,0.01811,0.0,1.111,1.111,-1.09292,42.333,0.7669
Barbados,2020-03-08,13.194,-59.5432,288373,17949,,,0,834,0,0,834,-834,,-80.5,,,,,,,,,,,,0.0,,0.0,0.0,2892.088,2892.088,-2892.08768,,
Belarus,2020-03-08,53.71,27.953,9429921,6330,,samples tested,6,3,0,6,3,3,0.5,0.3333,,,,0.4444,0.08333,,,,0.1597,,,0.0,0.0,0.6363,0.0,0.3181,0.3181,0.3181,,
Belgium,2020-03-08,50.833,4.0,11572730,47472,3987,units unclear,200,622,0,200,622,-422,44.0,-44.66667,,,,8.25,,,,,3.125,1.033,,0.0,0.0,17.282,0.0,53.747,53.747,-36.46503,19.935,344.517
Belize,2020-03-08,13.194,-59.5432,402155,4885,,,0,732,0,0,732,-732,,-70.83333,,,,,,,,,,,,0.0,,0.0,0.0,1820.194,1820.194,-1820.19371,,
Benin,2020-03-08,9.308,2.316,12160701,1241,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-03-08,27.514,90.434,775132,3243,,,1,4,0,1,4,-3,,-0.33333,,,,,,,,,,,,0.0,0.0,1.29,0.0,5.16,5.16,-3.87031,,
Bolivia,2020-03-08,-16.2902,-63.5887,11736772,3549,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.0852,0.0852,-0.0852,,
Bosnia and Herzegovina,2020-03-08,43.916,17.679,3279568,6066,,,3,174,0,3,174,-171,0.8333,-16.5,,,,,,,,,,,,0.0,0.0,0.9148,0.0,53.056,53.056,-52.14101,,
Botswana,2020-03-08,-22.3285,24.685,2334686,8259,,,0,34,0,0,34,-34,,-3.33333,,,,,,,,,,,,0.0,,0.0,0.0,14.563,14.563,-14.56299,,
Brazil,2020-03-08,-14.235,-51.9253,213724406,9001,,,20,4,0,20,4,16,5.667,1.167,,,,3.139,0.6111,,,,0.7917,0.1372,,0.0,0.0,0.09358,0.0,0.01872,0.01872,0.07486,,
Brunei,2020-03-08,4.535,114.728,441178,31628,,,0,8533,0,0,8533,-8533,,-824.33333,,,,,,,,,,,,0.0,,0.0,0.0,19341.4,19341.4,-19341.39962,,
Bulgaria,2020-03-08,42.734,25.486,6908148,9272,,,4,2,0,4,2,2,,-0.16667,,,,,,,,,,,,0.0,0.0,0.579,0.0,0.2895,0.2895,0.2895,,
