country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-23,33.0,65.0,39653765,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-02-23,41.153,20.168,2842650,5269,,,0,934,0,0,934,-934,,-90.16667,,,,,,,,,,,,0.0,,0.0,0.0,328.567,328.567,-328.56665,,
Algeria,2020-02-23,28.034,1.66,43697354,4115,,,0,62,0,0,62,-62,,-6.0,,,,,,,,,,,,0.0,,0.0,0.0,1.419,1.419,-1.41885,,
Andorra,2020-02-23,42.506,1.522,78418,42030,,,0,470,0,0,470,-470,,-45.5,,,,,,,,,,,,0.0,,0.0,0.0,5993.522,5993.522,-5993.5219,,
Angola,2020-02-23,-11.2027,17.874,33046756,3432,,,0,39,0,0,39,-39,,-3.66667,,,,,,,,,,,,0.0,,0.0,0.0,1.18,1.18,-1.18015,,
Antigua and Barbuda,2020-02-23,17.061,-61.7964,98848,16727,,,0,5,0,0,5,-5,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,50.583,50.583,-50.58271,,
Argentina,2020-02-23,-38.4161,-63.6167,45433446,11684,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.02201,0.02201,-0.02201,,
Armenia,2020-02-23,40.069,45.038,2938968,4212,,,0,1127,0,0,1127,-1127,,-108.83333,,,,,,,,,,,,0.0,,0.0,0.0,383.468,383.468,-383.46794,,
Australia,2020-02-23,-31.99619,141.233,25731295,57396,,,15,619,0,15,619,-604,0.0,-58.33333,,,,,,,,,,,,0.0,0.0,0.5829,0.0,24.056,24.056,-23.47336,,
Austria,2020-02-23,47.516,14.55,8937767,51500,,,0,343,0,0,343,-343,,-33.16667,,,,,,,,,,,,0.0,,0.0,0.0,38.376,38.376,-38.37648,,
Azerbaijan,2020-02-23,40.143,47.577,10175641,4722,,,0,799,0,0,799,-799,,-77.16667,,,,,,,,,,,,0.0,,0.0,0.0,78.521,78.521,-78.52085,,
Bahamas,2020-02-23,25.034,-77.3963,396839,32218,,,0,365,0,0,365,-365,,-35.16667,,,,,,,,,,,,0.0,,0.0,0.0,919.768,919.768,-919.76847,,
Bahrain,2020-02-23,26.028,50.55,1726667,24051,,,0,5,0,0,5,-5,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2.896,2.896,-2.89575,,
Bangladesh,2020-02-23,23.685,90.356,165611088,1698,,,0,699,0,0,699,-699,,-67.66667,,,,,,,,,,,,0.0,,0.0,0.0,4.221,4.221,-4.22073,,
Barbados,2020-02-23,13.194,-59.5432,288373,17949,,,0,3168,0,0,3168,-3168,,-306.0,,,,,,,,,,,,0.0,,0.0,0.0,10985.772,10985.772,-10985.7719,,
Belarus,2020-02-23,53.71,27.953,9429921,6330,,,0,4,0,0,4,-4,,-0.5,,,,,,,,,,,,0.0,,0.0,0.0,0.4242,0.4242,-0.42418,,
Belgium,2020-02-23,50.833,4.0,11572730,47472,,,1,2243,0,1,2243,-2242,0.0,-216.66667,,,,,,,,,,,,0.0,0.0,0.08641,0.0,193.818,193.818,-193.7313,,
Belize,2020-02-23,13.194,-59.5432,402155,4885,,,0,2781,0,0,2781,-2781,,-268.66667,,,,,,,,,,,,0.0,,0.0,0.0,6915.244,6915.244,-6915.24412,,
Benin,2020-02-23,9.308,2.316,12160701,1241,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.08223,0.08223,-0.08223,,
Bhutan,2020-02-23,27.514,90.434,775132,3243,,,0,16,0,0,16,-16,,-1.5,,,,,,,,,,,,0.0,,0.0,0.0,20.642,20.642,-20.64165,,
Bolivia,2020-02-23,-16.2902,-63.5887,11736772,3549,,,0,2,0,0,2,-2,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.1704,0.1704,-0.1704,,
Bosnia and Herzegovina,2020-02-23,43.916,17.679,3279568,6066,,,0,658,0,0,658,-658,,-63.5,,,,,,,,,,,,0.0,,0.0,0.0,200.636,200.636,-200.63618,,
Botswana,2020-02-23,-22.3285,24.685,2334686,8259,,,0,128,0,0,128,-128,,-12.5,,,,,,,,,,,,0.0,,0.0,0.0,54.825,54.825,-54.82536,,
Brazil,2020-02-23,-14.235,-51.9253,213724406,9001,,,0,2,0,0,2,-2,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.00936,0.00936,-0.00936,,
Brunei,2020-02-23,4.535,114.728,441178,31628,,,0,32403,0,0,32403,-32403,,-3130.5,,,,,,,,,,,,0.0,,0.0,0.0,73446.545,73446.545,-73446.54539,,
Bulgaria,2020-02-23,42.734,25.486,6908148,9272,,,0,7,0,0,7,-7,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,1.013,1.013,-1.0133,,
Burkina Faso,2020-02-23,12.238,-1.5616,20953200,715,,,0,136,0,0,136,-136,,-13.16667,,,,,,,,,,,,0.0,,0.0,0.0,6.491,6.491,-6.49066,,
Burma,2020-02-23,21.916,95.956,,,,,0,41,0,0,41,-41,,-4.0,,,,,,,,,,,,0.0,,,,,,,,
Burundi,2020-02-23,-3.3731,29.919,11893778,272,,,0,11,0,0,11,-11,,-1.0,,,,,,,,,,,,0.0,,0.0,0.0,0.9249,0.9249,-0.92485,,
Cabo Verde,2020-02-23,16.539,-23.0418,558398,3635,,,0,3,0,0,3,-3,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,5.373,5.373,-5.37251,,
Cambodia,2020-02-23,11.55,104.917,16782527,1510,,,1,29,0,1,29,-28,0.0,-2.66667,,,,,,,,,,,,0.0,0.0,0.05959,0.0,1.728,1.728,-1.6684,,
Cameroon,2020-02-23,3.848,11.502,26614607,1534,,,0,6,0,0,6,-6,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.2254,0.2254,-0.22544,,
Central African Republic,2020-02-23,6.611,20.939,4796900,476,,,0,359,0,0,359,-359,,-34.66667,,,,,,,,,,,,0.0,,0.0,0.0,74.84,74.84,-74.84,,
Chad,2020-02-23,15.454,18.732,16575069,728,,,0,76,0,0,76,-76,,-7.33333,,,,,,,,,,,,0.0,,0.0,0.0,4.585,4.585,-4.5852,,
Chile,2020-02-23,-35.6751,-71.543,19148883,15923,,,0,37,0,0,37,-37,,-3.66667,,,,,,,,,,,,0.0,,0.0,0.0,1.932,1.932,-1.93223,,
China,2020-02-23,32.828,111.649,1407987086,9771,,,77022,57896,2445,77022,60341,16681,514.833,1486.0,79.833,1565.833,-1051.0,-62.61111,-95.16667,-5.25,-100.41667,37.806,,,,0.04052,0.03174,54.704,1.737,41.12,42.856,11.847,,
Colombia,2020-02-23,4.571,-74.2973,50907732,6668,,,0,3989,0,0,3989,-3989,,-385.33333,,,,,,,,,,,,0.0,,0.0,0.0,78.357,78.357,-78.35745,,
Comoros,2020-02-23,-11.6455,43.333,872888,1415,,,0,1828,0,0,1828,-1828,,-176.66667,,,,,,,,,,,,0.0,,0.0,0.0,2094.198,2094.198,-2094.19765,,
Congo-Brazzaville,2020-02-23,-4.0383,21.759,5554412,2148,,,0,7,0,0,7,-7,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,1.26,1.26,-1.26026,,
Congo-Kinshasa,2020-02-23,-4.0383,21.759,89656528,562,,,0,32,0,0,32,-32,,-3.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.3569,0.3569,-0.35692,,
Costa Rica,2020-02-23,9.749,-83.7534,5130266,12027,,,0,184,0,0,184,-184,,-17.66667,,,,,,,,,,,,0.0,,0.0,0.0,35.866,35.866,-35.86559,,
Cote d'Ivoire,2020-02-23,7.54,-5.5471,26269866,1716,,,0,65,0,0,65,-65,,-6.33333,,,,,,,,,,,,0.0,,0.0,0.0,2.474,2.474,-2.47432,,
Croatia,2020-02-23,45.1,15.2,4047622,14915,,,0,188,0,0,188,-188,,-18.16667,,,,,,,,,,,,0.0,,0.0,0.0,46.447,46.447,-46.44702,,
Cuba,2020-02-23,22.0,-80.0,11361908,8822,,,0,106,0,0,106,-106,,-10.16667,,,,,,,,,,,,0.0,,0.0,0.0,9.329,9.329,-9.32942,,
Cyprus,2020-02-23,35.126,33.43,1220282,28690,,,0,101,0,0,101,-101,,-9.83333,,,,,,,,,,,,0.0,,0.0,0.0,82.768,82.768,-82.76775,,
Czech Republic,2020-02-23,49.818,15.473,10672417,23069,86,samples tested,0,46,0,0,46,-46,,-4.5,,,,,,,,,,,,0.0,,0.0,0.0,4.31,4.31,-4.31018,Inf,8.058
Denmark,2020-02-23,63.288,-13.3381,5846408,61391,,samples tested,0,454,0,0,454,-454,,-44.0,,,,,,,,,,,,0.0,,0.0,0.0,77.655,77.655,-77.65452,,
Diamond Princess,2020-02-23,0.0,0.0,,,,,691,892,3,691,895,-204,11.833,-23.33333,0.3333,-23.0,34.833,-6.19444,,,,,,,,0.00335,0.00434,,,,,,,
Djibouti,2020-02-23,11.825,42.59,990313,3083,,,0,34,0,0,34,-34,,-3.33333,,,,,,,,,,,,0.0,,0.0,0.0,34.333,34.333,-34.33258,,
Dominica,2020-02-23,15.415,-61.371,71848,7691,,,0,183,0,0,183,-183,,-17.66667,,,,,,,,,,,,0.0,,0.0,0.0,2547.044,2547.044,-2547.04376,,
Dominican Republic,2020-02-23,18.736,-70.1627,10898284,8051,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.09176,0.09176,-0.09176,,
Ecuador,2020-02-23,-1.8312,-78.1834,17659604,6345,,,0,931,0,0,931,-931,,-90.0,,,,,,,,,,,,0.0,,0.0,0.0,52.719,52.719,-52.71919,,
Egypt,2020-02-23,26.0,30.0,102413231,2549,,,1,2019,0,1,2019,-2018,0.0,-195.0,,,,,,,,,,,,0.0,0.0,0.00976,0.0,19.714,19.714,-19.70449,,
El Salvador,2020-02-23,13.794,-88.8965,6482845,4058,,,0,1627,0,0,1627,-1627,,-157.16667,,,,,,,,,,,,0.0,,0.0,0.0,250.97,250.97,-250.97006,,
Equatorial Guinea,2020-02-23,1.5,10.0,1425866,10144,,,0,143,0,0,143,-143,,-13.83333,,,,,,,,,,,,0.0,,0.0,0.0,100.29,100.29,-100.28993,,
Eritrea,2020-02-23,15.179,39.782,3336933,308,,,0,59,0,0,59,-59,,-5.66667,,,,,,,,,,,,0.0,,0.0,0.0,17.681,17.681,-17.68091,,
Estonia,2020-02-23,58.595,25.014,1313895,23247,,,0,3,0,0,3,-3,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,2.283,2.283,-2.28329,,
Eswatini,2020-02-23,-26.5225,31.466,1151731,4146,,,0,91,0,0,91,-91,,-8.83333,,,,,,,,,,,,0.0,,0.0,0.0,79.012,79.012,-79.01151,,
Ethiopia,2020-02-23,9.145,40.49,115468813,772,,,0,18,0,0,18,-18,,-1.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.1559,0.1559,-0.15589,,
Fiji,2020-02-23,-17.7134,178.065,891926,6267,,,0,106,0,0,106,-106,,-10.33333,,,,,,,,,,,,0.0,,0.0,0.0,118.844,118.844,-118.84394,,
Finland,2020-02-23,64.0,26.0,5554574,50175,73,samples tested,1,2,0,1,2,-1,0.1667,0.0,,,,,,,,,,,,0.0,0.0,0.18,0.0,0.3601,0.3601,-0.18003,73.0,13.142
France,2020-02-23,8.306,5.429,67687174,41470,,,12,335,1,12,336,-324,1.0,-31.5,0.1667,-31.33333,32.333,,,,,,,,,0.00298,0.08333,0.1773,0.01477,4.949,4.964,-4.78673,,
Gabon,2020-02-23,-0.8037,11.609,2251673,7953,,,0,8997,0,0,8997,-8997,,-869.33333,,,,,,,,,,,,0.0,,0.0,0.0,3995.696,3995.696,-3995.69564,,
Gambia,2020-02-23,13.443,-15.3101,2423338,716,,,0,146,0,0,146,-146,,-14.0,,,,,,,,,,,,0.0,,0.0,0.0,60.247,60.247,-60.24748,,
Georgia,2020-02-23,42.315,43.357,3689506,4723,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.271,0.271,-0.27104,,
