country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-06-04,33.0,65.0,39653765,,,,18054,11220,300,18054,11520,6534,765.333,568.667,15.333,584.0,181.333,-8.52778,12.861,1.417,14.278,-22.80556,-4.90278,,,0.02604,0.01662,455.291,7.565,282.949,290.515,164.776,,
Albania,2020-06-04,41.153,20.168,2842650,5269,,,1197,999,33,1197,1032,165,17.167,14.833,0.1667,15.0,2.167,1.278,0.08333,,,,,,,0.03198,0.02757,421.086,11.609,351.433,363.042,58.044,,
Algeria,2020-06-04,28.034,1.66,43697354,4115,,,9831,7538,681,9831,8219,1612,106.833,141.833,7.667,149.5,-42.66667,-1.22222,-4.02778,0.2222,-3.80556,2.583,,,,0.08286,0.06927,224.979,15.584,172.505,188.089,36.89,,
Andorra,2020-06-04,42.506,1.522,78418,42030,,,852,722,51,852,773,79,14.5,6.0,0.0,6.0,8.5,-2.44444,0.4444,,,,,,,0.06598,0.05986,10864.852,650.361,9207.07,9857.431,1007.422,,
Angola,2020-06-04,-11.2027,17.874,33046756,3432,,,86,65,4,86,69,17,0.8333,1.667,0.0,1.667,-0.83333,0.6111,-0.11111,,,,,,,0.05797,0.04651,2.602,0.121,1.967,2.088,0.5144,,
Antigua and Barbuda,2020-06-04,17.061,-61.7964,98848,16727,,,26,22,3,26,25,1,0.0,0.0,0.0,0.0,0.0,-0.02778,,,,,,,,0.12,0.1154,263.03,30.35,222.564,252.914,10.117,,
Argentina,2020-06-04,-38.4161,-63.6167,45433446,11684,178448,samples tested,20197,12538,608,20197,13146,7051,896.5,602.833,18.0,620.833,275.667,28.111,21.611,1.083,22.694,5.417,4.583,2.74,-0.13455,0.04625,0.0301,444.54,13.382,275.964,289.346,155.194,8.835,3927.679
Armenia,2020-06-04,40.069,45.038,2938968,4212,,,11221,7071,176,11221,7247,3974,606.333,334.333,10.167,344.5,261.833,9.361,16.278,-0.13889,16.139,-6.77778,-8.65278,,,0.02429,0.01568,3818.007,59.885,2405.947,2465.832,1352.175,,
Australia,2020-06-04,-31.99619,141.233,25731295,57396,1546329,samples tested,7247,7004,102,7247,7106,141,7.333,13.0,0.0,13.0,-5.66667,-0.69444,-0.5,,,,,,,0.01435,0.01407,281.641,3.964,272.198,276.162,5.48,213.375,60095.265
Austria,2020-06-04,47.516,14.55,8937767,51500,471466,samples tested,16805,15749,670,16805,16419,386,28.167,35.833,0.6667,36.5,-8.33333,1.389,-0.75,0.02778,-0.72222,2.111,-0.29167,,,0.04081,0.03987,1880.224,74.963,1762.073,1837.036,43.188,28.055,52749.865
Azerbaijan,2020-06-04,40.143,47.577,10175641,4722,,,6522,4385,78,6522,4463,2059,315.167,180.667,3.333,184.0,131.167,13.194,10.472,0.1111,10.583,2.611,-2.36111,,,0.01748,0.01196,640.942,7.665,430.931,438.596,202.346,,
Bahamas,2020-06-04,25.034,-77.3963,396839,32218,,,102,87,11,102,98,4,0.1667,0.3333,0.0,0.3333,-0.16667,,-0.02778,,,,,,,0.1122,0.1078,257.031,27.719,219.232,246.952,10.08,,
Bahrain,2020-06-04,26.028,50.55,1726667,24051,345337,units unclear,13296,9307,21,13296,9328,3968,482.0,354.667,1.167,355.833,126.167,1.583,13.278,0.1111,13.389,-11.80556,-4.06944,,,0.00225,0.00158,7700.385,12.162,5390.153,5402.316,2298.069,25.973,200002.085
Bangladesh,2020-06-04,23.685,90.356,165611088,1698,358277,samples tested,57563,35724,781,57563,36505,21058,2705.833,1843.667,36.0,1879.667,826.167,71.75,72.5,0.8889,73.389,-1.63889,4.986,,,0.02139,0.01357,347.579,4.716,215.71,220.426,127.153,6.224,2163.364
Barbados,2020-06-04,13.194,-59.5432,288373,17949,,,92,83,7,92,90,2,0.0,0.1667,0.0,0.1667,-0.16667,,-0.02778,,,,,,,0.07778,0.07609,319.031,24.274,287.822,312.096,6.935,,
Belarus,2020-06-04,53.71,27.953,9429921,6330,,samples tested,45981,35939,253,45981,36192,9789,871.167,887.833,4.833,892.667,-21.5,-3.66667,-2.69444,0.1667,-2.52778,-1.13889,,,,0.00699,0.0055,4876.075,26.829,3811.167,3837.996,1038.079,,
