country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-05-07,33.0,65.0,39653765,,,,3563,1862,106,3563,1968,1595,251.333,138.5,5.0,143.5,107.833,12.083,8.806,-0.33333,8.472,3.611,3.562,-0.04861,,0.05386,0.02975,89.853,2.673,46.956,49.63,40.223,,
Albania,2020-05-07,41.153,20.168,2842650,5269,,,842,663,31,842,694,148,10.833,13.333,0.0,13.333,-2.5,-0.61111,-0.38889,,,,,,,0.04467,0.03682,296.202,10.905,233.233,244.138,52.064,,
Algeria,2020-05-07,28.034,1.66,43697354,4115,,,5182,3120,483,5182,3603,1579,179.167,135.667,6.167,141.833,37.333,1.194,3.194,0.25,3.444,-2.25,-0.52778,,,0.1341,0.09321,118.588,11.053,71.4,82.454,36.135,,
Andorra,2020-05-07,42.506,1.522,78418,42030,,,752,659,47,752,706,46,0.8333,4.0,0.5,4.5,-3.66667,0.02778,-0.27778,-0.05556,-0.33333,0.3611,,,,0.06657,0.0625,9589.635,599.352,8403.683,9003.035,586.6,,
Angola,2020-05-07,-11.2027,17.874,33046756,3432,,,36,26,2,36,28,8,1.667,1.0,0.0,1.0,0.6667,0.08333,0.05556,,,,,,,0.07143,0.05556,1.089,0.06052,0.7868,0.8473,0.2421,,
Antigua and Barbuda,2020-05-07,17.061,-61.7964,98848,16727,,,25,20,3,25,23,2,0.0,0.1667,0.0,0.1667,-0.16667,,0.0,,,,,,,0.1304,0.12,252.914,30.35,202.331,232.68,20.233,,
Argentina,2020-05-07,-38.4161,-63.6167,45433446,11684,75198,samples tested,5371,3634,282,5371,3916,1455,191.167,124.667,7.5,132.167,59.0,18.583,4.694,-0.27778,4.417,14.167,1.299,-1.02951,,0.07201,0.0525,118.217,6.207,79.985,86.192,32.025,14.001,1655.124
Armenia,2020-05-07,40.069,45.038,2938968,4212,,,2884,1862,42,2884,1904,980,134.333,87.0,1.0,88.0,46.333,2.722,3.944,-0.08333,3.861,-1.13889,-0.04167,,,0.02206,0.01456,981.297,14.291,633.556,647.846,333.45,,
Australia,2020-05-07,-31.99619,141.233,25731295,57396,722549,samples tested,6913,6447,97,6913,6544,369,16.833,33.667,0.1667,33.833,-17.0,-1.63889,-1.38889,-0.08333,-1.47222,-0.16667,,,,0.01482,0.01403,268.661,3.77,250.551,254.321,14.341,104.52,28080.553
Austria,2020-05-07,47.516,14.55,8937767,51500,297894,samples tested,15752,14209,609,15752,14818,934,41.667,83.333,3.0,86.333,-44.66667,0.6667,-4.38889,-0.13889,-4.52778,5.194,,,,0.0411,0.03866,1762.409,68.138,1589.771,1657.909,104.5,18.912,33329.802
Azerbaijan,2020-05-07,40.143,47.577,10175641,4722,,,2204,1629,28,2204,1657,547,89.167,48.333,1.0,49.333,39.833,5.667,2.694,0.1111,2.806,2.861,-1.15972,,,0.0169,0.0127,216.596,2.752,160.088,162.84,53.756,,
Bahamas,2020-05-07,25.034,-77.3963,396839,32218,,,92,62,11,92,73,19,1.5,1.667,0.0,1.667,-0.16667,-0.25,0.0,,,,,,,0.1507,0.1196,231.832,27.719,156.235,183.954,47.878,,
Bahrain,2020-05-07,26.028,50.55,1726667,24051,166378,units unclear,4199,2722,8,4199,2730,1469,234.667,128.667,0.0,128.667,106.0,16.333,9.056,,,,-2.07639,,,0.00293,0.00191,2431.853,4.633,1576.448,1581.081,850.772,39.623,96357.896
Bangladesh,2020-05-07,23.685,90.356,165611088,1698,105511,samples tested,12425,6416,199,12425,6615,5810,752.333,504.167,7.667,511.833,240.5,33.611,21.667,1.139,22.806,10.806,7.25,0.2917,,0.03008,0.01602,75.025,1.202,38.741,39.943,35.082,8.492,637.101
Barbados,2020-05-07,13.194,-59.5432,288373,17949,,,82,72,7,82,79,3,0.3333,0.3333,0.0,0.3333,0.0,0.05556,0.0,,,,,,,0.08861,0.08537,284.354,24.274,249.677,273.951,10.403,,
Belarus,2020-05-07,53.71,27.953,9429921,6330,229466,samples tested,20168,11798,116,20168,11914,8254,914.0,737.833,4.667,742.5,171.5,11.278,15.139,0.1944,15.333,-4.05556,-0.38889,,,0.00974,0.00575,2138.724,12.301,1251.124,1263.425,875.299,11.378,24333.82
Belgium,2020-05-07,50.833,4.0,11572730,47472,429719,units unclear,51420,35254,8415,51420,43669,7751,469.0,604.0,122.0,726.0,-257.0,4.806,-18.72222,-7.88889,-26.61111,31.417,-6.47222,,,0.1927,0.1637,4443.204,727.14,3046.299,3773.44,669.764,8.357,37132.034
Belize,2020-05-07,13.194,-59.5432,402155,4885,,,18,17,2,18,19,-1,0.0,-0.16667,0.0,-0.16667,0.1667,,,,,,,,,0.1053,0.1111,44.759,4.973,42.272,47.245,-2.4866,,
Benin,2020-05-07,9.308,2.316,12160701,1241,,,140,66,2,140,68,72,37.167,8.0,0.0,8.0,29.167,3.806,2.028,,,,-2.29167,,,0.02941,0.01429,11.512,0.1645,5.427,5.592,5.921,,
Bhutan,2020-05-07,27.514,90.434,775132,3243,,,7,6,0,7,6,1,0.0,0.1667,,,,,,,,,,,,0.0,0.0,9.031,0.0,7.741,7.741,1.29,,
Bolivia,2020-05-07,-16.2902,-63.5887,11736772,3549,10099,units unclear,2081,1010,102,2081,1112,969,145.833,79.833,6.0,85.833,60.0,5.972,6.139,0.1111,6.25,-0.27778,-0.27778,,,0.09173,0.04901,177.306,8.691,86.054,94.745,82.561,4.853,860.458
Bosnia and Herzegovina,2020-05-07,43.916,17.679,3279568,6066,,,2027,1475,90,2027,1565,462,31.833,37.333,4.833,42.167,-10.33333,-2.55556,-0.91667,0.2778,-0.63889,-1.91667,,,,0.05751,0.0444,618.069,27.443,449.754,477.197,140.872,,
Botswana,2020-05-07,-22.3285,24.685,2334686,8259,,,23,19,1,23,20,3,0.0,0.3333,0.0,0.3333,-0.33333,,0.0,,,,,,,0.05,0.04348,9.851,0.4283,8.138,8.566,1.285,,
Brazil,2020-05-07,-14.235,-51.9253,213724406,9001,132467,samples tested,135773,66166,9190,135773,75356,60417,9013.167,4662.0,626.0,5288.0,3725.167,299.806,276.722,35.333,312.056,-12.25,-58.15278,,,0.122,0.06769,635.271,42.999,309.586,352.585,282.686,0.9757,619.803
Brunei,2020-05-07,4.535,114.728,441178,31628,,,141,163,1,141,164,-23,0.5,-2.5,0.0,-2.5,3.0,-0.08333,,,,,,,,0.0061,0.00709,319.599,2.267,369.465,371.732,-52.13315,,
Bulgaria,2020-05-07,42.734,25.486,6908148,9272,52931,samples tested,1829,1236,84,1829,1320,509,52.167,42.833,2.167,45.0,7.167,-0.94444,0.3056,-0.11111,0.1944,-1.13889,-0.79861,,,0.06364,0.04593,264.76,12.16,178.919,191.079,73.681,28.94,7662.111
Burkina Faso,2020-05-07,12.238,-1.5616,20953200,715,,,736,563,48,736,611,125,13.167,9.833,0.5,10.333,2.833,-1.38889,0.2778,-0.02778,0.25,-1.63889,-0.54861,,,0.07856,0.06522,35.126,2.291,26.869,29.16,5.966,,
Burma,2020-05-07,21.916,95.956,,,,,176,125,6,176,131,45,3.167,3.667,0.0,3.667,-0.5,-0.55556,0.02778,,,,-0.1875,,,0.0458,0.03409,,,,,,,
Burundi,2020-05-07,-3.3731,29.919,11893778,272,,,15,10,1,15,11,4,0.0,0.5,0.0,0.5,-0.5,-0.11111,-0.02778,,,,,,,0.09091,0.06667,1.261,0.08408,0.8408,0.9249,0.3363,,
Cabo Verde,2020-05-07,16.539,-23.0418,558398,3635,,,218,113,2,218,115,103,11.833,8.5,0.0,8.5,3.333,-0.69444,0.4722,-0.02778,0.4444,-1.13889,0.1181,,,0.01739,0.00917,390.403,3.582,202.365,205.946,184.456,,
Cambodia,2020-05-07,11.55,104.917,16782527,1510,,,122,120,0,122,120,2,0.0,0.1667,,,,,-0.02778,,,,,,,0.0,0.0,7.269,0.0,7.15,7.15,0.1192,,
Cameroon,2020-05-07,3.848,11.502,26614607,1534,,,2267,1520,108,2267,1628,639,79.167,47.833,8.333,56.167,23.0,2.722,0.9444,-0.52778,0.4167,2.306,2.229,,-0.38542,0.06634,0.04764,85.179,4.058,57.111,61.169,24.009,,
Central African Republic,2020-05-07,6.611,20.939,4796900,476,,,94,48,0,94,48,46,9.667,5.5,,,,0.75,0.3889,,,,0.4444,0.1562,,0.0,0.0,19.596,0.0,10.006,10.006,9.59,,
Chad,2020-05-07,15.454,18.732,16575069,728,,,253,52,27,253,79,174,34.167,9.0,3.5,12.5,21.667,-1.69444,1.833,-0.19444,1.639,-3.33333,-0.92361,,,0.3418,0.1067,15.264,1.629,3.137,4.766,10.498,,
Chile,2020-05-07,-35.6751,-71.543,19148883,15923,244226,samples tested,24581,14826,285,24581,15111,9470,1370.5,823.5,7.0,830.5,540.0,61.861,46.5,0.2778,46.778,15.083,26.743,5.075,,0.01886,0.01159,1283.678,14.883,774.249,789.132,494.546,9.936,12754.06
China,2020-05-07,32.828,111.649,1407987086,9771,,,83975,79090,4637,83975,83727,248,7.333,23.667,0.0,23.667,-16.33333,0.9167,-1.77778,,,,0.02083,,,0.05538,0.05522,59.642,3.293,56.172,59.466,0.1761,,
Colombia,2020-05-07,4.571,-74.2973,50907732,6668,135352,samples tested,9456,5544,407,9456,5951,3505,515.0,294.833,17.5,312.333,202.667,28.444,16.0,0.25,16.25,12.194,2.083,-0.57465,-0.4145,0.06839,0.04304,185.748,7.995,108.903,116.898,68.85,14.314,2658.771
