country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-18,33.0,65.0,39653765,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-02-18,41.153,20.168,2842650,5269,,,0,1504,0,0,1504,-1504,,-145.33333,,,,,,,,,,,,0.0,,0.0,0.0,529.084,529.084,-529.08378,,
Algeria,2020-02-18,28.034,1.66,43697354,4115,,,0,100,0,0,100,-100,,-9.66667,,,,,,,,,,,,0.0,,0.0,0.0,2.288,2.288,-2.28847,,
Andorra,2020-02-18,42.506,1.522,78418,42030,,,0,757,0,0,757,-757,,-73.16667,,,,,,,,,,,,0.0,,0.0,0.0,9653.396,9653.396,-9653.3959,,
Angola,2020-02-18,-11.2027,17.874,33046756,3432,,,0,63,0,0,63,-63,,-6.0,,,,,,,,,,,,0.0,,0.0,0.0,1.906,1.906,-1.90639,,
Antigua and Barbuda,2020-02-18,17.061,-61.7964,98848,16727,,,0,8,0,0,8,-8,,-0.83333,,,,,,,,,,,,0.0,,0.0,0.0,80.932,80.932,-80.93234,,
Argentina,2020-02-18,-38.4161,-63.6167,45433446,11684,,,0,2,0,0,2,-2,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,0.04402,0.04402,-0.04402,,
Armenia,2020-02-18,40.069,45.038,2938968,4212,,,0,1815,0,0,1815,-1815,,-175.33333,,,,,,,,,,,,0.0,,0.0,0.0,617.564,617.564,-617.56372,,
Australia,2020-02-18,-31.99619,141.233,25731295,57396,,,15,988,0,15,988,-973,0.0,-94.0,,,,,,,,,,,,0.0,0.0,0.5829,0.0,38.397,38.397,-37.81388,,
Austria,2020-02-18,47.516,14.55,8937767,51500,,,0,553,0,0,553,-553,,-53.5,,,,,,,,,,,,0.0,,0.0,0.0,61.872,61.872,-61.87228,,
Azerbaijan,2020-02-18,40.143,47.577,10175641,4722,,,0,1286,0,0,1286,-1286,,-124.33333,,,,,,,,,,,,0.0,,0.0,0.0,126.38,126.38,-126.38024,,
Bahamas,2020-02-18,25.034,-77.3963,396839,32218,,,0,587,0,0,587,-587,,-56.66667,,,,,,,,,,,,0.0,,0.0,0.0,1479.189,1479.189,-1479.18929,,
Bahrain,2020-02-18,26.028,50.55,1726667,24051,,,0,8,0,0,8,-8,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,4.633,4.633,-4.6332,,
Bangladesh,2020-02-18,23.685,90.356,165611088,1698,,,0,1126,0,0,1126,-1126,,-108.83333,,,,,,,,,,,,0.0,,0.0,0.0,6.799,6.799,-6.79906,,
Barbados,2020-02-18,13.194,-59.5432,288373,17949,,,0,5102,0,0,5102,-5102,,-493.0,,,,,,,,,,,,0.0,,0.0,0.0,17692.364,17692.364,-17692.36371,,
Belarus,2020-02-18,53.71,27.953,9429921,6330,,,0,7,0,0,7,-7,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.7423,0.7423,-0.74232,,
Belgium,2020-02-18,50.833,4.0,11572730,47472,,,1,3612,0,1,3612,-3611,0.0,-349.0,,,,,,,,,,,,0.0,0.0,0.08641,0.0,312.113,312.113,-312.02664,,
Belize,2020-02-18,13.194,-59.5432,402155,4885,,,0,4478,0,0,4478,-4478,,-432.66667,,,,,,,,,,,,0.0,,0.0,0.0,11135.01,11135.01,-11135.01013,,
