country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-17,33.0,65.0,39653765,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-02-17,41.153,20.168,2842650,5269,,,0,1655,0,0,1655,-1655,,-159.83333,,,,,,,,,,,,0.0,,0.0,0.0,582.203,582.203,-582.20323,,
Algeria,2020-02-17,28.034,1.66,43697354,4115,,,0,110,0,0,110,-110,,-10.5,,,,,,,,,,,,0.0,,0.0,0.0,2.517,2.517,-2.51731,,
Andorra,2020-02-17,42.506,1.522,78418,42030,,,0,833,0,0,833,-833,,-80.5,,,,,,,,,,,,0.0,,0.0,0.0,10622.561,10622.561,-10622.56115,,
Angola,2020-02-17,-11.2027,17.874,33046756,3432,,,0,70,0,0,70,-70,,-6.83333,,,,,,,,,,,,0.0,,0.0,0.0,2.118,2.118,-2.11821,,
Antigua and Barbuda,2020-02-17,17.061,-61.7964,98848,16727,,,0,9,0,0,9,-9,,-0.83333,,,,,,,,,,,,0.0,,0.0,0.0,91.049,91.049,-91.04888,,
Argentina,2020-02-17,-38.4161,-63.6167,45433446,11684,,,0,2,0,0,2,-2,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.04402,0.04402,-0.04402,,
Armenia,2020-02-17,40.069,45.038,2938968,4212,,,0,1996,0,0,1996,-1996,,-192.83333,,,,,,,,,,,,0.0,,0.0,0.0,679.15,679.15,-679.14996,,
Australia,2020-02-17,-31.99619,141.233,25731295,57396,,,15,1085,0,15,1085,-1070,0.0,-103.33333,,,,,,,,,,,,0.0,0.0,0.5829,0.0,42.167,42.167,-41.5836,,
Austria,2020-02-17,47.516,14.55,8937767,51500,,,0,608,0,0,608,-608,,-58.66667,,,,,,,,,,,,0.0,,0.0,0.0,68.026,68.026,-68.02594,,
Azerbaijan,2020-02-17,40.143,47.577,10175641,4722,,,0,1415,0,0,1415,-1415,,-136.66667,,,,,,,,,,,,0.0,,0.0,0.0,139.058,139.058,-139.05758,,
Bahamas,2020-02-17,25.034,-77.3963,396839,32218,,,0,646,0,0,646,-646,,-62.5,,,,,,,,,,,,0.0,,0.0,0.0,1627.864,1627.864,-1627.8642,,
Bahrain,2020-02-17,26.028,50.55,1726667,24051,,,0,9,0,0,9,-9,,-0.83333,,,,,,,,,,,,0.0,,0.0,0.0,5.212,5.212,-5.21235,,
Bangladesh,2020-02-17,23.685,90.356,165611088,1698,,,0,1239,0,0,1239,-1239,,-119.66667,,,,,,,,,,,,0.0,,0.0,0.0,7.481,7.481,-7.48138,,
Barbados,2020-02-17,13.194,-59.5432,288373,17949,,,0,5612,0,0,5612,-5612,,-542.33333,,,,,,,,,,,,0.0,,0.0,0.0,19460.907,19460.907,-19460.90653,,
Belarus,2020-02-17,53.71,27.953,9429921,6330,,,0,8,0,0,8,-8,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.8484,0.8484,-0.84836,,
Belgium,2020-02-17,50.833,4.0,11572730,47472,,,1,3974,0,1,3974,-3973,0.0,-383.83333,,,,,,,,,,,,0.0,0.0,0.08641,0.0,343.393,343.393,-343.30707,,
