country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-21,33.0,65.0,39653765,,,,24,11,0,24,11,13,8.667,1.333,,,,2.167,0.3333,,,,0.1042,-0.21701,,0.0,0.0,0.6052,0.0,0.2774,0.2774,0.3278,,
Albania,2020-03-21,41.153,20.168,2842650,5269,,,76,100,2,76,102,-26,10.667,-3.0,0.5,-2.5,13.167,2.111,,0.1389,,,0.05556,-0.22743,,0.01961,0.02632,26.736,0.7036,35.178,35.882,-9.1464,,
Algeria,2020-03-21,28.034,1.66,43697354,4115,,,139,29,15,139,44,95,31.667,6.333,2.0,8.333,23.333,4.972,2.056,0.0,2.056,2.917,-0.29861,-0.05035,,0.3409,0.1079,3.181,0.3433,0.6637,1.007,2.174,,
Andorra,2020-03-21,42.506,1.522,78418,42030,,,88,53,0,88,53,35,20.833,2.5,,,,2.556,,,,,0.1667,-0.13021,,0.0,0.0,1122.191,0.0,675.865,675.865,446.326,,
Angola,2020-03-21,-11.2027,17.874,33046756,3432,,,2,3,0,2,3,-1,,-0.16667,,,,,,,,,,,,0.0,0.0,0.06052,0.0,0.09078,0.09078,-0.03026,,
Antigua and Barbuda,2020-03-21,17.061,-61.7964,98848,16727,,,1,1,0,1,1,0,0.3333,0.0,,,,,,,,,,,,0.0,0.0,10.117,0.0,10.117,10.117,0.0,,
Argentina,2020-03-21,-38.4161,-63.6167,45433446,11684,,,158,39,4,158,43,115,51.333,11.0,0.6667,11.667,39.667,8.833,2.639,0.1944,2.833,6.0,-0.09028,-0.13021,,0.09302,0.02532,3.478,0.08804,0.8584,0.9464,2.531,,
Armenia,2020-03-21,40.069,45.038,2938968,4212,,,160,126,0,160,126,34,27.5,2.333,,,,0.9722,,,,,-0.07639,,,0.0,0.0,54.441,0.0,42.872,42.872,11.569,,
Australia,2020-03-21,-31.99619,141.233,25731295,57396,,,1071,332,7,1071,339,732,246.0,65.167,0.3333,65.5,180.5,36.056,15.5,0.05556,15.556,20.5,-0.90278,-2.04514,,0.02065,0.00654,41.622,0.272,12.903,13.175,28.448,,
Austria,2020-03-21,47.516,14.55,8937767,51500,18545,samples tested,2814,827,8,2814,835,1979,606.167,180.333,4.0,184.333,421.833,80.25,32.056,1.194,33.25,47.0,-6.20833,-4.69618,,0.00958,0.00284,314.844,0.8951,92.529,93.424,221.42,6.59,2074.903
