country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-29,33.0,65.0,39653765,,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.02522,0.0,0.0,0.0,0.02522,,
Albania,2020-02-29,41.153,20.168,2842650,5269,,,0,527,0,0,527,-527,,-51.0,,,,,,,,,,,,0.0,,0.0,0.0,185.39,185.39,-185.39039,,
Algeria,2020-02-29,28.034,1.66,43697354,4115,,,1,35,0,1,35,-34,0.6667,-3.33333,,,,,,,,,,,,0.0,0.0,0.02288,0.0,0.801,0.801,-0.77808,,
Andorra,2020-02-29,42.506,1.522,78418,42030,,,0,265,0,0,265,-265,,-25.5,,,,,,,,,,,,0.0,,0.0,0.0,3379.326,3379.326,-3379.32618,,
Angola,2020-02-29,-11.2027,17.874,33046756,3432,,,0,22,0,0,22,-22,,-2.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.6657,0.6657,-0.66572,,
Antigua and Barbuda,2020-02-29,17.061,-61.7964,98848,16727,,,0,3,0,0,3,-3,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,30.35,30.35,-30.34963,,
Argentina,2020-02-29,-38.4161,-63.6167,45433446,11684,,,0,1,0,0,1,-1,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.02201,0.02201,-0.02201,,
Armenia,2020-02-29,40.069,45.038,2938968,4212,,,0,636,0,0,636,-636,,-61.5,,,,,,,,,,,,0.0,,0.0,0.0,216.402,216.402,-216.40249,,
Australia,2020-02-29,-31.99619,141.233,25731295,57396,,,25,356,0,25,356,-331,4.0,-32.66667,,,,0.6944,,,,,,,,0.0,0.0,0.9716,0.0,13.835,13.835,-12.86371,,
Austria,2020-02-29,47.516,14.55,8937767,51500,1649,samples tested,9,195,0,9,195,-186,3.167,-18.0,,,,,,,,,,,,0.0,0.0,1.007,0.0,21.818,21.818,-20.81057,183.222,184.498
Azerbaijan,2020-02-29,40.143,47.577,10175641,4722,,,0,451,0,0,451,-451,,-43.5,,,,,,,,,,,,0.0,,0.0,0.0,44.322,44.322,-44.32153,,
Bahamas,2020-02-29,25.034,-77.3963,396839,32218,,,0,206,0,0,206,-206,,-19.83333,,,,,,,,,,,,0.0,,0.0,0.0,519.102,519.102,-519.10221,,
Bahrain,2020-02-29,26.028,50.55,1726667,24051,,,41,13,0,41,13,28,2.667,2.5,,,,,0.2222,,,,,,,0.0,0.0,23.745,0.0,7.529,7.529,16.216,,
Bangladesh,2020-02-29,23.685,90.356,165611088,1698,,,0,395,0,0,395,-395,,-38.0,,,,,,,,,,,,0.0,,0.0,0.0,2.385,2.385,-2.38511,,
Barbados,2020-02-29,13.194,-59.5432,288373,17949,,,0,1788,0,0,1788,-1788,,-172.83333,,,,,,,,,,,,0.0,,0.0,0.0,6200.303,6200.303,-6200.30308,,
Belarus,2020-02-29,53.71,27.953,9429921,6330,,,1,3,0,1,3,-2,,-0.16667,,,,,,,,,,,,0.0,0.0,0.106,0.0,0.3181,0.3181,-0.21209,,
Belgium,2020-02-29,50.833,4.0,11572730,47472,,,1,1267,0,1,1267,-1266,2.0,-122.16667,,,,,,,,,,,,0.0,0.0,0.08641,0.0,109.482,109.482,-109.3951,,
Belize,2020-02-29,13.194,-59.5432,402155,4885,,,0,1570,0,0,1570,-1570,,-151.66667,,,,,,,,,,,,0.0,,0.0,0.0,3903.967,3903.967,-3903.96738,,
Benin,2020-02-29,9.308,2.316,12160701,1241,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.08223,0.08223,-0.08223,,
Bhutan,2020-02-29,27.514,90.434,775132,3243,,,0,9,0,0,9,-9,,-0.83333,,,,,,,,,,,,0.0,,0.0,0.0,11.611,11.611,-11.61093,,
Bolivia,2020-02-29,-16.2902,-63.5887,11736772,3549,,,0,1,0,0,1,-1,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.0852,0.0852,-0.0852,,
Bosnia and Herzegovina,2020-02-29,43.916,17.679,3279568,6066,,,0,372,0,0,372,-372,,-36.0,,,,,,,,,,,,0.0,,0.0,0.0,113.43,113.43,-113.42957,,
Botswana,2020-02-29,-22.3285,24.685,2334686,8259,,,0,72,0,0,72,-72,,-7.0,,,,,,,,,,,,0.0,,0.0,0.0,30.839,30.839,-30.83926,,
Brazil,2020-02-29,-14.235,-51.9253,213724406,9001,,,2,1,0,2,1,1,0.1667,0.0,,,,,,,,,,,,0.0,0.0,0.00936,0.0,0.00468,0.00468,0.00468,,
Brunei,2020-02-29,4.535,114.728,441178,31628,,,0,18291,0,0,18291,-18291,,-1767.16667,,,,,,,,,,,,0.0,,0.0,0.0,41459.456,41459.456,-41459.45627,,
Bulgaria,2020-02-29,42.734,25.486,6908148,9272,,,0,4,0,0,4,-4,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,0.579,0.579,-0.57903,,
Burkina Faso,2020-02-29,12.238,-1.5616,20953200,715,,,0,77,0,0,77,-77,,-7.33333,,,,,,,,,,,,0.0,,0.0,0.0,3.675,3.675,-3.67486,,
Burma,2020-02-29,21.916,95.956,,,,,0,23,0,0,23,-23,,-2.33333,,,,,,,,,,,,0.0,,,,,,,,
Burundi,2020-02-29,-3.3731,29.919,11893778,272,,,0,6,0,0,6,-6,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.5045,0.5045,-0.50447,,
Cabo Verde,2020-02-29,16.539,-23.0418,558398,3635,,,0,2,0,0,2,-2,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,3.582,3.582,-3.58167,,
Cambodia,2020-02-29,11.55,104.917,16782527,1510,,,1,17,0,1,17,-16,0.0,-1.5,,,,,,,,,,,,0.0,0.0,0.05959,0.0,1.013,1.013,-0.95337,,
Cameroon,2020-02-29,3.848,11.502,26614607,1534,,,0,3,0,0,3,-3,,-0.16667,,,,,,,,,,,,0.0,,0.0,0.0,0.1127,0.1127,-0.11272,,
Central African Republic,2020-02-29,6.611,20.939,4796900,476,,,0,203,0,0,203,-203,,-19.66667,,,,,,,,,,,,0.0,,0.0,0.0,42.319,42.319,-42.319,,
Chad,2020-02-29,15.454,18.732,16575069,728,,,0,43,0,0,43,-43,,-4.16667,,,,,,,,,,,,0.0,,0.0,0.0,2.594,2.594,-2.59426,,
Chile,2020-02-29,-35.6751,-71.543,19148883,15923,,,0,21,0,0,21,-21,,-2.0,,,,,,,,,,,,0.0,,0.0,0.0,1.097,1.097,-1.09667,,
China,2020-02-29,32.828,111.649,1407987086,9771,,,79356,65222,2837,79356,68059,11297,349.167,1030.5,38.333,1068.833,-719.66667,-27.77778,-62.86111,-5.13889,-68.0,40.222,,,,0.04168,0.03575,56.361,2.015,46.323,48.338,8.024,,
Colombia,2020-02-29,4.571,-74.2973,50907732,6668,,,0,2252,0,0,2252,-2252,,-217.5,,,,,,,,,,,,0.0,,0.0,0.0,44.237,44.237,-44.2369,,
Comoros,2020-02-29,-11.6455,43.333,872888,1415,,,0,1032,0,0,1032,-1032,,-99.66667,,,,,,,,,,,,0.0,,0.0,0.0,1182.282,1182.282,-1182.28226,,
Congo-Brazzaville,2020-02-29,-4.0383,21.759,5554412,2148,,,0,4,0,0,4,-4,,-0.33333,,,,,,,,,,,,0.0,,0.0,0.0,0.7201,0.7201,-0.72015,,
Congo-Kinshasa,2020-02-29,-4.0383,21.759,89656528,562,,,0,18,0,0,18,-18,,-1.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.2008,0.2008,-0.20077,,
Costa Rica,2020-02-29,9.749,-83.7534,5130266,12027,,,0,104,0,0,104,-104,,-10.0,,,,,,,,,,,,0.0,,0.0,0.0,20.272,20.272,-20.27185,,
Cote d'Ivoire,2020-02-29,7.54,-5.5471,26269866,1716,,,0,37,0,0,37,-37,,-3.5,,,,,,,,,,,,0.0,,0.0,0.0,1.408,1.408,-1.40846,,
Croatia,2020-02-29,45.1,15.2,4047622,14915,,,6,107,0,6,107,-101,1.0,-10.0,,,,,,,,,,,,0.0,0.0,1.482,0.0,26.435,26.435,-24.95292,,
Cuba,2020-02-29,22.0,-80.0,11361908,8822,,,0,60,0,0,60,-60,,-5.83333,,,,,,,,,,,,0.0,,0.0,0.0,5.281,5.281,-5.2808,,
Cyprus,2020-02-29,35.126,33.43,1220282,28690,,,0,57,0,0,57,-57,,-5.5,,,,,,,,,,,,0.0,,0.0,0.0,46.711,46.711,-46.71051,,
Czech Republic,2020-02-29,49.818,15.473,10672417,23069,200,samples tested,0,26,0,0,26,-26,,-2.33333,,,,,,,,,,,,0.0,,0.0,0.0,2.436,2.436,-2.43619,Inf,18.74
Denmark,2020-02-29,63.288,-13.3381,5846408,61391,307,samples tested,3,257,0,3,257,-254,,-24.5,,,,,,,,,,,,0.0,0.0,0.5131,0.0,43.959,43.959,-43.44548,102.333,52.511
Diamond Princess,2020-02-29,0.0,0.0,,,,,705,804,6,705,810,-105,0.1667,-10.33333,0.3333,-10.0,10.167,-0.36111,,-0.08333,,,,,,0.00741,0.00851,,,,,,,
