country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-05,33.0,65.0,39653765,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-02-05,41.153,20.168,2842650,5269,,,0,5193,0,0,5193,-5193,,-501.66667,,,,,,,,,,,,0.0,,0.0,0.0,1826.817,1826.817,-1826.81653,,
Algeria,2020-02-05,28.034,1.66,43697354,4115,,,0,345,0,0,345,-345,,-33.33333,,,,,,,,,,,,0.0,,0.0,0.0,7.895,7.895,-7.89521,,
Andorra,2020-02-05,42.506,1.522,78418,42030,,,0,2615,0,0,2615,-2615,,-252.66667,,,,,,,,,,,,0.0,,0.0,0.0,33346.936,33346.936,-33346.93565,,
Angola,2020-02-05,-11.2027,17.874,33046756,3432,,,0,218,0,0,218,-218,,-21.16667,,,,,,,,,,,,0.0,,0.0,0.0,6.597,6.597,-6.59671,,
Antigua and Barbuda,2020-02-05,17.061,-61.7964,98848,16727,,,0,28,0,0,28,-28,,-2.66667,,,,,,,,,,,,0.0,,0.0,0.0,283.263,283.263,-283.26319,,
Argentina,2020-02-05,-38.4161,-63.6167,45433446,11684,,,0,7,0,0,7,-7,,-0.66667,,,,,,,,,,,,0.0,,0.0,0.0,0.1541,0.1541,-0.15407,,
Armenia,2020-02-05,40.069,45.038,2938968,4212,,,0,6265,0,0,6265,-6265,,-605.33333,,,,,,,,,,,,0.0,,0.0,0.0,2131.701,2131.701,-2131.70065,,
Australia,2020-02-05,-31.99619,141.233,25731295,57396,,,13,3374,0,13,3374,-3361,0.5,-324.66667,,,,-0.05556,,,,,,,,0.0,0.0,0.5052,0.0,131.124,131.124,-130.61915,,
Austria,2020-02-05,47.516,14.55,8937767,51500,,,0,1909,0,0,1909,-1909,,-184.33333,,,,,,,,,,,,0.0,,0.0,0.0,213.588,213.588,-213.58802,,
Azerbaijan,2020-02-05,40.143,47.577,10175641,4722,,,0,4440,0,0,4440,-4440,,-428.83333,,,,,,,,,,,,0.0,,0.0,0.0,436.336,436.336,-436.33615,,
Bahamas,2020-02-05,25.034,-77.3963,396839,32218,,,0,2027,0,0,2027,-2027,,-195.83333,,,,,,,,,,,,0.0,,0.0,0.0,5107.865,5107.865,-5107.8649,,
