country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-06-01,33.0,65.0,39653765,,,,15750,9588,265,15750,9853,5897,732.5,525.833,9.0,534.833,197.667,18.694,14.861,1.306,16.167,2.528,-3.75,-2.53125,,0.0269,0.01683,397.188,6.683,241.793,248.476,148.712,,
Albania,2020-06-01,41.153,20.168,2842650,5269,,,1143,954,33,1143,987,156,16.333,14.833,0.0,14.833,1.5,-0.30556,0.25,,,,,,,0.03343,0.02887,402.09,11.609,335.602,347.211,54.878,,
Algeria,2020-06-01,28.034,1.66,43697354,4115,,,9513,7091,661,9513,7752,1761,116.167,154.667,7.167,161.833,-45.66667,-4.86111,-3.94444,0.05556,-3.88889,-0.97222,,,,0.08527,0.06948,217.702,15.127,162.275,177.402,40.3,,
Andorra,2020-06-01,42.506,1.522,78418,42030,,,765,706,51,765,757,8,14.667,3.167,0.0,3.167,11.5,2.361,0.8611,,,,-1.20139,,,0.06737,0.06667,9755.413,650.361,9003.035,9653.396,102.017,,
Angola,2020-06-01,-11.2027,17.874,33046756,3432,,,86,59,4,86,63,23,0.8333,2.167,0.0,2.167,-1.33333,-0.30556,-0.05556,,,,,,,0.06349,0.04651,2.602,0.121,1.785,1.906,0.696,,
Antigua and Barbuda,2020-06-01,17.061,-61.7964,98848,16727,,,26,22,3,26,25,1,0.1667,0.0,0.0,0.0,0.1667,-0.02778,,,,,,,,0.12,0.1154,263.03,30.35,222.564,252.914,10.117,,
Argentina,2020-06-01,-38.4161,-63.6167,45433446,11684,164084,samples tested,17415,10854,556,17415,11410,6005,796.333,539.333,14.667,554.0,242.333,33.111,19.944,1.0,20.944,12.167,1.681,-0.62153,,0.04873,0.03193,383.308,12.238,238.899,251.137,132.171,9.422,3611.524
Armenia,2020-06-01,40.069,45.038,2938968,4212,,,9492,6183,139,9492,6322,3170,424.167,291.5,9.333,300.833,123.333,43.0,10.722,0.3611,11.083,31.917,1.521,-5.40625,,0.02199,0.01464,3229.705,47.296,2103.8,2151.095,1078.61,,
Australia,2020-06-01,-31.99619,141.233,25731295,57396,1472220,samples tested,7221,6962,102,7221,7064,157,10.5,14.333,-0.16667,14.167,-3.66667,-1.05556,-0.25,,,,,,,0.01444,0.01413,280.631,3.964,270.565,274.53,6.102,203.88,57215.154
Austria,2020-06-01,47.516,14.55,8937767,51500,451820,samples tested,16733,15640,668,16733,16308,425,25.0,39.5,0.3333,39.833,-14.83333,-0.19444,-0.69444,-0.58333,-1.27778,1.083,,,,0.04096,0.03992,1872.168,74.739,1749.878,1824.617,47.551,27.002,50551.777
Azerbaijan,2020-06-01,40.143,47.577,10175641,4722,,,5662,3896,68,5662,3964,1698,255.5,151.167,3.333,154.5,101.0,17.556,8.972,0.1111,9.083,8.472,-0.41667,-0.44965,,0.01715,0.01201,556.427,6.683,382.875,389.558,166.869,,
Bahamas,2020-06-01,25.034,-77.3963,396839,32218,,,102,86,11,102,97,5,0.0,0.5,0.0,0.5,-0.5,-0.02778,-0.05556,,,,,,,0.1134,0.1078,257.031,27.719,216.713,244.432,12.6,,
