country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-28,33.0,65.0,39653765,,,,110,37,4,110,41,69,15.0,6.667,0.3333,7.0,8.0,2.806,1.056,-0.02778,1.028,1.778,0.06944,-0.19965,,0.09756,0.03636,2.774,0.1009,0.9331,1.034,1.74,,
Albania,2020-03-28,41.153,20.168,2842650,5269,,,197,108,10,197,118,79,16.167,5.167,1.667,6.833,9.333,-0.02778,1.0,-0.02778,0.9722,-1.0,,,,0.08475,0.05076,69.302,3.518,37.993,41.511,27.791,,
Algeria,2020-03-28,28.034,1.66,43697354,4115,,,454,135,29,454,164,290,69.0,21.833,3.833,25.667,43.333,12.889,1.778,1.778,3.556,9.333,1.479,-1.14063,-0.4197,0.1768,0.06388,10.39,0.6637,3.089,3.753,6.637,,
Andorra,2020-03-28,42.506,1.522,78418,42030,,,308,112,3,308,115,193,31.333,13.667,1.833,15.5,15.833,-1.77778,1.167,0.3056,1.472,-3.25,-0.63889,,,0.02609,0.00974,3927.67,38.257,1428.244,1466.5,2461.17,,
Angola,2020-03-28,-11.2027,17.874,33046756,3432,,,5,3,0,5,3,2,0.6667,-0.16667,,,,0.0,,,,,0.01389,,,0.0,0.0,0.1513,0.0,0.09078,0.09078,0.06052,,
Antigua and Barbuda,2020-03-28,17.061,-61.7964,98848,16727,,,7,2,0,7,2,5,0.6667,0.5,,,,0.05556,0.05556,,,,,,,0.0,0.0,70.816,0.0,20.233,20.233,50.583,,
Argentina,2020-03-28,-38.4161,-63.6167,45433446,11684,,,690,196,18,690,214,476,111.167,35.0,3.167,38.167,73.0,4.194,4.139,0.1944,4.333,-0.13889,0.1389,-0.2691,,0.08411,0.02609,15.187,0.3962,4.314,4.71,10.477,,
Armenia,2020-03-28,40.069,45.038,2938968,4212,,,407,188,1,407,189,218,44.5,15.833,,,,3.222,2.278,,,,-0.13889,-0.28299,,0.00529,0.00246,138.484,0.3403,63.968,64.308,74.176,,
Australia,2020-03-28,-31.99619,141.233,25731295,57396,,samples tested,3640,1242,14,3640,1256,2384,365.833,197.833,1.667,199.5,166.333,-11.13889,15.417,0.1944,15.611,-26.75,-7.11111,,,0.01115,0.00385,141.462,0.5441,48.268,48.812,92.65,,
Austria,2020-03-28,47.516,14.55,8937767,51500,42750,samples tested,8271,3033,68,8271,3101,5170,765.333,428.667,16.333,445.0,320.333,-39.88889,23.5,1.333,24.833,-64.72222,,,,0.02193,0.00822,925.399,7.608,339.347,346.955,578.444,5.169,4783.074
