country,region,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Thailand,East Asia & Pacific,Upper middle income,2020-01-22,15.0,101.0,70187992,7274,,,2,0,0,2,0,2,,,,,,,,,,,,,,,0.0,0.028494902660842612,0.0,0.0,0.0,0.028494902660842612,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-23,15.0,101.0,70187992,7274,,,3,0,0,3,0,3,,,,,,,,,,,,,,,0.0,0.04274235399126392,0.0,0.0,0.0,0.04274235399126392,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-24,15.0,101.0,70187992,7274,,,5,0,0,5,0,5,,,,,,,,,,,,,,,0.0,0.07123725665210653,0.0,0.0,0.0,0.07123725665210653,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-25,15.0,101.0,70187992,7274,,,7,1,0,7,1,6,2.0,,,,,,,,,,,,,0.0,0.0,0.09973215931294914,0.0,0.014247451330421306,0.014247451330421306,0.08548470798252784,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-26,15.0,101.0,70187992,7274,,,8,1,0,8,1,7,1.8333333333333333,,,,,,,,,,,,,0.0,0.0,0.11397961064337045,0.0,0.014247451330421306,0.014247451330421306,0.09973215931294914,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-27,15.0,101.0,70187992,7274,,,8,2,0,8,2,6,1.5,,,,,,,,,,,,,0.0,0.0,0.11397961064337045,0.0,0.028494902660842612,0.028494902660842612,0.08548470798252784,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-28,15.0,101.0,70187992,7274,,,14,2,0,14,2,12,2.0,0.6666666666666666,,,,-0.19444444444444442,,,,,,,,0.0,0.0,0.19946431862589828,0.0,0.028494902660842612,0.028494902660842612,0.1709694159650557,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-29,15.0,101.0,70187992,7274,,,14,3,0,14,3,11,1.8333333333333333,1.0,,,,0.0,,,,,,,,0.0,0.0,0.19946431862589828,0.0,0.04274235399126392,0.04274235399126392,0.15672196463463436,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-30,15.0,101.0,70187992,7274,,,14,4,0,14,4,10,1.8333333333333333,1.0,,,,0.055555555555555546,,,,,,,,0.0,0.0,0.19946431862589828,0.0,0.056989805321685225,0.056989805321685225,0.14247451330421307,,
Thailand,East Asia & Pacific,Upper middle income,2020-01-31,15.0,101.0,70187992,7274,,,19,5,0,19,5,14,0.8333333333333334,1.1666666666666667,,,,-0.16666666666666666,0.08333333333333336,,,,,,,0.0,0.0,0.2707015752780048,0.0,0.07123725665210653,0.07123725665210653,0.19946431862589828,,
Thailand,East Asia & Pacific,Upper middle income,2020-02-01,15.0,101.0,70187992,7274,,,19,7,0,19,7,12,1.8333333333333333,1.1666666666666667,,,,-0.13888888888888887,0.0,,,,0.04166666666666666,,,0.0,0.0,0.2707015752780048,0.0,0.09973215931294914,0.09973215931294914,0.1709694159650557,,
Thailand,East Asia & Pacific,Upper middle income,2020-02-02,15.0,101.0,70187992,7274,,,19,8,0,19,8,11,1.8333333333333333,1.1666666666666667,,,,0.055555555555555546,0.02777777777777779,,,,,,,0.0,0.0,0.2707015752780048,0.0,0.11397961064337045,0.11397961064337045,0.15672196463463436,,
Thailand,East Asia & Pacific,Upper middle income,2020-02-03,15.0,101.0,70187992,7274,,,19,9,0,19,9,10,1.0,1.1666666666666667,,,,0.22222222222222218,0.0,,,,,-0.02083333333333333,,0.0,0.0,0.2707015752780048,0.0,0.12822706197379174,0.12822706197379174,0.14247451330421307,,
Thailand,East Asia & Pacific,Upper middle income,2020-02-04,15.0,101.0,70187992,7274,,,25,10,0,25,10,15,1.0,1.0,,,,-0.11111111111111109,0.027777777777777752,,,,0.0,,,0.0,0.0,0.35618628326053264,0.0,0.14247451330421307,0.14247451330421307,0.2137117699563196,,
Thailand,East Asia & Pacific,Upper middle income,2020-02-05,15.0,101.0,70187992,7274,,,25,11,0,25,11,14,2.1666666666666665,1.1666666666666667,,,,-0.08333333333333333,0.027777777777777752,,,,-0.04166666666666666,,,0.0,0.0,0.35618628326053264,0.0,0.15672196463463436,0.15672196463463436,0.19946431862589828,,
Thailand,East Asia & Pacific,Upper middle income,2020-02-06,15.0,101.0,70187992,7274,,,25,12,0,25,12,13,2.1666666666666665,1.1666666666666667,,,,0.055555555555555546,0.027777777777777752,,,,,,,0.0,0.0,0.35618628326053264,0.0,0.1709694159650557,0.1709694159650557,0.18521686729547698,,
