Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-22,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-23,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-24,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-25,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-26,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-27,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-28,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-29,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-30,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-01-31,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-01,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-02,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-03,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-04,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-05,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-06,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-07,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-08,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-09,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-10,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-11,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-12,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
West Bank and Gaza,Middle East & North Africa,Lower middle income,2020-02-13,31.95,35.23,4803185,1476,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
