Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
China,East Asia & Pacific,Upper middle income,2020-01-22,32.51,111.55,1405211337,10262,,,542,-17,17,542,0,542,,,,,,,,,,,,,,,Inf,0.386,0.0121,-0.0121,0.0,0.386,,
China,East Asia & Pacific,Upper middle income,2020-01-23,32.51,111.55,1405211337,10262,,,637,-17,17,637,0,637,,,,,,,,,,,,,,,Inf,0.453,0.0121,-0.0121,0.0,0.453,,
China,East Asia & Pacific,Upper middle income,2020-01-24,32.51,111.55,1405211337,10262,,,909,33,25,909,58,851,,,,,,,,,,,,,,,0.431,0.647,0.0178,0.0235,0.0413,0.606,,
China,East Asia & Pacific,Upper middle income,2020-01-25,32.51,111.55,1405211337,10262,,,1366,94,41,1366,135,1231,,,,,,,,,,,,,,,0.304,0.972,0.0292,0.0669,0.0961,0.876,,
China,East Asia & Pacific,Upper middle income,2020-01-26,32.51,111.55,1405211337,10262,,,1979,193,54,1979,247,1732,755.86,755.86,132.86,16.14,149.0,606.86,,,,,,,,,0.219,1.41,0.0384,0.137,0.176,1.23,,
China,East Asia & Pacific,Upper middle income,2020-01-27,32.51,111.55,1405211337,10262,,,2731,325,80,2731,405,2326,1023.0,1023.0,189.57,21.57,211.14,811.86,,,,,,,,,0.198,1.94,0.0569,0.231,0.288,1.66,,
China,East Asia & Pacific,Upper middle income,2020-01-28,32.51,111.55,1405211337,10262,,,5308,487,129,5308,616,4692,1208.43,1208.43,258.57,26.43,285.0,923.43,,,,,,,,,0.209,3.78,0.0918,0.347,0.438,3.34,,
China,East Asia & Pacific,Upper middle income,2020-01-29,32.51,111.55,1405211337,10262,,,5833,913,130,5833,1043,4790,1429.57,1429.57,338.29,30.71,369.0,1060.57,314.71,84.74,6.54,91.29,223.43,,,,0.125,4.15,0.0925,0.65,0.742,3.41,,
China,East Asia & Pacific,Upper middle income,2020-01-30,32.51,111.55,1405211337,10262,,,7798,1310,168,7798,1478,6320,2007.71,2007.71,422.0,43.43,465.43,1542.29,298.2,104.29,5.94,110.23,187.97,,,,0.114,5.55,0.12,0.932,1.05,4.5,,
China,East Asia & Pacific,Upper middle income,2020-01-31,32.51,111.55,1405211337,10262,,,9368,1843,210,9368,2053,7315,2329.43,2329.43,556.57,48.86,605.43,1724.0,349.97,120.29,7.0,127.29,222.69,,,,0.102,6.67,0.149,1.31,1.46,5.21,,
