country,region,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
China,East Asia & Pacific,Upper middle income,2020-01-22,32.82838484848485,111.64908181818183,1407987086,9771,,,548,-17,17,548,0,548,,,,,,,,,,,,,,Inf,0.03102189781021898,0.38920811522272725,0.012073974377347379,-0.012073974377347379,0.0,0.38920811522272725,,
China,East Asia & Pacific,Upper middle income,2020-01-23,32.82838484848485,111.64908181818183,1407987086,9771,,,643,-18,18,643,0,643,,,,,,,,,,,,,,Inf,0.027993779160186624,0.45668032497849204,0.012784208164250166,-0.012784208164250166,0.0,0.45668032497849204,,
China,East Asia & Pacific,Upper middle income,2020-01-24,32.82838484848485,111.64908181818183,1407987086,9771,,,920,32,26,920,58,862,,,,,,,,,,,,,,0.4482758620689655,0.02826086956521739,0.653415083950564,0.01846607845947246,0.022727481180889183,0.04119355964036164,0.6122215243102024,,
China,East Asia & Pacific,Upper middle income,2020-01-25,32.82838484848485,111.64908181818183,1407987086,9771,,,1406,95,42,1406,137,1269,826.8333333333334,,19.0,,,,,,,,,,,0.30656934306569344,0.029871977240398292,0.9985887043853184,0.029829819049917054,0.06747220975576476,0.09730202880568181,0.9012866755796367,,
China,East Asia & Pacific,Upper middle income,2020-01-26,32.82838484848485,111.64908181818183,1407987086,9771,,,2075,196,56,2075,252,1823,907.3333333333334,,19.166666666666668,,,,,,,,,,,0.2222222222222222,0.026987951807228915,1.473735107823283,0.03977309206655607,0.13920582223294625,0.17897891429950233,1.2947561935237806,,
China,East Asia & Pacific,Upper middle income,2020-01-27,32.82838484848485,111.64908181818183,1407987086,9771,,,2877,336,82,2877,418,2459,1203.5,222.66666666666666,24.166666666666668,246.83333333333331,956.6666666666667,,,,,,,,,0.19617224880382775,0.028501911713590546,2.043342604919318,0.05823917052602853,0.23863855239933643,0.29687772292536496,1.7464648819939532,,
China,East Asia & Pacific,Upper middle income,2020-01-28,32.82838484848485,111.64908181818183,1407987086,9771,,,5509,510,131,5509,641,4868,1399.3333333333333,305.1666666666667,28.5,333.6666666666667,1065.6666666666665,256.8333333333333,,5.0,,,,,,0.20436817472698907,0.0237792702849882,3.9126779320474534,0.0930406260842651,0.36221923132042133,0.45525985740468644,3.457418074642767,,
China,East Asia & Pacific,Upper middle income,2020-01-29,32.82838484848485,111.64908181818183,1407987086,9771,,,6087,951,133,6087,1084,5003,1636.0,396.8333333333333,33.833333333333336,430.66666666666663,1205.3333333333335,338.2222222222222,,6.75,,,,,,0.12269372693726938,0.021849843929686218,4.323193060877264,0.09446109365807066,0.6754323313445504,0.769893425002621,3.553299635874643,,
China,East Asia & Pacific,Upper middle income,2020-01-30,32.82838484848485,111.64908181818183,1407987086,9771,,,8141,1368,171,8141,1539,6602,2292.1666666666665,493.6666666666667,46.5,540.1666666666667,1751.9999999999998,335.5,125.44444444444446,6.86111111111111,132.30555555555557,203.19444444444443,21.923611111111114,,,0.1111111111111111,0.0210047905662695,5.782013259175589,0.12144997756037658,0.9715998204830126,1.093049798043389,4.688963461132199,,
China,East Asia & Pacific,Upper middle income,2020-01-31,32.82838484848485,111.64908181818183,1407987086,9771,,,9802,1926,213,9802,2139,7663,2367.8333333333335,650.5,49.0,699.5,1668.3333333333335,344.13888888888886,143.88888888888889,6.916666666666667,150.80555555555554,193.33333333333331,-39.895833333333314,,,0.09957924263674614,0.021730259130789634,6.961711579221118,0.15127979661029362,1.3679102735747677,1.5191900701850614,5.442521509036057,,
China,East Asia & Pacific,Upper middle income,2020-02-01,32.82838484848485,111.64908181818183,1407987086,9771,,,11891,2577,259,11891,2836,9055,2936.6666666666665,791.5,59.666666666666664,851.1666666666666,2085.5,344.52777777777777,161.25,7.111111111111111,168.36111111111111,176.16666666666666,-42.86111111111112,-31.098958333333332,,0.09132581100141043,0.021781179042973678,8.44538996006104,0.18395055080782183,1.830272468848482,2.014223019656304,6.4311669404047365,,
China,East Asia & Pacific,Upper middle income,2020-02-02,32.82838484848485,111.64908181818183,1407987086,9771,,,16630,3298,361,16630,3659,12971,3216.5,975.3333333333334,65.33333333333333,1040.6666666666667,2175.833333333333,178.6388888888889,179.80555555555554,4.583333333333333,184.38888888888889,-5.749999999999972,-78.90277777777776,,,0.09866083629406942,0.021707757065544196,11.811187876193348,0.2563943970719061,2.3423510292053913,2.5987454262772975,9.21244244991605,,
China,East Asia & Pacific,Upper middle income,2020-02-03,32.82838484848485,111.64908181818183,1407987086,9771,,,19716,4413,425,19716,4838,14878,3464.1666666666665,1168.5,70.0,1238.5,2225.6666666666665,164.05555555555551,178.69444444444446,5.166666666666667,183.86111111111111,-19.8055555555556,-102.47222222222221,,,0.0878462174452253,0.02155609657131264,14.002969342575348,0.30184935943368446,3.134261701601999,3.4361110610356835,10.566858281539664,,
China,East Asia & Pacific,Upper middle income,2020-02-04,32.82838484848485,111.64908181818183,1407987086,9771,,,23707,5700,491,23707,6191,17516,3703.1666666666665,1364.3333333333333,76.5,1440.8333333333333,2262.333333333333,28.52777777777783,177.5277777777778,4.527777777777778,182.05555555555557,-153.52777777777774,-90.58333333333334,,,0.0793086738814408,0.020711182351204286,16.837512386104372,0.34872478936926843,4.048332585345886,4.397057374715154,12.440455011389217,,
China,East Asia & Pacific,Upper middle income,2020-02-05,32.82838484848485,111.64908181818183,1407987086,9771,,,27440,7220,563,27440,7783,19657,3364.0,1572.5,74.0,1646.5,1717.5,-65.36111111111109,163.74999999999997,4.361111111111112,168.1111111111111,-233.47222222222217,-16.249999999999982,,,0.0723371450597456,0.020517492711370263,19.488815112612475,0.39986162202626907,5.1278879414381215,5.527749563464391,13.961065549148083,,
China,East Asia & Pacific,Upper middle income,2020-02-06,32.82838484848485,111.64908181818183,1407987086,9771,,,30587,8937,633,30587,9570,21017,3352.1666666666665,1722.6666666666667,80.0,1802.6666666666667,1549.4999999999998,-183.69444444444443,145.11111111111111,1.7777777777777786,146.88888888888889,-330.5833333333333,57.86805555555554,,,0.06614420062695925,0.020695066531533003,21.723920839995547,0.44957798710946417,6.347359353550207,6.796937340659671,14.926983499335874,,
China,East Asia & Pacific,Upper middle income,2020-02-07,32.82838484848485,111.64908181818183,1407987086,9771,,,34110,10763,718,34110,11481,22629,3107.8333333333335,1856.6666666666667,86.83333333333333,1943.5,1164.3333333333335,99.05555555555559,111.5,5.333333333333333,116.83333333333333,-17.777777777777743,,,,0.06253810643672154,0.021049545587804162,24.226074471254062,0.5099478589962011,7.644246248434696,8.154194107430897,16.071880363823166,,
