Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
total,All,7.765820252e9,0.121,0.196,0.0909,0.0564,0.002,0.7,1.0,0.0013,2.92986524e6,1.33,14.66,0.322,0.322
