Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Taiwan*,2020-01-22,23.7,121.0,,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-23,23.7,121.0,,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-24,23.7,121.0,,,,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-25,23.7,121.0,,,,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-26,23.7,121.0,,,,4,0,0,0,4,5.38,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-27,23.7,121.0,,,,5,0,0,0,5,6.84,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-28,23.7,121.0,,,,8,0,0,0,8,9.5,,,,,,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-29,23.7,121.0,,,,8,0,0,0,8,9.5,,,,,10.97,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-30,23.7,121.0,,,,9,0,0,0,9,10.26,,,,,11.17,,,,,,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-01-31,23.7,121.0,,,,10,0,0,0,10,11.04,,,,,11.26,,,,,11.18,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-02-01,23.7,121.0,,,,10,0,0,0,10,10.47,,,,,10.75,,,,,10.61,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-02-02,23.7,121.0,,,,10,0,0,0,10,10.47,,,,,10.76,,,,,10.68,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-02-03,23.7,121.0,,,,10,0,0,0,10,10.86,,,,,11.01,,,,,11.74,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-02-04,23.7,121.0,,,,11,0,0,0,11,11.76,,,,,13.02,,,,,13.92,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-02-05,23.7,121.0,,,,11,0,0,0,11,11.87,,,,,13.14,,,,,15.84,,,,,NaN,0.0,0.0182,,,,,,,
Taiwan*,2020-02-06,23.7,121.0,,,,16,1,0,1,15,17.4,,,,,19.3,,,,,21.98,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-07,23.7,121.0,,,,16,1,0,1,15,17.4,,,,,19.22,,,,,22.06,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-08,23.7,121.0,,,,17,1,0,1,16,18.24,,,,,19.89,,,,,19.96,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-09,23.7,121.0,,,,18,1,0,1,17,19.31,,,,,19.51,,,,,19.25,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-10,23.7,121.0,,,,18,1,0,1,17,18.31,1.0,,,,18.46,,,,,17.96,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-11,23.7,121.0,,,,18,1,0,1,17,18.31,1.1,,,,18.31,,,,,17.83,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-12,23.7,121.0,,,,18,1,0,1,17,18.15,1.1,,,,18.0,,,,,17.95,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-13,23.7,121.0,,,,18,1,0,1,17,18.27,1.1,,,,18.32,1.29,,,,18.54,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-14,23.7,121.0,,,,18,2,0,2,16,18.52,2.21,,,,18.99,2.54,,,,19.47,,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-15,23.7,121.0,,,,18,2,0,2,16,18.52,2.21,,,,19.41,2.54,,,,20.55,3.15,,,,0.0,0.0,0.0182,,,,,,,
Taiwan*,2020-02-16,23.7,121.0,,,,20,2,1,3,17,20.71,2.21,,,,21.72,2.49,,,,23.55,2.36,,,,0.333,0.05,0.0182,,,,,,,
Taiwan*,2020-02-17,23.7,121.0,,,,22,2,1,3,19,22.92,2.21,,,,24.19,2.16,,,,26.2,1.99,,,,0.333,0.0455,0.0182,,,,,,,
Taiwan*,2020-02-18,23.7,121.0,,,,22,2,1,3,19,23.19,2.0,,,,24.66,1.96,,,,26.04,1.83,,,,0.333,0.0455,0.0182,,,,,,,
Taiwan*,2020-02-19,23.7,121.0,,,,23,2,1,3,20,24.24,2.0,,,,25.59,2.01,,,,26.24,1.96,,,,0.333,0.0435,0.0182,,,,,,,
Taiwan*,2020-02-20,23.7,121.0,,,,24,2,1,3,21,25.18,2.0,1.0,3.0,22.18,26.08,2.01,,,,27.37,2.14,,,,0.333,0.0417,0.0182,,,,,,,
