Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Peru,2020-03-04,-9.19,-75.0152,32670922,107,Units Unclear,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,Inf,3.28
Peru,2020-03-05,-9.19,-75.0152,32670922,107,Units Unclear,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,Inf,3.28
Peru,2020-03-06,-9.19,-75.0152,32670922,155,Units Unclear,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.034,0.0306,0.0,0.0,0.0,0.0306,155.0,4.74
Peru,2020-03-07,-9.19,-75.0152,32670922,219,Units Unclear,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.034,0.0306,0.0,0.0,0.0,0.0306,219.0,6.7
Peru,2020-03-08,-9.19,-75.0152,32670922,250,Units Unclear,6,0,0,0,6,,,,,,,,,,,,,,,0.0,0.034,0.184,0.0,0.0,0.0,0.184,41.67,7.65
Peru,2020-03-09,-9.19,-75.0152,32670922,318,Units Unclear,7,0,0,0,7,,,,,,,,,,,,,,,0.0,0.034,0.214,0.0,0.0,0.0,0.214,45.43,9.73
Peru,2020-03-10,-9.19,-75.0152,32670922,346,Units Unclear,11,0,0,0,11,6.71,,,,,,,,,,,,,,0.0,0.034,0.337,0.0,0.0,0.0,0.337,31.45,10.59
Peru,2020-03-11,-9.19,-75.0152,32670922,656,Units Unclear,11,0,0,0,11,7.5,,,,,,,,,,,,,,0.0,0.034,0.337,0.0,0.0,0.0,0.337,59.64,20.08
Peru,2020-03-12,-9.19,-75.0152,32670922,656,Units Unclear,15,0,0,0,15,4.87,,,,,,,,,,,,,,0.0,0.034,0.459,0.0,0.0,0.0,0.459,43.73,20.08
Peru,2020-03-13,-9.19,-75.0152,32670922,656,Units Unclear,28,0,0,0,28,12.07,,,,,2.82,,,,,,,,,0.0,0.034,0.857,0.0,0.0,0.0,0.857,23.43,20.08
