Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Saudi Arabia,2020-01-22,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-23,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-24,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-25,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-26,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-27,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-28,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-29,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-30,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-01-31,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-01,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-02,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-03,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-04,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-05,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-06,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-07,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-08,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-09,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-10,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-11,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-12,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-13,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-14,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-15,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-16,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-17,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-18,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-19,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-20,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-21,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-22,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-23,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-24,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-25,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-26,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-27,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-28,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-02-29,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-03-01,24.0,45.0,35582072,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0511,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-03-02,24.0,45.0,35582072,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.0511,0.0281,0.0,0.0,0.0,0.0281,,
Saudi Arabia,2020-03-03,24.0,45.0,35582072,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.0511,0.0281,0.0,0.0,0.0,0.0281,,
Saudi Arabia,2020-03-04,24.0,45.0,35582072,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.0511,0.0281,0.0,0.0,0.0,0.0281,,
Saudi Arabia,2020-03-05,24.0,45.0,35582072,,,5,0,0,0,5,,,,,,,,,,,,,,,0.0,0.0511,0.141,0.0,0.0,0.0,0.141,,
Saudi Arabia,2020-03-06,24.0,45.0,35582072,,,5,0,0,0,5,2.36,,,,,,,,,,,,,,0.0,0.0511,0.141,0.0,0.0,0.0,0.141,,
Saudi Arabia,2020-03-07,24.0,45.0,35582072,,,5,0,0,0,5,2.67,,,,,,,,,,,,,,0.0,0.0511,0.141,0.0,0.0,0.0,0.141,,
Saudi Arabia,2020-03-08,24.0,45.0,35582072,,,11,0,0,0,11,5.99,,,,,,,,,,,,,,0.0,0.0511,0.309,0.0,0.0,0.0,0.309,,
Saudi Arabia,2020-03-09,24.0,45.0,35582072,,,15,0,0,0,15,5.53,,,,,2.04,,,,,,,,,0.0,0.0511,0.422,0.0,0.0,0.0,0.422,,
Saudi Arabia,2020-03-10,24.0,45.0,35582072,,,20,1,0,1,19,10.03,,,,,4.48,,,,,,,,0.0,0.0,0.0511,0.562,0.0,0.0281,0.0281,0.534,,
Saudi Arabia,2020-03-11,24.0,45.0,35582072,,,21,1,0,1,20,11.35,,,,,4.26,,,,,2.41,,,0.0,0.0,0.0511,0.59,0.0,0.0281,0.0281,0.562,,
Saudi Arabia,2020-03-12,24.0,45.0,35582072,,,45,1,0,1,44,16.94,,,,,7.83,,,,,1.89,,,0.0,0.0,0.0511,1.26,0.0,0.0281,0.0281,1.24,,
Saudi Arabia,2020-03-13,24.0,45.0,35582072,,,86,1,0,1,85,29.47,,,,,8.58,,,,,2.54,-0.8566,,0.0,0.0,0.0511,2.42,0.0,0.0281,0.0281,2.39,,
Saudi Arabia,2020-03-14,24.0,45.0,35582072,,,103,1,0,1,102,36.95,0.292,,,,9.26,,,,,-0.6996,-0.0973,,0.0,0.0,0.0511,2.89,0.0,0.0281,0.0281,2.87,,
Saudi Arabia,2020-03-15,24.0,45.0,35582072,,,103,1,0,1,102,35.98,0.292,,,,6.19,,,,,-2.7941,1.5,,0.0,0.0,0.0511,2.89,0.0,0.0281,0.0281,2.87,,
Saudi Arabia,2020-03-16,24.0,45.0,35582072,,,118,2,0,2,116,34.74,0.583,,,,1.41,,,,,-0.2506,,,0.0,0.0,0.0511,3.32,0.0,0.0562,0.0562,3.26,,
Saudi Arabia,2020-03-17,24.0,45.0,35582072,,,171,6,0,6,165,37.45,2.08,,,,5.16,1.21,,,,0.176,,,0.0,0.0,0.0511,4.81,0.0,0.169,0.169,4.64,,
Saudi Arabia,2020-03-18,24.0,45.0,35582072,,,171,6,0,6,165,35.97,2.92,,,,6.84,1.66,,,,8.35,,,0.0,0.0,0.0511,4.81,0.0,0.169,0.169,4.64,,
Saudi Arabia,2020-03-19,24.0,45.0,35582072,,,274,6,0,6,268,70.44,2.92,,,,15.47,1.36,,,,10.85,35.24,,0.0,0.0,0.0511,7.7,0.0,0.169,0.169,7.53,,
Saudi Arabia,2020-03-20,24.0,45.0,35582072,,,344,8,0,8,336,85.93,2.77,,,,25.42,0.394,,,,13.52,-4.8949,,0.0,0.0,0.0511,9.67,0.0,0.225,0.225,9.44,,
Saudi Arabia,2020-03-21,24.0,45.0,35582072,,,392,16,0,16,376,93.74,3.94,,,,24.59,0.34,,,,2.17,-0.7043,0.468,0.0,0.0,0.0511,11.02,0.0,0.45,0.45,10.57,,
Saudi Arabia,2020-03-22,24.0,45.0,35582072,,,511,16,0,16,495,136.82,4.04,,,,19.93,0.713,,,,-3.3364,1.33,,0.0,0.0,0.0511,14.36,0.0,0.45,0.45,13.91,,
Saudi Arabia,2020-03-23,24.0,45.0,35582072,,,562,16,0,16,546,115.33,4.41,,,,14.67,0.261,,,,-2.9546,-0.8409,,0.0,0.0,0.0511,15.79,0.0,0.45,0.45,15.34,,
Saudi Arabia,2020-03-24,24.0,45.0,35582072,,,767,28,1,29,738,139.02,6.57,,,,12.52,0.884,,,,-4.5926,,,0.0345,0.0013,0.0511,21.56,0.0281,0.787,0.815,20.74,,
Saudi Arabia,2020-03-25,24.0,45.0,35582072,,,900,29,2,31,869,156.36,3.69,,,,5.06,0.85,,,,-2.0086,,,0.0645,0.0022,0.0511,25.29,0.0562,0.815,0.871,24.42,,
Saudi Arabia,2020-03-26,24.0,45.0,35582072,,,1012,33,3,36,976,144.28,7.4,,,,3.22,1.43,,,,-1.1885,,,0.0833,0.003,0.0511,28.44,0.0843,0.927,1.01,27.43,,
Saudi Arabia,2020-03-27,24.0,45.0,35582072,,,1104,35,3,38,1066,160.45,11.39,,,,-3.1437,3.43,,,,0.306,,,0.0789,0.0027,0.0511,31.03,0.0843,0.984,1.07,29.96,,
Saudi Arabia,2020-03-28,24.0,45.0,35582072,,,1203,37,4,41,1162,128.78,10.67,1.56,12.23,116.55,-3.7242,6.9,,,,2.26,,,0.0976,0.0033,0.0511,33.81,0.112,1.04,1.15,32.66,,
Saudi Arabia,2020-03-29,24.0,45.0,35582072,,,1299,66,8,74,1225,125.93,24.48,2.77,27.25,98.68,-0.1946,13.25,,,,,,,0.108,0.0062,0.0511,36.51,0.225,1.85,2.08,34.43,,
Saudi Arabia,2020-03-30,24.0,45.0,35582072,,,1453,115,8,123,1330,135.02,44.65,2.56,47.22,87.8,-1.3937,25.56,,,,,,,0.065,0.0055,0.0511,40.84,0.225,3.23,3.46,37.38,,
Saudi Arabia,2020-03-31,24.0,45.0,35582072,,,1563,165,10,175,1388,143.17,64.36,3.54,67.9,75.27,8.71,37.99,0.897,38.88,-30.1742,,,,0.0571,0.0064,0.0511,43.93,0.281,4.64,4.92,39.01,,
Saudi Arabia,2020-04-01,24.0,45.0,35582072,,,1720,264,16,280,1440,152.34,109.53,5.23,114.76,37.58,10.8,31.95,0.923,32.88,-22.0776,,,,0.0571,0.0093,0.0511,48.34,0.45,7.42,7.87,40.47,,
Saudi Arabia,2020-04-02,24.0,45.0,35582072,,,1885,328,21,349,1536,173.02,108.51,4.82,113.34,59.68,11.97,15.44,0.982,16.42,-4.4533,0.712,,,0.0602,0.0111,0.0511,52.98,0.59,9.22,9.81,43.17,,
Saudi Arabia,2020-04-03,24.0,45.0,35582072,,,2039,351,25,376,1663,177.35,88.05,6.23,94.28,83.06,10.36,0.0897,0.417,0.507,9.85,0.808,,,0.0665,0.0123,0.0511,57.3,0.703,9.86,10.57,46.74,,
Saudi Arabia,2020-04-04,24.0,45.0,35582072,,,2179,420,29,449,1730,188.65,86.85,6.48,93.32,95.33,13.53,-10.1936,-0.2685,-10.4621,23.99,0.481,0.289,,0.0646,0.0133,0.0511,61.24,0.815,11.8,12.62,48.62,,
Saudi Arabia,2020-04-05,24.0,45.0,35582072,,,2402,488,34,522,1880,190.17,64.69,4.89,69.58,120.59,13.29,-6.9184,-0.2107,-7.129,20.42,2.92,2.08,,0.0651,0.0142,0.0511,67.51,0.956,13.71,14.67,52.84,,
Saudi Arabia,2020-04-06,24.0,45.0,35582072,,,2605,551,38,589,2016,215.37,58.67,4.24,62.9,152.47,18.81,-6.1725,-0.4473,-6.6198,25.43,4.05,6.78,10.1,0.0645,0.0146,0.0511,73.21,1.07,15.49,16.55,56.66,,
Saudi Arabia,2020-04-07,24.0,45.0,35582072,,,2795,615,41,656,2139,242.55,61.64,3.87,65.51,177.04,24.3,-7.925,-0.4279,-8.3528,32.65,9.18,4.46,0.794,0.0625,0.0147,0.0511,78.55,1.15,17.28,18.44,60.11,,
Saudi Arabia,2020-04-08,24.0,45.0,35582072,,,2932,631,41,672,2260,269.55,50.51,3.57,54.07,215.47,34.77,-5.0689,-0.1854,-5.2543,40.02,9.6,3.4,-1.4897,0.061,0.014,0.0511,82.4,1.15,17.73,18.89,63.52,,
Saudi Arabia,2020-04-09,24.0,45.0,35582072,,,3287,666,44,710,2577,304.06,43.64,3.6,47.25,256.81,39.08,-3.4403,0.0386,-3.4016,42.48,10.08,-1.2041,0.541,0.062,0.0134,0.0511,92.38,1.24,18.72,19.95,72.42,,
Saudi Arabia,2020-04-10,24.0,45.0,35582072,,,3651,685,47,732,2919,348.81,38.12,3.75,41.87,306.94,48.35,-2.5701,0.315,-2.2548,50.61,6.27,-0.7449,0.193,0.0642,0.0129,0.0511,102.61,1.32,19.25,20.57,82.04,,
Saudi Arabia,2020-04-11,24.0,45.0,35582072,,,4033,720,52,772,3261,394.21,38.92,4.47,43.38,350.82,50.11,-0.5718,0.517,-0.0546,50.16,6.56,-1.385,,0.0674,0.0129,0.0511,113.34,1.46,20.23,21.7,91.65,,
Saudi Arabia,2020-04-12,24.0,45.0,35582072,,,4462,761,59,820,3642,464.21,43.48,5.8,49.28,414.93,56.53,2.19,0.767,2.96,53.57,4.95,0.0916,,0.072,0.0132,0.0511,125.4,1.66,21.39,23.05,102.35,,
Saudi Arabia,2020-04-13,24.0,45.0,35582072,,,4934,805,65,870,4064,490.32,46.9,6.17,53.07,437.24,62.2,8.18,0.762,8.95,53.25,6.62,0.0449,,0.0747,0.0132,0.0511,138.67,1.83,22.62,24.45,114.21,,
Saudi Arabia,2020-04-14,24.0,45.0,35582072,,,5369,889,73,962,4407,540.12,55.81,6.71,62.52,477.61,67.87,10.17,0.434,10.6,57.27,6.7,2.75,9.01,0.0759,0.0136,0.0511,150.89,2.05,24.98,27.04,123.85,,
Saudi Arabia,2020-04-15,24.0,45.0,35582072,,,5862,931,79,1010,4852,633.76,85.2,6.71,91.9,541.85,74.98,14.71,0.0272,14.74,60.23,13.87,7.19,41.81,0.0782,0.0135,0.0511,164.75,2.22,26.16,28.39,136.36,,
Saudi Arabia,2020-04-16,24.0,45.0,35582072,,,6380,990,83,1073,5307,712.47,89.86,6.11,95.97,616.5,103.5,18.84,-0.1555,18.69,84.81,23.16,14.22,-3.1919,0.0774,0.013,0.0511,179.3,2.33,27.82,30.16,149.15,,
Saudi Arabia,2020-04-17,24.0,45.0,35582072,,,7142,1049,87,1136,6006,811.92,96.44,5.91,102.36,709.56,124.4,19.4,-0.2906,19.11,105.29,28.17,1.28,0.166,0.0766,0.0122,0.0511,200.72,2.45,29.48,31.93,168.79,,
Saudi Arabia,2020-04-18,24.0,45.0,35582072,,,8274,1329,92,1421,6853,966.09,121.5,5.42,126.92,839.17,138.31,14.28,-0.1741,14.1,124.2,15.85,-10.3618,8.33,0.0647,0.0111,0.0511,232.53,2.59,37.35,39.94,192.6,,
Saudi Arabia,2020-04-19,24.0,45.0,35582072,,,9362,1398,97,1495,7867,1101.69,139.53,5.22,144.74,956.94,143.32,17.96,-0.0098,17.95,125.38,-0.9622,0.107,0.0403,0.0649,0.0104,0.0511,263.11,2.73,39.29,42.02,221.09,,
