Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Rwanda,2020-04-06,-1.9403,29.87,12916359,105,Units Unclear,105,4,0,4,101,,,,,,,,,,,,,,0.0,0.0,0.034,8.13,0.0,0.31,0.31,7.82,1.0,8.13
Rwanda,2020-04-07,-1.9403,29.87,12916359,911,Units Unclear,105,7,0,7,98,,,,,,,,,,,,,,0.0,0.0,0.034,8.13,0.0,0.542,0.542,7.59,8.68,70.53
Rwanda,2020-04-08,-1.9403,29.87,12916359,1683,Units Unclear,110,7,0,7,103,,,,,,,,,,,,,,0.0,0.0,0.034,8.52,0.0,0.542,0.542,7.97,15.3,130.3
Rwanda,2020-04-09,-1.9403,29.87,12916359,2403,Units Unclear,110,7,0,7,103,,,,,,,,,,,,,,0.0,0.0,0.034,8.52,0.0,0.542,0.542,7.97,21.85,186.04
Rwanda,2020-04-10,-1.9403,29.87,12916359,3439,Units Unclear,118,7,0,7,111,3.25,2.79,,,,,,,,,,,,0.0,0.0,0.034,9.14,0.0,0.542,0.542,8.59,29.14,266.25
Rwanda,2020-04-11,-1.9403,29.87,12916359,4281,Units Unclear,120,18,0,18,102,4.25,5.77,,,,,,,,,,,,0.0,0.0,0.034,9.29,0.0,1.39,1.39,7.9,35.67,331.44
Rwanda,2020-04-12,-1.9403,29.87,12916359,5441,Units Unclear,126,25,0,25,101,3.88,8.47,,,,,,,,,,,,0.0,0.0,0.034,9.76,0.0,1.94,1.94,7.82,43.18,421.25
Rwanda,2020-04-13,-1.9403,29.87,12916359,6342,Units Unclear,127,42,0,42,85,4.18,15.09,,,,0.0836,4.91,,,,,,,0.0,0.0,0.034,9.83,0.0,3.25,3.25,6.58,49.94,491.01
Rwanda,2020-04-14,-1.9403,29.87,12916359,7325,Units Unclear,134,49,0,49,85,3.73,18.37,,,,-0.235,2.27,,,,,,,0.0,0.0,0.034,10.37,0.0,3.79,3.79,6.58,54.66,567.11
Rwanda,2020-04-15,-1.9403,29.87,12916359,8248,Units Unclear,136,54,0,54,82,3.59,11.43,,,,-0.1752,-0.8537,,,,-0.1037,,,0.0,0.0,0.034,10.53,0.0,4.18,4.18,6.35,60.65,638.57
Rwanda,2020-04-16,-1.9403,29.87,12916359,8912,Units Unclear,138,60,0,60,78,3.07,10.33,,,,-0.337,-1.8807,,,,,,,0.0,0.0,0.034,10.68,0.0,4.65,4.65,6.04,64.58,689.98
Rwanda,2020-04-17,-1.9403,29.87,12916359,9672,Units Unclear,143,65,0,65,78,3.02,5.75,,,,-0.2334,-1.3254,,,,,,,0.0,0.0,0.034,11.07,0.0,5.03,5.03,6.04,67.64,748.82
Rwanda,2020-04-18,-1.9403,29.87,12916359,10384,Units Unclear,144,69,0,69,75,2.34,5.52,,,,-0.1951,-1.0143,,,,,,,0.0,0.0,0.034,11.15,0.0,5.34,5.34,5.81,72.11,803.94
Rwanda,2020-04-19,-1.9403,29.87,12916359,11106,Units Unclear,147,76,0,76,71,2.49,4.95,,,,0.2,-0.9474,,,,,,,0.0,0.0,0.034,11.38,0.0,5.88,5.88,5.5,75.55,859.84
Rwanda,2020-04-20,-1.9403,29.87,12916359,12405,Units Unclear,147,76,0,76,71,2.32,4.14,,,,0.279,-0.5124,,,,,,,0.0,0.0,0.034,11.38,0.0,5.88,5.88,5.5,84.39,960.41
Rwanda,2020-04-21,-1.9403,29.87,12916359,13854,Units Unclear,150,84,0,84,66,4.52,3.57,,,,0.912,-0.5466,,,,0.887,,,0.0,0.0,0.034,11.61,0.0,6.5,6.5,5.11,92.36,1072.59
Rwanda,2020-04-22,-1.9403,29.87,12916359,14892,Units Unclear,153,84,0,84,69,5.33,2.97,,,,1.53,-0.3701,,,,1.36,,,0.0,0.0,0.034,11.85,0.0,6.5,6.5,5.34,97.33,1152.96
Rwanda,2020-04-23,-1.9403,29.87,12916359,16235,Units Unclear,154,87,0,87,67,5.87,2.41,,,,1.87,-0.427,,,,0.424,-0.1918,,0.0,0.0,0.034,11.92,0.0,6.74,6.74,5.19,105.42,1256.93
Rwanda,2020-04-24,-1.9403,29.87,12916359,17281,Units Unclear,176,87,0,87,89,8.82,2.55,,,,1.68,-0.2679,,,,0.146,-0.0711,,0.0,0.0,0.034,13.63,0.0,6.74,6.74,6.89,98.19,1337.92
Rwanda,2020-04-25,-1.9403,29.87,12916359,18556,Units Unclear,183,88,0,88,95,9.27,1.56,,,,1.97,-0.0649,,,,-0.1829,0.0033,,0.0,0.0,0.034,14.17,0.0,6.81,6.81,7.36,101.4,1436.63
Rwanda,2020-04-26,-1.9403,29.87,12916359,19581,Units Unclear,191,92,0,92,99,10.82,2.05,,,,1.4,0.108,,,,-0.4019,-0.092,,0.0,0.0,0.034,14.79,0.0,7.12,7.12,7.66,102.52,1515.98
Rwanda,2020-04-27,-1.9403,29.87,12916359,20795,Units Unclear,207,93,0,93,114,13.94,2.4,,,,0.609,0.283,,,,-0.2711,,,0.0,0.0,0.034,16.03,0.0,7.2,7.2,8.83,100.46,1609.97
Rwanda,2020-04-28,-1.9403,29.87,12916359,22300,Units Unclear,212,95,0,95,117,10.77,3.11,,,,0.335,0.739,,,,-0.0905,,,0.0,0.0,0.034,16.41,0.0,7.36,7.36,9.06,105.19,1726.49
Rwanda,2020-04-29,-1.9403,29.87,12916359,24005,Units Unclear,225,98,0,98,127,10.92,4.44,,,,-0.543,0.886,,,,-0.1402,,,0.0,0.0,0.034,17.42,0.0,7.59,7.59,9.83,106.69,1858.5
Rwanda,2020-04-30,-1.9403,29.87,12916359,25145,Units Unclear,243,104,0,104,139,10.81,4.53,,,,-1.212,0.789,,,,,,,0.0,0.0,0.034,18.81,0.0,8.05,8.05,10.76,103.48,1946.76
Rwanda,2020-05-01,-1.9403,29.87,12916359,26510,Units Unclear,249,109,0,109,140,8.38,5.09,,,,,,,,,,,,0.0,0.0,0.034,19.28,0.0,8.44,8.44,10.84,106.47,2052.44
Rwanda,2020-05-02,-1.9403,29.87,12916359,27707,Units Unclear,255,120,0,120,135,7.69,5.36,,,,,,,,,,,,0.0,0.0,0.034,19.74,0.0,9.29,9.29,10.45,108.65,2145.11
Rwanda,2020-05-03,-1.9403,29.87,12916359,28754,Units Unclear,259,124,0,124,135,,,,,,,,,,,,,,0.0,0.0,0.034,20.05,0.0,9.6,9.6,10.45,111.02,2226.17
Rwanda,2020-05-04,-1.9403,29.87,12916359,28754,Units Unclear,261,128,0,128,133,,,,,,,,,,,,,,0.0,0.0,0.034,20.21,0.0,9.91,9.91,10.3,110.17,2226.17
Rwanda,2020-05-05,-1.9403,29.87,12916359,28754,Units Unclear,261,129,0,129,132,,,,,,,,,,,,,,0.0,0.0,0.034,20.21,0.0,9.99,9.99,10.22,110.17,2226.17
Rwanda,2020-01-22,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-23,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-24,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-25,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-26,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-27,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-28,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-29,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-30,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-01-31,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-01,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-02,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-03,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-04,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-05,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-06,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-07,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-08,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-09,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-10,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-11,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-12,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-13,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-14,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-15,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-16,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-17,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-18,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-19,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-20,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-21,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-22,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-23,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-24,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-25,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
Rwanda,2020-02-26,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0,,
