Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Belgium,2020-03-01,50.83,4.0,11572730,56,Units Unclear,2,1,0,1,1,,,,,,,,,,,,,,0.0,0.0,0.034,0.173,0.0,0.0864,0.0864,0.0864,28.0,4.84
Belgium,2020-03-02,50.83,4.0,11572730,330,Units Unclear,8,1,0,1,7,,,,,,,,,,,,,,0.0,0.0,0.034,0.691,0.0,0.0864,0.0864,0.605,41.25,28.52
Belgium,2020-03-03,50.83,4.0,11572730,807,Units Unclear,13,1,0,1,12,,,,,,,,,,,,,,0.0,0.0,0.034,1.12,0.0,0.0864,0.0864,1.04,62.08,69.73
Belgium,2020-03-04,50.83,4.0,11572730,1461,Units Unclear,23,1,0,1,22,,,,,,,,,,,,,,0.0,0.0,0.034,1.99,0.0,0.0864,0.0864,1.9,63.52,126.25
Belgium,2020-03-05,50.83,4.0,11572730,2168,Units Unclear,50,1,0,1,49,46.53,0.0,,,,,,,,,,,,0.0,0.0,0.034,4.32,0.0,0.0864,0.0864,4.23,43.36,187.34
Belgium,2020-03-06,50.83,4.0,11572730,3198,Units Unclear,109,1,0,1,108,68.09,0.0,,,,,,,,,,,,0.0,0.0,0.034,9.42,0.0,0.0864,0.0864,9.33,29.34,276.34
Belgium,2020-03-07,50.83,4.0,11572730,3607,Units Unclear,169,1,0,1,168,91.25,0.0,,,,,,,,,,,,0.0,0.0,0.034,14.6,0.0,0.0864,0.0864,14.52,21.34,311.68
Belgium,2020-03-08,50.83,4.0,11572730,4025,Units Unclear,200,1,0,1,199,90.54,0.0,,,,7.77,,,,,,,,0.0,0.0,0.034,17.28,0.0,0.0864,0.0864,17.2,20.12,347.8
Belgium,2020-03-09,50.83,4.0,11572730,4549,Units Unclear,239,1,0,1,238,71.74,0.0,,,,0.36,,,,,,,,0.0,0.0,0.034,20.65,0.0,0.0864,0.0864,20.57,19.03,393.08
Belgium,2020-03-10,50.83,4.0,11572730,5252,Units Unclear,267,1,0,1,266,70.24,0.0,,,,-2.8116,,,,,0.304,,,0.0,0.0,0.034,23.07,0.0,0.0864,0.0864,22.99,19.67,453.83
Belgium,2020-03-11,50.83,4.0,11572730,6196,Units Unclear,314,1,3,4,310,69.81,0.0,,,,5.51,,,,,13.13,,,0.75,0.0096,0.034,27.13,0.259,0.0864,0.346,26.79,19.73,535.4
Belgium,2020-03-12,50.83,4.0,11572730,7526,Units Unclear,314,1,3,4,310,74.39,0.0,,,,13.94,,,,,,,,0.75,0.0096,0.034,27.13,0.259,0.0864,0.346,26.79,23.97,650.32
Belgium,2020-03-13,50.83,4.0,11572730,9756,Units Unclear,559,1,3,4,555,132.37,0.0,,,,34.0,,,,,40.17,17.43,,0.75,0.0054,0.034,48.3,0.259,0.0864,0.346,47.96,17.45,843.02
Belgium,2020-03-14,50.83,4.0,11572730,11593,Units Unclear,689,1,4,5,684,169.31,0.0,,,,57.2,,,,,38.7,,,0.8,0.0058,0.034,59.54,0.346,0.0864,0.432,59.1,16.83,1001.75
Belgium,2020-03-15,50.83,4.0,11572730,12700,Units Unclear,886,1,4,5,881,220.31,0.633,0.985,1.62,218.69,65.68,,,,,13.77,-7.757,4.15,0.8,0.0045,0.034,76.56,0.346,0.0864,0.432,76.13,14.33,1097.41
Belgium,2020-03-16,50.83,4.0,11572730,14218,Units Unclear,1058,1,5,6,1052,299.21,0.633,1.6,2.24,296.98,60.18,,,,,-3.3455,1.76,,0.833,0.0047,0.034,91.42,0.432,0.0864,0.518,90.9,13.44,1228.58
Belgium,2020-03-17,50.83,4.0,11572730,16069,Units Unclear,1243,1,10,11,1232,274.26,0.0,4.32,4.32,269.94,48.18,,,,,-4.1248,1.48,,0.909,0.008,0.034,107.41,0.864,0.0864,0.951,106.46,12.93,1388.52
Belgium,2020-03-18,50.83,4.0,11572730,18275,Units Unclear,1486,31,14,45,1441,330.94,37.72,6.94,44.66,286.29,50.22,5.26,5.57,10.83,39.38,-3.6224,,,0.311,0.0094,0.034,128.41,1.21,2.68,3.89,124.52,12.3,1579.14
Belgium,2020-03-19,50.83,4.0,11572730,20961,Units Unclear,1795,31,21,52,1743,380.29,37.72,10.92,48.64,331.65,48.08,97.04,8.54,105.58,-57.5029,9.29,,,0.404,0.0117,0.034,155.11,1.81,2.68,4.49,150.61,11.68,1811.24
Belgium,2020-03-20,50.83,4.0,11572730,23459,Units Unclear,2257,1,37,38,2219,446.47,1.22,18.74,19.95,426.52,81.86,,9.38,,,18.59,,,0.974,0.0164,0.034,195.03,3.2,0.0864,3.28,191.74,10.39,2027.09
Belgium,2020-03-21,50.83,4.0,11572730,25288,Units Unclear,2815,263,67,330,2485,542.6,368.66,28.78,397.44,145.16,92.79,114.21,11.02,125.23,-32.4409,24.83,0.847,,0.203,0.0238,0.034,243.24,5.79,22.73,28.52,214.73,8.98,2185.14
