Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Netherlands,2020-03-15,21.41,-53.0056,17383205,17080,People Tested,1138,2,20,22,1116,,,,,,,,,,,,,,0.909,0.0176,0.753,65.47,1.15,0.115,1.27,64.2,15.01,982.56
Netherlands,2020-03-16,21.41,-53.0056,17383205,17080,People Tested,1416,2,24,26,1390,,,,,,,,,,,,,,0.923,0.0169,0.753,81.46,1.38,0.115,1.5,79.96,12.06,982.56
Netherlands,2020-03-17,21.41,-53.0056,17383205,17080,People Tested,1711,2,43,45,1666,,,,,,,,,,,,,,0.956,0.0251,0.753,98.43,2.47,0.115,2.59,95.84,9.98,982.56
Netherlands,2020-03-18,21.41,-53.0056,17383205,17080,People Tested,2058,2,58,60,1998,,,,,,,,,,,,,,0.967,0.0282,0.753,118.39,3.34,0.115,3.45,114.94,8.3,982.56
Netherlands,2020-03-19,21.41,-53.0056,17383205,17080,People Tested,2467,2,77,79,2388,507.64,0.0,28.39,28.39,479.25,,,,,,,,,0.975,0.0312,0.753,141.92,4.43,0.115,4.54,137.37,6.92,982.56
Netherlands,2020-03-20,21.41,-53.0056,17383205,17080,People Tested,3003,2,107,109,2894,568.31,0.0,39.26,39.26,529.05,,,,,,,,,0.982,0.0356,0.753,172.75,6.16,0.115,6.27,166.48,5.69,982.56
Netherlands,2020-03-21,21.41,-53.0056,17383205,17080,People Tested,3640,2,137,139,3501,669.65,0.119,41.77,41.89,627.76,,,,,,,,,0.986,0.0376,0.753,209.4,7.88,0.115,8.0,201.4,4.69,982.56
Netherlands,2020-03-22,21.41,-53.0056,17383205,38418,People Tested,4217,2,180,182,4035,746.2,0.208,53.36,53.57,692.63,92.41,,11.04,,,,,,0.989,0.0427,0.753,242.59,10.35,0.115,10.47,232.12,9.11,2210.06
Netherlands,2020-03-23,21.41,-53.0056,17383205,38418,People Tested,4764,2,214,216,4548,816.73,0.34,60.06,60.4,756.33,94.13,,10.51,,,,,,0.991,0.0449,0.753,274.06,12.31,0.115,12.43,261.63,8.06,2210.06
Netherlands,2020-03-24,21.41,-53.0056,17383205,38418,People Tested,5580,3,277,280,5300,910.08,0.51,72.71,73.22,836.86,92.85,0.606,13.97,14.58,78.27,1.65,,,0.989,0.0496,0.753,321.0,15.93,0.173,16.11,304.89,6.88,2210.06
Netherlands,2020-03-25,21.41,-53.0056,17383205,38418,People Tested,6438,4,357,361,6077,980.52,0.68,87.94,88.62,891.9,97.43,0.651,15.61,16.26,81.16,-1.1072,,,0.989,0.0555,0.753,370.36,20.54,0.23,20.77,349.59,5.97,2210.06
Netherlands,2020-03-26,21.41,-53.0056,17383205,38418,People Tested,7468,6,435,441,7027,1088.43,5.98,100.58,106.56,981.87,90.96,4.38,17.36,21.74,69.22,-5.346,-5.6411,,0.986,0.0582,0.753,429.61,25.02,0.345,25.37,404.24,5.14,2210.06
