Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-09,98,27,98,0,0,1,5,0,0
2020-05-10,103,28,103,0,0,1,5,0,0
2020-05-11,108,30,108,0,0,1,5,0,0
2020-05-12,113,31,113,0,0,2,6,0,0
2020-05-13,119,33,119,0,0,2,6,0,0
2020-05-14,125,34,125,0,0,2,6,0,0
2020-05-15,131,36,131,0,0,2,6,0,0
2020-05-16,137,38,137,0,0,2,7,0,0
2020-05-17,144,40,144,0,0,2,7,0,0
2020-05-18,151,42,151,0,0,2,7,0,0
2020-05-19,158,44,158,0,0,2,8,0,0
2020-05-20,166,46,166,0,0,2,8,0,0
2020-05-21,174,48,174,0,0,2,9,0,0
2020-05-22,183,50,183,0,0,2,9,0,0
2020-05-23,192,53,192,0,0,3,9,0,0
2020-05-24,201,55,201,0,0,3,10,0,0
2020-05-25,211,58,211,0,0,3,10,0,0
2020-05-26,221,61,221,0,0,3,11,0,0
2020-05-27,232,64,232,0,0,3,11,0,0
2020-05-28,243,67,243,0,0,3,12,0,0
2020-05-29,255,70,255,0,0,3,12,0,0
2020-05-30,268,74,268,0,0,4,13,0,0
2020-05-31,281,77,281,0,0,4,14,0,0
2020-06-01,294,81,294,0,0,4,14,0,0
2020-06-02,309,85,309,0,0,4,15,0,0
2020-06-03,324,89,324,0,0,4,16,0,0
2020-06-04,340,93,340,0,0,5,17,0,0
2020-06-05,356,98,356,0,0,5,17,0,0
2020-06-06,374,103,374,0,0,5,18,0,0
2020-06-07,392,108,392,0,0,5,19,0,0
2020-06-08,411,113,411,0,0,5,20,0,0
2020-06-09,431,118,431,0,0,6,21,0,0
2020-06-10,452,124,452,0,0,6,22,0,0
2020-06-11,474,130,474,0,0,6,23,0,0
2020-06-12,497,136,497,0,0,7,24,0,0
2020-06-13,521,143,521,0,0,7,25,0,0
2020-06-14,546,150,546,0,0,7,26,0,0
2020-06-15,573,157,573,0,0,8,28,0,0
2020-06-16,601,165,601,0,0,8,29,0,0
2020-06-17,630,172,630,0,0,8,30,0,0
2020-06-18,660,181,660,0,0,9,32,0,0
2020-06-19,692,189,692,0,0,9,33,0,0
2020-06-20,726,198,726,0,0,9,35,0,0
2020-06-21,761,208,761,0,0,10,37,0,0
2020-06-22,797,218,797,0,0,10,38,0,0
2020-06-23,836,228,836,0,0,11,40,0,0
2020-06-24,876,239,876,0,0,11,42,0,0
2020-06-25,918,250,918,0,0,12,44,0,0
2020-06-26,962,262,962,0,0,12,46,0,0
2020-06-27,1008,274,1008,0,0,13,48,0,0
2020-06-28,1056,287,1056,0,0,14,50,0,0
2020-06-29,1106,301,1106,0,0,14,53,0,0
2020-06-30,1159,315,1159,0,0,15,55,0,0
2020-07-01,1214,330,1214,0,0,15,58,0,0
2020-07-02,1272,345,1272,0,0,16,60,0,0
2020-07-03,1332,361,1332,0,0,17,63,0,0
2020-07-04,1396,378,1396,0,0,17,66,0,0
2020-07-05,1462,395,1462,0,0,18,69,0,0
2020-07-06,1530,414,1530,0,0,19,72,0,0
2020-07-07,1603,433,1603,0,0,20,75,0,0
2020-07-08,1678,452,1678,0,0,21,79,0,0
2020-07-09,1756,473,1756,0,0,22,82,0,0
2020-07-10,1839,495,1839,0,0,22,86,0,0
2020-07-11,1924,517,1924,0,0,23,89,0,0
2020-07-12,2014,540,2014,0,0,24,93,0,0
2020-07-13,2107,565,2107,0,0,25,97,0,0
2020-07-14,2204,590,2204,0,0,26,102,0,0
2020-07-15,2306,616,2306,0,0,27,106,0,0
2020-07-16,2412,643,2412,0,0,28,110,0,0
2020-07-17,2522,672,2522,0,0,29,115,0,0
2020-07-18,2638,701,2638,0,0,31,120,0,0
2020-07-19,2757,732,2757,0,0,32,125,0,0
2020-07-20,2882,763,2882,0,0,33,130,0,0
2020-07-21,3012,796,3012,0,0,34,135,0,0
2020-07-22,3147,830,3147,0,0,35,141,0,0
2020-07-23,3288,865,3288,0,0,36,146,0,0
2020-07-24,3434,902,3434,0,0,38,152,0,0
2020-07-25,3586,939,3586,0,0,39,158,0,0
2020-07-26,3744,978,3744,0,0,40,164,0,0
2020-07-27,3908,1018,3908,0,0,41,170,0,0
2020-07-28,4078,1060,4078,0,0,43,177,0,0
2020-07-29,4255,1103,4255,0,0,44,183,0,0
2020-07-30,4438,1147,4438,0,0,45,190,0,0
2020-07-31,4628,1192,4628,0,0,47,196,0,0
2020-08-01,4824,1238,4824,0,0,48,203,0,0
2020-08-02,5027,1286,5027,0,0,49,210,0,0
2020-08-03,5237,1335,5237,0,0,50,217,0,0
2020-08-04,5455,1386,5455,0,0,51,224,0,0
2020-08-05,5679,1437,5679,0,0,53,232,0,0
2020-08-06,5911,1490,5911,0,0,54,239,0,0
2020-08-07,6150,1544,6150,0,0,55,246,0,0
2020-08-08,6396,1598,6396,0,0,56,254,0,0
2020-08-09,6649,1654,6649,0,0,57,261,0,0
2020-08-10,6910,1711,6910,0,0,58,268,0,0
2020-08-11,7178,1769,7178,0,0,59,275,0,0
2020-08-12,7454,1827,7454,0,0,59,282,0,0
2020-08-13,7736,1887,7736,0,0,60,290,0,0
2020-08-14,8026,1947,8026,0,0,60,296,0,0
2020-08-15,8322,2007,8322,0,0,61,303,0,0
2020-08-16,8625,2068,8625,0,0,61,310,0,0
2020-08-17,8935,2129,8935,0,0,61,316,0,0
2020-08-18,9251,2190,9251,0,0,61,322,0,0
2020-08-19,9573,2251,9573,0,0,61,328,0,0
2020-08-20,9901,2312,9901,0,0,61,333,0,0
2020-08-21,10234,2373,10234,0,0,60,338,0,0
2020-08-22,10572,2434,10572,0,0,60,343,0,0
2020-08-23,10914,2493,10914,0,0,59,347,0,0
2020-08-24,11261,2552,11261,0,0,58,350,0,0
2020-08-25,11612,2610,11612,0,0,57,353,0,0
