Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-06,102,358,60,41,1,-4,2,1,0
2020-05-07,105,354,62,42,1,-4,2,1,0
2020-05-08,110,351,65,43,2,-4,2,1,0
2020-05-09,113,347,67,44,2,-3,2,1,0
2020-05-10,117,344,69,46,2,-3,2,1,0
2020-05-11,120,340,71,47,2,-3,2,1,0
2020-05-12,123,337,73,48,2,-3,2,1,0
2020-05-13,127,334,75,50,2,-3,2,1,0
2020-05-14,129,330,76,51,2,-3,2,2,0
2020-05-15,133,327,78,53,2,-3,2,2,0
2020-05-16,136,324,80,54,2,-3,2,2,0
2020-05-17,139,321,81,56,2,-3,2,2,0
2020-05-18,143,317,83,58,2,-3,1,2,0
2020-05-19,145,314,84,59,2,-3,1,2,0
2020-05-20,149,311,86,61,2,-3,1,2,0
2020-05-21,152,308,87,63,2,-3,1,2,0
2020-05-22,155,305,88,65,2,-3,1,2,0
2020-05-23,158,302,90,66,2,-3,1,2,0
2020-05-24,161,299,91,68,2,-3,1,2,0
2020-05-25,164,296,92,70,2,-3,1,2,0
2020-05-26,168,293,93,72,3,-3,1,2,0
2020-05-27,171,290,94,74,3,-3,1,2,0
2020-05-28,173,287,95,75,3,-3,1,2,0
2020-05-29,176,284,96,77,3,-3,1,2,0
2020-05-30,179,281,97,79,3,-3,1,2,0
2020-05-31,181,278,97,81,3,-3,1,2,0
2020-06-01,184,276,98,83,3,-3,1,2,0
2020-06-02,187,273,99,85,3,-3,1,2,0
2020-06-03,190,270,100,87,3,-3,1,2,0
2020-06-04,192,267,100,89,3,-3,1,2,0
2020-06-05,195,265,101,91,3,-3,1,2,0
2020-06-06,197,262,101,93,3,-3,1,2,0
2020-06-07,200,260,102,95,3,-3,0,2,0
2020-06-08,202,257,102,97,3,-3,0,2,0
2020-06-09,205,254,103,99,3,-3,0,2,0
2020-06-10,208,252,103,101,4,-3,0,2,0
2020-06-11,211,249,104,103,4,-2,0,2,0
2020-06-12,213,247,104,105,4,-2,0,2,0
2020-06-13,216,244,104,108,4,-2,0,2,0
2020-06-14,219,242,105,110,4,-2,0,2,0
2020-06-15,221,239,105,112,4,-2,0,2,0
2020-06-16,223,237,105,114,4,-2,0,2,0
2020-06-17,225,235,105,116,4,-2,0,2,0
2020-06-18,227,232,105,118,4,-2,0,2,0
2020-06-19,230,230,106,120,4,-2,0,2,0
2020-06-20,232,228,106,122,4,-2,0,2,0
2020-06-21,234,225,106,124,4,-2,0,2,0
2020-06-22,237,223,106,127,4,-2,0,2,0
2020-06-23,240,221,106,129,5,-2,0,2,0
