Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-07,77,204,35,41,1,-2,2,2,0
2020-05-08,82,202,37,43,2,-2,2,2,0
2020-05-09,86,200,39,45,2,-2,2,2,0
2020-05-10,90,198,40,48,2,-2,1,3,0
2020-05-11,94,196,42,50,2,-2,1,3,0
2020-05-12,98,194,43,53,2,-2,1,3,0
2020-05-13,101,192,44,55,2,-2,1,3,0
2020-05-14,105,191,45,58,2,-1,1,3,0
2020-05-15,109,189,46,61,2,-1,1,3,0
2020-05-16,113,188,47,64,2,-1,1,3,0
2020-05-17,117,186,48,67,2,-1,1,3,0
2020-05-18,120,185,48,70,2,-1,1,3,0
2020-05-19,125,184,49,73,3,-1,1,3,0
2020-05-20,129,183,50,76,3,-1,1,3,0
2020-05-21,132,182,50,79,3,-1,0,3,0
2020-05-22,136,181,51,82,3,-1,0,3,0
2020-05-23,139,180,51,85,3,-1,0,3,0
2020-05-24,143,179,51,89,3,-1,0,3,0
2020-05-25,147,178,52,92,3,-1,0,3,0
2020-05-26,150,177,52,95,3,-1,0,3,0
2020-05-27,153,176,52,98,3,-1,0,3,0
2020-05-28,158,175,52,102,4,-1,0,3,0
2020-05-29,162,174,53,105,4,-1,0,3,0
2020-05-30,165,174,53,108,4,-1,0,3,0
2020-05-31,169,173,53,112,4,-1,0,3,0
2020-06-01,172,172,53,115,4,-1,0,3,0
2020-06-02,175,171,53,118,4,-1,0,3,0
2020-06-03,179,171,53,122,4,-1,0,3,0
2020-06-04,182,170,53,125,4,-1,0,3,0
2020-06-05,186,169,53,128,5,-1,0,3,0
2020-06-06,190,169,53,132,5,-1,0,3,0
2020-06-07,193,168,53,135,5,-1,0,3,0
2020-06-08,196,168,53,138,5,-1,0,3,0
2020-06-09,200,167,53,142,5,-1,0,3,0
2020-06-10,203,166,53,145,5,-1,0,3,0
2020-06-11,206,166,53,148,5,-1,0,3,0
2020-06-12,210,165,53,152,5,-1,0,3,0
2020-06-13,213,165,53,155,5,-1,0,3,0
2020-06-14,217,164,53,158,6,-1,0,3,0
2020-06-15,221,164,53,162,6,-1,0,3,0
2020-06-16,224,163,53,165,6,-1,0,3,0
2020-06-17,227,163,53,168,6,-1,0,3,0
