Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-08,16,20,16,0,0,-1,2,0,0
2020-05-09,18,19,18,0,0,-1,2,0,0
2020-05-10,20,17,20,0,0,-1,2,0,0
2020-05-11,22,17,22,0,0,0,2,0,0
2020-05-12,23,16,23,0,0,0,1,0,0
2020-05-13,25,16,25,0,0,0,1,0,0
2020-05-14,26,16,26,0,0,0,1,0,0
2020-05-15,27,16,27,0,0,0,1,0,0
2020-05-16,28,16,28,0,0,0,1,0,0
2020-05-17,30,16,30,0,0,0,1,0,0
2020-05-18,31,17,31,0,0,0,1,0,0
2020-05-19,32,17,32,0,0,0,1,0,0
2020-05-20,33,17,33,0,0,0,1,0,0
2020-05-21,34,18,34,0,0,0,1,0,0
2020-05-22,35,18,35,0,0,1,1,0,0
2020-05-23,36,19,36,0,0,1,1,0,0
2020-05-24,38,19,38,0,0,1,1,0,0
2020-05-25,39,20,39,0,0,1,1,0,0
2020-05-26,40,21,40,0,0,1,1,0,0
2020-05-27,41,21,41,0,0,1,1,0,0
2020-05-28,43,22,43,0,0,1,1,0,0
2020-05-29,44,23,44,0,0,1,1,0,0
2020-05-30,46,23,46,0,0,1,1,0,0
2020-05-31,47,24,47,0,0,1,2,0,0
2020-06-01,49,25,49,0,0,1,2,0,0
2020-06-02,50,26,50,0,0,1,2,0,0
2020-06-03,52,26,52,0,0,1,2,0,0
2020-06-04,53,27,53,0,0,1,2,0,0
2020-06-05,55,28,55,0,0,1,2,0,0
2020-06-06,57,29,57,0,0,1,2,0,0
2020-06-07,59,30,59,0,0,1,2,0,0
2020-06-08,60,31,60,0,0,1,2,0,0
2020-06-09,62,32,62,0,0,1,2,0,0
2020-06-10,64,33,64,0,0,1,2,0,0
2020-06-11,66,34,66,0,0,1,2,0,0
2020-06-12,68,35,68,0,0,1,2,0,0
2020-06-13,71,36,71,0,0,1,2,0,0
2020-06-14,73,37,73,0,0,1,2,0,0
2020-06-15,75,38,75,0,0,1,2,0,0
2020-06-16,78,40,78,0,0,1,2,0,0
2020-06-17,80,41,80,0,0,1,3,0,0
2020-06-18,83,42,83,0,0,1,3,0,0
2020-06-19,85,43,85,0,0,1,3,0,0
2020-06-20,88,45,88,0,0,1,3,0,0
2020-06-21,91,46,91,0,0,1,3,0,0
2020-06-22,94,48,94,0,0,2,3,0,0
2020-06-23,97,49,97,0,0,2,3,0,0
2020-06-24,100,51,100,0,0,2,3,0,0
2020-06-25,103,52,103,0,0,2,3,0,0
2020-06-26,106,54,106,0,0,2,3,0,0
2020-06-27,110,56,110,0,0,2,3,0,0
2020-06-28,113,58,113,0,0,2,4,0,0
2020-06-29,117,59,117,0,0,2,4,0,0
2020-06-30,120,61,120,0,0,2,4,0,0
2020-07-01,124,63,124,0,0,2,4,0,0
2020-07-02,128,65,128,0,0,2,4,0,0
2020-07-03,132,67,132,0,0,2,4,0,0
2020-07-04,136,69,136,0,0,2,4,0,0
2020-07-05,141,72,141,0,0,2,4,0,0
2020-07-06,145,74,145,0,0,2,5,0,0
2020-07-07,150,76,150,0,0,2,5,0,0
2020-07-08,155,79,155,0,0,2,5,0,0
2020-07-09,159,81,159,0,0,3,5,0,0
2020-07-10,164,84,164,0,0,3,5,0,0
2020-07-11,170,86,170,0,0,3,5,0,0
2020-07-12,175,89,175,0,0,3,6,0,0
2020-07-13,181,92,181,0,0,3,6,0,0
2020-07-14,186,95,186,0,0,3,6,0,0
2020-07-15,192,98,192,0,0,3,6,0,0
2020-07-16,198,101,198,0,0,3,6,0,0
2020-07-17,205,104,205,0,0,3,6,0,0
2020-07-18,211,107,211,0,0,3,7,0,0
2020-07-19,218,111,218,0,0,3,7,0,0
2020-07-20,225,114,225,0,0,4,7,0,0
2020-07-21,232,118,232,0,0,4,7,0,0
2020-07-22,239,121,239,0,0,4,8,0,0
2020-07-23,247,125,247,0,0,4,8,0,0
2020-07-24,254,129,254,0,0,4,8,0,0
2020-07-25,262,133,262,0,0,4,8,0,0
2020-07-26,271,137,271,0,0,4,9,0,0
2020-07-27,279,142,279,0,0,4,9,0,0
2020-07-28,288,146,288,0,0,5,9,0,0
2020-07-29,297,151,297,0,0,5,9,0,0
2020-07-30,307,155,307,0,0,5,10,0,0
2020-07-31,316,160,316,0,0,5,10,0,0
2020-08-01,326,165,326,0,0,5,10,0,0
2020-08-02,336,171,336,0,0,5,11,0,0
2020-08-03,347,176,347,0,0,6,11,0,0
2020-08-04,358,181,358,0,0,6,11,0,0
2020-08-05,369,187,369,0,0,6,12,0,0
2020-08-06,381,193,381,0,0,6,12,0,0
2020-08-07,393,199,393,0,0,6,12,0,0
2020-08-08,405,205,405,0,0,6,13,0,0
2020-08-09,418,212,418,0,0,7,13,0,0
2020-08-10,431,218,431,0,0,7,14,0,0
2020-08-11,445,225,445,0,0,7,14,0,0
2020-08-12,459,232,459,0,0,7,14,0,0
2020-08-13,473,239,473,0,0,7,15,0,0
2020-08-14,488,247,488,0,0,8,15,0,0
2020-08-15,503,254,503,0,0,8,16,0,0
2020-08-16,519,262,519,0,0,8,16,0,0
2020-08-17,535,270,535,0,0,8,17,0,0
2020-08-18,552,279,552,0,0,9,17,0,0
2020-08-19,569,287,569,0,0,9,18,0,0
2020-08-20,587,296,587,0,0,9,18,0,0
2020-08-21,605,305,605,0,0,9,19,0,0
2020-08-22,624,315,624,0,0,10,19,0,0
2020-08-23,643,324,643,0,0,10,20,0,0
2020-08-24,663,334,663,0,0,10,21,0,0
2020-08-25,684,344,684,0,0,11,21,0,0
2020-08-26,705,355,705,0,0,11,22,0,0
2020-08-27,727,366,727,0,0,11,23,0,0
2020-08-28,749,377,749,0,0,12,23,0,0
2020-08-29,773,389,773,0,0,12,24,0,0
2020-08-30,796,400,796,0,0,12,25,0,0
2020-08-31,821,413,821,0,0,13,25,0,0
2020-09-01,846,425,846,0,0,13,26,0,0
2020-09-02,873,438,873,0,0,13,27,0,0
2020-09-03,899,451,899,0,0,14,28,0,0
2020-09-04,927,465,927,0,0,14,29,0,0
2020-09-05,956,479,956,0,0,14,29,0,0
2020-09-06,985,494,985,0,0,15,30,0,0
2020-09-07,1015,508,1015,0,0,15,31,0,0
2020-09-08,1046,524,1046,0,0,16,32,0,0
2020-09-09,1078,539,1078,0,0,16,33,0,0
2020-09-10,1111,556,1111,0,0,17,34,0,0
2020-09-11,1145,572,1145,0,0,17,35,0,0
2020-09-12,1180,589,1180,0,0,18,36,0,0
2020-09-13,1216,607,1216,0,0,18,37,0,0
2020-09-14,1253,625,1253,0,0,19,38,0,0
2020-09-15,1291,643,1291,0,0,19,39,0,0
2020-09-16,1330,662,1330,0,0,20,40,0,0
2020-09-17,1370,682,1370,0,0,20,41,0,0
2020-09-18,1411,702,1411,0,0,21,43,0,0
2020-09-19,1454,723,1454,0,0,21,44,0,0
2020-09-20,1498,744,1498,0,0,22,45,0,0
2020-09-21,1543,765,1543,0,0,22,46,0,0
2020-09-22,1589,788,1589,0,0,23,47,0,0
2020-09-23,1636,810,1636,0,0,23,49,0,0
2020-09-24,1685,834,1685,0,0,24,50,0,0
2020-09-25,1735,858,1735,0,0,25,52,0,0
2020-09-26,1787,883,1787,0,0,25,53,0,0
2020-09-27,1840,908,1840,0,0,26,54,0,0
2020-09-28,1894,934,1894,0,0,27,56,0,0
2020-09-29,1950,960,1950,0,0,27,57,0,0
2020-09-30,2007,988,2007,0,0,28,59,0,0
2020-10-01,2066,1015,2066,0,0,29,60,0,0
2020-10-02,2127,1044,2127,0,0,29,62,0,0
2020-10-03,2189,1073,2189,0,0,30,64,0,0
2020-10-04,2252,1103,2252,0,0,31,65,0,0
2020-10-05,2318,1134,2318,0,0,31,67,0,0
2020-10-06,2385,1165,2385,0,0,32,69,0,0
2020-10-07,2453,1197,2453,0,0,33,71,0,0
2020-10-08,2524,1230,2524,0,0,33,72,0,0
2020-10-09,2596,1263,2596,0,0,34,74,0,0
2020-10-10,2670,1297,2670,0,0,35,76,0,0
2020-10-11,2746,1332,2746,0,0,36,78,0,0
2020-10-12,2824,1368,2824,0,0,36,80,0,0
2020-10-13,2904,1405,2904,0,0,37,82,0,0
2020-10-14,2986,1442,2986,0,0,38,84,0,0
2020-10-15,3069,1480,3069,0,0,39,86,0,0
2020-10-16,3155,1519,3155,0,0,40,88,0,0
2020-10-17,3243,1558,3243,0,0,40,90,0,0
2020-10-18,3332,1598,3332,0,0,41,92,0,0
2020-10-19,3424,1639,3424,0,0,42,94,0,0
2020-10-20,3518,1681,3518,0,0,43,96,0,0
2020-10-21,3614,1724,3614,0,0,43,98,0,0
2020-10-22,3712,1767,3712,0,0,44,100,0,0
2020-10-23,3812,1811,3812,0,0,45,102,0,0
2020-10-24,3915,1856,3915,0,0,46,105,0,0
2020-10-25,4020,1901,4020,0,0,46,107,0,0
2020-10-26,4126,1948,4126,0,0,47,109,0,0
2020-10-27,4236,1994,4236,0,0,48,111,0,0
2020-10-28,4347,2042,4347,0,0,48,114,0,0
2020-10-29,4460,2090,4460,0,0,49,116,0,0
2020-10-30,4576,2139,4576,0,0,50,118,0,0
2020-10-31,4694,2189,4694,0,0,50,120,0,0
2020-11-01,4814,2239,4814,0,0,51,122,0,0
2020-11-02,4937,2290,4937,0,0,51,125,0,0
2020-11-03,5062,2342,5062,0,0,52,127,0,0
2020-11-04,5188,2394,5188,0,0,53,129,0,0
2020-11-05,5318,2446,5318,0,0,53,131,0,0
2020-11-06,5449,2499,5449,0,0,53,133,0,0
2020-11-07,5582,2553,5582,0,0,54,136,0,0
2020-11-08,5718,2606,5718,0,0,54,138,0,0
2020-11-09,5856,2661,5856,0,0,55,140,0,0
2020-11-10,5996,2715,5996,0,0,55,142,0,0
2020-11-11,6137,2770,6137,0,0,55,144,0,0
2020-11-12,6281,2826,6281,0,0,55,146,0,0
2020-11-13,6427,2881,6427,0,0,56,148,0,0
2020-11-14,6575,2937,6575,0,0,56,150,0,0
2020-11-15,6725,2992,6725,0,0,56,151,0,0
2020-11-16,6876,3048,6876,0,0,56,153,0,0
2020-11-17,7029,3104,7029,0,0,56,155,0,0
2020-11-18,7184,3160,7184,0,0,56,156,0,0
2020-11-19,7341,3216,7341,0,0,56,158,0,0
2020-11-20,7498,3271,7498,0,0,55,159,0,0
2020-11-21,7658,3327,7658,0,0,55,161,0,0
2020-11-22,7819,3382,7819,0,0,55,162,0,0
2020-11-23,7980,3437,7980,0,0,54,163,0,0
2020-11-24,8144,3491,8144,0,0,54,164,0,0
2020-11-25,8308,3545,8308,0,0,53,165,0,0
2020-11-26,8473,3598,8473,0,0,53,166,0,0
2020-11-27,8638,3651,8638,0,0,52,167,0,0
2020-11-28,8805,3703,8805,0,0,51,167,0,0
2020-11-29,8972,3754,8972,0,0,50,167,0,0
2020-11-30,9140,3805,9140,0,0,50,168,0,0
2020-12-01,9307,3854,9307,0,0,49,168,0,0
2020-12-02,9475,3903,9475,0,0,48,168,0,0
