Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-07,1927,227,1287,618,22,20,41,43,2
2020-05-08,2012,247,1328,661,23,16,47,44,2
2020-05-09,2105,262,1375,705,25,14,51,46,2
2020-05-10,2203,276,1426,751,26,13,54,47,2
2020-05-11,2306,288,1480,798,28,12,57,49,2
2020-05-12,2414,300,1537,847,30,12,60,51,2
2020-05-13,2527,313,1597,898,32,13,62,53,2
2020-05-14,2644,325,1660,951,33,13,65,55,2
2020-05-15,2766,338,1725,1006,35,13,68,57,2
2020-05-16,2893,352,1792,1064,37,14,70,60,2
2020-05-17,3026,366,1863,1123,40,14,73,62,2
2020-05-18,3163,380,1936,1185,42,15,76,64,2
2020-05-19,3305,395,2012,1249,44,16,79,67,2
2020-05-20,3453,410,2091,1316,46,16,82,69,2
2020-05-21,3608,427,2173,1386,49,17,85,72,3
2020-05-22,3767,443,2258,1458,51,17,89,75,3
2020-05-23,3934,461,2347,1533,54,18,92,78,3
2020-05-24,4107,479,2439,1611,57,19,96,81,3
2020-05-25,4287,498,2535,1692,60,20,99,84,3
2020-05-26,4473,517,2634,1776,63,20,103,87,3
2020-05-27,4667,537,2738,1863,66,21,107,91,3
2020-05-28,4868,558,2845,1954,69,22,112,94,3
2020-05-29,5078,580,2957,2049,72,23,116,98,3
2020-05-30,5296,603,3073,2147,76,24,121,102,4
2020-05-31,5521,627,3193,2249,79,25,125,106,4
2020-06-01,5757,651,3319,2355,83,26,130,110,4
2020-06-02,6001,677,3449,2465,87,27,135,115,4
2020-06-03,6255,703,3584,2580,91,28,141,119,4
2020-06-04,6519,731,3725,2699,95,29,146,124,4
2020-06-05,6793,760,3871,2823,99,30,152,129,5
2020-06-06,7078,790,4023,2951,104,31,158,134,5
2020-06-07,7375,820,4181,3085,109,32,164,139,5
2020-06-08,7682,853,4345,3224,113,33,170,144,5
2020-06-09,8002,886,4515,3368,119,35,177,150,5
2020-06-10,8335,921,4693,3518,124,36,184,156,5
2020-06-11,8680,957,4877,3674,129,38,191,162,6
2020-06-12,9039,994,5068,3836,135,39,199,168,6
2020-06-13,9412,1033,5267,4004,141,41,207,175,6
2020-06-14,9800,1074,5474,4179,147,42,215,182,6
2020-06-15,10202,1116,5688,4361,153,44,223,189,7
2020-06-16,10621,1160,5911,4550,160,45,232,196,7
2020-06-17,11056,1205,6143,4746,167,47,241,204,7
2020-06-18,11508,1252,6384,4950,174,49,250,212,7
2020-06-19,11979,1302,6635,5162,182,51,260,220,8
2020-06-20,12466,1353,6895,5382,189,53,270,229,8
2020-06-21,12974,1406,7165,5611,198,55,281,238,8
2020-06-22,13501,1461,7446,5849,206,57,292,247,9
2020-06-23,14050,1518,7738,6097,215,59,303,257,9
2020-06-24,14619,1577,8041,6354,224,62,315,267,9
2020-06-25,15211,1639,8357,6621,233,64,328,278,10
2020-06-26,15825,1703,8684,6898,243,67,340,288,10
2020-06-27,16465,1770,9025,7187,253,69,354,300,11
2020-06-28,17127,1839,9378,7486,263,72,368,311,11
2020-06-29,17818,1911,9746,7798,274,75,382,324,11
2020-06-30,18536,1986,10128,8122,286,78,397,336,12
2020-07-01,19281,2064,10525,8458,298,81,412,350,12
2020-07-02,20055,2144,10937,8808,310,84,428,363,13
2020-07-03,20860,2228,11366,9171,323,87,445,377,13
2020-07-04,21695,2316,11811,9548,336,91,463,392,14
2020-07-05,22563,2406,12273,9940,350,94,481,408,14
2020-07-06,23466,2500,12754,10348,364,98,499,424,15
2020-07-07,24405,2598,13254,10772,379,102,519,440,15
2020-07-08,25379,2699,13772,11212,395,105,539,457,16
2020-07-09,26392,2805,14312,11669,411,110,560,475,17
2020-07-10,27444,2915,14872,12145,427,114,582,494,17
2020-07-11,28538,3028,15454,12639,445,118,605,513,18
2020-07-12,29674,3147,16059,13152,463,123,628,533,19
2020-07-13,30854,3270,16687,13685,482,128,653,554,20
2020-07-14,32080,3397,17340,14239,501,133,678,576,20
2020-07-15,33354,3530,18018,14815,521,138,705,598,21
2020-07-16,34680,3668,18723,15414,543,143,732,622,22
2020-07-17,36054,3811,19455,16035,564,149,761,646,23
2020-07-18,37485,3959,20216,16682,587,154,790,671,24
2020-07-19,38970,4114,21006,17353,611,160,821,698,25
2020-07-20,40513,4274,21827,18051,635,167,853,725,26
2020-07-21,42117,4441,22680,18776,661,173,886,753,27
2020-07-22,43782,4613,23566,19529,687,180,921,783,28
2020-07-23,45514,4793,24487,20312,715,187,956,813,29
2020-07-24,47312,4980,25443,21125,744,194,993,845,30
2020-07-25,49180,5173,26437,21970,773,201,1032,878,31
2020-07-26,51120,5375,27468,22848,804,209,1072,912,32
2020-07-27,53136,5584,28540,23760,836,217,1113,948,33
2020-07-28,55232,5801,29654,24708,870,225,1157,985,35
2020-07-29,57408,6026,30811,25693,904,234,1201,1023,36
2020-07-30,59668,6260,32012,26716,940,243,1248,1063,37
2020-07-31,62017,6503,33260,27779,978,252,1296,1105,39
2020-08-01,64457,6756,34556,28884,1017,262,1346,1148,40
2020-08-02,66991,7018,35902,30032,1057,272,1398,1192,42
2020-08-03,69624,7290,37301,31224,1099,282,1452,1239,44
2020-08-04,72359,7572,38753,32463,1143,293,1508,1287,45
2020-08-05,75199,7865,40261,33750,1188,304,1566,1337,47
2020-08-06,78150,8170,41828,35087,1235,316,1627,1389,49
2020-08-07,81214,8486,43454,36476,1284,328,1689,1443,51
2020-08-08,84398,8814,45144,37919,1335,340,1754,1499,53
2020-08-09,87704,9154,46898,39419,1387,353,1822,1558,55
2020-08-10,91138,9507,48720,40976,1442,367,1892,1618,57
2020-08-11,94705,9874,50612,42594,1499,381,1964,1681,59
2020-08-12,98409,10255,52576,44275,1558,395,2040,1746,61
2020-08-13,102256,10650,54615,46021,1620,410,2118,1814,64
2020-08-14,106252,11060,56733,47835,1684,425,2199,1884,66
2020-08-15,110401,11485,58932,49719,1750,441,2283,1957,69
2020-08-16,114709,11927,61214,51676,1819,458,2370,2033,72
2020-08-17,119184,12385,63584,53710,1890,475,2460,2112,74
2020-08-18,123830,12860,66044,55821,1965,493,2554,2193,77
2020-08-19,128655,13353,68598,58015,2042,511,2651,2278,80
2020-08-20,133664,13864,71249,60293,2122,530,2752,2366,83
2020-08-21,138864,14395,74000,62659,2205,550,2856,2458,87
2020-08-22,144265,14945,76856,65117,2292,571,2964,2553,90
2020-08-23,149871,15515,79820,67669,2382,592,3076,2651,93
2020-08-24,155692,16107,82897,70320,2475,613,3192,2753,97
2020-08-25,161735,16720,86089,73074,2572,636,3313,2859,101
2020-08-26,168008,17356,89402,75933,2673,659,3438,2969,105
2020-08-27,174518,18016,92839,78902,2777,684,3567,3083,109
2020-08-28,181277,18699,96406,81985,2886,709,3701,3202,113
2020-08-29,188292,19408,100107,85187,2998,734,3839,3325,117
2020-08-30,195573,20142,103946,88512,3115,761,3983,3452,122
2020-08-31,203129,20903,107928,91964,3237,789,4131,3584,126
2020-09-01,210971,21692,112060,95548,3363,817,4285,3722,131
2020-09-02,219109,22509,116345,99270,3494,846,4444,3864,136
2020-09-03,227553,23355,120789,103134,3630,877,4609,4012,141
2020-09-04,236315,24232,125398,107146,3771,908,4779,4165,147
2020-09-05,245405,25140,130177,111310,3918,940,4956,4323,152
2020-09-06,254837,26080,135133,115634,4070,974,5138,4488,158
2020-09-07,264621,27054,140271,120122,4228,1008,5327,4659,164
2020-09-08,274770,28062,145598,124780,4392,1043,5522,4836,170
2020-09-09,285298,29105,151120,129616,4562,1080,5723,5019,177
2020-09-10,296217,30185,156843,134635,4739,1117,5932,5209,183
2020-09-11,307541,31303,162775,139844,4922,1156,6147,5406,190
2020-09-12,319283,32459,168921,145250,5112,1196,6369,5610,197
2020-09-13,331461,33654,175291,150860,5310,1237,6599,5822,205
2020-09-14,344087,34891,181890,156682,5515,1279,6836,6041,213
2020-09-15,357175,36170,188725,162723,5727,1322,7081,6268,221
2020-09-16,370745,37492,195806,168991,5948,1367,7333,6503,229
2020-09-17,384810,38859,203139,175494,6177,1412,7594,6747,237
2020-09-18,399387,40271,210733,182240,6414,1459,7862,6999,246
2020-09-19,414496,41730,218596,189239,6661,1507,8140,7260,256
2020-09-20,430150,43237,226735,196499,6916,1556,8425,7530,265
2020-09-21,446370,44793,235160,204029,7181,1607,8719,7810,275
2020-09-22,463175,46400,243880,211839,7456,1659,9022,8100,285
2020-09-23,480582,48059,252902,219939,7741,1712,9334,8399,296
2020-09-24,498611,49770,262236,228338,8037,1766,9656,8709,307
2020-09-25,517283,51536,271892,237048,8343,1821,9986,9030,318
2020-09-26,536617,53357,281878,246078,8661,1877,10326,9362,329
2020-09-27,556633,55234,292203,255439,8991,1935,10675,9705,342
2020-09-28,577355,57170,302879,265144,9332,1994,11034,10059,354
2020-09-29,598802,59163,313913,275203,9686,2054,11403,10426,367
2020-09-30,620996,61217,325315,285628,10053,2115,11781,10804,380
2020-10-01,643962,63332,337096,296433,10433,2177,12169,11196,394
2020-10-02,667721,65509,349266,307628,10827,2240,12568,11600,408
2020-10-03,692297,67748,361833,319228,11236,2304,12976,12017,423
2020-10-04,717713,70052,374809,331245,11659,2368,13394,12448,438
2020-10-05,743993,72420,388203,343693,12097,2434,13822,12893,454
2020-10-06,771162,74854,402025,356586,12551,2500,14260,13352,470
2020-10-07,799243,77355,416284,369938,13021,2567,14707,13826,487
2020-10-08,828262,79922,430992,383763,13507,2635,15165,14314,504
2020-10-09,858245,82557,446157,398077,14011,2703,15632,14818,522
2020-10-10,889217,85260,461789,412895,14533,2771,16109,15337,540
2020-10-11,921201,88031,477897,428232,15072,2840,16595,15872,559
2020-10-12,954227,90871,494492,444104,15631,2909,17089,16423,578
2020-10-13,988316,93780,511581,460526,16209,2978,17593,16990,598
2020-10-14,1023499,96758,529175,477517,16807,3047,18106,17575,619
2020-10-15,1059798,99805,547280,495092,17426,3115,18626,18176,640
2020-10-16,1097239,102920,565906,513268,18065,3183,19154,18795,662
2020-10-17,1135850,106103,585060,532063,18727,3250,19690,19431,684
2020-10-18,1175654,109353,604750,551493,19411,3317,20232,20085,707
2020-10-19,1216678,112670,624982,571578,20118,3382,20781,20757,731
2020-10-20,1258946,116052,645763,592335,20848,3447,21335,21447,755
2020-10-21,1302483,119499,667098,613782,21603,3510,21895,22155,780
2020-10-22,1347313,123009,688993,635937,22383,3571,22459,22883,805
2020-10-23,1393460,126580,711452,658820,23188,3631,23026,23629,832
2020-10-24,1440946,130210,734478,682448,24020,3688,23597,24393,859
2020-10-25,1489795,133898,758075,706842,24878,3743,24169,25177,886
2020-10-26,1540028,137641,782244,732019,25765,3795,24742,25980,914
2020-10-27,1591663,141436,806986,757998,26679,3845,25315,26801,943
2020-10-28,1644723,145281,832301,784800,27622,3891,25887,27642,973
2020-10-29,1699225,149171,858188,812442,28595,3934,26457,28502,1003
2020-10-30,1755187,153105,884645,840944,29598,3973,27023,29381,1034
2020-10-31,1812625,157077,911668,870324,30633,4007,27584,30278,1066
2020-11-01,1871552,161085,939252,900602,31698,4038,28139,31194,1098
2020-11-02,1931983,165123,967391,931796,32796,4064,28686,32129,1131
2020-11-03,1993929,169187,996077,963925,33927,4085,29225,33081,1164
2020-11-04,2057399,173272,1025302,997006,35091,4101,29753,34052,1199
2020-11-05,2122403,177373,1055055,1031058,36290,4111,30268,35040,1233
2020-11-06,2188945,181484,1085323,1066099,37523,4116,30770,36045,1269
2020-11-07,2257029,185600,1116093,1102144,38792,4114,31256,37067,1305
2020-11-08,2326656,189714,1147349,1139211,40096,4106,31725,38105,1341
2020-11-09,2397828,193820,1179073,1177317,41438,4091,32174,39159,1378
2020-11-10,2470540,197911,1211248,1216476,42816,4070,32603,40228,1416
2020-11-11,2544786,201981,1243851,1256703,44232,4041,33009,41310,1454
2020-11-12,2620559,206022,1276859,1298014,45686,4005,33390,42407,1493
2020-11-13,2697847,210026,1310249,1340420,47178,3961,33744,43516,1532
2020-11-14,2776639,213988,1343993,1383936,48710,3910,34070,44636,1571
2020-11-15,2856917,217898,1378064,1428572,50281,3851,34366,45768,1611
2020-11-16,2938661,221748,1412429,1474340,51892,3784,34629,46909,1651
2020-11-17,3021850,225532,1447058,1521249,53543,3708,34858,48059,1692
2020-11-18,3106457,229240,1481915,1569308,55234,3625,35050,49217,1732
2020-11-19,3192458,232865,1516966,1618525,56967,3534,35205,50381,1773
2020-11-20,3279817,236399,1552171,1668906,58740,3434,35320,51550,1814
2020-11-21,3368503,239833,1587492,1720457,60554,3326,35394,52723,1856
2020-11-22,3458476,243159,1622886,1773180,62410,3210,35425,53899,1897
2020-11-23,3549697,246369,1658311,1827079,64307,3087,35412,55075,1938
2020-11-24,3642123,249456,1693723,1882154,66246,2955,35352,56251,1980
2020-11-25,3735705,252411,1729075,1938405,68225,2816,35245,57425,2021
2020-11-26,3830398,255227,1764320,1995831,70247,2670,35090,58596,2062
2020-11-27,3926146,257897,1799410,2054427,72309,2517,34885,59761,2103
2020-11-28,4022895,260414,1834295,2114188,74412,2357,34630,60920,2144
2020-11-29,4120590,262771,1868925,2175108,76557,2191,34324,62070,2185
2020-11-30,4219169,264961,1903249,2237179,78741,2018,33965,63210,2225
2020-12-01,4318569,266980,1937214,2300389,80966,1841,33555,64338,2264
2020-12-02,4418727,268820,1970769,2364727,83231,1658,33092,65453,2304
2020-12-03,4519574,270479,2003861,2430179,85534,1471,32576,66552,2342
2020-12-04,4621045,271950,2036437,2496731,87877,1280,32008,67634,2380
2020-12-05,4723067,273229,2068445,2564365,90257,1085,31388,68697,2418
2020-12-06,4825569,274315,2099833,2633061,92675,888,30716,69739,2455
2020-12-07,4928479,275203,2130549,2702800,95130,688,29993,70759,2490
2020-12-08,5031720,275891,2160541,2773559,97620,487,29220,71755,2526
2020-12-09,5135222,276378,2189761,2845315,100146,285,28398,72726,2560
2020-12-10,5238904,276663,2218159,2918040,102705,82,27528,73669,2593
2020-12-11,5342695,276745,2245688,2991709,105298,-120,26613,74583,2625
2020-12-12,5446515,276624,2272300,3066292,107923,-322,25653,75467,2656
2020-12-13,5550292,276302,2297953,3141759,110580,-522,24650,76319,2686
2020-12-14,5653947,275780,2322603,3218078,113266,-720,23607,77138,2715
2020-12-15,5757406,275061,2346209,3295216,115981,-915,22525,77922,2743
2020-12-16,5860594,274145,2368734,3373137,118723,-1107,21407,78670,2769
2020-12-17,5963440,273038,2390141,3451807,121492,-1295,20256,79381,2794
2020-12-18,6065870,271743,2410397,3531187,124286,-1479,19074,80053,2818
