Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-06,2903,305,2002,887,14,53,30,79,1
2020-05-07,3013,358,2032,966,15,36,47,81,1
2020-05-08,3143,394,2079,1047,17,27,59,82,1
2020-05-09,3285,421,2138,1129,18,22,66,85,1
2020-05-10,3437,443,2204,1214,19,19,71,87,1
2020-05-11,3598,462,2275,1302,21,18,75,90,1
2020-05-12,3764,481,2350,1392,22,18,79,93,1
2020-05-13,3937,498,2429,1485,23,18,82,96,2
2020-05-14,4119,516,2512,1582,25,18,85,100,2
2020-05-15,4305,534,2597,1681,27,18,88,103,2
2020-05-16,4497,553,2685,1784,28,19,91,107,2
2020-05-17,4698,572,2777,1891,30,20,95,110,2
2020-05-18,4904,591,2871,2001,32,20,98,114,2
2020-05-19,5117,611,2969,2115,33,21,101,118,2
2020-05-20,5338,632,3071,2232,35,22,105,122,2
2020-05-21,5566,654,3175,2354,37,22,108,126,2
2020-05-22,5803,676,3284,2480,39,23,112,130,2
2020-05-23,6046,699,3395,2610,41,24,116,135,2
2020-05-24,6299,723,3511,2745,43,25,120,139,2
2020-05-25,6560,747,3631,2884,45,25,124,144,2
2020-05-26,6831,773,3755,3028,48,26,128,149,2
2020-05-27,7110,799,3883,3177,50,27,132,154,2
2020-05-28,7399,826,4015,3331,53,28,137,159,3
2020-05-29,7698,854,4152,3491,55,29,141,165,3
2020-05-30,8006,884,4293,3655,58,30,146,170,3
2020-05-31,8326,914,4440,3826,60,31,151,176,3
2020-06-01,8656,945,4591,4002,63,32,156,182,3
2020-06-02,8997,977,4747,4184,66,33,162,188,3
2020-06-03,9350,1010,4909,4372,69,34,167,195,3
2020-06-04,9715,1044,5076,4567,72,35,173,201,3
2020-06-05,10092,1080,5249,4768,75,37,179,208,3
2020-06-06,10483,1117,5428,4977,78,38,185,215,3
2020-06-07,10887,1154,5613,5192,82,39,191,223,4
2020-06-08,11303,1194,5804,5414,85,41,198,230,4
2020-06-09,11735,1234,6001,5645,89,42,204,238,4
2020-06-10,12182,1276,6206,5883,93,43,211,246,4
2020-06-11,12643,1319,6417,6129,97,45,218,255,4
2020-06-12,13119,1364,6635,6383,101,46,226,263,4
2020-06-13,13613,1411,6861,6647,105,48,233,272,4
2020-06-14,14122,1458,7094,6919,109,49,241,281,4
2020-06-15,14649,1508,7335,7200,114,51,249,291,5
2020-06-16,15194,1559,7585,7491,118,53,258,301,5
2020-06-17,15757,1612,7842,7792,123,55,266,311,5
2020-06-18,16340,1666,8109,8103,128,56,275,322,5
2020-06-19,16942,1723,8384,8425,133,58,285,333,5
2020-06-20,17564,1781,8669,8757,138,60,294,344,5
2020-06-21,18208,1841,8964,9101,143,62,304,356,6
2020-06-22,18874,1904,9268,9457,149,64,315,368,6
2020-06-23,19561,1968,9582,9824,155,67,325,380,6
2020-06-24,20273,2035,9908,10204,161,69,336,393,6
2020-06-25,21008,2104,10244,10597,167,71,347,406,6
2020-06-26,21768,2175,10591,11004,173,73,359,420,7
2020-06-27,22554,2248,10950,11424,180,76,371,434,7
2020-06-28,23367,2324,11322,11858,187,78,384,449,7
2020-06-29,24206,2402,11705,12307,194,81,397,464,7
2020-06-30,25075,2483,12102,12772,201,84,410,480,8
2020-07-01,25973,2567,12512,13252,209,87,424,496,8
2020-07-02,26900,2654,12935,13748,217,89,438,513,8
2020-07-03,27859,2743,13373,14261,225,92,452,530,8
2020-07-04,28850,2835,13826,14791,233,95,468,548,9
2020-07-05,29875,2931,14293,15340,242,99,483,567,9
2020-07-06,30934,3029,14776,15907,251,102,499,586,9
2020-07-07,32029,3131,15276,16493,260,105,516,606,10
2020-07-08,33161,3236,15792,17099,270,109,533,626,10
