Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-10,2,12,2,0,0,0,1,0,0
2020-05-11,3,12,3,0,0,0,1,0,0
2020-05-12,3,11,3,0,0,0,1,0,0
2020-05-13,4,11,4,0,0,0,1,0,0
2020-05-14,5,11,5,0,0,0,1,0,0
2020-05-15,5,11,5,0,0,0,1,0,0
2020-05-16,6,10,6,0,0,0,1,0,0
2020-05-17,6,10,6,0,0,0,1,0,0
2020-05-18,7,11,7,0,0,0,1,0,0
2020-05-19,7,11,7,0,0,0,1,0,0
2020-05-20,8,11,8,0,0,0,1,0,0
2020-05-21,9,11,9,0,0,0,1,0,0
2020-05-22,9,11,9,0,0,0,1,0,0
2020-05-23,10,12,10,0,0,0,1,0,0
2020-05-24,11,12,11,0,0,0,1,0,0
2020-05-25,11,12,11,0,0,0,1,0,0
2020-05-26,12,13,12,0,0,1,1,0,0
2020-05-27,13,13,13,0,0,1,1,0,0
2020-05-28,13,14,13,0,0,1,1,0,0
2020-05-29,14,15,14,0,0,1,1,0,0
2020-05-30,15,15,15,0,0,1,1,0,0
2020-05-31,16,16,16,0,0,1,1,0,0
2020-06-01,17,17,17,0,0,1,1,0,0
2020-06-02,18,17,18,0,0,1,1,0,0
2020-06-03,19,18,19,0,0,1,1,0,0
2020-06-04,20,19,20,0,0,1,1,0,0
2020-06-05,21,20,21,0,0,1,1,0,0
2020-06-06,22,21,22,0,0,1,1,0,0
2020-06-07,23,22,23,0,0,1,1,0,0
2020-06-08,24,23,24,0,0,1,1,0,0
2020-06-09,25,24,25,0,0,1,1,0,0
2020-06-10,27,26,27,0,0,1,1,0,0
2020-06-11,28,27,28,0,0,1,1,0,0
2020-06-12,30,28,30,0,0,1,2,0,0
2020-06-13,31,30,31,0,0,2,2,0,0
2020-06-14,33,31,33,0,0,2,2,0,0
2020-06-15,35,33,35,0,0,2,2,0,0
2020-06-16,37,35,37,0,0,2,2,0,0
2020-06-17,38,37,38,0,0,2,2,0,0
2020-06-18,41,38,41,0,0,2,2,0,0
2020-06-19,43,40,43,0,0,2,2,0,0
2020-06-20,45,43,45,0,0,2,2,0,0
2020-06-21,47,45,47,0,0,2,2,0,0
2020-06-22,50,47,50,0,0,2,3,0,0
2020-06-23,52,50,52,0,0,3,3,0,0
2020-06-24,55,52,55,0,0,3,3,0,0
2020-06-25,58,55,58,0,0,3,3,0,0
2020-06-26,61,58,61,0,0,3,3,0,0
2020-06-27,64,61,64,0,0,3,3,0,0
2020-06-28,68,64,68,0,0,3,4,0,0
2020-06-29,71,67,71,0,0,4,4,0,0
2020-06-30,75,71,75,0,0,4,4,0,0
2020-07-01,79,74,79,0,0,4,4,0,0
2020-07-02,83,78,83,0,0,4,4,0,0
2020-07-03,87,82,87,0,0,4,5,0,0
2020-07-04,92,87,92,0,0,5,5,0,0
2020-07-05,97,91,97,0,0,5,5,0,0
2020-07-06,102,96,102,0,0,5,5,0,0
2020-07-07,107,101,107,0,0,5,6,0,0
2020-07-08,113,106,113,0,0,6,6,0,0
2020-07-09,119,112,119,0,0,6,6,0,0
2020-07-10,125,118,125,0,0,6,7,0,0
