Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-14,1,1,1,0,0,0,0,0,0
2020-05-15,1,1,1,0,0,0,0,0,0
2020-05-16,1,1,1,0,0,0,0,0,0
2020-05-17,2,1,2,0,0,0,0,0,0
2020-05-18,2,1,2,0,0,0,0,0,0
2020-05-19,2,1,2,0,0,0,0,0,0
2020-05-20,2,1,2,0,0,0,0,0,0
2020-05-21,2,1,2,0,0,0,0,0,0
2020-05-22,3,1,3,0,0,0,0,0,0
2020-05-23,3,1,3,0,0,0,0,0,0
2020-05-24,3,1,3,0,0,0,0,0,0
2020-05-25,3,1,3,0,0,0,0,0,0
2020-05-26,4,2,4,0,0,0,0,0,0
2020-05-27,4,2,4,0,0,0,0,0,0
2020-05-28,4,2,4,0,0,0,0,0,0
2020-05-29,5,2,5,0,0,0,0,0,0
2020-05-30,5,2,5,0,0,0,0,0,0
2020-05-31,6,2,6,0,0,0,0,0,0
2020-06-01,6,3,6,0,0,0,1,0,0
2020-06-02,7,3,7,0,0,0,1,0,0
2020-06-03,7,3,7,0,0,0,1,0,0
2020-06-04,8,3,8,0,0,0,1,0,0
2020-06-05,8,4,8,0,0,0,1,0,0
2020-06-06,9,4,9,0,0,0,1,0,0
2020-06-07,10,4,10,0,0,0,1,0,0
2020-06-08,11,5,11,0,0,0,1,0,0
2020-06-09,12,5,12,0,0,0,1,0,0
2020-06-10,13,6,13,0,0,0,1,0,0
2020-06-11,14,6,14,0,0,1,1,0,0
2020-06-12,15,7,15,0,0,1,1,0,0
2020-06-13,16,7,16,0,0,1,1,0,0
2020-06-14,18,8,18,0,0,1,2,0,0
2020-06-15,19,9,19,0,0,1,2,0,0
2020-06-16,21,9,21,0,0,1,2,0,0
2020-06-17,23,10,23,0,0,1,2,0,0
2020-06-18,25,11,25,0,0,1,2,0,0
2020-06-19,27,12,27,0,0,1,2,0,0
2020-06-20,29,13,29,0,0,1,3,0,0
2020-06-21,32,14,32,0,0,1,3,0,0
2020-06-22,35,15,35,0,0,1,3,0,0
2020-06-23,38,17,38,0,0,1,3,0,0
2020-06-24,41,18,41,0,0,2,4,0,0
2020-06-25,45,20,45,0,0,2,4,0,0
2020-06-26,49,21,49,0,0,2,4,0,0
2020-06-27,53,23,53,0,0,2,5,0,0
2020-06-28,57,25,57,0,0,2,5,0,0
2020-06-29,62,27,62,0,0,2,5,0,0
2020-06-30,68,29,68,0,0,3,6,0,0
2020-07-01,73,32,73,0,0,3,6,0,0
2020-07-02,80,35,80,0,0,3,7,0,0
2020-07-03,87,38,87,0,0,3,7,0,0
2020-07-04,94,41,94,0,0,3,8,0,0
2020-07-05,102,44,102,0,0,4,9,0,0
2020-07-06,111,48,111,0,0,4,9,0,0
2020-07-07,120,52,120,0,0,4,10,0,0
2020-07-08,131,57,131,0,0,5,11,0,0
2020-07-09,142,61,142,0,0,5,12,0,0
2020-07-10,154,66,154,0,0,6,13,0,0
2020-07-11,167,72,167,0,0,6,14,0,0
2020-07-12,181,78,181,0,0,6,15,0,0
2020-07-13,196,84,196,0,0,7,16,0,0
2020-07-14,213,91,213,0,0,7,18,0,0
2020-07-15,231,99,231,0,0,8,19,0,0
2020-07-16,250,107,250,0,0,9,21,0,0
2020-07-17,271,115,271,0,0,9,22,0,0
2020-07-18,293,124,293,0,0,10,24,0,0
2020-07-19,317,134,317,0,0,10,26,0,0
2020-07-20,343,145,343,0,0,11,28,0,0
2020-07-21,371,156,371,0,0,12,30,0,0
