income_group,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
High income,2020-04-06,1152317758,5089175,1048366,457924,67817,1048366,525741,522625,63041.333333333336,41017.833333333336,5843.333333333333,46861.16666666667,16180.166666666664,663.0277777777786,1457.9722222222226,158.47222222222217,1616.4444444444448,-953.4166666666662,,,,0.12899317344471897,0.06468828634274672,909.7889820075133,58.852690179578055,397.39385843952255,456.2465486191006,453.54243338841263,4.854387685216804,4416.468430403204
High income,2020-04-07,1152317758,5792543,1108107,498116,75131,1108107,573247,534860,63777.333333333336,42279.5,6052.5,48332.0,15445.333333333336,502.9999999999988,1496.9722222222226,33.22222222222217,1530.1944444444448,-1027.194444444446,,-50.107638888888694,,0.13106217738601336,0.06780121414267756,961.633188681624,65.19989775250865,432.2731265241857,497.47302427669433,464.16016440492973,5.227422081080618,5026.862564414286
High income,2020-04-08,1152317758,5650641,1174252,540722,81156,1174252,621878,552374,64105.666666666664,43542.166666666664,6193.833333333333,49736.0,14369.666666666664,127.77777777777858,1413.1944444444441,23.11111111111101,1436.3055555555552,-1308.5277777777767,-218.5625000000003,,,0.13050148099788061,0.0691129331693708,1019.0348902008329,70.42849026370727,469.247302878066,539.6757931417733,479.35909705905965,4.8121195450380325,4903.717712211114
High income,2020-04-09,1152317758,6090552,1242598,584129,87962,1242598,672091,570507,67970.16666666667,44892.5,6149.833333333333,51042.333333333336,16927.833333333336,-107.30555555555596,1313.4166666666667,4.0,1317.4166666666667,-1424.7222222222226,-165.68749999999972,,,0.13087811025590285,0.07078878285656343,1078.3466551419751,76.33484721494676,506.9165999956758,583.2514472106226,495.09520793135255,4.901466121786773,5285.479597720475
High income,2020-04-10,1152317758,6424195,1314818,629499,94460,1314818,723959,590859,66432.83333333333,46811.5,5770.833333333333,52582.333333333336,13850.499999999993,-211.22222222222263,1225.3333333333333,-37.611111111111164,1187.7222222222222,-1398.9444444444448,-445.49305555555594,,,0.1304770021506743,0.07184264286007645,1141.0203399816044,81.9739167813814,546.2894202833243,628.2633370647058,512.7570029168985,4.885995628292281,5575.020392942691
High income,2020-04-11,1152317758,6734409,1375222,677889,99781,1375222,777670,597552,64016.333333333336,48079.5,5760.333333333333,53839.833333333336,10176.5,-159.75,1084.9722222222226,-24.305555555555504,1060.6666666666672,-1220.4166666666672,,,,0.12830763691540115,0.07255628545791153,1193.439908785993,86.5915666987404,588.2830454479554,674.8746121466958,518.5652966392973,4.896961363328975,5844.229122779864
High income,2020-04-12,1152317758,8932513,1456187,727279,104716,1456187,831995,624192,62397.5,48898.333333333336,5867.333333333333,54765.66666666667,7631.8333333333285,-1654.1944444444453,949.7222222222226,-0.02777777777767672,949.6944444444449,-2603.88888888889,,,,0.12586133330128185,0.07191109383616252,1263.702646158474,90.8742395689089,631.1444867970176,722.0187263659266,541.6839197925474,6.134179882116789,7751.779349043061
High income,2020-04-13,1152317758,8173464,1506704,778985,109756,1506704,888741,617963,62510.0,49631.5,5826.833333333333,55458.333333333336,7051.666666666664,-1174.8333333333321,689.3888888888893,23.36111111111116,712.7500000000005,-1887.5833333333326,,,,0.12349604665476219,0.07284509764359821,1307.5421163473904,95.24803313844271,676.0157904292229,771.2638235676657,536.2782927797248,5.424731068610689,7093.064342066661
High income,2020-04-14,1152317758,8183997,1558350,829199,115718,1558350,944917,613433,63147.166666666664,50052.0,6048.0,56100.0,7047.166666666664,-826.7222222222226,556.2777777777774,-14.805555555555506,541.4722222222218,-1368.1944444444443,,,,0.12246366612093973,0.07425674591715596,1352.3613510085297,100.42195323002217,719.5923123142567,820.0142655442788,532.3470854642509,5.2517066127635,7102.205049937276
High income,2020-04-15,1152317758,7876236,1616983,877519,123166,1616983,1000685,616298,58045.0,50590.833333333336,6149.666666666667,56740.5,1304.5,-803.694444444444,487.7777777777774,-70.83333333333333,416.94444444444406,-1220.638888888888,,,,0.12308168904300554,0.07617025039842719,1403.2440173502907,106.88544817166655,761.5251903459774,868.410638517644,534.8333788326466,4.870945458301046,6835.125073200512
High income,2020-04-16,1152317758,8194283,1689878,927288,129421,1689878,1056709,633169,59383.833333333336,50947.833333333336,5911.0,56858.833333333336,2525.0,-1442.3888888888894,386.69444444444406,-80.38888888888884,306.3055555555552,-1748.6944444444446,,,,0.1224755348918198,0.07658600206642137,1466.5034781144109,112.3136384052844,804.7155340289393,917.0291724342236,549.4743056801872,4.849038214593006,7111.131407210337
High income,2020-04-17,1152317758,8567599,1754105,978201,136069,1754105,1114270,639835,59056.0,51417.166666666664,5671.5,57088.666666666664,1967.3333333333358,-1608.0,296.1666666666667,-149.02777777777783,147.13888888888886,-1755.138888888889,,,,0.12211492726179472,0.07757175311626156,1522.2407081918805,118.08288039938373,848.8986594268905,966.9815398262742,555.2591683656063,4.8843136528315005,7435.101073917495
High income,2020-04-18,1152317758,8432606,1804457,1030824,141614,1804457,1172438,632019,57575.333333333336,51825.0,5442.333333333333,57267.333333333336,308.0,-793.305555555556,167.61111111111072,-179.91666666666666,-12.30555555555594,-781.0,,,,0.12078591789075414,0.07848011894991125,1565.9369887103658,122.89492114205534,894.5657505002192,1017.4606716422745,548.4763170680912,4.673209724587507,7317.951963732559
High income,2020-04-19,1152317758,11174182,1863007,1084672,145222,1863007,1229894,633113,53855.666666666664,51951.666666666664,5344.5,57296.166666666664,-3440.5,-1088.3055555555559,17.94444444444404,-101.36111111111116,-83.41666666666711,-1004.8888888888888,,,,0.11807684239454783,0.07795032439491639,1616.7476263088188,126.02600193548349,941.2959163994764,1067.3219183349597,549.4257079738591,5.997928080785526,9697.135987381009
High income,2020-04-20,1152317758,9233819,1912686,1137702,149747,1912686,1287449,625237,53499.166666666664,51829.0,5153.833333333333,56982.833333333336,-3483.6666666666715,-1100.3888888888894,-66.83333333333333,-107.86111111111116,-174.69444444444449,-925.6944444444449,,,,0.11631295686275728,0.07829147073800927,1659.859866535182,129.95287017003517,987.3162086598686,1117.2690788299037,542.5907877052781,4.827671138911458,8013.257572309321
High income,2020-04-21,1152317758,10176038,1962435,1188469,155820,1962435,1344289,618146,53285.166666666664,51596.5,5070.166666666667,56666.666666666664,-3381.5,-1033.0833333333333,-114.1388888888893,-144.66666666666666,-258.80555555555594,-774.2777777777774,,,,0.11591257534652147,0.07940135596847794,1703.032853894455,135.2231178580865,1031.3726328948928,1166.5957507529795,536.4371031414756,5.185414039191107,8830.930469788005
High income,2020-04-22,1152317758,9988126,2013012,1238998,161488,2013012,1400486,612526,52854.0,51055.5,5302.833333333333,56358.333333333336,-3504.3333333333358,-629.1666666666666,-176.77777777777737,-152.75,-329.5277777777774,-299.63888888888926,,,,0.11530854289153908,0.08022207517888616,1746.9243930544374,140.14189999144315,1075.2225168780224,1215.3644168694657,531.5599761849717,4.961781648594246,8667.857394939148
High income,2020-04-23,1152317758,11481683,2075100,1289175,166992,2075100,1456167,618933,52453.666666666664,51016.166666666664,5024.333333333333,56040.5,-3586.8333333333358,-1094.5,-232.91666666666666,-123.58333333333333,-356.5,-738.0,,,,0.11467915424535785,0.08047419401474627,1800.8053643134085,144.91836027055308,1118.7669295642322,1263.6852898347854,537.1200744786231,5.533074550624066,9963.990331909821
High income,2020-04-24,1152317758,10966857,2124168,1340403,172035,2124168,1512438,611730,51376.833333333336,51140.166666666664,4574.333333333333,55714.5,-4337.666666666664,-1042.5555555555547,-291.55555555555594,-132.2222222222223,-423.7777777777783,-618.7777777777765,,,,0.11374681143954331,0.08098935677404047,1843.387368851084,149.29475728864017,1163.2234170602794,1312.5181743489195,530.8691945021644,5.1628953077157735,9517.215996943787
High income,2020-04-25,1152317758,10924768,2180131,1391005,177039,2180131,1568044,612087,50080.666666666664,50891.0,4428.0,55319.0,-5238.333333333336,-1032.3611111111106,-273.7777777777774,-205.83333333333326,-479.61111111111063,-552.75,,,,0.11290435727568869,0.08120567066841396,1891.9529659804132,153.63730947553444,1207.1366516248725,1360.7739611004067,531.1790048800063,5.0110603445389295,9480.690481557258
High income,2020-04-26,1152317758,14073518,2227408,1443799,179893,2227408,1623692,603716,46932.166666666664,50431.5,4412.333333333333,54843.833333333336,-7911.6666666666715,-957.0555555555547,-393.22222222222143,-136.88888888888883,-530.1111111111103,-426.94444444444446,,,,0.1107925641069858,0.08076338057508997,1932.980711731772,156.1140568659014,1252.9521392657389,1409.0661961316403,523.9145156001318,6.318338624984736,12213.226692285341
High income,2020-04-27,1152317758,12367234,2270696,1495310,183266,2270696,1678576,592120,47029.833333333336,49847.166666666664,4276.833333333333,54124.0,-7094.166666666664,-838.3888888888893,-482.0277777777774,-86.99999999999993,-569.0277777777773,-269.361111111112,,,,0.10917944734107958,0.08070917463191903,1970.5467387234346,159.0412008559882,1297.65421874198,1456.695419597968,513.8513191254665,5.446450779848998,10732.48582184915
High income,2020-04-28,1152317758,13555036,2313496,1544344,188056,2313496,1732400,581096,46659.833333333336,49412.833333333336,4067.8333333333335,53480.66666666667,-6820.833333333336,-784.4722222222214,-473.4166666666667,-119.77777777777776,-593.1944444444445,-191.27777777777692,,,,0.10855229739090279,0.08128650319689336,2007.6892714170947,163.19804037941415,1340.2067175293848,1503.404757908799,504.2845135082957,5.859113653103355,11763.279621349027
High income,2020-04-29,1152317758,13162876,2356693,1591764,193466,2356693,1785230,571463,46711.333333333336,48656.833333333336,4203.0,52859.833333333336,-6148.5,-299.63888888888806,-455.2777777777774,-155.58333333333326,-610.8611111111106,311.22222222222257,,,,0.10837035003893056,0.08209215201131416,2045.176327135974,167.89292593718756,1381.3585609951174,1549.251486932305,495.9248402036689,5.585316373409689,11422.956826462445
High income,2020-04-30,1152317758,14411566,2406347,1639486,197696,2406347,1837182,569165,46346.5,48248.0,4052.3333333333335,52300.333333333336,-5953.833333333336,-378.8333333333333,-465.44444444444406,-116.99999999999993,-582.444444444444,203.6111111111107,,,,0.10760828268511231,0.08215606477370055,2088.266871957726,171.563788397332,1422.7724849485483,1594.3362733458803,493.93059861184577,5.988980807838604,12506.590217799976
High income,2020-05-01,1152317758,14231756,2460090,1687482,201446,2460090,1888928,571162,45373.833333333336,48050.5,3709.3333333333335,51759.833333333336,-6386.0,-478.69444444444525,-487.94444444444525,-76.38888888888891,-564.3333333333342,85.63888888888891,,,,0.10664567416015856,0.08188562207073725,2134.9059171576178,174.8180990889494,1464.4241905365134,1639.242289625463,495.6636275321551,5.785055018312338,12350.548189677382
High income,2020-05-02,1152317758,14760393,2507676,1735740,205111,2507676,1940851,566825,45134.333333333336,47699.833333333336,3478.8333333333335,51178.66666666667,-6044.333333333336,-496.86111111111194,-451.3333333333333,-105.13888888888891,-556.4722222222222,59.61111111111023,,,,0.10568096159880383,0.08179326196845206,2176.201818109966,177.99864540489014,1506.3032639647995,1684.3019093696896,491.8999087402765,5.886084565948711,12809.307933966596
High income,2020-05-03,1152317758,18359580,2548775,1784798,207580,2548775,1992378,556397,44756.833333333336,47054.5,3574.8333333333335,50629.333333333336,-5872.5,-407.25,-479.3611111111107,-71.52777777777783,-550.8888888888885,143.63888888888846,,,,0.10418705687374584,0.08144304616923817,2211.8681954739086,180.14128356425104,1548.8765903406306,1729.0178739048818,482.8503215690268,7.203295700875911,15932.740663361365
High income,2020-05-04,1152317758,15785813,2585739,1832647,210312,2585739,2042959,542780,43787.666666666664,46485.166666666664,3609.5,50094.666666666664,-6307.0,-253.8611111111119,-492.9722222222226,-44.94444444444449,-537.9166666666671,284.0555555555552,,,,0.1029447972279424,0.08133535519246142,2243.9461529152272,182.51215738011737,1590.4007269494844,1772.9128843296016,471.03326858562565,6.10495220128559,13699.184005806148
High income,2020-05-05,1152317758,17158352,2627499,1877963,214339,2627499,2092302,535197,43730.166666666664,45948.833333333336,3572.1666666666665,49521.0,-5790.833333333336,-365.30555555555594,-456.0,-55.916666666666664,-511.9166666666667,146.61111111111074,,,,0.10244171252524731,0.0815752927022998,2280.186156777079,186.00685315482224,1629.7266851631734,1815.7335383179957,464.45261845908306,6.530298203729098,14890.295563769312
High income,2020-05-06,1152317758,17940841,2674888,1921813,219145,2674888,2140958,533930,43903.0,45371.833333333336,3623.1666666666665,48995.0,-5092.0,-515.3888888888893,-388.3888888888893,-110.27777777777783,-498.66666666666714,-16.722222222222115,,,,0.10235838349000774,0.08192679469196468,2321.311097941094,190.17757773719913,1667.7804248504865,1857.9580025876855,463.3530953534086,6.707137270794141,15569.352182108783
High income,2020-05-07,1152317758,20164293,2722816,1966393,223103,2722816,2189496,533320,43850.666666666664,45092.666666666664,3439.6666666666665,48532.33333333333,-4681.666666666664,-634.4166666666666,-364.44444444444406,-135.55555555555557,-499.99999999999966,-134.41666666666697,,,,0.10189696624245945,0.08193833149210229,2362.9037920285177,193.61239419517824,1706.4676703524342,1900.0800645476124,462.82372748090546,7.40567596194528,17498.899813014945
High income,2020-05-08,1152317758,19167647,2770057,2011433,226544,2770057,2237977,532080,42942.5,44963.833333333336,3143.3333333333335,48107.16666666667,-5164.6666666666715,-639.194444444444,-380.19444444444525,-131.97222222222217,-512.1666666666674,-127.02777777777658,,,,0.10122713504204914,0.0817831546426662,2403.9002963972375,196.59854968580638,1745.5541112992203,1942.1526609850266,461.7476354122107,6.919585770256713,16633.99428406622
High income,2020-05-09,1152317758,19762203,2812193,2057029,229319,2812193,2286348,525845,41664.5,44724.166666666664,2913.1666666666665,47637.33333333333,-5972.8333333333285,-630.6666666666666,-386.3333333333333,-137.38888888888883,-523.7222222222222,-106.94444444444446,,,,0.10029925453168109,0.08154454548460935,2440.466599144435,199.00673959760326,1785.1230580445501,1984.1297976421536,456.33680150228145,7.027328138573704,17149.95960341696
High income,2020-05-10,1152317758,23434447,2848843,2103203,230950,2848843,2334153,514690,39981.166666666664,44298.5,2796.1666666666665,47094.666666666664,-7113.5,-478.19444444444406,-443.13888888888806,-90.38888888888884,-533.5277777777769,55.33333333333286,,,,0.09894381388023836,0.08106799848219085,2472.2720623038426,200.4221477944107,1825.1936025444816,2025.6157503388922,446.6563119649502,8.225952430513018,20336.792379797727
High income,2020-05-11,1152317758,20929308,2885154,2147746,233199,2885154,2380945,504209,39895.0,43667.666666666664,2780.3333333333335,46448.0,-6553.0,-350.8333333333333,-478.69444444444525,-50.0,-528.6944444444453,177.86111111111194,,,,0.09794388362603924,0.08082722793999904,2503.7833357767277,202.37386639319672,1863.8487388476053,2066.222605240802,437.56073053592564,7.254138947175783,18162.792211347663
High income,2020-05-12,1152317758,21773993,2924875,2190158,236624,2924875,2426782,498093,40119.0,43053.833333333336,2798.8333333333335,45852.66666666667,-5733.6666666666715,-221.33333333333334,-448.5277777777774,-63.916666666666664,-512.444444444444,291.11111111111063,,,,0.09750525593151754,0.08090055130561136,2538.253862438524,205.34613682487395,1900.654558861706,2106.00069568658,432.2531667519438,7.444418308474721,18895.823525094023
High income,2020-05-13,1152317758,22369238,2962703,2232184,239880,2962703,2472064,490639,40981.5,42433.833333333336,2897.3333333333335,45331.16666666667,-4349.6666666666715,91.27777777777858,-418.9722222222226,-67.0,-485.9722222222226,577.2500000000013,,,,0.09703632268420236,0.08096660380740155,2571.081613063191,208.1717463213823,1937.125401828616,2145.2971481499985,425.78446491319283,7.550280267714989,19412.386769795838
High income,2020-05-14,1152317758,25056664,3009427,2273439,243226,3009427,2516665,492762,40837.5,42091.666666666664,2843.3333333333335,44935.0,-4097.5,-97.3611111111107,-348.8333333333333,-84.63888888888891,-433.47222222222223,336.11111111111154,,,,0.09664615671930908,0.08082136566196821,2611.6294564645596,211.07545927448945,1972.9271585173296,2184.0026177918194,427.62683867274046,8.326058083482337,21744.57854705733
High income,2020-05-15,1152317758,23850800,3052907,2315352,246112,3052907,2561464,491443,40336.5,42033.0,2529.6666666666665,44562.666666666664,-4226.166666666664,-130.11111111111072,-295.77777777777857,-107.27777777777783,-403.0555555555564,272.9444444444457,-29.90972222222232,,,0.09608255279012315,0.08061562307662827,2649.362104163633,213.57997678275822,2009.2999382553992,2222.8799150381574,426.4821891254756,7.812488228432769,20698.110251634254
High income,2020-05-16,1152317758,23822263,3094732,2357806,248334,3094732,2606140,488592,40528.833333333336,41784.666666666664,2394.1666666666665,44178.83333333333,-3649.9999999999927,-171.36111111111072,-270.11111111111194,-108.08333333333333,-378.19444444444525,206.83333333333454,,,,0.09528805052683278,0.08024410514383798,2685.6585160774725,215.5082643445646,2046.1422065492459,2261.6504708938105,424.0080451836619,7.697682060999143,20673.345381179137
High income,2020-05-17,1152317758,29208194,3130179,2400296,250259,3130179,2650555,479624,39310.833333333336,41574.666666666664,2272.5,43847.166666666664,-4536.3333333333285,-28.361111111110706,-259.55555555555475,-99.72222222222224,-359.277777777777,330.9166666666663,,,,0.09441758424179086,0.07995037983450787,2716.419996367009,217.17881049959485,2083.0157162257324,2300.1945267253273,416.22546964168197,9.331157738902471,25347.343471209442
High income,2020-05-18,1152317758,24971330,3166894,2442356,251802,3166894,2694158,472736,39338.333333333336,41279.166666666664,2155.1666666666665,43434.33333333333,-4095.9999999999927,67.30555555555596,-269.8333333333333,-59.388888888888836,-329.2222222222222,396.5277777777781,,,,0.09346222456143997,0.07951071302039159,2748.2818675784047,218.51785087217237,2119.516064942913,2338.0339158150855,410.24795176331907,7.885117089488944,21670.52432077507
High income,2020-05-19,1152317758,24071348,3205876,2482892,254245,3205876,2737137,468739,39953.333333333336,40813.166666666664,2248.8333333333335,43062.0,-3108.6666666666642,-107.97222222222263,-163.9722222222214,-129.3333333333333,-293.3055555555547,185.33333333333206,,,,0.0928872029423445,0.0793059369732329,2782.111078079906,220.63792581073804,2154.6938617950204,2375.3317876057586,406.77929047414716,7.508508750806332,20889.50537547821
High income,2020-05-20,1152317758,26449984,3245292,2522887,256861,3245292,2779748,465544,40667.333333333336,40534.333333333336,2245.0,42779.333333333336,-2112.0,17.666666666666668,-139.77777777777737,-136.63888888888889,-276.4166666666663,294.083333333333,-109.15972222222231,,,0.09240441939341264,0.07914881003003736,2816.31692080545,222.90813294921034,2189.402170091351,2412.310303040561,404.00661776488914,8.150263212062274,22953.724193149163
High income,2020-05-21,1152317758,25314813,3288937,2563027,259043,3288937,2822070,466867,40740.333333333336,40414.0,2173.3333333333335,42587.333333333336,-1847.0,-240.47222222222263,-139.08333333333334,-110.41666666666663,-249.49999999999997,9.027777777777345,,,,0.09179184074101635,0.07876192216512508,2854.1927581749546,224.80170786363948,2224.2363117344235,2449.038019598063,405.15473857689176,7.6969589262427345,21968.60442725209
High income,2020-05-22,1152317758,27909681,3334452,2602685,261827,3334452,2864512,469940,39881.0,40800.833333333336,1618.1666666666667,42419.0,-2538.0,-369.3333333333333,-101.83333333333333,-146.7777777777778,-248.61111111111114,-120.72222222222217,-69.59027777777798,,,0.09140370157290317,0.07852174810133719,2893.691411809346,227.21770812109622,2258.6521659766004,2485.8698740976965,407.82153771164917,8.370095296018656,24220.47287411499
High income,2020-05-23,1152317758,28765838,3374183,2643502,263729,3374183,2907231,466952,39416.833333333336,40736.0,1452.6666666666667,42188.666666666664,-2771.8333333333285,-407.4722222222226,-115.47222222222263,-144.19444444444446,-259.6666666666671,-147.80555555555554,,,,0.09071484171708406,0.07816084664050527,2928.170616632986,228.86829450388458,2294.073819176533,2522.9421136804176,405.2285029525684,8.525275007312882,24963.459775129144
High income,2020-05-24,1152317758,32801005,3411336,2684840,264842,3411336,2949682,461654,37895.5,40444.666666666664,1492.6666666666667,41937.33333333333,-4041.8333333333285,-260.69444444444525,-154.08333333333334,-119.02777777777779,-273.11111111111114,12.41666666666589,,,,0.08978662784666279,0.07763585879549831,2960.4125913331623,229.83417391715662,2329.9476046085547,2559.781778525711,400.6308128074513,9.615295884075916,28465.243004612275
High income,2020-05-25,1152317758,30287588,3445162,2727697,263954,3445162,2991651,453511,37737.333333333336,40202.166666666664,1368.1666666666667,41570.33333333333,-3832.9999999999927,-21.05555555555596,-297.77777777777857,25.861111111111086,-271.9166666666675,250.8611111111115,,,,0.08823021134483935,0.07661584564093067,2989.7673415877357,229.06355314538163,2367.1396028247273,2596.2031559701086,393.5641856176272,8.791339275192284,26284.05905378749
High income,2020-05-26,1152317758,31000519,3481793,2767303,265577,3481793,3032880,448913,38222.5,39841.5,1379.8333333333333,41221.333333333336,-2998.8333333333358,-28.5,-301.94444444444406,52.80555555555554,-249.13888888888852,220.63888888888852,,,,0.08756594392128933,0.07627593024628403,3021.5563162396393,230.47201881271363,2401.5103306253136,2631.982349438027,389.573966801612,8.903607710165423,26902.752113970284
High income,2020-05-27,1152317758,31320554,3516310,2805695,267999,3516310,3073694,442616,39176.166666666664,39489.5,1459.1666666666667,40948.666666666664,-1772.5,241.58333333333334,-258.4166666666667,29.027777777777754,-229.38888888888894,470.9722222222223,,,,0.08719117778152281,0.07621597640708584,3051.5107274776547,232.57386961140628,2434.8275295780004,2667.4013991894067,384.1093282882481,8.907222059488499,27180.48366655476
High income,2020-05-28,1152317758,34592896,3560876,2843898,270036,3560876,3113934,446942,39754.666666666664,39014.166666666664,1773.3333333333333,40787.5,-1032.8333333333358,118.33333333333333,-230.36111111111072,43.75,-186.61111111111072,304.94444444444406,,,,0.08671860097227495,0.07583414867577529,3090.1858235530203,234.34161117909284,2467.9807112718295,2702.3223224509225,387.8635011020979,9.714715143127702,30020.275015149076
High income,2020-05-29,1152317758,32878274,3603518,2882551,272008,3603518,3154559,448959,39245.833333333336,38924.333333333336,1769.5,40693.833333333336,-1448.0,-65.55555555555596,-190.22222222222263,31.52777777777779,-158.69444444444483,93.13888888888887,-102.08333333333334,,,0.08622694963067738,0.07548401312273173,3127.1912412895404,236.0529446947914,2501.524410248653,2737.5773549434443,389.61388634609585,9.123937774141824,28532.298293367097
High income,2020-05-30,1152317758,33300693,3646393,2921777,273597,3646393,3195374,451019,39345.0,38894.166666666664,1666.8333333333333,40561.0,-1216.0,-210.6388888888881,-174.25,23.944444444444418,-150.30555555555557,-60.33333333333252,-25.666666666666664,,,0.08562284101954888,0.07503223048091634,3164.3988601970327,237.43190461185273,2535.5653678991553,2772.9972725110083,391.40158768602436,9.132502448309877,28898.880338178387
High income,2020-05-31,1152317758,39253254,3683690,2961782,274594,3683690,3236376,447314,38447.333333333336,38820.0,1630.6666666666667,40450.666666666664,-2003.3333333333285,-166.75,-133.94444444444403,-21.777777777777754,-155.72222222222177,-11.027777777778226,,,,0.08484613654284916,0.07454318903056446,3196.765800427767,238.29711734773073,2570.28235435733,2808.5794717050608,388.1863287227064,10.655960192089998,34064.609112793
High income,2020-06-01,1152317758,35093686,3717268,3000849,276194,3717268,3277043,440225,37829.166666666664,38700.166666666664,1569.0,40269.166666666664,-2440.0,15.666666666666666,-113.66666666666667,-43.25,-156.91666666666669,172.58333333333334,,,,0.08428146960537289,0.0743002656789879,3225.9053322686013,239.68562324282084,2604.185329234508,2843.870952477329,382.03437979127284,9.440719905048546,30454.86868215043
High income,2020-06-02,1152317758,35930003,3752380,3039060,278000,3752380,3317060,435320,37912.333333333336,38444.0,1602.8333333333333,40046.833333333336,-2134.5,-19.888888888889294,-104.80555555555475,-36.083333333333336,-140.8888888888881,120.99999999999879,,,,0.08380915630106178,0.07408631321987645,3256.3760941363535,241.25289927190377,2637.3454534578127,2878.598352729716,377.77774140663723,9.575257036867269,31180.63811006547
High income,2020-06-03,1152317758,36170569,3791560,3076818,279820,3791560,3356638,434922,38754.166666666664,38210.5,1642.6666666666667,39853.166666666664,-1099.0,19.13888888888808,-94.44444444444404,-35.583333333333336,-130.02777777777737,149.16666666666546,28.249999999999996,,,0.08336317470039963,0.07380075747185855,3290.377132242372,242.83232472756876,2670.11245694957,2912.944781677139,377.4323505652336,9.539759096519639,31389.405178289373
High income,2020-06-04,1152317758,39978970,3830493,3114752,281422,3830493,3396174,434319,39339.833333333336,38242.333333333336,1510.0,39752.333333333336,-412.5,148.91666666666666,-92.75,-23.555555555555543,-116.30555555555554,265.2222222222222,,,,0.082864423318711,0.07346887202247857,3324.1638197508364,244.22256625502771,2703.0321960897872,2947.254762344815,376.90905740602153,10.437029907116395,34694.39720289375
High income,2020-06-05,1152317758,37826300,3873867,3152441,283214,3873867,3435655,438212,39225.666666666664,38265.333333333336,1450.3333333333333,39715.66666666667,-490.0000000000073,128.66666666666666,-52.833333333333336,-39.19444444444442,-92.02777777777776,220.6944444444444,71.076388888889,28.098958333333336,,0.0824337717262065,0.07310885995827941,3361.80447893436,245.77769285752862,2735.7393202648186,2981.5170131223476,380.2874658120126,9.764480814648515,32826.27533715401
High income,2020-06-06,1152317758,38272514,3916215,3191045,284450,3916215,3475495,440720,38562.166666666664,38253.333333333336,1417.1666666666667,39670.5,-1108.3333333333358,142.38888888888928,-33.69444444444404,-38.5,-72.19444444444403,214.58333333333331,89.9375,,,0.0818444566889033,0.07263390799534755,3398.554758712657,246.85031366148573,2769.2404962486053,3016.0908099100907,382.46394880256634,9.772832696876959,33213.50706807384
High income,2020-06-07,1152317758,43227678,3953307,3230303,285254,3953307,3515557,437750,38722.666666666664,38143.666666666664,1427.6666666666667,39571.33333333333,-848.6666666666642,303.44444444444406,-52.86111111111192,0.4722222222222096,-52.38888888888971,355.83333333333377,140.64583333333334,66.77777777777774,-4.092447916666668,0.08114048499284751,0.07215579260603844,3430.7437966255834,247.5480378737685,2803.3092240170095,3050.857261890778,379.8865347348053,10.934561368494782,37513.67858378522
High income,2020-06-08,1152317758,40508099,3987734,3268652,286702,3987734,3555354,432380,38684.333333333336,38127.0,1367.6666666666667,39494.666666666664,-810.3333333333285,508.6666666666667,-10.222222222222626,-10.027777777777752,-20.250000000000377,528.9166666666671,145.826388888889,40.36805555555557,,0.0806395087521524,0.07189596898890448,3460.620104407,248.80463570882503,2836.5891068737656,3085.3937425825907,375.2263618244092,10.158174793002743,35153.58391274571
High income,2020-06-09,1152317758,41322352,4022933,3306338,288323,4022933,3594661,428272,39608.5,38008.333333333336,1411.6666666666667,39420.0,188.5,691.25,59.47222222222141,-31.444444444444457,28.027777777776954,663.2222222222231,338.1875,11.729166666666664,-38.280381944444414,0.0802086761449828,0.07166984883914299,3491.1663662827973,250.21136574378818,2869.293627600244,3119.5049933440323,371.6613729387654,10.271697788653205,35860.205844367454
High income,2020-06-10,1152317758,41488491,4062829,3343614,289988,4062829,3633602,429227,41160.5,37925.166666666664,1512.8333333333333,39438.0,1722.5,725.6944444444453,127.69444444444525,-39.916666666666664,87.7777777777786,637.9166666666666,251.40972222222229,14.347222222222165,-22.61588541666668,0.0798073096613223,0.07137588119017561,3525.788760776869,251.6562796908663,2901.6423436911055,3153.2986233819715,372.49013739489726,10.211724638176994,36004.383957432685
High income,2020-06-11,1152317758,45583053,4105973,3381203,291420,4105973,3672623,433350,42277.666666666664,38204.0,1390.1666666666667,39594.166666666664,2683.5,1656.1944444444441,174.05555555555597,-28.333333333333332,145.72222222222263,1510.4722222222215,187.5625,-86.34374999999993,-34.764322916666664,0.07934928251552092,0.07097465083184912,3563.229822237973,252.89899246697195,2934.2626862476936,3187.161678714666,376.0681435233076,11.101644604092623,39557.71112919012
High income,2020-06-12,1152317758,42949534,4153866,3419095,292920,4153866,3712015,441851,42709.666666666664,38610.166666666664,1228.5,39838.666666666664,2871.0,1514.3055555555559,323.6111111111107,-40.333333333333336,283.2777777777774,1231.0277777777785,203.21527777777766,-50.09548611111114,-36.47352430555554,0.0789113190544758,0.07051744086111589,3604.792142758942,254.2007167436189,2967.145977108165,3221.346693851784,383.44544890715815,10.339653229064202,37272.300718982755
