country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-02-16,33.0,65.0,39653765,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-02-16,41.15,20.17,2842650,5269,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,2020-02-16,28.03,1.66,43697354,4115,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Andorra,2020-02-16,42.51,1.52,78418,42030,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Angola,2020-02-16,-11.2027,17.87,33046756,3432,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,2020-02-16,17.06,-61.7964,98848,16727,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,2020-02-16,-38.4161,-63.6167,45433446,11684,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-16,40.07,45.04,2938968,4212,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Australia,2020-02-16,-31.9962,141.23,25731295,57396,,,15,12,0,15,12,3,0.0,0.333,,,,,-0.0556,,,,,,,0.0,0.0,0.583,0.0,0.466,0.466,0.117,,
Austria,2020-02-16,47.52,14.55,8937767,51500,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Azerbaijan,2020-02-16,40.14,47.58,10175641,4722,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahamas,2020-02-16,25.03,-77.3963,396839,32218,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahrain,2020-02-16,26.03,50.55,1726667,24051,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bangladesh,2020-02-16,23.68,90.36,165611088,1698,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Barbados,2020-02-16,13.19,-59.5432,288373,17949,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belarus,2020-02-16,53.71,27.95,9429921,6330,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belgium,2020-02-16,50.83,4.0,11572730,47472,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0864,0.0,0.0864,0.0864,0.0,,
Belize,2020-02-16,13.19,-59.5432,402155,4885,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Benin,2020-02-16,9.31,2.32,12160701,1241,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-02-16,27.51,90.43,775132,3243,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bolivia,2020-02-16,-16.2902,-63.5887,11736772,3549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,2020-02-16,43.92,17.68,3279568,6066,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Botswana,2020-02-16,-22.3285,24.68,2334686,8259,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-16,-14.235,-51.9253,213724406,9001,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brunei,2020-02-16,4.54,114.73,441178,31628,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,2020-02-16,42.73,25.49,6908148,9272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,2020-02-16,12.24,-1.5616,20953200,715,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burundi,2020-02-16,-3.3731,29.92,11893778,272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,2020-02-16,16.54,-23.0418,558398,3635,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cambodia,2020-02-16,11.55,104.92,16782527,1510,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0596,0.0,0.0596,0.0596,0.0,,
Cameroon,2020-02-16,3.85,11.5,26614607,1534,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Central African Republic,2020-02-16,6.61,20.94,4796900,476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chad,2020-02-16,15.45,18.73,16575069,728,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chile,2020-02-16,-35.6751,-71.543,19148883,15923,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
China,2020-02-16,32.83,111.65,1407987086,9771,,,70513,32718,1766,70513,34484,36029,2454.0,3143.33,124.5,3267.83,-813.8333,-601.9722,18.11,-2.1389,15.97,-617.9444,,,,0.0512,0.025,50.08,1.25,23.24,24.49,25.59,,
Colombia,2020-02-16,4.57,-74.2973,50907732,6668,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Comoros,2020-02-16,-11.6455,43.33,872888,1415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,2020-02-16,-4.0383,21.76,5554412,2148,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,2020-02-16,-4.0383,21.76,89656528,562,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Costa Rica,2020-02-16,9.75,-83.7534,5130266,12027,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cote d'Ivoire,2020-02-16,7.54,-5.5471,26269866,1716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-02-16,45.1,15.2,4047622,14915,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cuba,2020-02-16,22.0,-80.0,11361908,8822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cyprus,2020-02-16,35.13,33.43,1220282,28690,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Czech Republic,2020-02-16,49.82,15.47,10672417,23069,78,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.31
Denmark,2020-02-16,63.29,-13.3381,5846408,61391,,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Diamond Princess,2020-02-16,0.0,0.0,,,,,355,94,0,355,94,261,74.33,22.5,,,,1.64,3.33,,,,-3.3125,,,0.0,0.0,,,,,,,
Djibouti,2020-02-16,11.83,42.59,990313,3083,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominica,2020-02-16,15.42,-61.371,71848,7691,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,2020-02-16,18.74,-70.1627,10898284,8051,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ecuador,2020-02-16,-1.8312,-78.1834,17659604,6345,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Egypt,2020-02-16,26.0,30.0,102413231,2549,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.0098,0.0,0.0,0.0,0.0098,,
El Salvador,2020-02-16,13.79,-88.8965,6482845,4058,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,2020-02-16,1.5,10.0,1425866,10144,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Eritrea,2020-02-16,15.18,39.78,3336933,308,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Estonia,2020-02-16,58.6,25.01,1313895,23247,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Eswatini,2020-02-16,-26.5225,31.47,1151731,4146,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,2020-02-16,9.14,40.49,115468813,772,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Fiji,2020-02-16,-17.7134,178.06,891926,6267,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Finland,2020-02-16,64.0,26.0,5554574,50175,73,samples tested,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.18,0.0,0.18,0.18,0.0,73.0,13.14
France,2020-02-16,8.31,5.43,67687174,41470,,,12,7,1,12,8,4,0.167,0.167,,,,-0.0278,0.0,,,,,,,0.125,0.0833,0.177,0.0148,0.103,0.118,0.0591,,
Gabon,2020-02-16,-0.8037,11.61,2251673,7953,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Gambia,2020-02-16,13.44,-15.3101,2423338,716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Georgia,2020-02-16,42.32,43.36,3689506,4723,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-02-16,51.0,9.0,82983285,47616,,,16,11,0,16,11,5,0.0,0.333,,,,-0.0556,-0.0278,,,,,,,0.0,0.0,0.193,0.0,0.133,0.133,0.0603,,
Ghana,2020-02-16,7.95,-1.0232,31239088,2202,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Greece,2020-02-16,39.07,21.82,10723526,20317,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Grenada,2020-02-16,12.12,-61.679,112455,10640,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guatemala,2020-02-16,15.78,-90.2308,18016276,4549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea,2020-02-16,9.95,-9.6966,12992595,879,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,2020-02-16,11.8,-15.1804,1969276,778,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guyana,2020-02-16,5.0,-58.75,782677,4979,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Haiti,2020-02-16,18.97,-72.2852,11466044,868,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Holy See,2020-02-16,41.9,12.45,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Honduras,2020-02-16,15.2,-86.2419,9997955,2506,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Hungary,2020-02-16,47.16,19.5,9728346,16151,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iceland,2020-02-16,64.96,-19.0208,361714,73368,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
India,2020-02-16,21.0,78.0,1390254545,2010,,,3,2,0,3,2,1,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0022,0.0,0.0014,0.0014,0.0007,,
Indonesia,2020-02-16,-0.7893,113.92,274757901,3894,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iran,2020-02-16,32.0,53.0,83827713,1670,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iraq,2020-02-16,33.0,44.0,40593281,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ireland,2020-02-16,53.14,-7.6921,5002283,78583,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Israel,2020-02-16,31.0,35.0,9230241,41720,275,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,29.79
Italy,2020-02-16,43.0,12.0,60821283,34489,,,3,2,0,3,2,1,0.0,0.0,,,,,-0.0278,,,,,,,0.0,0.0,0.0493,0.0,0.0329,0.0329,0.0164,,
Jamaica,2020-02-16,18.11,-77.2975,2967754,5354,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Japan,2020-02-16,36.0,138.0,126494270,39290,,people tested,59,21,1,59,22,37,9.33,2.5,0.0,2.5,6.83,0.833,0.556,,,,-0.1528,,,0.0455,0.0169,0.466,0.0079,0.166,0.174,0.293,,
Jordan,2020-02-16,31.24,36.51,10718956,4242,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kazakhstan,2020-02-16,48.02,66.92,18693685,9815,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kenya,2020-02-16,-0.0236,37.91,54177517,1711,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kosovo,2020-02-16,42.6,20.9,1862192,4302,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
