Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
conceição_da_barra__es,All,31374.0,0.227,0.196,0.0909,0.0066,0.25,0.7,1.0,0.0005,0.0,2.5,27.59,0.762,0.762
conceição_da_feira__ba,All,22807.0,0.17,0.196,0.0909,0.0013,0.0228,0.7,1.0,0.0003,582.62,1.87,20.59,0.371,0.371
conceição_das_alagoas__mg,All,28172.0,0.103,0.196,0.0909,,0.0573,0.7,1.0,,1971.56,1.13,12.45,0.744,0.744
conceição_de_macabu__rj,All,23460.0,0.146,0.196,0.0909,,0.0307,0.7,1.0,,434.37,1.6,17.65,1.39,1.39
conceição_do_araguaia__pa,All,48343.0,0.0577,0.196,0.0909,0.0032,0.0183,0.7,1.0,0.0002,1360.32,0.635,6.99,1.48,1.48
conceição_do_castelo__es,All,12850.0,0.243,0.196,0.0909,0.0028,0.25,0.7,1.0,0.0002,0.0,2.68,29.59,1.05,1.05
conceição_do_lago-açu__ma,All,16399.0,0.126,0.196,0.0909,0.0032,0.0114,0.7,1.0,0.0005,195.07,1.39,15.28,1.76,1.76
conchal__sp,All,28330.0,0.184,0.196,0.0909,0.0034,0.0294,0.7,1.0,0.0006,124.85,2.03,22.28,0.378,0.378
conchas__sp,All,18075.0,0.145,0.196,0.0909,0.0105,0.049,0.7,1.0,0.0021,200.28,1.59,17.49,0.552,0.552
concórdia__sc,All,75387.0,0.263,0.196,0.0909,,0.009,0.7,1.0,,2275.87,2.89,31.84,2.68,2.68
concórdia_do_pará__pa,All,33651.0,0.107,0.196,0.0909,0.002,0.0112,0.7,1.0,0.0002,3454.13,1.18,12.97,0.925,0.925
condado__pb,All,6721.0,0.116,0.196,0.0909,0.002,0.25,0.7,1.0,0.0001,260.1,1.28,14.31,0.765,0.765
condado__pe,All,26685.0,0.124,0.196,0.0909,0.0185,0.0152,0.7,1.0,0.0007,301.72,1.36,14.97,2.18,2.18
conde__ba,All,26095.0,0.107,0.196,0.0909,0.0134,0.0201,0.7,1.0,0.0016,171.67,1.17,12.92,0.658,0.658
conde__pb,All,24917.0,0.145,0.196,0.0909,0.0022,0.25,0.7,1.0,0.0001,1534.59,1.59,17.75,0.478,0.478
condor__rs,All,6821.0,0.134,0.196,0.0909,0.0053,0.021,0.7,1.0,0.0003,41.62,1.47,16.16,1.88,1.88
confresa__mt,All,31242.0,0.12,0.196,0.0909,0.0035,0.0161,0.7,1.0,0.0002,1014.39,1.32,14.5,1.65,1.65
congo__pb,All,4834.0,0.0762,0.196,0.0909,0.0043,0.25,0.7,1.0,0.0003,215.88,0.838,9.62,0.767,0.767
congonhas__mg,All,55310.0,0.14,0.196,0.0909,,0.0206,0.7,1.0,,772.5,1.54,16.94,0.282,0.282
congonhinhas__pr,All,8906.0,0.109,0.196,0.0909,0.0171,0.0105,0.7,1.0,0.0,65.02,1.2,13.15,0.821,0.821
conselheiro_lafaiete__mg,All,129875.0,0.123,0.196,0.0909,,0.0156,0.7,1.0,,1243.28,1.35,14.9,0.352,0.352
constantina__rs,All,10010.0,0.135,0.196,0.0909,0.0042,0.0453,0.7,1.0,0.0001,41.62,1.48,16.3,2.12,2.12
contagem__mg,All,670494.0,0.166,0.196,0.0909,0.0042,0.0268,0.7,1.0,0.0002,-1160.046,1.83,20.1,0.607,0.607
contenda__pr,All,18770.0,0.242,0.196,0.0909,0.0053,0.041,0.7,1.0,0.0012,153.46,2.67,29.32,0.333,0.333
coqueiro_seco__al,All,5903.0,0.188,0.196,0.0909,0.0059,0.0255,0.7,1.0,0.0002,20.81,2.06,22.7,3.75,3.75
cordeiro__rj,All,22145.0,0.123,0.196,0.0909,0.0035,0.0311,0.7,1.0,0.0004,101.44,1.35,14.87,0.658,0.658
cordeirópolis__sp,All,24773.0,0.0533,0.196,0.0909,0.002,0.0092,0.7,1.0,0.0002,3253.85,0.587,6.45,1.04,1.04
cordisburgo__mg,All,8979.0,0.0012,0.196,0.0909,0.0023,0.0419,0.7,1.0,0.0001,858.33,0.0133,0.483,3.88,3.88
coreaú__ce,All,23367.0,0.173,0.196,0.0909,,0.0198,0.7,1.0,,4819.65,1.91,20.99,1.01,1.01
coremas__pb,All,15599.0,0.138,0.196,0.0909,0.0039,0.25,0.7,1.0,,109.24,1.51,16.87,0.613,0.613
cornélio_procópio__pr,All,48323.0,0.128,0.196,0.0909,0.009,0.0032,0.7,1.0,0.0004,408.36,1.41,15.47,3.01,3.01
coroados__sp,All,6119.0,0.122,0.196,0.0909,0.0128,0.0315,0.7,1.0,0.0007,75.43,1.35,14.8,0.779,0.779
coroatá__ma,All,65949.0,0.0909,0.196,0.0909,0.0015,0.0431,0.7,1.0,0.0003,3217.44,0.999,11.0,0.44,0.44
coromandel__mg,All,28254.0,0.0175,0.196,0.0909,0.0012,0.0704,0.7,1.0,0.0002,1586.61,0.192,2.25,0.969,0.969
coronel_fabriciano__mg,All,110954.0,0.118,0.196,0.0909,,0.0026,0.7,1.0,,8154.13,1.3,14.28,0.493,0.493
corrente__pi,All,26910.0,0.121,0.196,0.0909,,0.0124,0.7,1.0,,374.54,1.33,14.65,1.68,1.68
correntes__pe,All,18389.0,0.107,0.196,0.0909,0.0053,0.0147,0.7,1.0,0.0003,192.47,1.18,12.98,0.701,0.701
cortês__pe,All,12704.0,0.132,0.196,0.0909,0.015,0.0093,0.7,1.0,0.0006,127.45,1.45,15.98,2.36,2.36
corumbaíba__go,All,9820.0,0.186,0.196,0.0909,0.0094,0.0459,0.7,1.0,0.0004,0.0,2.05,22.5,0.998,0.998
corumbá__ms,All,112549.0,0.129,0.196,0.0909,0.0045,0.25,0.7,1.0,0.0002,1963.75,1.42,15.84,0.292,0.292
coruripe__al,All,57502.0,0.122,0.196,0.0909,0.0037,0.0213,0.7,1.0,0.0001,2827.29,1.34,14.72,0.902,0.902
cosmorama__sp,All,7380.0,0.131,0.196,0.0909,0.0089,0.0239,0.7,1.0,0.0018,202.88,1.44,15.8,0.542,0.542
cosmópolis__sp,All,72975.0,0.112,0.196,0.0909,0.0033,0.0313,0.7,1.0,0.0003,1664.64,1.23,13.52,0.39,0.39
costa_marques__ro,All,18514.0,0.226,0.196,0.0909,0.0057,0.25,0.7,1.0,0.0004,0.0,2.48,27.47,2.26,2.26
costa_rica__ms,All,21031.0,0.0551,0.196,0.0909,0.0027,0.25,0.7,1.0,0.0007,517.6,0.606,7.21,1.05,1.05
cotia__sp,All,251702.0,0.086,0.196,0.0909,0.0083,0.0053,0.7,1.0,0.0002,9259.56,0.946,10.41,0.439,0.439
couto_magalhães__to,All,5644.0,0.0584,0.196,0.0909,0.0044,0.0373,0.7,1.0,0.0003,215.88,0.642,7.07,2.23,2.23
coxilha__rs,All,2784.0,0.157,0.196,0.0909,0.0044,0.0211,0.7,1.0,0.0003,44.22,1.73,19.02,1.28,1.28
coxim__ms,All,33878.0,0.397,0.196,0.0909,0.005,0.25,0.7,1.0,0.0017,0.0,4.37,48.14,0.179,0.179
crateús__ce,All,75825.0,0.157,0.196,0.0909,0.0021,0.0092,0.7,1.0,0.0002,7228.18,1.73,19.06,0.302,0.302
crato__ce,All,133444.0,0.0948,0.196,0.0909,0.0012,0.0012,0.7,1.0,0.0002,18724.6,1.04,11.47,0.768,0.768
cravinhos__sp,All,35645.0,0.128,0.196,0.0909,0.0116,0.0148,0.7,1.0,0.0006,278.31,1.4,15.44,0.498,0.498
craíbas__al,All,24461.0,0.156,0.196,0.0909,,0.0136,0.7,1.0,,733.48,1.71,18.84,0.768,0.768
criciúma__sc,All,217338.0,0.17,0.196,0.0909,,0.0132,0.7,1.0,,5657.17,1.87,20.62,0.277,0.277
cristalina__go,All,59587.0,0.117,0.196,0.0909,0.0068,0.0181,0.7,1.0,0.0004,106.64,1.29,14.2,1.37,1.37
cristino_castro__pi,All,10527.0,0.299,0.196,0.0909,0.0011,0.0413,0.7,1.0,0.0001,655.45,3.29,36.2,0.482,0.482
cristinápolis__se,All,18053.0,0.202,0.196,0.0909,0.008,0.0521,0.7,1.0,0.0017,65.02,2.23,24.5,0.374,0.374
crisópolis__ba,All,21314.0,0.333,0.196,0.0909,0.0069,0.0186,0.7,1.0,0.0008,0.0,3.66,40.29,0.14,0.14
crixás__go,All,17118.0,0.0014,0.196,0.0909,0.0017,0.267,0.7,1.0,0.0001,1251.08,0.0154,2.94,1.57,1.57
croatá__ce,All,18244.0,0.0743,0.196,0.0909,0.0013,0.0308,0.7,1.0,0.0001,754.29,0.818,9.0,0.681,0.681
cruz__ce,All,25075.0,0.199,0.196,0.0909,0.001,0.0009,0.7,1.0,0.0,4015.94,2.19,24.04,1.11,1.11
cruz_alta__rs,All,60902.0,0.0434,0.196,0.0909,0.0044,0.0285,0.7,1.0,0.0007,1464.36,0.477,5.26,1.46,1.46
cruz_das_almas__ba,All,63871.0,0.189,0.196,0.0909,0.0024,0.0172,0.7,1.0,0.0005,322.52,2.08,22.86,0.267,0.267
cruz_do_espírito_santo__pb,All,17492.0,0.129,0.196,0.0909,0.0099,0.25,0.7,1.0,0.0007,280.91,1.42,15.89,1.28,1.28
cruzeiro__sp,All,83060.0,0.113,0.196,0.0909,0.004,0.018,0.7,1.0,0.0005,452.57,1.24,13.63,0.399,0.399
cruzeiro_do_sul__ac,All,89260.0,0.151,0.196,0.0909,0.0027,0.25,0.7,1.0,0.0,3433.32,1.66,18.5,2.08,2.08
cruzeiro_do_sul__rs,All,12471.0,0.13,0.196,0.0909,0.0069,0.0222,0.7,1.0,0.0001,109.24,1.43,15.7,1.73,1.73
cruzeta__rn,All,8078.0,0.229,0.196,0.0909,0.0075,0.25,0.7,1.0,0.0008,0.0,2.52,27.82,1.23,1.23
cubatão__sp,All,132012.0,0.109,0.196,0.0909,0.005,0.0034,0.7,1.0,0.0002,13220.88,1.2,13.24,0.772,0.772
cuiabá__mt,All,618672.0,0.125,0.196,0.0909,0.0064,0.0051,0.7,1.0,0.0001,25801.92,1.37,15.07,0.317,0.317
cuitegi__pb,All,6871.0,0.171,0.196,0.0909,0.0027,0.25,0.7,1.0,0.0003,496.79,1.88,20.9,0.282,0.282
cuité__pb,All,20541.0,0.0766,0.196,0.0909,0.0014,0.25,0.7,1.0,0.0001,756.89,0.842,9.66,0.503,0.503
cuité_de_mamanguape__pb,All,6417.0,0.0861,0.196,0.0909,0.0078,0.25,0.7,1.0,0.0007,345.93,0.947,10.78,0.645,0.645
cujubim__ro,All,25467.0,0.221,0.196,0.0909,0.0048,0.25,0.7,1.0,0.0004,0.0,2.43,26.84,1.83,1.83
cumaru__pe,All,11015.0,0.1,0.196,0.0909,0.004,0.0067,0.7,1.0,0.0013,130.05,1.1,12.11,0.885,0.885
cumaru_do_norte__pa,All,13608.0,0.062,0.196,0.0909,0.003,0.0193,0.7,1.0,0.0001,1100.22,0.682,7.5,2.02,2.02
cuparaque__mg,All,5032.0,0.189,0.196,0.0909,0.008,0.0547,0.7,1.0,0.0013,0.0,2.08,22.88,0.703,0.703
cupira__pe,All,24348.0,0.0718,0.196,0.0909,0.0086,0.0035,0.7,1.0,0.0006,1401.94,0.79,8.69,1.1,1.1
curionópolis__pa,All,18108.0,0.16,0.196,0.0909,0.0022,0.0037,0.7,1.0,0.0001,1836.31,1.76,19.39,0.981,0.981
curitiba__pr,All,1.952436e6,0.151,0.196,0.0909,0.0046,0.0136,0.7,1.0,0.0004,26101.03,1.66,18.24,0.298,0.298
curitibanos__sc,All,40142.0,0.129,0.196,0.0909,0.0016,0.0124,0.7,1.0,0.0002,845.32,1.42,15.62,0.315,0.315
curiúva__pr,All,15252.0,0.187,0.196,0.0909,0.0079,0.0495,0.7,1.0,0.0009,65.02,2.06,22.68,0.448,0.448
currais_novos__rn,All,45234.0,0.293,0.196,0.0909,0.0042,0.25,0.7,1.0,0.0006,0.0,3.22,35.5,1.04,1.04
curralinho__pa,All,34792.0,0.0401,0.196,0.0909,0.0053,0.045,0.7,1.0,0.0001,1339.51,0.441,4.87,1.97,1.97
cururupu__ma,All,33022.0,0.151,0.196,0.0909,0.003,0.0349,0.7,1.0,0.0001,0.0,1.66,18.22,1.82,1.82
curuçá__pa,All,40467.0,0.178,0.196,0.0909,0.0061,0.0255,0.7,1.0,0.0002,1186.06,1.95,21.49,2.18,2.18
curvelo__mg,All,80930.0,0.0932,0.196,0.0909,0.0019,0.0388,0.7,1.0,0.0003,1675.04,1.03,11.28,0.758,0.758
curvelândia__mt,All,5271.0,0.0322,0.196,0.0909,0.0063,0.0342,0.7,1.0,0.0001,208.08,0.355,3.92,1.31,1.31
custódia__pe,All,37482.0,0.122,0.196,0.0909,0.0118,0.0207,0.7,1.0,0.0004,192.47,1.34,14.71,1.69,1.69
cutias__ap,All,6043.0,0.394,0.196,0.0909,,0.0235,0.7,1.0,,1230.27,4.34,47.7,0.381,0.381
cáceres__mt,All,95320.0,0.0969,0.196,0.0909,0.0064,0.0055,0.7,1.0,0.0006,3043.17,1.07,11.72,0.393,0.393
cândido_mendes__ma,All,20380.0,0.116,0.196,0.0909,0.0255,0.0275,0.7,1.0,0.0008,20.81,1.27,14.01,1.44,1.44
cândido_mota__sp,All,31593.0,0.0188,0.196,0.0909,0.0029,0.112,0.7,1.0,0.0003,478.58,0.207,2.59,2.01,2.01
cândido_sales__ba,All,25441.0,0.18,0.196,0.0909,0.0042,0.0199,0.7,1.0,0.0003,215.88,1.98,21.78,0.693,0.693
cícero_dantas__ba,All,32840.0,0.0082,0.196,0.0909,0.004,0.0849,0.7,1.0,0.0004,561.82,0.0899,1.36,0.573,0.573
córrego_do_bom_jesus__mg,All,3741.0,0.135,0.196,0.0909,0.0029,0.0441,0.7,1.0,0.0001,127.45,1.49,16.36,0.737,0.737
darcinópolis__to,All,6158.0,0.192,0.196,0.0909,,0.0061,0.7,1.0,,106.64,2.11,23.2,3.61,3.61
davinópolis__ma,All,13037.0,0.129,0.196,0.0909,0.0048,0.0303,0.7,1.0,0.0001,431.77,1.42,15.63,1.94,1.94
delmiro_gouveia__al,All,52536.0,0.0812,0.196,0.0909,0.0029,0.0158,0.7,1.0,0.0002,1620.42,0.893,9.82,0.708,0.708
delta__mg,All,10638.0,0.0515,0.196,0.0909,0.0022,0.0572,0.7,1.0,0.0007,730.88,0.567,6.27,1.01,1.01
demerval_lobão__pi,All,13955.0,0.5,0.196,0.0909,,5.6,0.7,1.0,,5899.07,5.5,86.29,1.94,1.94
deodápolis__ms,All,13053.0,0.0992,0.196,0.0909,0.0032,0.25,0.7,1.0,0.0004,280.91,1.09,12.32,0.638,0.638
deputado_irapuan_pinheiro__ce,All,9721.0,0.178,0.196,0.0909,0.0055,0.0173,0.7,1.0,0.0007,98.84,1.96,21.6,0.425,0.425
descalvado__sp,All,34055.0,0.0696,0.196,0.0909,0.007,0.0288,0.7,1.0,0.0007,228.89,0.766,8.43,1.73,1.73
desterro__pb,All,8380.0,0.109,0.196,0.0909,0.0045,0.25,0.7,1.0,0.0002,150.86,1.2,13.44,0.912,0.912
diadema__sp,All,428123.0,0.103,0.196,0.0909,0.0074,0.0064,0.7,1.0,0.0002,15720.44,1.14,12.51,0.619,0.619
diamantina__mg,All,48200.0,0.0154,0.196,0.0909,0.0025,0.0323,0.7,1.0,0.0001,470.78,0.169,1.9,2.72,2.72
diamantino__mt,All,22261.0,0.105,0.196,0.0909,0.0025,0.0091,0.7,1.0,0.0005,520.2,1.15,12.68,0.635,0.635
dianópolis__to,All,22360.0,0.176,0.196,0.0909,0.0074,0.0261,0.7,1.0,0.0017,174.27,1.93,21.25,0.442,0.442
dias_d'ávila__ba,All,81900.0,0.0748,0.196,0.0909,0.0035,0.0253,0.7,1.0,0.0003,4060.16,0.823,9.05,0.376,0.376
dionísio_cerqueira__sc,All,15653.0,0.088,0.196,0.0909,0.0093,0.0112,0.7,1.0,0.0019,325.12,0.968,10.65,0.775,0.775
dirceu_arcoverde__pi,All,7081.0,0.18,0.196,0.0909,,0.0689,0.7,1.0,,93.64,1.98,21.84,2.63,2.63
divina_pastora__se,All,5189.0,0.112,0.196,0.0909,0.0036,0.0201,0.7,1.0,0.0008,345.93,1.23,13.51,0.63,0.63
divino__mg,All,20130.0,0.0666,0.196,0.0909,0.0024,0.0118,0.7,1.0,0.0,257.5,0.732,8.06,0.665,0.665
divino_das_laranjeiras__mg,All,5029.0,0.182,0.196,0.0909,0.0064,0.116,0.7,1.0,0.0003,85.83,2.01,22.12,0.692,0.692
divinópolis__mg,All,240612.0,0.133,0.196,0.0909,0.0023,0.0282,0.7,1.0,0.0002,1201.66,1.47,16.15,0.497,0.497
dois_córregos__sp,All,27588.0,0.0012,0.196,0.0909,0.0188,0.204,0.7,1.0,0.0007,202.88,0.013,2.25,1.49,1.49
dois_irmãos__rs,All,32998.0,0.156,0.196,0.0909,0.0037,0.0363,0.7,1.0,0.0009,283.51,1.71,18.82,0.35,0.35
dolcinópolis__sp,All,2136.0,0.0496,0.196,0.0909,0.017,0.0563,0.7,1.0,0.0023,153.46,0.545,6.03,1.04,1.04
dom_aquino__mt,All,8260.0,0.192,0.196,0.0909,0.0071,0.0326,0.7,1.0,0.0024,78.03,2.12,23.27,0.401,0.401
dom_cavati__mg,All,5123.0,0.103,0.196,0.0909,0.0066,0.0117,0.7,1.0,0.0006,83.23,1.13,12.42,0.833,0.833
dom_eliseu__pa,All,60316.0,0.131,0.196,0.0909,0.0018,0.0081,0.7,1.0,0.0001,951.97,1.44,15.81,2.16,2.16
dom_pedrito__rs,All,38846.0,0.159,0.196,0.0909,0.0055,0.0167,0.7,1.0,0.0005,20.81,1.75,19.2,1.08,1.08
dom_pedro__ma,All,23584.0,0.128,0.196,0.0909,0.0034,0.0096,0.7,1.0,0.0001,44.22,1.41,15.55,1.92,1.92
domingos_martins__es,All,34188.0,0.206,0.196,0.0909,0.0018,0.25,0.7,1.0,0.0002,0.0,2.26,25.06,2.59,2.59
dona_inês__pb,All,10558.0,0.281,0.196,0.0909,0.0061,0.25,0.7,1.0,0.0008,65.02,3.09,34.13,0.397,0.397
dores_do_indaiá__mg,All,13618.0,0.0012,0.196,0.0909,0.0021,0.0207,0.7,1.0,0.0,1115.83,0.0128,0.268,5.55,5.55
dores_do_rio_preto__es,All,6816.0,0.241,0.196,0.0909,0.0033,0.25,0.7,1.0,0.0006,0.0,2.65,29.3,0.539,0.539
dormentes__pe,All,19097.0,0.0444,0.196,0.0909,0.0012,0.0087,0.7,1.0,0.0001,993.58,0.488,5.37,1.62,1.62
douradina__ms,All,5983.0,0.135,0.196,0.0909,0.0025,0.25,0.7,1.0,0.0006,301.72,1.48,16.55,1.8,1.8
dourados__ms,All,225178.0,0.107,0.196,0.0909,0.0017,0.25,0.7,1.0,0.0002,15218.45,1.18,13.24,0.284,0.284
doutor_severiano__rn,All,7147.0,0.175,0.196,0.0909,0.0087,0.25,0.7,1.0,0.0006,0.0,1.93,21.4,2.7,2.7
dracena__sp,All,47261.0,0.0411,0.196,0.0909,0.0067,0.0147,0.7,1.0,0.0004,606.03,0.452,4.97,2.78,2.78
duartina__sp,All,12569.0,0.0276,0.196,0.0909,0.0049,0.0826,0.7,1.0,0.0003,202.88,0.304,3.47,1.39,1.39
duas_barras__rj,All,11607.0,0.377,0.196,0.0909,0.0042,0.0983,0.7,1.0,0.0004,26.01,4.14,45.57,0.49,0.49
duas_estradas__pb,All,3632.0,0.152,0.196,0.0909,0.0037,0.25,0.7,1.0,0.0001,23.41,1.67,18.62,2.75,2.75
duque_bacelar__ma,All,11462.0,0.128,0.196,0.0909,0.0022,0.0316,0.7,1.0,0.0002,733.48,1.41,15.55,0.634,0.634
duque_de_caxias__rj,All,928792.0,0.0975,0.196,0.0909,0.0179,0.0017,0.7,1.0,0.0005,11699.3,1.07,11.8,1.22,1.22
dário_meira__ba,All,10817.0,0.239,0.196,0.0909,0.009,0.025,0.7,1.0,0.0033,106.64,2.63,28.93,0.381,0.381
ecoporanga__es,All,23152.0,0.214,0.196,0.0909,0.0046,0.25,0.7,1.0,0.0005,0.0,2.36,26.07,1.51,1.51
edéia__go,All,12496.0,0.106,0.196,0.0909,0.0069,0.0268,0.7,1.0,0.0016,109.24,1.17,12.83,0.786,0.786
eldorado__sp,All,15649.0,0.0935,0.196,0.0909,0.0034,0.0923,0.7,1.0,0.0003,252.3,1.03,11.36,0.816,0.816
eldorado_do_carajás__pa,All,34146.0,0.0802,0.196,0.0909,0.0056,0.023,0.7,1.0,0.0002,626.84,0.883,9.71,1.0,1.0
eldorado_do_sul__rs,All,41698.0,0.063,0.196,0.0909,0.0027,0.0213,0.7,1.0,0.0012,501.99,0.693,7.62,1.03,1.03
elesbão_veloso__pi,All,14748.0,0.0571,0.196,0.0909,0.0017,0.0086,0.7,1.0,0.0001,1779.08,0.628,6.91,2.32,2.32
elias_fausto__sp,All,17950.0,0.142,0.196,0.0909,0.0102,0.015,0.7,1.0,0.0007,176.87,1.56,17.16,0.515,0.515
embaúba__sp,All,2477.0,0.0475,0.196,0.0909,0.0071,0.0686,0.7,1.0,0.0001,153.46,0.523,5.8,0.69,0.69
embu-guaçu__sp,All,70079.0,0.117,0.196,0.0909,0.0043,0.0069,0.7,1.0,0.0002,1792.09,1.29,14.16,0.376,0.376
embu_das_artes__sp,All,276463.0,0.116,0.196,0.0909,0.0095,0.0042,0.7,1.0,0.0004,4213.62,1.28,14.08,1.19,1.19
encantado__rs,All,22933.0,0.115,0.196,0.0909,0.0036,0.0351,0.7,1.0,0.0001,522.8,1.27,13.96,0.722,0.722
encanto__rn,All,5694.0,0.175,0.196,0.0909,0.0201,0.25,0.7,1.0,0.0027,0.0,1.93,21.4,2.86,2.86
encruzilhada_do_sul__rs,All,26136.0,0.0261,0.196,0.0909,0.0083,0.0169,0.7,1.0,0.0005,286.11,0.287,3.16,2.4,2.4
engenheiro_caldas__mg,All,11245.0,0.0473,0.196,0.0909,0.0066,0.15,0.7,1.0,0.0025,171.67,0.52,5.96,1.32,1.32
engenheiro_coelho__sp,All,20981.0,0.0723,0.196,0.0909,0.003,0.0243,0.7,1.0,0.0004,985.78,0.795,8.75,0.721,0.721
engenheiro_paulo_de_frontin__rj,All,14142.0,0.119,0.196,0.0909,0.0055,0.0379,0.7,1.0,0.0006,278.31,1.31,14.39,0.693,0.693
entre_rios__sc,All,3235.0,0.0011,0.196,0.0909,,0.648,0.7,1.0,,975.37,0.0118,7.12,13.14,13.14
enéas_marques__pr,All,6021.0,0.154,0.196,0.0909,0.0081,0.229,0.7,1.0,,44.22,1.69,18.81,0.885,0.885
epitaciolândia__ac,All,18595.0,0.151,0.196,0.0909,0.005,0.25,0.7,1.0,0.0004,322.52,1.66,18.49,0.802,0.802
erechim__rs,All,106921.0,0.126,0.196,0.0909,0.001,0.0083,0.7,1.0,0.0001,1269.29,1.39,15.25,1.14,1.14
ererê__ce,All,7270.0,0.127,0.196,0.0909,0.0043,0.0145,0.7,1.0,0.0002,351.13,1.4,15.41,1.43,1.43
escada__pe,All,69564.0,0.119,0.196,0.0909,0.0215,0.0071,0.7,1.0,0.0007,325.12,1.31,14.44,1.69,1.69
esmeraldas__mg,All,71258.0,0.1,0.196,0.0909,,0.0086,0.7,1.0,,985.78,1.1,12.13,0.567,0.567
espera_feliz__mg,All,25201.0,0.0719,0.196,0.0909,0.0025,0.0434,0.7,1.0,0.0007,730.88,0.791,8.71,1.06,1.06
esperantina__pi,All,40134.0,0.187,0.196,0.0909,,0.0028,0.7,1.0,,6273.61,2.06,22.63,0.55,0.55
esperantina__to,All,11106.0,0.206,0.196,0.0909,0.0018,0.0234,0.7,1.0,0.0001,130.05,2.26,24.91,0.404,0.404
esperantinópolis__ma,All,17413.0,0.133,0.196,0.0909,0.0026,0.0163,0.7,1.0,0.0003,1425.35,1.47,16.12,1.12,1.12
esperança__pb,All,33337.0,0.118,0.196,0.0909,0.0015,0.25,0.7,1.0,0.0002,928.56,1.3,14.58,0.567,0.567
esperança_do_sul__rs,All,2955.0,0.184,0.196,0.0909,0.0092,0.0166,0.7,1.0,0.0014,88.43,2.02,22.27,0.285,0.285
espigão_d'oeste__ro,All,32698.0,0.286,0.196,0.0909,0.0038,0.25,0.7,1.0,0.0005,0.0,3.14,34.69,0.998,0.998
espinosa__mg,All,31933.0,0.0015,0.196,0.0909,0.0018,0.127,0.7,1.0,0.0001,2231.66,0.0166,1.41,0.776,0.776
espumoso__rs,All,15744.0,0.086,0.196,0.0909,0.0085,0.0158,0.7,1.0,0.0025,88.43,0.946,10.41,1.18,1.18
espírito_santo__rn,All,10610.0,0.453,0.196,0.0909,0.0041,0.25,0.7,1.0,0.0017,0.0,4.98,54.84,0.829,0.829
espírito_santo_do_pinhal__sp,All,44773.0,0.0447,0.196,0.0909,0.0035,0.0512,0.7,1.0,0.0007,730.88,0.491,5.43,0.952,0.952
estação__rs,All,6018.0,0.162,0.196,0.0909,0.0049,0.0019,0.7,1.0,0.0004,65.02,1.78,19.56,0.742,0.742
esteio__rs,All,84034.0,0.0775,0.196,0.0909,0.008,0.004,0.7,1.0,0.0002,1440.95,0.853,9.38,0.91,0.91
estiva__mg,All,11468.0,0.0993,0.196,0.0909,0.0019,0.0823,0.7,1.0,0.0,384.95,1.09,12.05,0.645,0.645
estiva_gerbi__sp,All,11417.0,0.202,0.196,0.0909,0.0044,0.0168,0.7,1.0,0.001,101.44,2.23,24.5,0.171,0.171
estreito__ma,All,42365.0,0.119,0.196,0.0909,0.0017,0.0189,0.7,1.0,0.0001,2028.78,1.31,14.39,0.914,0.914
estrela__rs,All,34457.0,0.116,0.196,0.0909,0.002,0.0078,0.7,1.0,0.0001,460.38,1.28,14.05,1.53,1.53
estrela_d'oeste__sp,All,8503.0,0.06,0.196,0.0909,0.0047,0.0459,0.7,1.0,0.0003,1110.63,0.66,7.27,1.1,1.1
estrela_dalva__mg,All,2366.0,0.184,0.196,0.0909,0.0069,0.0513,0.7,1.0,0.0021,0.0,2.02,22.25,2.0,2.0
estância__se,All,69876.0,0.146,0.196,0.0909,0.005,0.0244,0.7,1.0,0.0002,3131.6,1.61,17.68,0.299,0.299
estância_velha__rs,All,50522.0,0.157,0.196,0.0909,0.0015,0.0231,0.7,1.0,0.0004,392.75,1.73,19.01,0.287,0.287
euclides_da_cunha__ba,All,61191.0,0.0861,0.196,0.0909,0.005,0.0309,0.7,1.0,0.0004,192.47,0.947,10.42,0.441,0.441
eugenópolis__mg,All,11388.0,0.0325,0.196,0.0909,,0.0216,0.7,1.0,,2104.21,0.357,3.93,1.07,1.07
eunápolis__ba,All,114514.0,0.131,0.196,0.0909,0.0029,0.0115,0.7,1.0,0.0001,2590.6,1.44,15.8,0.367,0.367
eusébio__ce,All,54154.0,0.246,0.196,0.0909,0.0016,0.0037,0.7,1.0,0.0,6929.06,2.71,29.8,1.31,1.31
extrema__mg,All,36587.0,0.194,0.196,0.0909,0.0011,0.0289,0.7,1.0,0.0001,1329.11,2.14,23.52,0.454,0.454
extremoz__rn,All,28869.0,0.23,0.196,0.0909,0.0072,0.25,0.7,1.0,0.0007,0.0,2.52,27.91,1.52,1.52
exu__pe,All,32143.0,0.118,0.196,0.0909,0.0128,0.0194,0.7,1.0,0.002,130.05,1.3,14.26,0.461,0.461
fagundes__pb,All,11366.0,0.0567,0.196,0.0909,0.0065,0.25,0.7,1.0,0.0006,325.12,0.623,7.39,1.3,1.3
faria_lemos__mg,All,3273.0,0.173,0.196,0.0909,0.0081,0.0505,0.7,1.0,0.0008,0.0,1.9,20.94,0.996,0.996
farias_brito__ce,All,19644.0,0.167,0.196,0.0909,0.0022,0.0159,0.7,1.0,0.0001,1303.1,1.83,20.17,0.373,0.373
