Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Mexico,2020-01-22,23.634,-102.5528,129654253,9673,681,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,5.252
Mexico,2020-01-23,23.634,-102.5528,129654253,9673,727,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,5.607
Mexico,2020-01-24,23.634,-102.5528,129654253,9673,773,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,5.962
Mexico,2020-01-25,23.634,-102.5528,129654253,9673,788,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,6.078
Mexico,2020-01-26,23.634,-102.5528,129654253,9673,821,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,6.332
Mexico,2020-01-27,23.634,-102.5528,129654253,9673,864,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,6.664
Mexico,2020-01-28,23.634,-102.5528,129654253,9673,915,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.057
Mexico,2020-01-29,23.634,-102.5528,129654253,9673,946,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.296
Mexico,2020-01-30,23.634,-102.5528,129654253,9673,985,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.597
Mexico,2020-01-31,23.634,-102.5528,129654253,9673,1017,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.844
Mexico,2020-02-01,23.634,-102.5528,129654253,9673,1025,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.906
Mexico,2020-02-02,23.634,-102.5528,129654253,9673,1037,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.998
Mexico,2020-02-03,23.634,-102.5528,129654253,9673,1050,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,8.098
Mexico,2020-02-04,23.634,-102.5528,129654253,9673,1101,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,8.492
Mexico,2020-02-05,23.634,-102.5528,129654253,9673,1146,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,8.839
