Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Germany,2020-01-22,51.0,9.0,82983285,47616,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-01-23,51.0,9.0,82983285,47616,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-01-24,51.0,9.0,82983285,47616,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-01-25,51.0,9.0,82983285,47616,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-01-26,51.0,9.0,82983285,47616,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-01-27,51.0,9.0,82983285,47616,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.01205,0.0,0.0,0.0,0.01205,,
Germany,2020-01-28,51.0,9.0,82983285,47616,,,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,0.0482,0.0,0.0,0.0,0.0482,,
Germany,2020-01-29,51.0,9.0,82983285,47616,,,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,0.0482,0.0,0.0,0.0,0.0482,,
Germany,2020-01-30,51.0,9.0,82983285,47616,,,4,0,0,4,0,4,1.5,,,,,,,,,,,,,,0.0,0.0482,0.0,0.0,0.0,0.0482,,
Germany,2020-01-31,51.0,9.0,82983285,47616,,,5,0,0,5,0,5,1.333,,,,,,,,,,,,,,0.0,0.06025,0.0,0.0,0.0,0.06025,,
Germany,2020-02-01,51.0,9.0,82983285,47616,,,8,0,0,8,0,8,1.333,,,,,,,,,,,,,,0.0,0.0964,0.0,0.0,0.0,0.0964,,
Germany,2020-02-02,51.0,9.0,82983285,47616,,,10,0,0,10,0,10,1.333,,,,,-0.16667,,,,,,,,,0.0,0.1205,0.0,0.0,0.0,0.1205,,
Germany,2020-02-03,51.0,9.0,82983285,47616,,,12,0,0,12,0,12,1.167,,,,,-0.16667,,,,,,,,,0.0,0.1446,0.0,0.0,0.0,0.1446,,
Germany,2020-02-04,51.0,9.0,82983285,47616,,,12,0,0,12,0,12,0.8333,,,,,-0.16667,,,,,,,,,0.0,0.1446,0.0,0.0,0.0,0.1446,,
Germany,2020-02-05,51.0,9.0,82983285,47616,,,12,0,0,12,0,12,0.5,,,,,-0.11111,,,,,,,,,0.0,0.1446,0.0,0.0,0.0,0.1446,,
Germany,2020-02-06,51.0,9.0,82983285,47616,,,12,0,0,12,0,12,0.3333,,,,,-0.08333,,,,,,,,,0.0,0.1446,0.0,0.0,0.0,0.1446,,
Germany,2020-02-07,51.0,9.0,82983285,47616,,,13,0,0,13,0,13,0.3333,,,,,-0.05556,,,,,,,,,0.0,0.1567,0.0,0.0,0.0,0.1567,,
Germany,2020-02-08,51.0,9.0,82983285,47616,,,13,0,0,13,0,13,0.6667,,,,,0.0,,,,,,,,,0.0,0.1567,0.0,0.0,0.0,0.1567,,
Germany,2020-02-09,51.0,9.0,82983285,47616,,,14,0,0,14,0,14,0.6667,,,,,0.0,,,,,,,,,0.0,0.1687,0.0,0.0,0.0,0.1687,,
Germany,2020-02-10,51.0,9.0,82983285,47616,,,14,0,0,14,0,14,0.5,,,,,0.0,,,,,,,,,0.0,0.1687,0.0,0.0,0.0,0.1687,,
Germany,2020-02-11,51.0,9.0,82983285,47616,,,16,0,0,16,0,16,0.5,,,,,-0.11111,,,,,,,,,0.0,0.1928,0.0,0.0,0.0,0.1928,,
Germany,2020-02-12,51.0,9.0,82983285,47616,,,16,0,0,16,0,16,0.3333,,,,,-0.11111,,,,,,,,,0.0,0.1928,0.0,0.0,0.0,0.1928,,
Germany,2020-02-13,51.0,9.0,82983285,47616,,,16,1,0,16,1,15,0.3333,,,,,-0.08333,,,,,,,,0.0,0.0,0.1928,0.0,0.01205,0.01205,0.1808,,
Germany,2020-02-14,51.0,9.0,82983285,47616,,,16,1,0,16,1,15,0.0,,,,,-0.08333,,,,,,,,0.0,0.0,0.1928,0.0,0.01205,0.01205,0.1808,,
Germany,2020-02-15,51.0,9.0,82983285,47616,,,16,1,0,16,1,15,0.0,,,,,-0.05556,,,,,,,,0.0,0.0,0.1928,0.0,0.01205,0.01205,0.1808,,
Germany,2020-02-16,51.0,9.0,82983285,47616,,,16,1,0,16,1,15,0.0,1.833,,,,-0.05556,,,,,,,,0.0,0.0,0.1928,0.0,0.01205,0.01205,0.1808,,
Germany,2020-02-17,51.0,9.0,82983285,47616,,,16,1,0,16,1,15,0.0,1.833,,,,,,,,,,,,0.0,0.0,0.1928,0.0,0.01205,0.01205,0.1808,,
Germany,2020-02-18,51.0,9.0,82983285,47616,,,16,12,0,16,12,4,0.0,2.167,,,,,,,,,,,,0.0,0.0,0.1928,0.0,0.1446,0.1446,0.0482,,
Germany,2020-02-19,51.0,9.0,82983285,47616,,,16,12,0,16,12,4,0.0,2.167,,,,,-0.25,,,,,,,0.0,0.0,0.1928,0.0,0.1446,0.1446,0.0482,,
Germany,2020-02-20,51.0,9.0,82983285,47616,,,16,12,0,16,12,4,0.0,2.167,,,,,-0.22222,,,,,,,0.0,0.0,0.1928,0.0,0.1446,0.1446,0.0482,,
Germany,2020-02-21,51.0,9.0,82983285,47616,,,16,14,0,16,14,2,0.0,0.3333,,,,,-0.30556,,,,,,,0.0,0.0,0.1928,0.0,0.1687,0.1687,0.0241,,
Germany,2020-02-22,51.0,9.0,82983285,47616,,,16,14,0,16,14,2,0.1667,0.3333,,,,,-0.30556,,,,,,,0.0,0.0,0.1928,0.0,0.1687,0.1687,0.0241,,
Germany,2020-02-23,51.0,9.0,82983285,47616,,,16,14,0,16,14,2,1.833,0.5,,,,,-0.30556,,,,,,,0.0,0.0,0.1928,0.0,0.1687,0.1687,0.0241,,
