Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Armenia,2020-01-22,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-23,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-24,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-25,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-26,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-27,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-28,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-29,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-30,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-31,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-01,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-02,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-03,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-04,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-05,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-06,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-07,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-08,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-09,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-10,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-11,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-12,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-13,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-14,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-15,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-16,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-17,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-18,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-19,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-20,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-21,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-22,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-23,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-24,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-25,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-26,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-27,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-28,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-02-29,40.069,45.038,2938968,4212,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-03-01,40.069,45.038,2938968,4212,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-02,40.069,45.038,2938968,4212,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-03,40.069,45.038,2938968,4212,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-04,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-05,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-06,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-07,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-08,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-09,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.5,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-10,40.069,45.038,2938968,4212,,,1,0,0,0,1,1.167,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-11,40.069,45.038,2938968,4212,,,1,0,0,0,1,2.833,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Armenia,2020-03-12,40.069,45.038,2938968,4212,,,4,0,0,0,4,4.167,,,,,2.139,,,,,,,,,0.0,1.361,0.0,0.0,0.0,1.361,,
Armenia,2020-03-13,40.069,45.038,2938968,4212,,,8,0,0,0,8,8.5,,,,,2.778,,,,,,,,,0.0,2.722,0.0,0.0,0.0,2.722,,
Armenia,2020-03-14,40.069,45.038,2938968,4212,,,18,0,0,0,18,12.833,,,,,2.806,,,,,0.09722,,,,0.0,6.125,0.0,0.0,0.0,6.125,,
Armenia,2020-03-15,40.069,45.038,2938968,4212,,,26,0,0,0,26,13.333,,,,,3.028,,,,,-0.13889,,,,0.0,8.847,0.0,0.0,0.0,8.847,,
Armenia,2020-03-16,40.069,45.038,2938968,4212,,,52,0,0,0,52,17.833,,,,,2.528,,,,,-0.11111,-0.11979,,,0.0,17.693,0.0,0.0,0.0,17.693,,
Armenia,2020-03-17,40.069,45.038,2938968,4212,,,78,1,0,1,77,19.667,,,,,2.222,,,,,-0.45833,,,0.0,0.0,26.54,0.0,0.3403,0.3403,26.2,,
Armenia,2020-03-18,40.069,45.038,2938968,4212,,,84,1,0,1,83,22.333,,,,,2.361,,,,,-0.38194,,,0.0,0.0,28.581,0.0,0.3403,0.3403,28.241,,
Armenia,2020-03-19,40.069,45.038,2938968,4212,,,115,1,0,1,114,23.667,,,,,1.194,,,,,-0.3125,,,0.0,0.0,39.129,0.0,0.3403,0.3403,38.789,,
Armenia,2020-03-20,40.069,45.038,2938968,4212,,,136,1,0,1,135,26.167,0.1667,,,,1.0,,,,,-0.09722,,,0.0,0.0,46.275,0.0,0.3403,0.3403,45.934,,
Armenia,2020-03-21,40.069,45.038,2938968,4212,,,160,1,0,1,159,27.5,2.167,,,,0.9722,,,,,-0.07639,,,0.0,0.0,54.441,0.0,0.3403,0.3403,54.101,,
Armenia,2020-03-22,40.069,45.038,2938968,4212,,,194,2,0,2,192,25.0,2.5,,,,1.972,,,,,0.2222,,,0.0,0.0,66.01,0.0,0.6805,0.6805,65.329,,
Armenia,2020-03-23,40.069,45.038,2938968,4212,,,235,2,0,2,233,25.667,2.833,,,,0.8889,0.75,,,,0.5694,,,0.0,0.0,79.96,0.0,0.6805,0.6805,79.28,,
Armenia,2020-03-24,40.069,45.038,2938968,4212,,,249,14,0,14,235,28.167,4.5,,,,1.889,0.08333,,,,0.3889,0.02778,,0.0,0.0,84.724,0.0,4.764,4.764,79.96,,
Armenia,2020-03-25,40.069,45.038,2938968,4212,,,265,16,0,16,249,35.5,4.667,,,,3.25,-0.02778,,,,0.9236,-0.07292,,0.0,0.0,90.168,0.0,5.444,5.444,84.724,,
