region,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Middle East & North Africa,2020-01-22,410405444,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-23,410405444,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-24,410405444,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-25,410405444,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-26,410405444,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.007309844554596113
Middle East & North Africa,2020-01-27,410405444,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.009746459406128151
Middle East & North Africa,2020-01-28,410405444,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-29,410405444,7,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,0.009746459406128151,0.0,0.0,0.0,0.009746459406128151,1.75,0.017056303960724262
Middle East & North Africa,2020-01-30,410405444,11,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,0.009746459406128151,0.0,0.0,0.0,0.009746459406128151,2.75,0.026802763366852413
Middle East & North Africa,2020-01-31,410405444,,4,1,0,4,1,3,,,,,,,,,,,,,,0.0,0.0,0.009746459406128151,0.0,0.0024366148515320377,0.0024366148515320377,0.007309844554596113,,
Middle East & North Africa,2020-02-01,410405444,,4,1,0,4,1,3,0.16666666666666666,,,,,,,,,,,,,0.0,0.0,0.009746459406128151,0.0,0.0024366148515320377,0.0024366148515320377,0.007309844554596113,,
Middle East & North Africa,2020-02-02,410405444,18,5,1,0,5,1,4,0.16666666666666666,,,,,,,,,,,,,0.0,0.0,0.012183074257660189,0.0,0.0024366148515320377,0.0024366148515320377,0.009746459406128151,3.6,0.043859067327576676
Middle East & North Africa,2020-02-03,410405444,25,5,2,0,5,2,3,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,0.0,0.0,0.012183074257660189,0.0,0.0048732297030640755,0.0048732297030640755,0.007309844554596113,5.0,0.06091537128830094
Middle East & North Africa,2020-02-04,410405444,31,5,2,0,5,2,3,0.16666666666666666,0.3333333333333333,,,,0.05555555555555556,,,,,,,,0.0,0.0,0.012183074257660189,0.0,0.0048732297030640755,0.0048732297030640755,0.007309844554596113,6.2,0.07553506039749316
Middle East & North Africa,2020-02-05,410405444,,5,2,0,5,2,3,0.3333333333333333,0.3333333333333333,,,,0.05555555555555556,,,,,,,,0.0,0.0,0.012183074257660189,0.0,0.0048732297030640755,0.0048732297030640755,0.007309844554596113,,
Middle East & North Africa,2020-02-06,410405444,,5,2,0,5,2,3,0.3333333333333333,0.16666666666666666,,,,0.05555555555555556,0.027777777777777776,,,,-0.01388888888888889,,,0.0,0.0,0.012183074257660189,0.0,0.0048732297030640755,0.0048732297030640755,0.007309844554596113,,
Middle East & North Africa,2020-02-07,410405444,9,5,3,0,5,3,2,0.5,0.3333333333333333,,,,0.05555555555555556,0.0,,,,-0.01388888888888889,,,0.0,0.0,0.012183074257660189,0.0,0.007309844554596113,0.007309844554596113,0.0048732297030640755,1.8,0.021929533663788338
Middle East & North Africa,2020-02-08,410405444,,7,3,0,7,3,4,0.5,0.3333333333333333,,,,0.0,0.0,,,,-0.020833333333333336,,,0.0,0.0,0.017056303960724262,0.0,0.007309844554596113,0.007309844554596113,0.009746459406128151,,
Middle East & North Africa,2020-02-09,410405444,71,7,3,0,7,3,4,0.5,0.3333333333333333,,,,0.0,0.027777777777777776,,,,-0.020833333333333336,,,0.0,0.0,0.017056303960724262,0.0,0.007309844554596113,0.007309844554596113,0.009746459406128151,10.142857142857142,0.1729996544587747
Middle East & North Africa,2020-02-10,410405444,99,8,4,0,8,4,4,0.5,0.3333333333333333,,,,-0.02777777777777778,0.0,,,,,,,0.0,0.0,0.019492918812256302,0.0,0.009746459406128151,0.009746459406128151,0.009746459406128151,12.375,0.24122487030167172
Middle East & North Africa,2020-02-11,410405444,149,8,4,0,8,4,4,0.3333333333333333,0.3333333333333333,,,,-0.02777777777777778,0.0,,,,,,,0.0,0.0,0.019492918812256302,0.0,0.009746459406128151,0.009746459406128151,0.009746459406128151,18.625,0.3630556128782736
Middle East & North Africa,2020-02-12,410405444,184,8,4,0,8,4,4,0.3333333333333333,0.3333333333333333,,,,-0.02777777777777778,0.0,,,,,,,0.0,0.0,0.019492918812256302,0.0,0.009746459406128151,0.009746459406128151,0.009746459406128151,23.0,0.44833713268189496
Middle East & North Africa,2020-02-13,410405444,219,8,5,0,8,5,3,0.3333333333333333,0.3333333333333333,,,,0.027777777777777773,-0.08333333333333333,,,,,,,0.0,0.0,0.019492918812256302,0.0,0.012183074257660189,0.012183074257660189,0.007309844554596113,27.375,0.5336186524855162
Middle East & North Africa,2020-02-14,410405444,249,9,5,0,9,5,4,0.3333333333333333,0.3333333333333333,,,,0.11111111111111112,-0.05555555555555555,,,,,,,0.0,0.0,0.021929533663788338,0.0,0.012183074257660189,0.012183074257660189,0.009746459406128151,27.666666666666668,0.6067170980314773
Middle East & North Africa,2020-02-15,410405444,262,9,5,0,9,5,4,0.3333333333333333,0.3333333333333333,,,,0.5277777777777778,-0.08333333333333333,,,,0.3194444444444445,,,0.0,0.0,0.021929533663788338,0.0,0.012183074257660189,0.012183074257660189,0.009746459406128151,29.11111111111111,0.6383930911013939
