Region,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
North America,2020-03-27,330863098,918515.0,105213,25155,2254,105213,27409,77804,17098.14,17098.14,5573.57,485.86,6059.43,11038.71,1830.54,861.69,91.6,953.29,877.26,42.57,-14.8857,-0.1941,0.0822,318.0,6.81,76.03,82.84,235.15,8.73,2776.12
North America,2020-03-28,330863098,1.026761e6,124812,31596,2886,124812,34482,90330,19354.0,19354.0,6456.0,607.14,7063.14,12290.86,1799.31,925.37,107.66,1033.03,766.29,49.36,-20.4411,-4.1874,0.0837,377.23,8.72,95.5,104.22,273.01,8.23,3103.28
North America,2020-03-29,330863098,1.125685e6,143732,39222,3472,143732,42694,101038,21321.57,21321.57,7452.43,728.0,8180.43,13141.14,1891.91,983.83,118.89,1102.71,789.2,-1.6686,-22.0914,-7.928,0.0813,434.42,10.49,118.54,129.04,305.38,7.83,3402.27
North America,2020-03-30,330863098,1.235227e6,165743,47715,4164,165743,51879,113864,23107.57,23107.57,8490.71,884.29,9375.0,13732.57,1966.29,1044.31,130.17,1174.49,791.8,-42.0914,-36.1131,-5.4313,0.0803,500.94,12.59,144.21,156.8,344.14,7.45,3733.35
North America,2020-03-31,330863098,1.363064e6,192114,56979,5252,192114,62231,129883,25014.86,25014.86,9615.14,1008.43,10623.57,14391.29,1779.57,1112.03,134.4,1246.43,533.14,-78.6114,-50.8983,-4.1319,0.0844,580.64,15.87,172.21,188.09,392.56,7.1,4119.72
North America,2020-04-01,330863098,1.498883e6,217928,67616,6422,217928,74038,143890,26929.57,26929.57,10795.14,1136.71,11931.86,14997.71,1620.09,1153.89,141.03,1294.91,325.17,-138.0,-42.0423,-2.0578,0.0867,658.67,19.41,204.36,223.77,434.89,6.88,4530.22
North America,2020-04-02,330863098,1.641555e6,248320,79195,7924,248320,87119,161201,28251.86,28251.86,12016.14,1279.14,13295.29,14956.57,1406.26,1172.31,152.14,1324.46,81.8,-205.1314,-41.1006,2.33,0.091,750.52,23.95,239.36,263.31,487.21,6.61,4961.43
North America,2020-04-03,330863098,1.792819e6,280317,92461,9313,280317,101774,178543,29422.0,29422.0,13221.86,1433.14,14655.0,14767.0,1201.91,1176.69,155.2,1331.89,-129.9714,-211.88,-32.3806,8.45,0.0915,847.23,28.15,279.45,307.6,539.63,6.4,5418.61
North America,2020-04-04,330863098,1.927982e6,313319,107162,10843,313319,118005,195314,30138.86,30138.86,14352.29,1645.0,15997.29,14141.57,940.63,1169.8,150.29,1320.09,-379.4571,-247.5943,-24.4514,7.9,0.0919,946.97,32.77,323.89,356.66,590.32,6.15,5827.13
North America,2020-04-05,330863098,2.056157e6,341495,123335,12426,341495,135761,205734,31024.43,31024.43,15498.57,1784.43,17283.0,13741.43,720.17,1140.09,145.49,1285.57,-565.4,-240.5143,-8.6377,11.97,0.0915,1032.13,37.56,372.77,410.32,621.81,6.02,6214.53
North America,2020-04-06,330863098,2.187384e6,371697,140268,14196,371697,154464,217233,31632.71,31632.71,16644.14,1888.14,18532.29,13100.43,382.11,1102.37,131.8,1234.17,-852.0571,-260.2571,-2.5211,11.48,0.0919,1123.42,42.91,423.95,466.85,656.56,5.88,6611.15
North America,2020-04-07,330863098,2.339048e6,403086,157445,16767,403086,174212,228874,31852.71,31852.71,17716.57,2006.57,19723.14,12129.57,203.69,1060.94,95.8,1156.74,-953.0571,-248.32,18.73,13.77,0.0962,1218.29,50.68,475.86,526.54,691.75,5.8,7069.53
North America,2020-04-08,330863098,2.685709e6,435099,176106,18913,435099,195019,240080,31332.57,31332.57,18733.71,2092.14,20825.86,10506.71,-99.3714,997.14,72.94,1070.09,-1169.4571,-224.4857,25.02,12.09,0.097,1315.04,57.16,532.26,589.43,725.62,6.17,8117.28
North America,2020-04-09,330863098,2.852813e6,469749,195704,21141,469749,216845,252904,31157.29,31157.29,19657.0,2124.0,21781.0,9376.29,-300.9714,914.97,48.8,963.77,-1264.7429,-153.9314,44.4,11.79,0.0975,1419.77,63.9,591.5,655.39,764.38,6.07,8622.34
North America,2020-04-10,330863098,3.025329e6,503286,216477,23359,503286,239836,263450,30527.57,30527.57,20484.29,2149.14,22633.43,7894.14,-402.2571,810.46,38.34,848.8,-1251.0571,-115.4343,51.82,4.73,0.0974,1521.13,70.6,654.28,724.88,796.25,6.01,9143.75
North America,2020-04-11,330863098,3.232613e6,532647,238298,25488,532647,263786,268861,30127.86,30127.86,21219.0,2132.14,23351.14,6776.71,-387.5429,715.31,19.74,735.06,-1122.6,-38.2629,56.41,1.82,0.0966,1609.87,77.03,720.23,797.27,812.6,6.07,9770.24
North America,2020-04-12,330863098,3.349004e6,559596,260934,27294,559596,288228,271368,29841.43,29841.43,21768.86,2198.29,23967.14,5874.29,-373.4857,623.2,9.8,633.0,-1006.4857,10.78,42.36,-5.0238,0.0947,1691.32,82.49,788.65,871.14,820.18,5.98,10122.02
North America,2020-04-13,330863098,3.458074e6,585390,283658,29240,585390,312898,272492,29394.86,29394.86,22310.29,2190.86,24501.14,4893.71,-290.6857,541.54,-0.0571,541.49,-832.1714,57.55,34.12,-8.3543,0.0934,1769.28,88.37,857.33,945.7,823.58,5.91,10451.68
North America,2020-04-14,330863098,3.608371e6,613981,305978,31692,613981,337670,276311,29289.86,29289.86,22773.0,2173.0,24946.0,4343.86,-247.0571,458.91,6.91,465.83,-712.8857,57.87,19.28,-11.9013,0.0939,1855.7,95.79,924.79,1020.57,835.12,5.88,10905.93
North America,2020-04-15,330863098,3.790559e6,643989,328488,34301,643989,362789,281200,29074.14,29074.14,23192.0,2148.86,25340.86,3733.29,-114.5143,400.49,0.543,401.03,-515.5429,55.17,10.05,-8.3257,0.0945,1946.39,103.67,992.82,1096.49,849.9,5.89,11456.58
North America,2020-04-16,330863098,3.969363e6,675513,351876,36477,675513,388353,287160,28892.57,28892.57,23513.57,2166.71,25680.29,3212.29,-98.2,349.4,4.77,354.17,-452.3714,58.14,-3.0994,-7.6119,0.0939,2041.67,110.25,1063.51,1173.76,867.91,5.88,11997.0
North America,2020-04-17,330863098,4.147687e6,708315,375888,38570,708315,414458,293857,29268.86,29268.86,23771.29,2201.0,25972.29,3296.57,-97.6286,309.71,3.34,313.06,-410.6857,61.03,0.731,-6.291,0.0931,2140.81,116.57,1136.08,1252.66,888.15,5.86,12535.96
North America,2020-04-18,330863098,4.322894e6,736166,400642,40530,736166,441172,294994,28903.86,28903.86,24057.29,2214.71,26272.0,2631.86,0.0,259.09,16.63,275.71,-275.7143,42.05,-3.9383,-5.5312,0.0919,2224.99,122.5,1210.9,1333.4,891.59,5.87,13065.51
North America,2020-04-19,330863098,4.456539e6,761844,425529,42461,761844,467990,293854,28801.71,28801.71,24321.57,2189.71,26511.29,2290.43,58.09,235.86,14.8,250.66,-192.5714,61.53,-12.1749,-4.2423,0.0907,2302.6,128.33,1286.12,1414.45,888.14,5.85,13469.44
North America,2020-04-20,330863098,4.614015e6,790272,450057,44647,790272,494704,295568,29074.14,29074.14,24487.43,2232.0,26719.43,2354.71,95.74,232.71,0.457,233.17,-137.4286,35.48,-17.6069,-6.8743,0.0902,2388.52,134.94,1360.25,1495.19,893.32,5.84,13945.39
North America,2020-04-21,330863098,4.832539e6,816308,474379,47195,816308,521574,294734,29183.0,29183.0,24692.86,2240.71,26933.57,2249.43,209.43,240.14,-19.4857,220.66,-11.2286,-2.7371,-24.3109,-3.5289,0.0905,2467.21,142.64,1433.76,1576.4,890.8,5.92,14605.86
North America,2020-04-22,330863098,5.058134e6,845601,498739,49629,845601,548368,297233,29747.57,29747.57,24934.86,2203.29,27138.14,2609.43,79.77,254.69,-35.0571,219.63,-139.8571,-27.0057,-33.64,0.112,0.0905,2555.74,150.0,1507.39,1657.39,898.36,5.98,15287.69
North America,2020-04-23,330863098,5.276621e6,879032,523288,52101,879032,575389,303643,29951.0,29951.0,25258.0,2117.29,27375.29,2575.71,-13.6857,259.2,-52.2857,206.91,-220.6,-79.5029,-21.5829,3.06,0.0905,2656.78,157.47,1581.58,1739.05,917.73,6.0,15948.05
North America,2020-04-24,330863098,5.525363e6,912596,548738,54255,912596,602993,309603,29200.57,29200.57,25595.0,2014.43,27609.43,1591.14,-76.9429,238.4,-51.5429,186.86,-263.8,-106.6743,-11.6149,9.17,0.09,2758.23,163.98,1658.5,1822.48,935.74,6.05,16699.85
North America,2020-04-25,330863098,5.742362e6,944399,575186,55953,944399,631139,313260,29005.71,29005.71,25783.43,1970.57,27754.0,1251.71,-301.7714,208.4,-45.5429,162.86,-464.6286,-72.4343,-2.3131,11.54,0.0887,2854.35,169.11,1738.44,1907.55,946.8,6.08,17355.7
North America,2020-04-26,330863098,5.940993e6,971501,602335,57282,971501,659617,311884,28798.29,28798.29,25884.86,1983.0,27867.86,930.43,-323.9429,156.86,-36.2286,120.63,-444.5714,-60.8114,21.53,7.9,0.0868,2936.26,173.13,1820.5,1993.63,942.64,6.12,17956.05
North America,2020-04-27,330863098,6.159237e6,994676,629222,58748,994676,687970,306706,28238.71,28238.71,25976.86,1975.57,27952.43,286.29,-282.4,96.17,-15.9714,80.2,-362.6,-38.5714,24.04,4.64,0.0854,3006.31,177.56,1901.76,2079.32,926.99,6.19,18615.67
North America,2020-04-28,330863098,6.408147e6,1019348,654863,60989,1019348,715852,303496,28331.29,28331.29,26042.29,1936.14,27978.43,352.86,-317.7429,61.11,-13.8571,47.26,-365.0,28.15,17.9,0.76,0.0852,3080.88,184.33,1979.26,2163.59,917.29,6.29,19367.97
North America,2020-04-29,330863098,6.701987e6,1047189,679933,63510,1047189,743443,303746,27788.57,27788.57,26075.86,1934.57,28010.43,-221.8571,-269.8,34.83,-20.7429,14.09,-283.8857,13.5,11.58,-8.8133,0.0854,3165.02,191.95,2055.03,2246.98,918.04,6.4,20256.07
North America,2020-04-30,330863098,7.012582e6,1076703,705126,65930,1076703,771056,305647,27417.0,27417.0,26089.0,1901.29,27990.29,-573.2857,-161.0,5.74,-17.4571,-11.7143,-149.2857,17.06,1.49,-8.2526,0.0855,3254.23,199.27,2131.17,2330.44,923.79,6.51,21194.81
North America,2020-05-01,330863098,7.308606e6,1110915,731034,67808,1110915,798842,312073,27449.29,27449.29,26059.0,1879.29,27938.29,-489.0,-256.4286,-10.8,-14.4857,-25.2857,-231.1429,-2.9029,-22.5349,-7.6613,0.0849,3357.63,204.94,2209.48,2414.42,943.21,6.58,22089.52
North America,2020-05-02,330863098,7.590913e6,1138919,757717,69495,1138919,827212,311707,27433.71,27433.71,26005.57,1888.29,27893.86,-460.1429,-197.1143,-18.0571,-28.2286,-46.2857,-150.8286,-31.1314,-17.2274,-3.7977,0.084,3442.27,210.04,2290.12,2500.16,942.1,6.67,22942.76
North America,2020-05-03,330863098,7.781513e6,1163420,784958,70591,1163420,855549,307871,27049.14,27049.14,25988.29,1863.71,27852.0,-802.8571,-332.2571,-34.6857,-25.3143,-60.0,-272.2571,-84.52,-20.408,0.68,0.0825,3516.32,213.35,2372.46,2585.81,930.51,6.69,23518.83
North America,2020-05-04,330863098,7.996106e6,1186821,811635,71903,1186821,883538,303283,26803.0,26803.0,25985.57,1793.43,27779.0,-976.0,-425.4571,-59.9429,-24.8286,-84.7714,-340.6857,-72.6343,-7.4069,9.81,0.0814,3587.05,217.32,2453.08,2670.4,916.64,6.74,24167.42
