Region,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Middle East & North Africa,2020-01-22,419117216,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-23,419117216,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-24,419117216,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-25,419117216,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-26,419117216,3,0,0,0,0,0,0,0.571,0.571,0.0,0.0,0.0,0.571,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.0072
Middle East & North Africa,2020-01-27,419117216,4,0,0,0,0,0,0,0.571,0.571,0.0,0.0,0.0,0.571,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.0095
Middle East & North Africa,2020-01-28,419117216,,0,0,0,0,0,0,0.571,0.571,0.143,0.0,0.143,0.429,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Middle East & North Africa,2020-01-29,419117216,7,4,0,0,4,0,4,0.571,0.571,0.143,0.0,0.143,0.429,0.0286,0.0571,0.0,0.0571,-0.0286,,,,,0.0095,0.0,0.0,0.0,0.0095,1.75,0.0167
Middle East & North Africa,2020-01-30,419117216,11,4,0,0,4,0,4,0.714,0.714,0.143,0.0,0.143,0.571,0.0286,0.0571,0.0,0.0571,-0.0286,,,,,0.0095,0.0,0.0,0.0,0.0095,2.75,0.0262
Middle East & North Africa,2020-01-31,419117216,,4,1,0,4,1,3,0.714,0.714,0.286,0.0,0.286,0.429,-0.0857,0.0286,0.0,0.0286,-0.1143,,,,0.0,0.0095,0.0,0.0024,0.0024,0.0072,,
Middle East & North Africa,2020-02-01,419117216,,4,1,0,4,1,3,0.714,0.714,0.286,0.0,0.286,0.429,-0.0857,0.0286,0.0,0.0286,-0.1143,-0.0171,,,0.0,0.0095,0.0,0.0024,0.0024,0.0072,,
Middle East & North Africa,2020-02-02,419117216,18,5,1,0,5,1,4,0.143,0.143,0.286,0.0,0.286,-0.1429,-0.1143,0.0286,0.0,0.0286,-0.1429,-0.0229,,,0.0,0.0119,0.0,0.0024,0.0024,0.0095,3.6,0.0429
Middle East & North Africa,2020-02-03,419117216,25,5,2,0,5,2,3,0.143,0.143,0.286,0.0,0.286,-0.1429,-0.0571,0.0,0.0,0.0,-0.0571,0.0286,,,0.0,0.0119,0.0,0.0048,0.0048,0.0072,5.0,0.0596
Middle East & North Africa,2020-02-04,419117216,31,5,2,0,5,2,3,0.143,0.143,0.286,0.0,0.286,-0.1429,-0.0857,0.0,0.0,0.0,-0.0857,0.0286,0.0057,,0.0,0.0119,0.0,0.0048,0.0048,0.0072,6.2,0.074
Middle East & North Africa,2020-02-05,419117216,,5,2,0,5,2,3,0.429,0.429,0.286,0.0,0.286,0.143,0.0571,0.0,0.0,0.0,0.0571,0.0343,0.0103,,0.0,0.0119,0.0,0.0048,0.0048,0.0072,,
Middle East & North Africa,2020-02-06,419117216,1,5,2,0,5,2,3,0.286,0.286,0.286,0.0,0.286,0.0,0.0571,0.0,0.0,0.0,0.0571,0.0114,-0.0091,,0.0,0.0119,0.0,0.0048,0.0048,0.0072,0.2,0.0024
Middle East & North Africa,2020-02-07,419117216,9,5,3,0,5,3,2,0.429,0.429,0.286,0.0,0.286,0.143,0.0571,0.0,0.0,0.0,0.0571,0.0286,-0.008,-0.0018,0.0,0.0119,0.0,0.0072,0.0072,0.0048,1.8,0.0215
Middle East & North Africa,2020-02-08,419117216,,7,3,0,7,3,4,0.429,0.429,0.286,0.0,0.286,0.143,0.0,0.0286,0.0,0.0286,-0.0286,-0.0171,-0.0103,-0.0037,0.0,0.0167,0.0,0.0072,0.0072,0.0095,,
