region,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
North America,2020-02-01,332049547,,8,3,0,8,3,5,1.0,0.3333333333333333,,,,0.0,,,,,-0.0625,,,0.0,0.0,0.02409278998353821,0.0,0.009034796243826828,0.009034796243826828,0.015057993739711381,,
North America,2020-02-02,332049547,,8,3,0,8,3,5,1.0,0.5,,,,0.0,0.02777777777777778,,,,,,,0.0,0.0,0.02409278998353821,0.0,0.009034796243826828,0.009034796243826828,0.015057993739711381,,
North America,2020-02-03,332049547,,11,4,0,11,4,7,0.6666666666666666,0.5,,,,-0.16666666666666666,0.0,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.012046394991769105,0.012046394991769105,0.021081191235595934,,
North America,2020-02-04,332049547,,11,4,0,11,4,7,0.5,0.5,,,,-0.16666666666666666,0.02777777777777778,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.012046394991769105,0.012046394991769105,0.021081191235595934,,
North America,2020-02-05,332049547,,11,5,0,11,5,6,0.5,0.5,,,,-0.1388888888888889,0.0,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.015057993739711381,0.015057993739711381,0.018069592487653656,,
North America,2020-02-06,332049547,,11,5,0,11,5,6,0.0,0.5,,,,-0.08333333333333333,0.0,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.015057993739711381,0.015057993739711381,0.018069592487653656,,
North America,2020-02-07,332049547,,11,6,0,11,6,5,0.0,0.5,,,,-0.02777777777777778,-0.02777777777777778,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.018069592487653656,0.018069592487653656,0.015057993739711381,,
North America,2020-02-08,332049547,,11,6,0,11,6,5,0.16666666666666666,0.5,,,,-0.02777777777777778,0.0,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.018069592487653656,0.018069592487653656,0.015057993739711381,,
North America,2020-02-09,332049547,,11,7,0,11,7,4,0.16666666666666666,0.5,,,,,-0.02777777777777778,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.021081191235595934,0.021081191235595934,0.012046394991769105,,
North America,2020-02-10,332049547,,11,7,0,11,7,4,0.3333333333333333,0.3333333333333333,,,,,-0.02777777777777778,,,,,,,0.0,0.0,0.03312758622736504,0.0,0.021081191235595934,0.021081191235595934,0.012046394991769105,,
North America,2020-02-11,332049547,,12,8,0,12,8,4,0.3333333333333333,0.5,,,,0.0,-0.02777777777777778,,,,,,,0.0,0.0,0.03613918497530731,0.0,0.02409278998353821,0.02409278998353821,0.012046394991769105,,
North America,2020-02-12,332049547,,12,8,0,12,8,4,0.3333333333333333,0.3333333333333333,,,,0.0,-0.02777777777777778,,,,,,,0.0,0.0,0.03613918497530731,0.0,0.02409278998353821,0.02409278998353821,0.012046394991769105,,
North America,2020-02-13,332049547,,13,8,0,13,8,5,0.3333333333333333,0.3333333333333333,,,,-0.05555555555555555,0.0,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.02409278998353821,0.02409278998353821,0.015057993739711381,,
North America,2020-02-14,332049547,,13,9,0,13,9,4,0.16666666666666666,0.3333333333333333,,,,-0.05555555555555555,-0.02777777777777778,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.027104388731480487,0.027104388731480487,0.012046394991769105,,
North America,2020-02-15,332049547,,13,9,0,13,9,4,0.16666666666666666,0.3333333333333333,,,,0.0,0.0,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.027104388731480487,0.027104388731480487,0.012046394991769105,,
North America,2020-02-16,332049547,,13,9,0,13,9,4,0.0,0.3333333333333333,,,,0.0,0.0,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.027104388731480487,0.027104388731480487,0.012046394991769105,,
North America,2020-02-17,332049547,,13,10,0,13,10,3,0.0,0.3333333333333333,,,,0.027777777777777776,0.0,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.030115987479422762,0.030115987479422762,0.009034796243826828,,
North America,2020-02-18,332049547,,13,10,0,13,10,3,0.3333333333333333,0.3333333333333333,,,,0.027777777777777776,0.0,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.030115987479422762,0.030115987479422762,0.009034796243826828,,
North America,2020-02-19,332049547,,13,10,0,13,10,3,0.3333333333333333,0.3333333333333333,,,,,0.0,,,,-0.013888888888888888,,,0.0,0.0,0.039150783723249594,0.0,0.030115987479422762,0.030115987479422762,0.009034796243826828,,
North America,2020-02-20,332049547,,13,11,0,13,11,2,0.3333333333333333,0.3333333333333333,,,,,-0.027777777777777776,,,,-0.013888888888888888,,,0.0,0.0,0.039150783723249594,0.0,0.03312758622736504,0.03312758622736504,0.006023197495884552,,
North America,2020-02-21,332049547,,15,11,0,15,11,4,0.3333333333333333,0.3333333333333333,,,,-0.027777777777777776,0.0,,,,,,,0.0,0.0,0.04517398121913414,0.0,0.03312758622736504,0.03312758622736504,0.012046394991769105,,
North America,2020-02-22,332049547,,15,11,0,15,11,4,0.3333333333333333,0.3333333333333333,,,,-0.027777777777777776,0.0,,,,,,,0.0,0.0,0.04517398121913414,0.0,0.03312758622736504,0.03312758622736504,0.012046394991769105,,
North America,2020-02-23,332049547,,15,12,0,15,12,3,0.3333333333333333,0.16666666666666666,,,,0.19444444444444445,-0.05555555555555555,,,,,,,0.0,0.0,0.04517398121913414,0.0,0.03613918497530731,0.03613918497530731,0.009034796243826828,,
North America,2020-02-24,332049547,,15,12,0,15,12,3,0.16666666666666666,0.3333333333333333,,,,0.3611111111111111,-0.027777777777777776,,,,,,,0.0,0.0,0.04517398121913414,0.0,0.03613918497530731,0.03613918497530731,0.009034796243826828,,
North America,2020-02-25,332049547,,15,12,0,15,12,3,0.16666666666666666,0.3333333333333333,,,,1.0,-0.1111111111111111,,,,0.5555555555555555,,,0.0,0.0,0.04517398121913414,0.0,0.03613918497530731,0.03613918497530731,0.009034796243826828,,
North America,2020-02-26,332049547,,15,12,0,15,12,3,1.5,0.0,,,,1.5555555555555554,-0.027777777777777776,,,,0.9999999999999999,,,0.0,0.0,0.04517398121913414,0.0,0.03613918497530731,0.03613918497530731,0.009034796243826828,,
North America,2020-02-27,332049547,,16,13,0,16,13,3,2.5,0.16666666666666666,,,,2.4166666666666665,-0.05555555555555555,,,,1.0625,0.3350694444444444,,0.0,0.0,0.04818557996707642,0.0,0.039150783723249594,0.039150783723249594,0.009034796243826828,,
North America,2020-02-28,332049547,,16,13,0,16,13,3,6.333333333333333,-0.3333333333333333,,,,4.361111111111111,0.11111111111111112,,,,1.6388888888888888,0.15104166666666666,,0.0,0.0,0.04818557996707642,0.0,0.039150783723249594,0.039150783723249594,0.009034796243826828,,
North America,2020-02-29,332049547,,24,12,1,24,13,11,9.666666666666666,0.0,,,,5.25,,,,,1.895833333333333,0.30729166666666663,0.13671875,0.07692307692307693,0.041666666666666664,0.07227836995061462,0.003011598747942276,0.03613918497530731,0.039150783723249594,0.03312758622736504,,
North America,2020-03-01,332049547,,30,13,1,30,14,16,14.666666666666666,0.0,,,,8.11111111111111,0.8055555555555555,,,,1.6041666666666665,0.43229166666666663,0.3502604166666667,0.07142857142857142,0.03333333333333333,0.09034796243826829,0.003011598747942276,0.039150783723249594,0.04216238247119187,0.04818557996707642,,
North America,2020-03-02,332049547,,53,10,6,53,16,37,26.333333333333332,1.0,,,,9.999999999999998,,,,,2.2916666666666665,0.8819444444444444,0.43185763888888906,0.375,0.11320754716981132,0.15961473364094064,0.018069592487653656,0.030115987479422762,0.04818557996707642,0.11142915367386422,,
North America,2020-03-03,332049547,,73,12,7,73,19,54,33.0,3.0,2.1666666666666665,5.166666666666666,27.833333333333336,10.777777777777777,,,,,3.3680555555555554,1.5520833333333335,0.2135416666666667,0.3684210526315789,0.0958904109589041,0.21984670859978617,0.021081191235595934,0.03613918497530731,0.05722037621090325,0.1626263323888829,,
North America,2020-03-04,332049547,,104,13,11,104,24,80,51.166666666666664,5.0,2.6666666666666665,7.666666666666666,43.5,14.416666666666666,,,,,5.423611111111111,2.0347222222222228,0.26562499999999983,0.4583333333333333,0.10576923076923077,0.31320626978599675,0.03312758622736504,0.039150783723249594,0.07227836995061462,0.2409278998353821,,
North America,2020-03-05,332049547,,174,19,12,174,31,143,66.33333333333333,9.166666666666666,2.5,11.666666666666666,54.666666666666664,21.583333333333332,4.138888888888888,,,,7.8125,1.2864583333333335,0.2452256944444443,0.3870967741935484,0.06896551724137931,0.5240181821419561,0.03613918497530731,0.05722037621090325,0.09335956118621057,0.4306586209557455,,
North America,2020-03-06,332049547,,222,30,14,222,44,178,74.33333333333333,14.166666666666666,2.5,16.666666666666664,57.666666666666664,31.694444444444443,5.472222222222222,0.4444444444444444,5.916666666666667,25.777777777777775,10.430555555555557,1.9444444444444438,0.572482638888889,0.3181818181818182,0.06306306306306306,0.6685749220431854,0.04216238247119187,0.09034796243826829,0.13251034490946015,0.5360645771337251,,
North America,2020-03-07,332049547,4119,337,43,17,337,60,277,101.16666666666667,19.0,2.8333333333333335,21.833333333333332,79.33333333333334,42.02777777777778,7.75,0.5277777777777778,8.277777777777779,33.75,8.51388888888889,2.5329861111111107,2.693576388888889,0.2833333333333333,0.050445103857566766,1.0149087780565471,0.05119717871501869,0.12949874616151788,0.18069592487653657,0.8342128531800105,12.222551928783382,12.404775242774235
North America,2020-03-08,332049547,4975,451,65,21,451,86,365,155.83333333333334,25.833333333333332,3.3333333333333335,29.166666666666664,126.66666666666669,56.13888888888889,10.666666666666666,0.6388888888888888,11.305555555555555,44.833333333333336,13.201388888888886,4.324652777777779,3.527343750000001,0.2441860465116279,0.04656319290465632,1.3582310353219667,0.0632435737067878,0.19575391861624794,0.25899749232303576,1.0992335429989308,11.031042128603104,14.982703771012824
North America,2020-03-09,332049547,6732,519,97,22,519,119,400,223.16666666666666,35.833333333333336,4.833333333333333,40.66666666666667,182.5,55.63888888888889,14.416666666666666,0.9722222222222223,15.38888888888889,40.25,17.944444444444443,12.06076388888889,5.321614583333334,0.18487394957983194,0.04238921001926782,1.5630197501820413,0.06625517245473007,0.2921250785504008,0.3583802510051309,1.2046394991769105,12.971098265895954,20.274082771147402
North America,2020-03-10,332049547,9226,711,127,28,711,155,556,303.3333333333333,51.5,5.833333333333333,57.333333333333336,245.99999999999997,84.49999999999999,17.52777777777778,1.5277777777777777,19.055555555555557,65.44444444444443,27.72916666666667,16.053819444444446,5.750434027777776,0.18064516129032257,0.03938115330520394,2.1412467097869583,0.08432476494238374,0.3824730409886691,0.4667978059310528,1.6744489038559056,12.976090014064697,27.785010048515442
North America,2020-03-11,332049547,13048,1109,174,32,1109,206,903,403.1666666666667,73.16666666666667,6.333333333333333,79.5,323.6666666666667,113.80555555555554,22.694444444444443,2.2777777777777777,24.97222222222222,88.83333333333331,56.75694444444445,23.819444444444446,3.2013888888888884,0.1553398058252427,0.028854824165915238,3.339863011467984,0.09637115993415284,0.5240181821419561,0.6203893420761089,2.7194736693918755,11.765554553651938,39.29534046315082
North America,2020-03-12,332049547,18313,1561,245,43,1561,288,1273,408.1666666666667,100.66666666666667,8.333333333333334,109.0,299.1666666666667,167.05555555555557,29.75,3.305555555555556,33.05555555555556,134.0,77.41666666666667,27.326388888888882,1.4131944444444429,0.14930555555555555,0.02754644458680333,4.7011056455378935,0.12949874616151788,0.7378416932458577,0.8673404394073756,3.8337652061305176,11.731582319026264,55.1514078710669
North America,2020-03-13,332049547,27487,2157,352,52,2157,404,1753,608.1666666666666,124.16666666666667,12.0,136.16666666666669,471.99999999999994,282.6666666666667,40.166666666666664,5.055555555555555,45.22222222222222,237.44444444444446,113.22222222222223,24.866319444444443,-4.570312499999999,0.12871287128712872,0.02410755679184052,6.49601849931149,0.15660313489299837,1.0600827592756812,1.2166858941686796,5.27933260514281,12.743161798794622,82.77981478468935
North America,2020-03-14,332049547,32073,2870,504,59,2870,563,2307,838.6666666666666,162.0,17.0,179.0,659.6666666666666,394.1666666666667,59.388888888888886,7.472222222222221,66.86111111111111,327.30555555555554,137.0347222222222,21.706597222222218,-5.741319444444437,0.10479573712255773,0.020557491289198607,8.643288406594333,0.1776843261285943,1.5178457689629072,1.6955300950915015,6.947758311502831,11.175261324041811,96.59100664275263
North America,2020-03-15,332049547,39695,2968,701,72,2968,773,2195,1225.5,214.33333333333334,24.666666666666668,239.0,986.5,566.6944444444445,87.30555555555556,9.277777777777777,96.58333333333333,470.11111111111114,156.22222222222223,5.53819444444445,-6.903211805555555,0.09314359637774904,0.02425876010781671,8.938425083892676,0.2168351098518439,2.1111307223075357,2.3279658321593795,6.610459251733296,13.37432614555256,119.54541229956865
North America,2020-03-16,332049547,57564,4360,872,100,4360,972,3388,1999.3333333333333,292.5,36.166666666666664,328.6666666666667,1670.6666666666665,715.1944444444443,127.44444444444446,11.888888888888888,139.33333333333334,575.861111111111,164.24305555555554,4.361111111111136,-6.550781249999997,0.102880658436214,0.022935779816513763,13.130570541028325,0.3011598747942276,2.6261141082056647,2.9272739829998926,10.203296558028432,13.202752293577982,173.35967032654918
North America,2020-03-17,332049547,74817,6141,1146,134,6141,1280,4861,2768.1666666666665,429.5,51.166666666666664,480.6666666666667,2287.5,907.5555555555555,176.4722222222222,15.222222222222221,191.69444444444443,715.8611111111111,135.37500000000003,-2.7465277777777786,-1.2734375000000036,0.1046875,0.021820550398957826,18.49422791111352,0.403554232224265,3.4512921651418487,3.8548463973661136,14.639381513747404,12.183194919394236,225.31878352479728
North America,2020-03-18,332049547,99906,8914,1531,191,8914,1722,7192,3808.3333333333335,624.5,64.0,688.5,3119.8333333333335,1051.138888888889,237.8888888888889,18.88888888888889,256.7777777777778,794.3611111111111,154.47916666666674,-4.4965277777777715,-4.0629340277777874,0.11091753774680604,0.021426968813102985,26.84539123915745,0.5752153608569748,4.610757683099625,5.1859730439566,21.65941819520085,11.207763069329145,300.8767845119211
North America,2020-03-19,332049547,127846,14153,2107,269,14153,2376,11777,4899.333333333333,888.8333333333334,83.33333333333333,972.1666666666667,3927.166666666666,1108.1944444444446,305.5833333333333,23.416666666666668,329.0,779.1944444444446,145.23611111111111,0.44444444444443576,,0.11321548821548821,0.019006571045008126,42.623157079627035,0.8101200631964723,6.345438561914376,7.1555586251108485,35.467598454516185,9.033137850632375,385.0208535294282
North America,2020-03-20,332049547,164458,19479,3081,366,19479,3447,16032,6284.0,1220.8333333333333,108.33333333333333,1329.1666666666665,4954.833333333334,1333.1111111111113,370.27777777777777,29.527777777777782,399.80555555555554,933.3055555555558,146.25694444444446,-11.890625000000014,,0.1061792863359443,0.01878946557831511,58.6629320111676,1.102245141746873,9.278735742410152,10.380980884157026,48.28195112701057,8.442835874531546,495.28150688909085
North America,2020-03-21,332049547,209728,25818,4448,456,25818,4904,20914,7532.333333333333,1641.6666666666667,138.0,1779.6666666666667,5752.666666666666,1488.5,444.5555555555556,40.111111111111114,484.66666666666674,1003.8333333333333,137.15277777777777,-6.482638888888907,-5.9670138888888875,0.0929853181076672,0.017662096211945155,77.75345647437369,1.373289029061678,13.395591230847245,14.768880259908922,62.98457621446477,8.123324812146564,631.6165822084378
North America,2020-03-22,332049547,255000,33756,6205,600,33756,6805,26951,8648.5,2126.0,176.66666666666666,2302.6666666666665,6345.833333333334,1636.1666666666667,525.3611111111111,50.583333333333336,575.9444444444445,1060.2222222222222,106.91666666666669,-25.086805555555557,,0.0881704628949302,0.017774617845716316,101.65952733553948,1.8069592487653656,18.686970230981824,20.49392947974719,81.16559785579229,7.554212584429434,767.9576807252804
North America,2020-03-23,332049547,313200,43845,8471,784,43845,9255,34590,10766.833333333334,2651.1666666666665,228.33333333333334,2879.5,7887.333333333334,1656.8055555555557,613.6666666666666,58.666666666666664,672.3333333333333,984.4722222222224,119.30555555555549,-23.423611111111114,,0.08471096704484063,0.01788117231155206,132.0435471035291,2.3610934183867447,25.51125299381902,27.872346412205765,104.17120069132334,7.1433458775230925,943.2327278555209
North America,2020-03-24,332049547,382155,54108,11381,1019,54108,12400,41708,12739.333333333334,3291.8333333333335,304.6666666666667,3596.5,9142.833333333334,1760.777777777778,692.2222222222222,69.58333333333333,761.8055555555555,998.9722222222225,45.90972222222223,-21.876736111111157,,0.08217741935483872,0.018832704960449472,162.9515850536607,3.0688191241531793,34.27500535033104,37.34382447448422,125.60776057917646,7.062818806830783,1150.8975195198805
North America,2020-03-25,332049547,466418,66044,14863,1329,66044,16192,49852,14716.333333333334,4041.0,386.8333333333333,4427.833333333333,10288.5,1965.722222222222,764.3055555555555,88.30555555555556,852.6111111111111,1113.1111111111109,43.458333333333314,-29.149305555555515,,0.08207756916996048,0.02012294833747199,198.8980277090997,4.002414736015285,44.76139219066605,48.76380692668133,150.13422078241837,7.062231239779541,1404.6638648177407
North America,2020-03-26,332049547,568049,84080,18988,1736,84080,20724,63356,16224.833333333334,4902.833333333333,460.3333333333333,5363.166666666666,10861.666666666668,1819.8055555555557,851.5555555555557,102.25,953.8055555555557,866.0,19.409722222222058,-10.109375,,0.0837676124300328,0.02064700285442436,253.21522272698658,5.228135426427792,57.18423702592794,62.41237245235573,190.80285027463086,6.756053758325405,1710.735657169862
North America,2020-03-27,332049547,671554,102254,24199,2284,102254,26483,75771,18097.0,5795.0,555.5,6350.5,11746.5,1830.638888888889,914.861111111111,117.69444444444446,1032.5555555555554,798.0833333333335,2.708333333333428,-28.3142361111111,,0.08624400558849073,0.022336534512097328,307.9480183720895,6.878491540300159,72.87767810145515,79.7561696417553,228.19184873033421,6.56750836153109,2022.4511855756273
North America,2020-03-28,332049547,778391,122054,30451,2921,122054,33372,88682,20442.833333333332,6711.833333333333,706.5,7418.333333333333,13024.5,1838.4166666666663,982.7222222222223,122.33333333333333,1105.0555555555557,733.3611111111106,5.4722222222222285,-26.552083333333286,,0.08752846697830517,0.023932030085044326,367.5776735813466,8.79687994273939,91.70619347359025,100.50307341632964,267.07460016501693,6.377431300899602,2344.2013610095364
North America,2020-03-29,332049547,865938,141194,37888,3546,141194,41434,99760,21685.666666666668,7760.5,841.8333333333334,8602.333333333334,13083.333333333334,1976.5555555555557,1043.8333333333335,127.88888888888891,1171.7222222222224,804.8333333333333,-69.79861111111109,-49.98611111111117,,0.08558188926968191,0.02511438163094749,425.21967361696176,10.679129160203312,114.10345336203696,124.78258252224028,300.4370910947215,6.132965990056235,2607.857796595639
North America,2020-03-30,332049547,984586,162690,46151,4352,162690,50503,112187,23723.166666666668,8781.0,1010.8333333333334,9791.833333333334,13931.333333333334,1841.6944444444446,1116.0833333333333,128.83333333333334,1244.9166666666665,596.777777777778,-86.79861111111109,-58.44270833333334,,0.08617309862780428,0.026750261233019854,489.95700030272894,13.106477751044785,138.988293816284,152.09477156732876,337.86222873540015,6.051914684369045,2965.177964841494
North America,2020-03-31,332049547,1096921,188701,55134,5568,188701,60702,127999,25746.833333333332,9937.333333333334,1120.8333333333333,11058.166666666668,14688.666666666664,1551.4444444444446,1183.111111111111,116.05555555555554,1299.1666666666665,252.27777777777806,-197.23611111111126,,,0.09172679648117031,0.029506997843148686,568.2916953354554,16.768581828542594,166.04148536904947,182.81006719759205,385.4816281378634,5.813011059824802,3303.4859101915895
North America,2020-04-01,332049547,1205129,214194,65551,6787,214194,72338,141856,28084.166666666668,11165.833333333334,1227.6666666666667,12393.5,15690.666666666668,1491.222222222222,1198.4444444444443,123.66666666666664,1322.111111111111,169.11111111111086,-228.29861111111114,,,0.09382343996239874,0.03168622837241006,645.0663822167479,20.43972070228423,197.41330952636415,217.85303022864838,427.21335198809953,5.626343408312091,3629.3649875089272
North America,2020-04-02,332049547,1324154,244593,76885,8349,244593,85234,159359,29147.166666666668,12491.5,1328.5,13820.0,15327.166666666668,1187.6111111111106,1227.611111111111,109.8611111111111,1337.4722222222222,-149.86111111111154,-250.7847222222223,,,0.09795386817467208,0.03413425568188787,736.6159725554452,25.143837946570063,231.54676973554191,256.690607682112,479.9253648733332,5.413703581050971,3987.820528482757
North America,2020-04-03,332049547,1456723,276535,90075,9646,276535,99721,176814,29751.5,13810.5,1402.8333333333333,15213.333333333334,14538.166666666666,928.5,1211.5277777777776,112.33333333333333,1323.8611111111109,-395.36111111111086,-265.1527777777778,,,0.09672987635503054,0.03488166054929756,832.8124597622174,29.049881522651198,271.26975722090054,300.3196387435517,532.4928210186656,5.267770806588678,4387.065162898716
North America,2020-04-04,332049547,1685983,309699,104883,10912,309699,115795,193904,30633.0,14951.166666666666,1583.8333333333333,16535.0,14098.0,548.3055555555553,1171.0555555555557,116.88888888888887,1287.9444444444446,-739.6388888888893,-221.91666666666652,,,0.09423550239647653,0.035234211282567915,932.689120638975,32.86256553754612,315.86551148042975,348.72807701797586,583.9610436209991,5.4439407295470765,5077.504291851963
North America,2020-04-05,332049547,1805177,337573,121100,12323,337573,133423,204150,30848.833333333332,16146.666666666666,1670.0,17816.666666666664,13032.166666666668,430.6111111111107,1103.8888888888887,116.77777777777779,1220.6666666666665,-790.0555555555559,-231.98611111111117,,,0.09236038763931256,0.03650469676188558,1016.634424139118,37.11193137089267,364.70460837580964,401.81653974670235,614.8178843924156,5.347515944699369,5436.4687930141945
North America,2020-04-06,332049547,1956702,367210,137997,13985,367210,151982,215228,31317.833333333332,17206.5,1794.8333333333333,19001.333333333332,12316.5,299.9444444444446,1042.3055555555554,106.55555555555559,1148.861111111111,-848.9166666666665,-178.28472222222217,,,0.09201747575370768,0.03808447482367038,1105.8891762318833,42.11720848997273,415.5915924197903,457.708800909763,648.1803753221202,5.328564036927099,5892.801293296147
North America,2020-04-07,332049547,2111023,397992,155258,16290,397992,171548,226444,31374.0,18192.166666666668,1929.0,20121.166666666668,11252.833333333332,0.5555555555553534,1009.388888888889,62.30555555555558,1071.6944444444446,-1071.1388888888891,-207.47916666666652,,,0.09495884533774804,0.04093047096424049,1198.5922088910424,49.05894360397968,467.57479840802193,516.6337420120016,681.9584668790408,5.3041845062212305,6357.554223677348
North America,2020-04-08,332049547,2258491,429686,173765,18369,429686,192134,237552,31730.833333333332,19114.833333333332,2029.1666666666667,21144.0,10586.833333333332,-164.83333333333334,917.638888888889,56.666666666666664,974.3055555555557,-1139.138888888889,-192.45138888888897,,,0.09560515057199663,0.042749821963014856,1294.0418196083249,55.32005740095167,523.3104564361896,578.6305138371413,715.4113057711836,5.256142857807794,6801.6686678389
North America,2020-04-09,332049547,2428185,464442,193314,20415,464442,213729,250713,31551.166666666668,20064.333333333332,2042.1666666666667,22106.5,9444.666666666668,-399.3055555555554,821.8888888888887,48.88888888888888,870.7777777777776,-1270.083333333333,-113.65972222222217,,,0.09551815616972896,0.04395597297402044,1398.7129456918067,61.48178843924157,582.1842003597131,643.6659887989548,755.0469568928519,5.228177038252355,7312.718905772216
North America,2020-04-10,332049547,2585687,497943,214036,22486,497943,236522,261421,30636.333333333332,21007.5,1957.6666666666667,22965.166666666668,7671.166666666664,-469.8611111111113,728.2777777777774,26.972222222222246,755.2499999999997,-1225.1111111111109,,,,0.09506938043818335,0.04515777910323069,1499.604515346621,67.71880944623003,644.590549614573,712.3093590608031,787.2951562858178,5.1927369196875945,7787.051731770621
North America,2020-04-11,332049547,2724578,527958,235789,24498,527958,260287,267671,29859.833333333332,21652.5,2010.0,23662.5,6197.333333333332,-454.0833333333333,617.5833333333334,26.333333333333297,643.9166666666666,-1098.0,,,,0.09411918382400965,0.04640141829463707,1589.9976517661082,73.77814612708988,710.1018571785613,783.8800033056513,806.117648460457,5.160596108023745,8205.335693471072
North America,2020-04-12,332049547,2863901,556517,258383,26238,556517,284621,271896,28922.0,22137.833333333332,2088.1666666666665,24226.0,4696.0,-430.75,503.1111111111113,40.97222222222221,544.0833333333335,-974.8333333333335,,,,0.09218574876765945,0.04714680773453461,1676.0059004085917,79.01832794850944,778.1459192895692,857.1642472380786,818.8416531705132,5.146115931768481,8624.920665830632
North America,2020-04-13,332049547,2997355,581810,281303,28036,581810,309339,272471,28554.833333333332,22561.833333333332,2090.8333333333335,24652.666666666664,3902.166666666668,-257.0277777777774,417.5,37.94444444444446,455.44444444444446,-712.4722222222218,,,,0.09063196040589774,0.04818755263745896,1752.1782675402958,84.43318249730966,847.1717625924061,931.6049450897158,820.5733224505799,5.151776353104966,9026.830565138522
North America,2020-04-14,332049547,3149540,608845,303680,30429,608845,334109,274736,29006.333333333332,22820.333333333332,2187.1666666666665,25007.5,3998.833333333332,-119.1111111111107,378.777777777778,11.916666666666666,390.6944444444447,-509.8055555555554,,,,0.0910750683160286,0.04997823748244627,1833.5968396909152,91.63993830113553,914.5623077751104,1006.202246076246,827.3945936146692,5.172975059333656,9485.150720594116
North America,2020-04-15,332049547,3287635,637974,326141,32944,637974,359085,278889,28966.666666666668,23083.0,2288.0,25371.0,3595.666666666668,-63.69444444444465,348.75,-4.416666666666667,344.3333333333333,-408.02777777777794,,,,0.09174429452636562,0.05163846802534273,1921.3216996197257,99.21410915221034,982.2058272526419,1081.4199364048523,839.9017632148734,5.1532429221253535,9901.037449691205
North America,2020-04-16,332049547,3451118,669272,349407,35031,669272,384438,284834,29094.166666666668,23512.5,2185.3333333333335,25697.833333333332,3396.3333333333358,-88.52777777777737,305.25,2.0277777777777524,307.27777777777777,-395.80555555555515,,,,0.0911226257549982,0.052341947668511454,2015.578717232823,105.49931573916588,1052.273683722267,1157.7729994614328,857.8057177713903,5.156525299130996,10393.382647801052
