region,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
,2020-01-22,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,,,,,,,
,2020-01-23,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,,,,,,,
,2020-01-24,,,3,0,0,3,0,3,,,,,,,,,,,,,,,0.0,,,,,,,
,2020-01-25,,,3,0,0,3,0,3,1.1666666666666667,,,,,,,,,,,,,,0.0,,,,,,,
,2020-01-26,,,4,1,0,4,1,3,1.1666666666666667,,,,,,,,,,,,,0.0,0.0,,,,,,,
,2020-01-27,,,5,1,0,5,1,4,1.0,,,,,,,,,,,,,0.0,0.0,,,,,,,
,2020-01-28,,,8,1,0,8,1,7,1.1666666666666667,,,,,-0.13888888888888892,,,,,,,,0.0,0.0,,,,,,,
,2020-01-29,,,8,2,0,8,2,6,1.0,0.5,,,,-0.11111111111111112,,,,,,,,0.0,0.0,,,,,,,
,2020-01-30,,,9,2,0,9,2,7,0.8333333333333334,0.5,,,,-0.11111111111111112,,,,,,,,0.0,0.0,,,,,,,
,2020-01-31,,,10,3,0,10,3,7,0.3333333333333333,0.6666666666666666,,,,-0.02777777777777779,,,,,,,,0.0,0.0,,,,,,,
,2020-02-01,,,10,4,0,10,4,6,0.5,0.5,,,,1.6944444444444444,0.0,,,,,,,0.0,0.0,,,,,,,
,2020-02-02,,,10,4,0,10,4,6,0.3333333333333333,0.6666666666666666,,,,1.75,0.19444444444444445,,,,,,,0.0,0.0,,,,,,,
,2020-02-03,,,10,5,0,10,5,5,1.0,0.5,,,,1.9444444444444444,0.3055555555555556,,,,0.5486111111111112,,,0.0,0.0,,,,,,,
,2020-02-04,,,11,5,0,11,5,6,11.166666666666666,0.5,,,,3.861111111111111,0.47222222222222227,,,,0.75,,,0.0,0.0,,,,,,,
,2020-02-05,,,11,6,0,11,6,5,11.333333333333334,1.6666666666666667,,,,3.8888888888888893,0.7222222222222222,,,,-0.14583333333333337,-0.12152777777777779,,0.0,0.0,,,,,,,
,2020-02-06,,,16,6,0,16,6,10,12.0,2.5,,,,4.75,1.0555555555555556,,,,-0.3402777777777779,-0.34548611111111116,,0.0,0.0,,,,,,,
