region,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
East Asia & Pacific,2020-01-22,2300828616,16,553,-17,17,553,0,553,,,,,,,,,,,,,,Inf,0.03074141048824593,0.24034819288774006,0.007388642457670128,-0.007388642457670128,0.0,0.24034819288774006,0.028933092224231464,0.006954016430748356
East Asia & Pacific,2020-01-23,2300828616,,652,-18,18,652,0,652,,,,,,,,,,,,,,Inf,0.027607361963190184,0.2833761695529955,0.007823268484591901,-0.007823268484591901,0.0,0.2833761695529955,,
East Asia & Pacific,2020-01-24,2300828616,25,934,32,26,934,58,876,,,,,,,,,,,,,,0.4482758620689655,0.027837259100642397,0.4059407091449353,0.011300276699966078,0.013908032861496712,0.02520830956146279,0.3807323995834725,0.02676659528907923,0.010865650673044307
East Asia & Pacific,2020-01-25,2300828616,,1425,96,42,1425,138,1287,833.3333333333334,,19.0,,,,,,,,,,,0.30434782608695654,0.029473684210526315,0.6193420883635254,0.018254293130714434,0.04172409858449014,0.05997839171520457,0.5593636966483209,,
East Asia & Pacific,2020-01-26,2300828616,48,2104,198,56,2104,254,1850,913.8333333333334,,19.166666666666668,,,,,,,,,,,0.2204724409448819,0.026615969581749048,0.9144531606434089,0.024339057507619246,0.0860559533305109,0.11039501083813015,0.8040581498052787,0.022813688212927757,0.02086204929224507
East Asia & Pacific,2020-01-27,2300828616,57,2910,343,82,2910,425,2485,1211.1666666666667,225.0,24.166666666666668,249.16666666666666,962.0000000000001,,,,,,,,,0.19294117647058823,0.028178694158075602,1.2647617383423573,0.035639334207585326,0.14907672723416787,0.1847160614417532,1.0800456769006042,0.01958762886597938,0.02477368353454102
East Asia & Pacific,2020-01-28,2300828616,187,5553,518,131,5553,649,4904,1409.3333333333333,308.0,28.5,336.5,1072.8333333333333,257.38888888888886,,5.027777777777778,,,,,,0.20184899845916796,0.023590851791824238,2.4134783274966014,0.056936009526752165,0.22513628194547802,0.2820722914722302,2.131406036024371,0.033675490725733837,0.08127506703437141
East Asia & Pacific,2020-01-29,2300828616,,6135,962,133,6135,1095,5040,1647.0,400.6666666666667,33.833333333333336,434.5,1212.5,339.1666666666667,,6.777777777777779,,,,,,0.12146118721461187,0.021678891605541973,2.666430675165073,0.05780526158059571,0.4181102378987449,0.47591549947934064,2.190515175685732,,
East Asia & Pacific,2020-01-30,2300828616,244,8201,1382,171,8201,1553,6648,2303.5,497.3333333333333,46.666666666666664,544.0,1759.5,336.16666666666663,126.05555555555556,6.888888888888888,132.94444444444446,203.22222222222217,21.673611111111114,,,0.11010946555054733,0.020851115717595414,3.564368046785454,0.07432105060362305,0.6006531692058893,0.6749742198095123,2.889393826975942,0.02975246921107182,0.10604875056891243
East Asia & Pacific,2020-01-31,2300828616,,9881,1944,213,9881,2157,7724,2377.6666666666665,655.0,49.166666666666664,704.1666666666666,1673.5,344.0833333333333,144.5,6.9444444444444455,151.44444444444446,192.63888888888886,-40.180555555555564,,,0.09874826147426982,0.0215565226191681,4.294539772014032,0.09257534373433748,0.8449129963359253,0.9374883400702627,3.357051431943769,,
East Asia & Pacific,2020-02-01,2300828616,371,11986,2602,259,11986,2861,9125,2948.8333333333335,796.8333333333334,59.833333333333336,856.6666666666667,2092.166666666667,344.0833333333333,161.66666666666666,7.138888888888889,168.80555555555554,175.27777777777777,-42.965277777777764,-31.03298611111111,,0.09052778748689269,0.02160854330051727,5.209427558684363,0.11256814097273901,1.1308969220504514,1.2434650630231905,3.965962495661172,0.030952778241281495,0.1612462559879775
East Asia & Pacific,2020-02-02,2300828616,429,16731,3327,362,16731,3689,13042,3228.1666666666665,981.3333333333334,65.5,1046.8333333333335,2181.333333333333,178.44444444444443,180.3888888888889,4.555555555555556,184.94444444444446,-6.500000000000028,-78.97916666666666,,,0.09812957441040933,0.021636483174944713,7.271728056428172,0.15733462174568155,1.4460007915687363,1.6033354133144178,5.668392643113754,0.02564102564102564,0.1864545655494403
East Asia & Pacific,2020-02-03,2300828616,,19819,4448,426,19819,4874,14945,3473.8333333333335,1175.0,70.16666666666667,1245.1666666666667,2228.666666666667,164.30555555555557,179.16666666666666,5.138888888888889,184.30555555555554,-19.99999999999997,-102.45833333333333,,,0.08740254411161263,0.02149452545537111,8.613853227562604,0.18515068746867497,1.933216567748043,2.118367255216718,6.495485972345886,,
