Region,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
South Asia,2020-01-22,1863046558,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Asia,2020-01-23,1863046558,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Asia,2020-01-24,1863046558,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Asia,2020-01-25,1863046558,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0005,0.0,0.0,0.0,0.0005,,
South Asia,2020-01-26,1863046558,,1,0,0,1,0,1,0.286,0.286,0.0,0.0,0.0,0.286,,,,,,,,,,0.0005,0.0,0.0,0.0,0.0005,,
South Asia,2020-01-27,1863046558,,2,0,0,2,0,2,0.429,0.429,0.0,0.0,0.0,0.429,,,,,,,,,,0.0011,0.0,0.0,0.0,0.0011,,
South Asia,2020-01-28,1863046558,3,2,0,0,2,0,2,0.429,0.429,0.0,0.0,0.0,0.429,,,,,,,,,,0.0011,0.0,0.0,0.0,0.0011,1.5,0.0016
South Asia,2020-01-29,1863046558,4,2,0,0,2,0,2,0.286,0.286,0.0,0.0,0.0,0.286,0.0286,0.0286,0.0,0.0286,0.0,,,,,0.0011,0.0,0.0,0.0,0.0011,2.0,0.0021
South Asia,2020-01-30,1863046558,5,3,0,0,3,0,3,0.429,0.429,0.143,0.0,0.143,0.286,0.0,0.0857,0.0,0.0857,-0.0857,,,,,0.0016,0.0,0.0,0.0,0.0016,1.67,0.0027
South Asia,2020-01-31,1863046558,,3,0,0,3,0,3,0.429,0.429,0.143,0.0,0.143,0.286,0.0,0.0857,0.0,0.0857,-0.0857,,,,,0.0016,0.0,0.0,0.0,0.0016,,
South Asia,2020-02-01,1863046558,,3,0,0,3,0,3,0.429,0.429,0.429,0.0,0.429,0.0,0.0,0.0857,0.0,0.0857,-0.0857,-0.0114,,,,0.0016,0.0,0.0,0.0,0.0016,,
South Asia,2020-02-02,1863046558,,4,1,0,4,1,3,0.429,0.429,0.429,0.0,0.429,0.0,-0.0286,0.0571,0.0,0.0571,-0.0857,-0.0114,,,0.0,0.0021,0.0,0.0005,0.0005,0.0016,,
South Asia,2020-02-03,1863046558,,5,1,0,5,1,4,0.286,0.286,0.429,0.0,0.429,-0.1429,-0.0286,0.0571,0.0,0.0571,-0.0857,-0.0171,,,0.0,0.0027,0.0,0.0005,0.0005,0.0021,,
South Asia,2020-02-04,1863046558,14,5,3,0,5,3,2,0.286,0.286,0.429,0.0,0.429,-0.1429,-0.0571,0.0,0.0,0.0,-0.0571,-0.0114,0.0011,,0.0,0.0027,0.0,0.0016,0.0016,0.0011,2.8,0.0075
South Asia,2020-02-05,1863046558,,5,3,0,5,3,2,0.286,0.286,0.429,0.0,0.429,-0.1429,-0.0857,0.0,0.0,0.0,-0.0857,-0.0057,0.0034,,0.0,0.0027,0.0,0.0016,0.0016,0.0011,,
South Asia,2020-02-06,1863046558,18,5,3,0,5,3,2,0.143,0.143,0.429,0.0,0.429,-0.2857,-0.0571,-0.0571,0.0,-0.0571,0.0,-0.0057,0.0069,,0.0,0.0027,0.0,0.0016,0.0016,0.0011,3.6,0.0097
South Asia,2020-02-07,1863046558,,5,3,0,5,3,2,0.0,0.0,0.429,0.0,0.429,-0.4286,-0.0571,-0.0571,0.0,-0.0571,0.0,0.0057,0.0046,0.0005,0.0,0.0027,0.0,0.0016,0.0016,0.0011,,
South Asia,2020-02-08,1863046558,,5,3,0,5,3,2,0.0,0.0,0.143,0.0,0.143,-0.1429,-0.0571,-0.0571,0.0,-0.0571,0.0,0.0171,0.0034,-0.0007,0.0,0.0027,0.0,0.0016,0.0016,0.0011,,
South Asia,2020-02-09,1863046558,,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,-0.0286,-0.0571,0.0,-0.0571,0.0286,0.0114,0.0034,-0.0021,0.0,0.0027,0.0,0.0021,0.0021,0.0005,,
South Asia,2020-02-10,1863046558,,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,0.0,-0.0571,0.0,-0.0571,0.0571,0.0114,0.0,-0.0014,0.0,0.0027,0.0,0.0021,0.0021,0.0005,,
South Asia,2020-02-11,1863046558,,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,0.0,-0.0286,0.0,-0.0286,0.0286,0.0114,-0.0034,-0.0011,0.0,0.0027,0.0,0.0021,0.0021,0.0005,,
South Asia,2020-02-12,1863046558,20,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,0.0,-0.0286,0.0,-0.0286,0.0286,0.0057,-0.0023,-0.0011,0.0,0.0027,0.0,0.0021,0.0021,0.0005,4.0,0.0107
South Asia,2020-02-13,1863046558,24,5,4,0,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0286,0.0,-0.0286,0.0286,0.0,-0.0023,0.0,0.0,0.0027,0.0,0.0021,0.0021,0.0005,4.8,0.0129
South Asia,2020-02-14,1863046558,,5,4,0,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0286,0.0,-0.0286,0.0286,0.0,-0.0023,0.0014,0.0,0.0027,0.0,0.0021,0.0021,0.0005,,
South Asia,2020-02-15,1863046558,,5,4,0,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0286,0.0,-0.0286,0.0286,0.0,0.0,0.0011,0.0,0.0027,0.0,0.0021,0.0021,0.0005,,
South Asia,2020-02-16,1863046558,34,5,4,0,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0286,-0.0286,0.0,0.0034,0.0011,0.0,0.0027,0.0,0.0021,0.0021,0.0005,6.8,0.0182
South Asia,2020-02-17,1863046558,,5,4,0,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0286,-0.0286,0.0057,0.0034,0.0016,0.0,0.0027,0.0,0.0021,0.0021,0.0005,,
South Asia,2020-02-18,1863046558,35,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,0.0,0.0286,0.0,0.0286,-0.0286,0.0171,0.0034,0.0005,0.0,0.0027,0.0,0.0021,0.0021,0.0005,7.0,0.0188
South Asia,2020-02-19,1863046558,210,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,0.0286,0.0286,0.0,0.0286,0.0,0.0171,0.0057,-0.0016,0.0,0.0027,0.0,0.0021,0.0021,0.0005,42.0,0.113
South Asia,2020-02-20,1863046558,212,5,4,0,5,4,1,0.0,0.0,0.143,0.0,0.143,-0.1429,0.0857,0.0286,0.0,0.0286,0.0571,0.0171,0.0023,-0.0011,0.0,0.0027,0.0,0.0021,0.0021,0.0005,42.4,0.114
South Asia,2020-02-21,1863046558,,5,5,0,5,5,0,0.143,0.143,0.143,0.0,0.143,0.0,0.0857,0.0,0.0,0.0,0.0857,0.0286,-0.0046,-0.0016,0.0,0.0027,0.0,0.0027,0.0027,0.0,,
South Asia,2020-02-22,1863046558,,5,5,0,5,5,0,0.429,0.429,0.143,0.0,0.143,0.286,0.0857,0.0,0.0,0.0,0.0857,0.0171,-0.0023,0.0018,0.0,0.0027,0.0,0.0027,0.0027,0.0,,
