region,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Europe & Central Asia,2020-01-22,918873518,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Europe & Central Asia,2020-01-23,918873518,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Europe & Central Asia,2020-01-24,918873518,3,2,0,0,2,0,2,,,,,,,,,,,,,,,0.0,0.002176578126174706,0.0,0.0,0.0,0.002176578126174706,1.5,0.003264867189262059
Europe & Central Asia,2020-01-25,918873518,38,3,0,0,3,0,3,,,,,,,,,,,,,,,0.0,0.003264867189262059,0.0,0.0,0.0,0.003264867189262059,12.666666666666666,0.04135498439731941
Europe & Central Asia,2020-01-26,918873518,52,3,0,0,3,0,3,,,,,,,,,,,,,,,0.0,0.003264867189262059,0.0,0.0,0.0,0.003264867189262059,17.333333333333332,0.05659103128054235
Europe & Central Asia,2020-01-27,918873518,114,4,1,0,4,1,3,1.3333333333333333,,,,,,,,,,,,,0.0,0.0,0.004353156252349412,0.0,0.001088289063087353,0.001088289063087353,0.003264867189262059,28.5,0.12406495319195825
Europe & Central Asia,2020-01-28,918873518,161,8,1,0,8,1,7,2.5,,,,,,,,,,,,,0.0,0.0,0.008706312504698823,0.0,0.001088289063087353,0.001088289063087353,0.007618023441611471,20.125,0.17521453915706384
Europe & Central Asia,2020-01-29,918873518,228,10,1,0,10,1,9,3.3333333333333335,,,,,,,,,,,,,0.0,0.0,0.01088289063087353,0.0,0.001088289063087353,0.001088289063087353,0.009794601567786177,22.8,0.2481299063839165
Europe & Central Asia,2020-01-30,918873518,373,10,3,0,10,3,7,3.5,0.5,,,,0.2777777777777778,,,,,,,,0.0,0.0,0.01088289063087353,0.0,0.003264867189262059,0.003264867189262059,0.007618023441611471,37.3,0.40593182053158267
Europe & Central Asia,2020-01-31,918873518,424,18,3,0,18,3,15,3.1666666666666665,0.8333333333333334,,,,-0.13888888888888887,,,,,,,,0.0,0.0,0.019589203135572355,0.0,0.003264867189262059,0.003264867189262059,0.016324335946310296,23.555555555555557,0.46143456274903766
Europe & Central Asia,2020-02-01,918873518,470,23,3,0,23,3,20,3.0,1.5,,,,-0.3333333333333333,,,,,-0.125,,,0.0,0.0,0.025030648451009118,0.0,0.003264867189262059,0.003264867189262059,0.02176578126174706,20.434782608695652,0.5114958596510559
Europe & Central Asia,2020-02-02,918873518,551,25,4,0,25,4,21,3.0,1.1666666666666667,,,,-0.2777777777777778,0.2222222222222222,,,,,,,0.0,0.0,0.027207226577183826,0.0,0.004353156252349412,0.004353156252349412,0.022854070324834413,22.04,0.5996472737611315
Europe & Central Asia,2020-02-03,918873518,631,27,6,0,27,6,21,1.6666666666666667,1.6666666666666667,,,,-0.2222222222222222,0.19444444444444442,,,,,,,0.0,0.0,0.02938380470335853,0.0,0.006529734378524118,0.006529734378524118,0.022854070324834413,23.37037037037037,0.6867103988081198
Europe & Central Asia,2020-02-04,918873518,749,28,10,0,28,10,18,1.3333333333333333,1.8333333333333333,,,,-0.08333333333333333,0.0,,,,,,,0.0,0.0,0.030472093766445885,0.0,0.01088289063087353,0.01088289063087353,0.019589203135572355,26.75,0.8151285082524274
Europe & Central Asia,2020-02-05,918873518,780,28,10,0,28,10,18,1.8333333333333333,1.8333333333333333,,,,-0.027777777777777752,0.13888888888888887,,,,,,,0.0,0.0,0.030472093766445885,0.0,0.01088289063087353,0.01088289063087353,0.019589203135572355,27.857142857142858,0.8488654692081353
Europe & Central Asia,2020-02-06,918873518,948,28,13,0,28,13,15,1.8333333333333333,2.0,,,,0.2222222222222222,0.055555555555555546,,,,,,,0.0,0.0,0.030472093766445885,0.0,0.014147757820135588,0.014147757820135588,0.016324335946310296,33.857142857142854,1.0316980318068107
Europe & Central Asia,2020-02-07,918873518,1024,31,14,0,31,14,17,2.5,1.5,,,,0.19444444444444445,0.055555555555555546,,,,,,,0.0,0.0,0.03373696095570795,0.0,0.015236046883222942,0.015236046883222942,0.018500914072485,33.03225806451613,1.1144080006014494
Europe & Central Asia,2020-02-08,918873518,1029,36,15,0,36,15,21,2.8333333333333335,2.0,,,,-0.027777777777777752,0.055555555555555546,,,,-0.13194444444444445,,,0.0,0.0,0.03917840627114471,0.0,0.016324335946310296,0.016324335946310296,0.022854070324834413,28.583333333333332,1.1198494459168862
Europe & Central Asia,2020-02-09,918873518,1211,38,18,0,38,18,20,3.0,2.0,,,,-0.055555555555555546,-0.02777777777777779,,,,-0.1527777777777778,,,0.0,0.0,0.04135498439731941,0.0,0.019589203135572355,0.019589203135572355,0.02176578126174706,31.86842105263158,1.3179180553987846
Europe & Central Asia,2020-02-10,918873518,1551,43,19,0,43,19,24,2.5,2.1666666666666665,,,,-0.3055555555555556,0.08333333333333333,,,,,,,0.0,0.0,0.04679642971275618,0.0,0.020677492198659705,0.020677492198659705,0.026118937514096472,36.06976744186046,1.6879363368484845
Europe & Central Asia,2020-02-11,918873518,1819,45,22,0,45,22,23,1.6666666666666667,2.1666666666666665,,,,-0.4166666666666667,-0.055555555555555546,,,,,,,0.0,0.0,0.04897300783893088,0.0,0.023942359387921767,0.023942359387921767,0.025030648451009118,40.422222222222224,1.9795978057558952
Europe & Central Asia,2020-02-12,918873518,2248,46,25,0,46,25,21,1.5,1.8333333333333333,,,,-0.47222222222222227,-0.11111111111111112,,,,,,,0.0,0.0,0.050061296902018236,0.0,0.027207226577183826,0.027207226577183826,0.022854070324834413,48.869565217391305,2.4464738138203694
Europe & Central Asia,2020-02-13,918873518,3020,46,27,0,46,27,19,0.6666666666666666,2.0,,,,-0.3888888888888889,-0.16666666666666663,,,,,,,0.0,0.0,0.050061296902018236,0.0,0.02938380470335853,0.02938380470335853,0.020677492198659705,65.65217391304348,3.286632970523806
Europe & Central Asia,2020-02-14,918873518,3397,46,28,0,46,28,18,0.3333333333333333,1.6666666666666667,,,,-0.25,-0.16666666666666663,,,,,,,0.0,0.0,0.050061296902018236,0.0,0.030472093766445885,0.030472093766445885,0.019589203135572355,73.84782608695652,3.696917947307738
Europe & Central Asia,2020-02-15,918873518,3497,47,29,1,47,30,17,0.16666666666666666,1.3333333333333333,,,,0.22222222222222224,-0.13888888888888887,,,,,,,0.03333333333333333,0.02127659574468085,0.05114958596510559,0.001088289063087353,0.03156038282953324,0.03264867189262059,0.018500914072485,74.40425531914893,3.8057468536164736
Europe & Central Asia,2020-02-16,918873518,3620,47,31,1,47,32,15,0.16666666666666666,1.1666666666666667,,,,1.527777777777778,-0.13888888888888887,,,,,,,0.03125,0.02127659574468085,0.05114958596510559,0.001088289063087353,0.03373696095570795,0.034825250018795294,0.016324335946310296,77.02127659574468,3.9396064083762177
Europe & Central Asia,2020-02-17,918873518,4665,47,32,1,47,33,14,0.16666666666666666,1.1666666666666667,,,,4.166666666666667,0.027777777777777752,,,,2.2569444444444446,,,0.030303030303030304,0.02127659574468085,0.05114958596510559,0.001088289063087353,0.034825250018795294,0.03591353908188265,0.015236046883222942,99.25531914893617,5.076868479302502
Europe & Central Asia,2020-02-18,918873518,5371,47,33,1,47,34,13,2.8333333333333335,1.0,0.16666666666666666,1.1666666666666667,1.6666666666666667,6.361111111111112,0.3333333333333333,,,,3.0486111111111107,,,0.029411764705882353,0.02127659574468085,0.05114958596510559,0.001088289063087353,0.03591353908188265,0.03700182814497,0.014147757820135588,114.27659574468085,5.845200557842173
